pis,start,end,amount,agency,relationship,id,title,funded,start-year,end-year
Jamison Steidl,10/1/06,6/30/12,"$301,636 ",Carnegie-Mellon University,Institutes of higher education,1120855-186144,NEESR-SG: High-Fidelity Site Characterization by Experimentation Field Observation and Inversion-Based Modeling,y,,
Jamison Steidl,10/1/04,9/30/09,"$585,550 ",Network for Earthquake Engineering Simulation,"Private agency, foundation",NEES Consortium Operations 2004-2014,2.0 Facility SMART Goals,y,,
Jamison Steidl,10/1/11,9/30/15,"$75,012 ",Northeastern University,Institutes of higher education,501947-78052,Induced-Partial Saturation Through Transport and Reactivity for Liquefaction Mitigation,y,,
Jamison Steidl,10/1/09,9/30/14,"$2,613,461 ",Purdue University,Institutes of higher education,NEES-4101-31902,NEES Consortium Operations: 2004-2014,y,,
Jamison Steidl,2/1/07,1/31/12,"$135,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: SCEC Borehole Instrumentation Program,y,,
Jamison Steidl,2/1/08,1/31/12,"$90,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: SCEC Borehole Instrumentation Center,y,,
Jamison Steidl Ralph Archuleta,2/1/12,1/31/15,"$88,000 ",University of Southern California,Institutes of higher education,Y86552-A,SCEC4 Participation Project A: SCEC Borehole Instrumentation Center,y,,
Jamison Steidl Ralph Archuleta,2/1/12,1/31/15,"$89,000 ",University of Southern California,Institutes of higher education,Y86552-B,SCEC4 Participation Project B: The SCEC Portable Broadband Instrument Center,y,,
Jean Carlson,2/1/07,1/31/12,"$22,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: Dynamic Fault Weakening due to Shear Strain Localization: Constitutive Laws Rupture Dynamics and Ground Motion,y,,
Jean Carlson Ralph Archuleta,2/1/09,1/31/12,"$25,000 ",University of Southern California,Institutes of higher education,120044,SCEC3 Participation: Shear Strain Localization in Dynamic Earthquake Rupture: Shear Heating Dynamic Weakening and Slip Below the Seismogenic Zone,y,,
Jean Carlson Ralph Archuleta,2/1/12,1/31/15,"$20,000 ",University of Southern California,Institutes of higher education,20121441,SCEC4 Participation Project C: Implications of Physical Dissipation Mechanisms for Dynamic Faulting and Structural Resilience,y,,
Jean Carlson Ralph Archuleta,2/1/12,1/31/15,"$34,000 ",University of Southern California,Institutes of higher education,Y86552-J,SCEC4 Participation Project J: Compactivity Comminution Heating and Disorder - The Physics of Granular Fault Gouge,y,,
Jean Carlson Ralph Archuleta Jim Langer,2/1/07,1/31/12,"$21,000 ",University of Southern California,Institutes of higher education,120044,Multi-Statistical Theories for Frictional Weakening and Variability in Earthquakes,y,,
Jean Carlson Ralph Archuleta Jim Langer,2/1/10,1/31/12,"$20,000 ",University of Southern California,Institutes of higher education,20110062,Earthquake Dynamics with STZ Friction: A Statistical Physics Approach to Dynamic Weakening Energy Partitioning and Fault Evolution,y,,
Jeff Dozier,9/1/08,9/30/11,"$35,500 ",US Department of Agriculture,Federal agencies,58-5362-8-415,Using a Modeling System to Extend Hydrologic parameters and Processes from Experimental Watersheds to larger Regions Within Mountainous Regions of the Western US,y,,
Jeff Dozier,4/1/12,9/30/16,"$427,125 ",National Aeronautics and Space Administration,Federal agencies,NNX12AJ87G,Assessing Water Resources in Remote Sparsely Gauged Snow-Dominated Mountain Basins,y,,
Jeff Dozier,10/1/08,12/31/10,"$900,000 ",National Science Foundation,Federal agencies,CBET-0838607,Conceptual Design of the WATer and Environmental Research Systems Network,y,,
Jeff Dozier,4/1/06,3/31/10,"$150,000 ",National Science Foundation,Federal agencies,EAR-0537327,Sintering in Snow and the Possible Role of Soluble Impurities,y,,
Jeff Dozier,10/1/10,9/30/14,"$33,972 ",National Science Foundation,Federal agencies,EAR-1015057,Rapid Quantitative Snow Stratigraphy for Avalanche Forecasting Using Near-Infrared Photography,y,,
Jeff Dozier,9/1/07,12/31/10,"$459,442 ",Office of Naval Research,Federal agencies,N00244-07-1-0013,Mountain Snow Cover Albedo and Space-Time Interpolation from Multispectral Sensors,y,,
Jeff Dozier,9/1/06,6/30/09,"$20,000 ",UC Merced,UC-wide,EAR-0326064 UCSB,Observation design in the mountain west: Scaling measurements and modeling in the San Joaquin Valley and Sierra Nevada,y,,
Jeff Dozier James Frew,6/24/11,6/23/15,"$1,425,210 ",National Aeronautics and Space Administration,Federal agencies,NNX11AK35A,Error Analysis of MODIS Fractional Snow-Covered Area and Snow Albedo in Mountain Regions,y,,
Jeff Dozier James Frew Jiancheng Shi,2/1/04,1/31/12,"$2,945,182 ",National Aeronautics and Space Administration,Federal agencies,NNG04GC52A,Multi-Resolution Snow Products for the Hydrologic Sciences,y,,
Jeff Dozier Karl Rittger,10/1/09,3/31/12,"$76,000 ",National Aeronautics and Space Administration,Federal agencies,NNX09AN75H,Improving Runoff Forecasting with Enhanced Estimates of Snow Properties,y,,
Jennifer Thorsch,6/10/14,9/30/15,"$25,000 ",California Coastal Conservancy,"California state, municipal agencies",13-078,Kids in Nature Explore the Coast,y,,
Jennifer Thorsch,9/1/10,8/30/15,"$214,305 ",National Science Foundation,Federal agencies,DBI-0956281,Collaborative Proposal: Harnessing the Power of Herbarium Specimens to Understand the Changing Flora of a Biodiversity,y,,
Jennifer Thorsch,12/5/12,12/30/13,"$7,500 ",Southern Calif Gas Company,"Private agency, foundation",83445,Kids In Nature,y,,
Jennifer Thorsch,10/1/13,9/30/14,"$99,374 ",The Institute of Museum and Library Services IMLS,Federal agencies,IMLS MA-30-13-0466-13,Digitization of the UCSB Vascular Plant Collection,y,,
Jennifer Thorsch Samuel Sweet,8/1/11,7/31/14,"$80,655 ",The Institute of Museum and Library Services IMLS,Federal agencies,IMLS MA-05-11-0256-11,Vertebrate Collections Management Project,y,,
Jiancheng Shi,12/1/08,12/31/13,"$376,004 ",Jet Propulsion Laboratory,Federal agencies,1360781,Technical Development for SMAP Soil Moisture Retrieval,y,,
Jiancheng Shi,6/15/06,9/14/09,"$460,845 ",National Aeronautics and Space Administration,Federal agencies,NNX06AC90G,Snow Retrienal Algorithm Development for a Satellite-Based Snow Processes Mission,y,,
Jiancheng Shi,6/20/11,6/19/14,"$87,000 ",University of Washington,Institutes of higher education,727195,Forward Physical Radiative Transfer Models and Retrieval Algorithms for Radar Remote Sensing of Terrestrial Snow at X Band and Ku Band,y,,
Jim Boles,2/1/10,1/31/15,"$287,219 ",US Department of Energy,Federal agencies,DE-SC0003676,Fault-Related CO2 Degassing Geothermics & Fluid FLow in Southern California Basins--- Physiochemical Evidence & Modeling,y,,
Jim Mattinson,1/1/07,12/31/11,"$240,919 ",National Science Foundation,Federal agencies,549674,Development of the CA-TIMS method: Refining U-Pb Zircon Geochronology,y,,
Joan Florsheim Edward Keller,3/6/14,6/30/15,"$100,000 ",California EPA Water Control Board,"California state, municipal agencies",13-068-120,San Gregorio Creek Watershed Sediment Budget,y,,
Joan Florsheim Edward Keller,9/15/13,8/31/15,"$16,764 ",National Science Foundation,Federal agencies,EAR-1359734,Collaborative Research: RAPID: Short-and Long-term Sediment Dynamics Following Wildfire in Chaparral Environments,y,,
Joel Michaelsen Lisa Stratton,5/27/14,6/30/16,"$869,300 ",California Coastal Conservancy,"California state, municipal agencies",13-115,North Campus Open Space Restoration (previously named Upper Deveroux Slough) Project Planning Phase UCSB,y,,
John Cottle,10/1/09,9/30/12,"$41,411 ",National Science Foundation,Federal agencies,911416,Collaborative Research:Orogen-parallel mid-crustal flow and exhumation of domes along the southern maring of the Tibetan plateau,y,,
John Cottle,5/1/11,10/31/14,"$133,321 ",National Science Foundation,Federal agencies,1050043,Collaborative Research: Improving the Accuracy and Precision of Monazite and Allanite Geochronology via ID Th-Pb Ages for Reference Materials,y,,
John Cottle,7/1/11,6/30/15,"$311,385 ",National Science Foundation,Federal agencies,ANT-1043152,Exploring the Significance of Na-Alkalkine Magmatism in Subduction Systems a Case Study From the Ross Orogen Antartica,y,,
John Cottle,7/1/11,6/30/15,"$366,356 ",National Science Foundation,Federal agencies,EAR-1119380,How Does the Mid-crust Accommodate Deformation in Large Hot Collisional Orogens? Insight From the Himalaya-Tibet System,y,,
John Cottle,2/28/12,7/31/14,"$67,095 ",US Geological Survey,Federal agencies,G12AP20049,Evaluating Mechanisms for Rare Earth Phosphate Mineralization in the Proterozoic Pinto Gneiss Music Valley Eastern Mojave California,y,,
John Melack,4/1/06,3/31/10,"$424,781 ",National Aeronautics and Space Administration,Federal agencies,NNG06GF71G,Linking remote sensing of variations in inundation and aquatic vegetation with regional analyses of carbon dynamics in Amazon wetlands,y,,
John Melack,3/15/07,2/28/13,"$423,548 ",National Science Foundation,Federal agencies,DEB-0614207,Responses of high elevation aquatic ecosystems to interannual climate variability and trends in nutrient inputs (LTREB Program),y,,
John Melack,3/15/07,2/28/11,"$14,500 ",National Science Foundation,Federal agencies,DEB-0614207,Responses of High Elevation Aquatic Ecosystems to Interannual Climate Variability and Trends in Nutrient Inputs(LTREB Program - REU Supplement),y,,
John Melack,9/1/12,8/31/17,"$167,056 ",National Science Foundation,Federal agencies,DEB-1242594,LTREB Renewal-Collaborative Research: Responses of High Elevation Acquatic Ecosystems to Interannual Climate Variability,y,,
John Melack,9/1/13,8/31/14,"$133,031 ",Pennsylvania State University,Institutes of higher education,4916-USB-DOE-0620,Scale-aware Improved Hydrological and Biogeochemical Simulations of the Amazon Under a Changing Climate,y,,
John Melack Craig Nelson,6/1/07,5/31/09,"$9,000 ",National Science Foundation,Federal agencies,709975,Dissertation Research: Linking successional dynamics of bacterioplankton communities to biogeochemical processes at the landscape scale,y,,
John Melack Laura Hess Sally MacIntyre,1/1/10,12/31/14,"$357,736 ",National Aeronautics and Space Administration,Federal agencies,NNX10AB66G,Analysis and Synthesis of Carbon Dynamics on Amazon Floodplains,y,,
Jordan Clark,7/1/07,12/31/09,"$80,998 ",American Petroleum Institute,"Private agency, foundation",,Evaluation of Push-Push Tests for Site Characterization at Vandenberg AFB,y,,
Jordan Clark,8/1/12,7/31/13,"$21,109 ",City of Avalon,"California state, municipal agencies",SB130002,Linking coastal contamination to the local sewage system using a sulfer hexaflouride as deliberate tracer,y,,
Jordan Clark,4/1/09,9/30/11,"$101,961 ",Desert Research Institute,Institutes of higher education,646.9951.02,UCSB Sub-Award: Investigation of Methods Of Potential Value To Monitor Groundwater Recharge In The Mountains of California,y,,
Jordan Clark,5/21/08,4/30/09,"$28,636 ",Inland Empire Utilities Agency,"California state, municipal agencies",,Chino Basin Tracer Study,y,,
Jordan Clark,9/1/07,8/31/09,"$24,893 ",National Science Foundation,Federal agencies,726563,Collaborative Research: Large-scale long-term multi-directional cross-hole experiments in the upper oceanic crust using a borehole observatory network,y,,
Jordan Clark,2/1/06,2/2/11,"$89,100 ",National Science Foundation,Federal agencies,OCE-0550203,Collaborative Research: A three-dimensional subseafloor IODP observatory network in the northeastern Pacific Ocean and initiation of large-scale cross-hole experiments,y,,
Jordan Clark,9/1/10,8/31/14,"$185,621 ",National Science Foundation,Federal agencies,OCE-1031352,Collaborative Research: Large-scale Long-term Multi-directional Cross-hole Experiments in the Upper Oceanic Crust Using a Borehole Observatory Network,y,,
Jordan Clark,6/1/13,5/31/15,"$121,801 ",National Science Foundation,Federal agencies,OCE-1260353,Collaborative Research: Completing single- and cross-hole hydrogeologic and microbial experiments: Juan de Fuca Flank,y,,
Jordan Clark,7/1/08,6/30/10,"$59,487 ",UC Center for Water Resources,UC-wide,WR1028,35S The Ideal Tracer of Travel Time Near Mar Operations,y,,
Jordan Clark,1/1/09,6/30/11,"$38,673 ",Water Replenishment District of So Cal,"California state, municipal agencies",SB090078,2009 Rio Hondo-Groundwater Tracer Study,y,,
Jordan Clark,10/1/10,12/31/14,"$110,875 ",WateReuse Association (Foundation),"Private agency, foundation",WRF-09-11,Development of New Tracers for Determining Travel Time Near MAR Operations,y,,
Jordan Clark,12/4/12,11/30/13,"$20,115 ",Yucaipa Valley Water District,"California state, municipal agencies",SB130070,Travel time assessment near the Yucaipa spreading ponds using sulfur hexaflouride,y,,
Joseph McFadden,1/1/09,7/31/09,"$28,950 ",University of Minnesota,Institutes of higher education,N441626701,Controls on Urban/Suburban Carbon and Water Fluxes,y,,
Joseph McFadden Jennifer King,9/1/09,9/30/13,"$499,945 ",National Science Foundation,Federal agencies,BCS-0908549,Collaborative Research: Coupling Human Choice and Biogeochemical Cycling in Urban Ecosystems,y,,
Joshua Schimel,9/1/09,8/31/13,"$313,386 ",National Science Foundation,Federal agencies,ARC-0902038,Collaborative Research: The Changing Seasonality of Tundra Nutrient Cycling: Implications for Ecosystem and Arctic System Functioning,y,,
Joshua Schimel,9/1/09,8/31/13,"$301,642 ",National Science Foundation,Federal agencies,ARC-0909510,Collaborative Research: Environmental Changes Alter the Carbon Cycle of High Arctic Ecosystems: Shifts in the Ages and Sources of CO2 and DOC,y,,
Joshua Schimel,9/15/09,8/31/13,"$275,736 ",National Science Foundation,Federal agencies,DEB-0919049,Collaborative Research: MSB: Microbial Control of Litter Decay at the Cellulose-Lignin Interface,y,,
Joshua Schimel Claudia Boot,7/1/09,6/30/11,"$10,000 ",National Science Foundation,Federal agencies,20091548,Dissolved Organic Matter in the Arctic: What does it Look Like Why does it Matter?,y,,
Joshua Schimel Patricia Holden,5/1/12,4/30/15,"$607,635 ",National Science Foundation,Federal agencies,DEB-1145875,Collaborative Research: Controls over C Sequestration: Physiology vs. Physics,y,,
Joshua Schimel Seeta Sistla,40787,8/30/13,"$15,000 ",National Science Foundation,Federal agencies,1110843,Dissertation Rersearch: Exploring the Impacts of Long-Term Warming on Arctic Soils: Linking Microbial Communities with Seasonal Biogeochemical Dynamics,y,,
Laura Hess,3/16/09,9/30/12,"$441,708 ",Jet Propulsion Laboratory,Federal agencies,1367520,An Inundated Wetlands Earth System Data Record: Global Monitoring of Wetland Extent and Dynamics,y,,
Laura Hess,1/6/12,1/5/15,"$1,039,723 ",National Aeronautics and Space Administration,Federal agencies,NNX12AD27G,Land and Resource Use on the Amazon Floodplain Under Evolving Management Systems and Environmental Change: Fish Forests Cattle and Settlements,y,,
Laura Hess John Melack Thiago Silva,1/14/14,1/13/15,"$171,137 ",Virginia Polytechnic Institute and State University,Institutes of higher education,426670-19B03,Impacts of floods and droughts on aquatic macrophytes forests and fisheries of central Amazonian river floodplains,y,,
Lee Hannah,6/1/09,5/31/10,"$21,739 ",California Department of Forestry,"California state, municipal agencies",9IT84008,Climate Change Vegetation Model and Database Development,y,,
Lee Hannah,6/15/10,12/31/11,"$71,769 ",California Energy Commision,"California state, municipal agencies",POCE01-T06,Statewide Climate Change Impact Assessment for Conservation and Biodiversity,y,,
Lee Hannah Frank Davis David Stoms,6/1/09,12/30/12,"$300,000 ",California Energy Commision,"California state, municipal agencies",500-08-020,Advanced Modeling of the Biological Effects of Climate Change in California,y,,
Leila Carvalho Charles Jones,1/1/12,12/31/15,"$450,000 ",International Potato Center (CIP) ,"Private agency, foundation",SB120184,Regional Climate Variability and Changes in the Central Andes,y,,
Leila Carvalho Charles Jones,8/1/10,7/31/15,"$370,984 ",National Oceanic and Atmospheric Administration,Federal agencies,NA10OAR4310170,An Integrated View of the American Monsoon Systems: Observations Models and Probabilistic Forecasts,y,,
Leila Carvalho Charles Jones,7/1/11,6/30/13,"$30,000 ",National Science Foundation,Federal agencies,AGS-1126804,Decadal Variability of the American Monsoons: An Assessment of CMIP5 Simulations,y,,
Leila Carvalho Charles Jones,4/15/10,3/31/12,"$50,000 ",USAID,Federal agencies,SB100085,Statistical Physics Climatic Downscaling: Combining Wavelet Multifractal and Neural Network Approaches in a Unified Scaling Methodology,y,,
Leila Carvalho Charles Jones Bodo Bookhagen,8/15/11,7/31/15,"$563,506 ",National Science Foundation,Federal agencies,1116105,Climate Variability and Impacts on Regional Surface Runoff in High Asia Mountains,y,,
Leonel Romero,1/1/12,12/31/12,"$24,355 ",UC San Diego,UC-wide,20042310,Modeling and Analysis of Measurements of Waves Interacting with Eddies in the Gulf of Mexico,y,,
Leonel Romero,1/1/13,12/31/13,"$35,985 ",University of California,UC-wide,2004310,Modeling and Analysis of Measurements of Waves Interacting with Eddies in the Gulf of Mexico,y,,
Lisa Stratton,2/26/13,2/25/14,"$1,000 ",Allergan Foundation,"Private agency, foundation",SB130133,Devereux Slough Hydrologic Functioning Restoration,y,,
Lisa Stratton,5/2/11,9/30/12,"$175,000 ",California Coastal Conservancy,"California state, municipal agencies",10-037,Campus Lagoon Accessway,y,,
Lisa Stratton,6/16/10,12/31/11,"$32,000 ",Goleta Valley Land Trust,"Private agency, foundation",SB110028,Restoration of Bluff Edge at West Campus Bluffs,y,,
Lisa Stratton,1/1/14,1/31/15,"$10,000 ",Outhwaite Foundation,"Private agency, foundation",SB140075,Ellwood-Devereux Connecting the Community & Nature,y,,
Lisa Stratton,9/19/12,5/31/14,"$29,996 ",Southern California Wetlands Recovery Project,"California state, municipal agencies",20121179,UCSB Campus Lagoon Salt Marsh Restoration,y,,
Lisa Stratton,11/5/10,10/1/11,"$24,000 ",Southern California Wetlands Recovery Project,"California state, municipal agencies",SB110009,UCSB San Nicholas Wetland Enhancement,y,,
Lisa Stratton,10/1/12,9/30/15,"$44,800 ",US Fish and Wildlife Service,Federal agencies,F12AC00683,Recovery Activities for Nipomo Lupine,y,,
Lisa Stratton Jennifer Thorsch,1/1/12,9/30/13,"$36,000 ",Goleta Valley Land Trust,"Private agency, foundation",SB120116,Restoration of Bluff Edge at West Campus Bluffs,y,,
Matthew Jackson,7/1/13,9/30/15,"$184,293 ",National Science Foundation,Federal agencies,OCE-1153894,Collaborative Research: Using the Rurutu hotspot to evaluate mantle motion and absolute plate motion models,y,,
Matthew Jackson,9/2/13,1/31/15,"$99,395 ",National Science Foundation,Federal agencies,EAR-1430610,Isotopic diversity in Mangaia melt inclusions: Mantle source or crustal assimilation?,y,,
Matthew Jackson,9/2/13,3/31/14,$392 ,National Science Foundation,Federal agencies,OCE-1419915,Constraining mantle flow between Samoa and the northern Lau and N. Fiji Basins with geochemistry and geodynamics,y,,
Matthew Jackson,6/1/14,5/31/15,"$111,566 ",National Science Foundation,Federal agencies,EAR-1348082,Collaborative Research: Using sulfur isotopes to identify subducted Archean crust in modern oceanic hotspot lavas,y,,
Matthew Jackson,8/1/14,7/31/17,"$8,783 ",National Science Foundation,Federal agencies,EAR-1347377,Collaborative Research: The role of oxygen fugacity in calc-alkaline differentiation and the creation of continental crust at the Aleutian arc,y,,
Matthew Kay,2/13/12,12/31/12,"$25,000 ",California Wildlife Foundation,"Private agency, foundation",UCSB2012,Fishery Overview Chapter for California Spiny Lobster Fishery Management plan,y,,
Matthew Kay Jennifer Caselle Hunter Lenihan,8/23/07,3/31/10,"$407,855 ",State Coastal Conservancy,"California state, municipal agencies",07-021,Monitoring and Assessment of Marine Reserves at the Northern Channel Islands: A Multi- Species Collaborative Trapping Program,y,,
Matthew Rioux,2/1/13,1/31/15,"$195,014 ",National Science Foundation,Federal agencies,EAR - 1250522,Timescales of development of sub-ophiolite subduction: High precision U-Pb dating and geochemical characterization of late magmatism and metamorphism in the Oman-U.A.E. ophiolite,y,,
Matthew Rioux,2/15/12,7/31/14,"$35,046 ",National Science Foundation,Federal agencies,OCE-1144648,Collaborative Research: Plutons as ingredients for continental crust: Pilot study of the differences between intermediate plutons and lavas in the intra-Aleutian arc,y,,
Michael Freeston,7/1/08,3/31/09,"$78,891 ",INDECS ,"Private agency, foundation",SB090014,Development of a Next-Generation Database Management System: From Data to Knowledge,y,,
Michael Singer,1/1/13,12/31/15,"$96,466 ",National Science Foundation,Federal agencies,EAR - 1226741,Collaborative Research: Establishing Process Links Between Streamflow Sediment Transport/Storage and Biogeochemical Processing of Mercury,y,,
Michael Singer Tom Dunne,8/15/05,7/31/10,"$103,265 ",National Science Foundation,Federal agencies,BCS-0521663,Collaborative Research: Tracking Hydraulic Mining Sediments from the Sierra Piedmont into Flood Bypasses of the Sacramento Valley California,y,,
Naomi Tague,1/1/10,6/30/12,"$72,115 ",Kearney Foundation,"Private agency, foundation",2009.03,Optimized Soil Moisture Sampling Design to Represent the Impact of Annual Climate Variability on Dominant Ecohydrological Orecesses in Snow-Dominated Watersheds,y,,
Naomi Tague,7/1/11,6/30/14,"$86,251 ",Oregon State University,Institutes of higher education,S1343H-A,Ecohydrological Component of Willamette Water 2100 Project,y,,
Naomi Tague,4/1/10,9/30/11,"$100,000 ",University of California,UC-wide,500-09-025-UCSB,Continued Climate Observations and Analyses,y,,
Naomi Tague,6/8/09,9/30/11,"$174,772 ",University of California,UC-wide,73720-00-09,Water Security and Climate Change,y,,
Naomi Tague,9/1/12,8/31/14,"$79,542 ",UC Merced,UC-wide,20121104,The California Critical Zone Observatory,y,,
Naomi Tague,10/1/13,9/30/14,"$24,566 ",UC Merced,UC-wide,20130866,Southern Sierra Critical Zone Observatory,y,,
Naomi Tague,9/1/07,8/31/13,"$327,599 ",UC Merced,UC-wide,EAR 0725097,The California Critical Zone Observatory,y,,
Naomi Tague,9/1/10,8/31/12,"$31,203 ",University of North Carolina Charlotte,Institutes of higher education,20100588-01-UCS,Influence of Stormwater Management Structures on Ecological Function in Urban Streams,y,,
Naomi Tague,7/13/09,6/30/10,"$79,462 ",US Geological Survey,Federal agencies,G09AC00270,The Western Mountain Initiative: Vulnerability and Adaptation to Climate Change in Western Mountain Ecosystems,y,,
Naomi Tague,5/15/10,6/30/14,"$298,683 ",US Geological Survey,Federal agencies,G10AC00309,The Western Mountain Initiative: Vulnerability and Adaptation to Climate Change in Western Mountain Ecosystems,y,,
Naomi Tague,12/9/08,9/30/09,"$52,669 ",USDA Forest Service,Federal agencies,PNW 08-JV-11261952,Interactions Among Climate Change Hydrology and Terrestrial and Aquatic Ecosystems,y,,
Naomi Tague,4/1/11,3/31/16,"$403,484 ",Washington State University (Pullman WA),Institutes of higher education,115320 G002931,Collaborative Research: Type 2: Understanding Biogeochemical Cycling in the Context of Climate Variability Using a Regional Earth System Modeling Framework,y,,
Naomi Tague Michael Farrell,7/15/07,6/30/09,"$12,000 ",National Science Foundation,Federal agencies,BCS-0728236,Doctoral Dissertation Research: Multi-spatial Forecasts of Hydrologic Sensitivity to Climate Change in the Pacific Northwest: A Process-based Modeling Approach,y,,
Norm Nelson,8/9/13,8/8/15,"$7,662 ",East Carolina University,Institutes of higher education,A13-0184,A workshop on the laboratory measurement of the spectral absorption of color dissolved organic matter,y,,
Norm Nelson Craig Carlson David Siegel,5/29/09,5/28/14,"$773,496 ",National Aeronautics and Space Administration,Federal agencies,NNX09AL09G,Ocean Color Observations on CLIVAR: Inherent Optical Propoerties and Community Structure on Trans-Ocean Sections,y,,
Norm Nelson Craig Carlson David Siegel,4/1/07,3/31/10,"$297,529 ",National Science Foundation,Federal agencies,OCE-0648541,Chromophoric DOM - A photoactive tracer of biogeochemical process,y,,
Norm Nelson David Siegel,3/26/14,3/25/16,"$170,000 ",NASA Shared Services Center,Federal agencies,NNX14AG24G,Ocean Color Observations on CLIVAR: Opportunities in 2014 and 2015,y,,
Norm Nelson David Siegel,1/26/01,11/30/10,"$729,130 ",National Aeronautics and Space Administration,Federal agencies,NAS5-00200,The Bermuda BioOptics Project (BBOP) Years 9 - 11,y,,
Norm Nelson David Siegel,1/30/08,7/29/11,"$867,500 ",National Aeronautics and Space Administration,Federal agencies,NNX08AH17G,The Bermuda Bio-Optics Project: Biological and biogeochemical responses to decade-scale climate forcing,y,,
Norm Nelson David Siegel,2/8/11,2/7/15,"$732,936 ",National Aeronautics and Space Administration,Federal agencies,NNX11AE99G,Bermuda Bio-Optics Project: Enhancement of Measurements for New Ocean Color Applications,y,,
Patricia Holden,2/1/08,8/31/09,"$76,193 ",City of Santa Barbara,"California state, municipal agencies",22659,DNA-Based Microbial Source Tracking in Laguna Channel Santa Barbara,y,,
Patricia Holden,10/14/08,3/31/11,"$340,000 ",City of Santa Barbara,"California state, municipal agencies",22926,Microbial Source Tracking Protocol Development,y,,
Patricia Holden,3/1/10,2/28/11,"$15,000 ",City of Santa Barbara,"California state, municipal agencies",383517,Canine Scent and Microbial Source Tracking in Santa Barbara CA,y,,
Patricia Holden,10/4/06,6/30/09,"$57,694 ",ENVIRON International Corporation,"Private agency, foundation",SB070053,Assessing microbial communities in permangante-treated aquifer materials,y,,
Patricia Holden,5/5/12,6/30/14,"$10,000 ",Metropolitan Water District of Southern California,"California state, municipal agencies",20120655,Bucket Biosand Filter Enhanced with Slow-release Silver Impregnated Ceramic Debris,y,,
Patricia Holden,8/1/12,12/31/12,"$16,628 ",Santa Ynez Band of Chumash Indians,"Private agency, foundation",20121540,Assessment of Fecal Contamination in Zanja de Cota Creek on the Chumash Reservation Santa Ynez CA,y,,
Patricia Holden,7/1/10,6/30/14,"$573,500 ",Southern California Coastal Water Research Project (SCCWRP),"California state, municipal agencies",7965,SIPP,y,,
Patricia Holden,1/1/14,1/31/16,"$194,209 ",Southern California Coastal Water Research Project (SCCWRP),"California state, municipal agencies",9406,Determination of DNA-based Fecal Marker Aging Characteristics for Use in Quantitative Microbial Source Tracking,y,,
Patricia Holden,7/1/08,8/31/10,"$67,375 ",University of California,UC-wide,SB090039,Fate Persistence and Source Identification of Pathogens Pathogen Indicator Bacteria and Human Specific Markers in Coast Beach and Wetland Sediment of Southern California,y,,
Patricia Holden,4/1/10,7/31/11,"$18,986 ",US Geological Survey,Federal agencies,G10PX01310,Microbial Communities in Malibu Lagoon,y,,
Patricia Holden Galen Stucky,5/15/07,5/14/10,"$399,986 ",US Environmental Protection Agency,Federal agencies,RD-83332301,Bioavailability and Fate of CdSe and TiO2 Nanoparticles in Eukaryotes and Bacteria,y,,
Patricia Holden Joshua Schimel,3/1/05,2/28/10,"$400,000 ",National Science Foundation,Federal agencies,DEB-0444712,Resource and Stress Interactions in Regulating Microbial Communities in a California Grassland Soil,y,,
Phil Gans,7/1/13,6/30/15,"$31,915 ",Great Lakes Exploration,"Private agency, foundation",SB140046,Exploration of the Rochford Area Black Hills South Dakota: An Integrated Geologic Mapping and Framework Study,y,,
Phil Gans,4/1/14,3/31/15,"$25,677 ",US Geological Survey,Federal agencies,G14AC00080,Geological Mapping of the Southwestern Whipple Mountains and Eastern Mopah Range Southeastern California: Unraveling the Eruptive and Structural History of a Synextensional Miocene Volcanic Center,y,,
Ralph Archuleta,1/1/09,12/31/10,"$73,921 ",US Department of Interior,Federal agencies,G09AP00027,Strong Ground Motions in Salt Lake City and Other Metropolitan Areas From Large Earthquakes on the Wasatch Fault,y,,
Ralph Archuleta,1/1/11,12/31/12,"$72,170 ",US Department of Interior,Federal agencies,10600014,Strong Ground Motions in Salt Lake City and Other Metropolitan Areas From Large Earthquakes on the Wasatch Fault,y,,
Ralph Archuleta,7/1/11,12/31/11,"$15,000 ",US Department of Interior,Federal agencies,G11AP20186,The Fourth ESG International Symposium ,y,,
Ralph Archuleta,3/15/10,2/28/11,"$28,800 ",National Science Foundation,Federal agencies,944317,Earthquake Source Dynamics: Data and Data-Constrained Numerical Modeling,y,,
Ralph Archuleta,9/1/11,8/31/12,"$28,237 ",National Science Foundation,Federal agencies,1143751,4th International IASPEI Symposium on Effects of Surface Geology on Seismic Motion UC Santa Barbara 23 - 26 August 2011,y,,
Ralph Archuleta,11/1/10,10/31/12,"$60,000 ",University of California,UC-wide,20110295,Peer NGA-EAST Finite Fault Simulations,y,,
Ralph Archuleta,11/1/12,8/31/13,"$47,000 ",University of Southern California,Institutes of higher education,10113445,SCEC4 Participation Project F: Broadband Modeling of Earthquake Ground Motions,y,,
Ralph Archuleta,9/1/13,8/31/14,"$47,000 ",University of Southern California,Institutes of higher education,10035505,SCEC4 Participation Project F: Broadband Modeling of Earthquake Ground Motions,y,,
Ralph Archuleta,2/1/08,1/31/12,"$120,000 ",University of Southern California,Institutes of higher education,120044,SCEC3: Prediction of Broadband Time Histories,y,,
