,Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5,filename
9209,100,pub.1039200833,10.1016/s0167-2991(10)75001-1,,,The nanoscale integration of heterostructures in chemo- and bio-catalysis,Studies in Surface Science and Catalysis,"Scientific Bases for the Preparation of Heterogeneous Catalysts - Proceedings of the 10th International Symposium, Louvain-la-Neuve, Belgium, July 11-15, 2010",,2010,2010,175,,8-Jan,Closed,Chapter,"Stucky, Galen D.",,"Stucky, Galen D. (University of California, Santa Barbara)",1,0,,0.11,,https://app.dimensions.ai/details/publication/pub.1039200833,0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,,,Galen-D-Stucky.csv
9210,100,pub.1024446250,10.1039/b926183d,,,High performance separation of aerosol sprayed mesoporous TiO 2 sub-microspheres from aggregates via density gradient centrifugation,Journal of Materials Chemistry,,,2010,2010,20,20,4162-4167,Closed,Article,"Zhang, Yichi; Shi, Yifeng; Liou, Ya-Hsuan; Sawvel, April M.; Sun, Xiaohong; Cai, Yue; Holden, Patricia A.; Stucky, Galen D.",,"Zhang, Yichi (University of California, Santa Barbara); Shi, Yifeng (University of California, Santa Barbara); Liou, Ya-Hsuan (National Taiwan University); Sawvel, April M. (University of California, Santa Barbara); Sun, Xiaohong (University of California, Santa Barbara); Cai, Yue (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",14,4,,1.8,,https://app.dimensions.ai/details/publication/pub.1024446250,0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,,Galen-D-Stucky.csv
9211,100,pub.1003219401,10.1039/c0jm00820f,,,"Morphology-selective synthesis of mesoporous SBA -15 particles over micrometer, submicrometer and nanometer scales",Journal of Materials Chemistry,,,2010,2010,20,39,8483-8487,Closed,Article,"Lee, Hyung Ik; Kim, Jin Hoe; Stucky, Galen D.; Shi, Yifeng; Pak, Chanho; Kim, Ji Man",,"Lee, Hyung Ik (University of California, Santa Barbara; Sungkyunkwan University); Kim, Jin Hoe (Sungkyunkwan University); Stucky, Galen D. (University of California, Santa Barbara); Shi, Yifeng (University of California, Santa Barbara); Pak, Chanho (Samsung (South Korea)); Kim, Ji Man (Sungkyunkwan University)",71,9,,13.75,,https://app.dimensions.ai/details/publication/pub.1003219401,0912 Materials Engineering,0912 Materials Engineering,09 Engineering,,,,Galen-D-Stucky.csv
9212,400,pub.1056222145,10.1021/nl902423a,19775084,,Ordered mesoporous metallic MoO2 materials with highly reversible lithium storage capacity.,Nano Letters,,Crystallization; Electric Power Supplies; Lithium; Macromolecular Substances; Materials Testing; Metal Nanoparticles; Molecular Conformation; Molybdenum; Nanotechnology; Oxides; Particle Size; Porosity; Surface Properties,12/9/09,2009,9,12,4215-20,Closed,Article,"Shi, Yifeng; Guo, Bingkun; Corr, Serena A; Shi, Qihui; Hu, Yong-Sheng; Heier, Kevin R; Chen, Liquan; Seshadri, Ram; Stucky, Galen D",,"Shi, Yifeng (University of California, Santa Barbara); Guo, Bingkun (); Corr, Serena A (); Shi, Qihui (); Hu, Yong-Sheng (); Heier, Kevin R (); Chen, Liquan (); Seshadri, Ram (); Stucky, Galen D ()",455,70,4.75,61.61,,https://app.dimensions.ai/details/publication/pub.1056222145,0912 Materials Engineering; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,Galen-D-Stucky.csv
9213,400,pub.1056222131,10.1021/nl902357q,19780585,,Growth of metal oxide nanowires from supercooled liquid nanodroplets.,Nano Letters,,Cold Temperature; Crystallization; Macromolecular Substances; Materials Testing; Metal Nanoparticles; Molecular Conformation; Nanotechnology; Oxides; Particle Size; Solutions; Surface Properties,12/9/09,2009,9,12,4138-46,"All OA; Green, Published",Article,"Kim, Myung Hwa; Lee, Byeongdu; Lee, Sungsik; Larson, Christopher; Baik, Jeong Min; Yavuz, Cafer T; Seifert, Sönke; Vajda, Stefan; Winans, Randall E; Moskovits, Martin; Stucky, Galen D; Wodtke, Alec M",,"Kim, Myung Hwa (University of California Los Angeles); Lee, Byeongdu (); Lee, Sungsik (); Larson, Christopher (); Baik, Jeong Min (); Yavuz, Cafer T (); Seifert, Sönke (); Vajda, Stefan (); Winans, Randall E (); Moskovits, Martin (); Stucky, Galen D (); Wodtke, Alec M ()",50,6,0.58,8.21,https://pure.mpg.de/pubman/item/item_2408413_2/component/file_2408414/2408413.pdf,https://app.dimensions.ai/details/publication/pub.1056222131,0912 Materials Engineering,0912 Materials Engineering,09 Engineering,,,,Galen-D-Stucky.csv
9214,400,pub.1010840703,10.1021/nl902020t,19911806,,Pd-sensitized single vanadium oxide nanowires: highly responsive hydrogen sensing based on the metal-insulator transition.,Nano Letters,,Crystallization; Electric Conductivity; Electric Wiring; Electrochemistry; Hydrogen; Macromolecular Substances; Materials Testing; Molecular Conformation; Nanotechnology; Nanotubes; Palladium; Particle Size; Surface Properties; Vanadium Compounds,12/9/09,2009,9,12,3980-4,"All OA; Green, Published",Article,"Baik, Jeong Min; Kim, Myung Hwa; Larson, Christopher; Yavuz, Cafer T; Stucky, Galen D; Wodtke, Alec M; Moskovits, Martin",,"Baik, Jeong Min (University of California, Santa Barbara); Kim, Myung Hwa (); Larson, Christopher (); Yavuz, Cafer T (); Stucky, Galen D (); Wodtke, Alec M (); Moskovits, Martin ()",92,10,1.18,10.34,https://pure.mpg.de/pubman/item/item_2408416_2/component/file_2408421/2408416.pdf,https://app.dimensions.ai/details/publication/pub.1010840703,0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,,Galen-D-Stucky.csv
9215,200,pub.1055417539,10.1021/cm902231s,,,Formation of Hollow Upconversion Rare-Earth Fluoride Nanospheres: Nanoscale Kirkendall Effect During Ion Exchange,Chemistry of Materials,,,11/10/09,2009,21,21,5237-5243,Closed,Article,"Zhang, Fan; Shi, Yifeng; Sun, Xiaohong; Zhao, Dongyuan; Stucky, Galen D.",,"Zhang, Fan (); Shi, Yifeng (); Sun, Xiaohong (); Zhao, Dongyuan (); Stucky, Galen D. ()",113,9,,,,https://app.dimensions.ai/details/publication/pub.1055417539,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,,Galen-D-Stucky.csv
9216,400,pub.1055861367,10.1021/ja9032499,19860474,,"Low-temperature, highly selective, gas-phase oxidation of benzyl alcohol over mesoporous K-Cu-TiO2 with stable copper(I) oxidation state.",Journal of the American Chemical Society,,,11/4/09,2009,131,43,15568-9,Closed,Article,"Fan, Jie; Dai, Yihu; Li, Yunlong; Zheng, Nanfeng; Guo, Junfang; Yan, Xiaoqing; Stucky, Galen D",,"Fan, Jie (Zhejiang University); Dai, Yihu (); Li, Yunlong (); Zheng, Nanfeng (); Guo, Junfang (); Yan, Xiaoqing (); Stucky, Galen D ()",80,16,0.64,8.99,,https://app.dimensions.ai/details/publication/pub.1055861367,0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,,Galen-D-Stucky.csv
9217,400,pub.1055861921,10.1021/ja905245u,19754125,,Periodic mesoporous organosilica with a hexagonally pillared lamellar structure.,Journal of the American Chemical Society,,,10/14/09,2009,131,40,14249-51,Closed,Article,"Lee, Hyung Ik; Kim, Ji Man; Stucky, Galen D",,"Lee, Hyung Ik (University of California, Santa Barbara); Kim, Ji Man (); Stucky, Galen D ()",12,0,0.23,,,https://app.dimensions.ai/details/publication/pub.1055861921,03 Chemical Sciences,03 Chemical Sciences,,,,,Galen-D-Stucky.csv
9218,400,pub.1056204180,10.1021/ma901137g,20814445,PMC2929756,Local Water Dynamics in Coacervated Polyelectrolytes Monitored Through Dynamic Nuclear Polarization-Enhanced H NMR.,Macromolecules,,,10/13/09,2009,42,19,7404-7412,"All OA; Green, Accepted & Submitted",Article,"Kausik, Ravinath; Srivastava, Aasheesh; Korevaar, Peter A; Stucky, Galen; Waite, J Herbert; Han, Songi",,"Kausik, Ravinath (University of California, Santa Barbara); Srivastava, Aasheesh (); Korevaar, Peter A (); Stucky, Galen (); Waite, J Herbert (); Han, Songi ()",39,5,1.11,4.08,http://europepmc.org/articles/pmc2929756?pdf=render,https://app.dimensions.ai/details/publication/pub.1056204180,0303 Macromolecular and Materials Chemistry; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,Galen-D-Stucky.csv
9219,200,pub.1031945998,10.1021/cm901516b,,,Hollow Microporous Cerium Oxide Spheres Templated By Colloidal Silica,Chemistry of Materials,,,10/13/09,2009,21,19,4577-4582,Closed,Article,"Strandwitz, Nicholas C.; Stucky, Galen D.",,"Strandwitz, Nicholas C. (); Stucky, Galen D. ()",80,12,,,,https://app.dimensions.ai/details/publication/pub.1031945998,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,,Galen-D-Stucky.csv
9220,400,pub.1055398954,10.1021/cg900166u,20161392,PMC2782844,Biomimetic Control of Calcite Morphology with Homopolyanions.,Crystal Growth & Design,,,10/7/09,2009,9,10,4335-4343,"All OA; Green, Accepted & Submitted",Article,"McKenna, Brandon J; Waite, J Herbert; Stucky, Galen D",,"McKenna, Brandon J (University of California, Santa Barbara); Waite, J Herbert (); Stucky, Galen D ()",17,0,0.28,1.66,http://europepmc.org/articles/pmc2782844?pdf=render,https://app.dimensions.ai/details/publication/pub.1055398954,0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,,,Galen-D-Stucky.csv
9221,400,pub.1056222008,10.1021/nl901522b,19705806,,Photoelectrochemical performance of CdSe nanorod arrays grown on a transparent conducting substrate.,Nano Letters,,Aluminum Oxide; Cadmium Compounds; Electric Conductivity; Electrochemistry; Materials Testing; Nanotechnology; Nanotubes; Particle Size; Photochemistry; Porosity; Selenium Compounds; Semiconductors; Surface Properties,9/9/09,2009,9,9,3262-7,Closed,Article,"Schierhorn, Martin; Boettcher, Shannon W; Kraemer, Stephan; Stucky, Galen D; Moskovits, Martin",,"Schierhorn, Martin (University of California, Santa Barbara); Boettcher, Shannon W (); Kraemer, Stephan (); Stucky, Galen D (); Moskovits, Martin ()",46,1,0.76,6.23,,https://app.dimensions.ai/details/publication/pub.1056222008,0912 Materials Engineering; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,Galen-D-Stucky.csv
9222,200,pub.1055417238,10.1021/cm900834g,,,Markedly Improved CO 2 Capture Efficiency and Stability of Gallium Substituted Hydrotalcites at Elevated Temperatures,Chemistry of Materials,,,8/11/09,2009,21,15,3473-3475,Closed,Article,"Yavuz, Cafer T.; Shinall, Brian D.; Iretskii, Alexei V.; White, Mark G.; Golden, Tim; Atilhan, Mert; Ford, Peter C.; Stucky, Galen D.",,"Yavuz, Cafer T. (); Shinall, Brian D. (); Iretskii, Alexei V. (); White, Mark G. (); Golden, Tim (); Atilhan, Mert (); Ford, Peter C. (); Stucky, Galen D. ()",59,9,,,,https://app.dimensions.ai/details/publication/pub.1055417238,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,,Galen-D-Stucky.csv
9223,200,pub.1037363921,10.1002/chin.200931014,,,ChemInform Abstract: Improved Photoelectrochemical Performance of Ti‐Doped α‐Fe2O3 Thin Films by Surface Modification with Fluoride.,ChemInform,,,8/4/09,2009,40,31,,Closed,Article,"Hu, Yong‐Sheng; Kleiman‐Shwarsctein, Alan; Stucky, Galen D.; McFarland, Eric W.",,"Hu, Yong‐Sheng (University of California, Santa Barbara); Kleiman‐Shwarsctein, Alan (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); McFarland, Eric W. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1037363921,,,,,,,Galen-D-Stucky.csv
9224,100,pub.1013713580,10.1016/j.elecom.2009.03.034,,,NiFe-oxide electrocatalysts for the oxygen evolution reaction on Ti doped hematite photoelectrodes,Electrochemistry Communications,,,2009-06,2009,11,6,1150-1153,Closed,Article,"Kleiman-Shwarsctein, Alan; Hu, Yong-Sheng; Stucky, Galen D.; McFarland, Eric W.","McFarland, Eric W.","Kleiman-Shwarsctein, Alan (University of California, Santa Barbara); Hu, Yong-Sheng (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); McFarland, Eric W. (University of California, Santa Barbara)",50,7,,5.61,,https://app.dimensions.ai/details/publication/pub.1013713580,0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,,Galen-D-Stucky.csv
9225,400,pub.1055515664,10.1021/es802806n,19452921,,Effects of soluble cadmium salts versus CdSe quantum dots on the growth of planktonic Pseudomonas aeruginosa.,Environmental Science & Technology,,"Cadmium; Cadmium Compounds; Microscopy, Electron, Scanning Transmission; Plankton; Pseudomonas aeruginosa; Quantum Dots; Reactive Oxygen Species; Selenium Compounds; Solubility; X-Ray Diffraction",2009-04,2009,43,7,2589-94,Closed,Article,"Priester, John H; Stoimenov, Peter K; Mielke, Randall E; Webb, Samuel M; Ehrhardt, Christopher; Zhang, Jin Ping; Stucky, Galen D; Holden, Patricia A",,"Priester, John H (University of California, Santa Barbara); Stoimenov, Peter K (); Mielke, Randall E (); Webb, Samuel M (); Ehrhardt, Christopher (); Zhang, Jin Ping (); Stucky, Galen D (); Holden, Patricia A ()",106,18,3.37,11.09,,https://app.dimensions.ai/details/publication/pub.1055515664,0605 Microbiology,0605 Microbiology,06 Biological Sciences,,,,Galen-D-Stucky.csv
9226,200,pub.1056111575,10.1021/jp8089209,,,Electrocatalytic Activity of Gold−Platinum Clusters for Low Temperature Fuel Cell Applications,The Journal of Physical Chemistry C,,,3/26/09,2009,113,12,5014-5024,Closed,Article,"Tang, Wei; Jayaraman, Shrisudersan; Jaramillo, Thomas F.; Stucky, Galen D.; McFarland, Eric W.",,"Tang, Wei (); Jayaraman, Shrisudersan (); Jaramillo, Thomas F. (); Stucky, Galen D. (); McFarland, Eric W. ()",55,5,,,,https://app.dimensions.ai/details/publication/pub.1056111575,09 Engineering; 10 Technology; 03 Chemical Sciences,09 Engineering,10 Technology,03 Chemical Sciences,,,Galen-D-Stucky.csv
9227,400,pub.1056203381,10.1021/ma802174t,20808713,PMC2929675,Fluorescence Investigations into Complex Coacervation between Polyvinylimidazole and Sodium Alginate.,Macromolecules,,,3/24/09,2009,42,6,2168-2176,"All OA; Green, Accepted & Submitted",Article,"Srivastava, Aasheesh; Waite, J Herbert; Stucky, Galen D; Mikhailovsky, Alexander",,"Srivastava, Aasheesh (University of California, Santa Barbara); Waite, J Herbert (); Stucky, Galen D (); Mikhailovsky, Alexander ()",35,5,0.66,,http://europepmc.org/articles/pmc2929675?pdf=render,https://app.dimensions.ai/details/publication/pub.1056203381,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,,Galen-D-Stucky.csv
9228,400,pub.1048230010,10.1021/la8027012,18847291,PMC2746015,Metals and the integrity of a biological coating: the cuticle of mussel byssus.,Langmuir,,"Animals; Biocompatible Materials; Biomechanical Phenomena; Bivalvia; Calcium; Hydrogen-Ion Concentration; Iron; Levodopa; Metals; Microscopy, Electron, Scanning; Microscopy, Electron, Transmission; Microscopy, Fluorescence; Models, Chemical; Mytilus; Surface Properties",3/17/09,2009,25,6,3323-6,"All OA; Green, Accepted & Submitted",Article,"Holten-Andersen, Niels; Mates, Thomas E; Toprak, Muhammet S; Stucky, Galen D; Zok, Frank W; Waite, J Herbert",,"Holten-Andersen, Niels (University of California, Santa Barbara); Mates, Thomas E (); Toprak, Muhammet S (); Stucky, Galen D (); Zok, Frank W (); Waite, J Herbert ()",115,18,2.74,12.95,http://europepmc.org/articles/pmc2746015?pdf=render,https://app.dimensions.ai/details/publication/pub.1048230010,0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,,Galen-D-Stucky.csv
9229,100,pub.1025229624,10.1016/j.memsci.2009.01.004,,,High throughput screening and measurements of proton conductivity of newly developed PEM materials based on proton transport visualization,Journal of Membrane Science,,,2009-03,2009,330,2-Jan,326-333,Closed,Article,"Ivanovskaya, Anna; Fan, Jie; Wudl, Fred; Stucky, Galen D.","Stucky, Galen D.","Ivanovskaya, Anna (University of California, Santa Barbara); Fan, Jie (University of California, Santa Barbara); Wudl, Fred (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",2,0,,0.27,,https://app.dimensions.ai/details/publication/pub.1025229624,0912 Materials Engineering; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,Galen-D-Stucky.csv
9230,200,pub.1017503006,10.1002/smll.200800808,19148885,,An Assembly Route to Inorganic Catalytic Nanoreactors Containing Sub‐10‐nm Gold Nanoparticles with Anti‐Aggregation Properties,Small,,"Catalysis; Gold; Metal Nanoparticles; Microscopy, Electron, Transmission; Oxidation-Reduction",2/6/09,2009,5,3,361-365,Closed,Article,"Huang, Xiaoqing; Guo, Changyou; Zuo, Jinquan; Zheng, Nanfeng; Stucky, Galen D.",,"Huang, Xiaoqing (Xiamen University); Guo, Changyou (Xiamen University); Zuo, Jinquan (Xiamen University); Zheng, Nanfeng (Xiamen University); Stucky, Galen D. (University of California, Santa Barbara)",152,13,2.39,,,https://app.dimensions.ai/details/publication/pub.1017503006,,,,,,,Galen-D-Stucky.csv
9231,400,pub.1027884231,10.1016/j.pneurobio.2008.09.009,18926873,PMC2728462,"Nanotechnology, nanotoxicology, and neuroscience",Progress in Neurobiology,,Animals; Drug Delivery Systems; Humans; Nanostructures; Nanotechnology; Neurosciences; Toxicology,2009-02,2009,87,3,133-170,"All OA; Green, Accepted & Submitted",Article,"Suh, Won Hyuk; Suslick, Kenneth S.; Stucky, Galen D.; Suh, Yoo-Hun","Suh, Yoo-Hun","Suh, Won Hyuk (University of California, Santa Barbara); Suslick, Kenneth S. (University of Illinois at Urbana Champaign); Stucky, Galen D. (University of California, Santa Barbara); Suh, Yoo-Hun (Seoul National University)",263,42,5.61,55.79,http://europepmc.org/articles/pmc2728462?pdf=render,https://app.dimensions.ai/details/publication/pub.1027884231,1701 Psychology; 1109 Neurosciences; 1702 Cognitive Sciences,11 Medical and Health Sciences,17 Psychology and Cognitive Sciences,1701 Psychology,1109 Neurosciences,1702 Cognitive Sciences,Galen-D-Stucky.csv
9232,100,pub.1037040972,10.1016/j.nantod.2008.10.013,,,Multifunctional nanosystems at the interface of physical and life sciences,Nano Today,,,2009-02,2009,4,1,27-36,Closed,Article,"Suh, Won Hyuk; Suh, Yoo-Hun; Stucky, Galen D.","Suh, Yoo-Hun","Suh, Won Hyuk (University of California, Santa Barbara); Suh, Yoo-Hun (Seoul National University); Stucky, Galen D. (University of California, Santa Barbara)",98,7,,16.45,,https://app.dimensions.ai/details/publication/pub.1037040972,1007 Nanotechnology,10 Technology,1007 Nanotechnology,,,,Galen-D-Stucky.csv
9233,400,pub.1056110563,10.1021/jp8071348,19105643,PMC2630488,Bioinspired gradient materials via blending of polymer electrolytes and applying electric forces.,The Journal of Physical Chemistry B,,"Acrylamides; Biomimetics; Calorimetry, Differential Scanning; Electrolytes; Electromagnetic Fields; Metals; Polymers; Spectrophotometry, Ultraviolet; X-Ray Diffraction",1/22/09,2009,113,3,647-55,"All OA; Green, Accepted & Submitted",Article,"Bronstein, Lyudmila M; Ivanovskaya, Anna; Mates, Tom; Holten-Andersen, Niels; Stucky, Galen D",,"Bronstein, Lyudmila M (Indiana University Bloomington); Ivanovskaya, Anna (); Mates, Tom (); Holten-Andersen, Niels (); Stucky, Galen D ()",14,3,0.14,1.9,http://europepmc.org/articles/pmc2630488?pdf=render,https://app.dimensions.ai/details/publication/pub.1056110563,0912 Materials Engineering; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,Galen-D-Stucky.csv
9234,400,pub.1055859475,10.1021/ja806556a,19055347,,Magnetic permanently confined micelle arrays for treating hydrophobic organic compound contamination.,Journal of the American Chemical Society,,Atrazine; Biphenyl Compounds; Diuron; Ferric Compounds; Hydrophobic and Hydrophilic Interactions; Kinetics; Magnetics; Micelles; Naphthalenes; Organic Chemicals; Silicon Dioxide; Soil Pollutants; Surface-Active Agents,1/14/09,2009,131,1,182-8,Closed,Article,"Wang, Peng; Shi, Qihui; Shi, Yifeng; Clark, Kristin K; Stucky, Galen D; Keller, Arturo A",,"Wang, Peng (University of California, Santa Barbara); Shi, Qihui (); Shi, Yifeng (); Clark, Kristin K (); Stucky, Galen D (); Keller, Arturo A ()",89,11,1.48,8.67,,https://app.dimensions.ai/details/publication/pub.1055859475,0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,,,Galen-D-Stucky.csv
9235,400,pub.1004277936,10.1039/b901135h,19532910,,Improved photoelectrochemical performance of Ti-doped α-Fe 2 O 3 thin films by surface modification with fluoride,Chemical Communications,,,2009,2009,0,19,2652-2654,Closed,Article,"Hu, Yong-Sheng; Kleiman-Shwarsctein, Alan; Stucky, Galen D.; McFarland, Eric W.",,"Hu, Yong-Sheng (University of California, Santa Barbara); Kleiman-Shwarsctein, Alan (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); McFarland, Eric W. (University of California, Santa Barbara)",127,20,1.48,14.24,,https://app.dimensions.ai/details/publication/pub.1004277936,0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,,Galen-D-Stucky.csv
9236,300,pub.1026662664,10.1039/b816298k,19137173,,Dendronized macromonomers for three-dimensional data storage,Chemical Communications,,,2009,2009,0,4,425-427,"All OA; Green, Accepted & Submitted",Article,"Khan, Anzar; Daugaard, Anders E.; Bayles, Andrea; Koga, Shogo; Miki, Yasuaki; Sato, Ken; Enda, Jun; Hvilsted, Soren; Stucky, Galen D.; Hawker, Craig J.",,"Khan, Anzar (University of California, Santa Barbara); Daugaard, Anders E. (Technical University of Denmark); Bayles, Andrea (University of California, Santa Barbara); Koga, Shogo (Mitsubishi Chemical Group Science and Technology Research Center (Japan)); Miki, Yasuaki (Mitsubishi Chemical Group Science and Technology Research Center (Japan)); Sato, Ken (Mitsubishi Chemical Group Science and Technology Research Center (Japan)); Enda, Jun (Mitsubishi Chemical Group Science and Technology Research Center (Japan)); Hvilsted, Soren (Technical University of Denmark); Stucky, Galen D. (University of California, Santa Barbara); Hawker, Craig J. (University of California, Santa Barbara)",19,0,0.26,,http://orbit.dtu.dk/en/publications/dendronized-macromonomers-for-threedimensional-data-storage(6d97db28-767a-4252-ab7f-0d25fe25c3fa).html,https://app.dimensions.ai/details/publication/pub.1026662664,03 Chemical Sciences,03 Chemical Sciences,,,,,Galen-D-Stucky.csv
9237,100,pub.1017721038,10.1039/b900982e,,,"VO 2 (B) nanorods : solvothermal preparation, electrical properties, and conversion to rutile VO 2 and V 2 O 3",Journal of Materials Chemistry,,,2009,2009,19,25,4362-4367,Closed,Article,"Corr, Serena A.; Grossman, Madeleine; Shi, Yifeng; Heier, Kevin R.; Stucky, Galen D.; Seshadri, Ram",,"Corr, Serena A. (University of California, Santa Barbara); Grossman, Madeleine (University of California, Santa Barbara); Shi, Yifeng (University of California, Santa Barbara); Heier, Kevin R. (Air Products & Chemicals (United States)); Stucky, Galen D. (University of California, Santa Barbara); Seshadri, Ram (University of California, Santa Barbara)",82,13,,9.19,,https://app.dimensions.ai/details/publication/pub.1017721038,0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,,Galen-D-Stucky.csv
9567,200,pub.1048373468,10.1007/978-94-007-6326-5_56-3,,,Historical Development (of Dating Methods),,Encyclopedia of Scientific Dating Methods,,2014,2014,,,17-Jan,Closed,Chapter,"Mattinson, James M.",,"Mattinson, James M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1048373468,,,,,,,James-M-Mattinson.csv
9568,100,pub.1024963751,10.2113/gselements.9.1.53,,,Revolution and Evolution: 100 Years of U–Pb Geochronology,Elements,,,2/1/13,2013,9,1,53-57,All OA; Gold,Article,"Mattinson, James M.",,"Mattinson, James M. ()",15,2,,2.25,http://elements.geoscienceworld.org/content/gselements/9/1/53.full.pdf,https://app.dimensions.ai/details/publication/pub.1024963751,0403 Geology,04 Earth Sciences,0403 Geology,,,,James-M-Mattinson.csv
9569,100,pub.1019096317,10.1016/j.chemgeo.2012.04.006,,,Multi-step TIMS and CA-TIMS monazite U–Pb geochronology,Chemical Geology,,,2012-06,2012,312,Geological Society of America Bulletin 118 1/2 2006,58-73,Closed,Article,"Peterman, Emily M.; Mattinson, James M.; Hacker, Bradley R.","Peterman, Emily M.","Peterman, Emily M. (University of California, Santa Barbara); Mattinson, James M. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara)",17,3,,2.8,,https://app.dimensions.ai/details/publication/pub.1019096317,0403 Geology,04 Earth Sciences,0403 Geology,,,,James-M-Mattinson.csv
9570,200,pub.1058847847,10.1086/662033,,,Timing and Evolution of Cretaceous Island Arc Magmatism in Central Cuba: Implications for the History of Arc Systems in the Northwestern Caribbean,The Journal of Geology,,,2011-11,2011,119,6,619-640,Closed,Article,"Rojas-Agramonte, Y.; Kröner, A.; García-Casco, A.; Somin, M.; Iturralde-Vinent, M.; Mattinson, J. M.; Millán Trujillo, G.; Sukar, K.; Pérez Rodríguez, M.; Carrasquilla, S.; Wingate, M. T. D.; Liu, D. Y.",,"Rojas-Agramonte, Y. (); Kröner, A. (); García-Casco, A. (); Somin, M. (); Iturralde-Vinent, M. (); Mattinson, J. M. (); Millán Trujillo, G. (); Sukar, K. (); Pérez Rodríguez, M. (); Carrasquilla, S. (); Wingate, M. T. D. (); Liu, D. Y. ()",24,4,,2.67,,https://app.dimensions.ai/details/publication/pub.1058847847,0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,,James-M-Mattinson.csv
9571,100,pub.1051438620,10.1029/2011eo210003,,,George Robert Tilton (1923–2010),Eos,,,5/24/11,2011,92,21,179-179,All OA; Gold,Article,"Mattinson, James; Hopson, Clifford",,"Mattinson, James (University of California, Santa Barbara); Hopson, Clifford (University of California, Santa Barbara)",0,0,,0,http://onlinelibrary.wiley.com/doi/10.1029/2011EO210003/pdf,https://app.dimensions.ai/details/publication/pub.1051438620,0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,,James-M-Mattinson.csv
9572,100,pub.1041070299,10.1139/e10-023,,,Extending the Krogh legacy: development of the CATIMS method for zircon UPb geochronologyThis article is one of a series of papers published in this Special Issue on the theme of Geochronology in honour of Tom Krogh.,Canadian Journal of Earth Sciences,,,2011-02,2011,48,2,95-105,Closed,Article,"Mattinson, James M.",,"Mattinson, James M. (University of California, Santa Barbara)",19,2,,,,https://app.dimensions.ai/details/publication/pub.1041070299,04 Earth Sciences,04 Earth Sciences,,,,,James-M-Mattinson.csv
