,"""About the data: Exported on Nov 02, 2019. Criteria: Researcher is Kelly Krispin Caylor. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
89,100,pub.1038182528,10.1016/j.advwatres.2009.12.003,,,An ecohydrological approach to predicting regional woody species distribution patterns in dryland ecosystems,Advances in Water Resources,,,2010-02,2010,33,2,215-230,Closed,Article,"Franz, Trenton E.; Caylor, Kelly K.; Nordbotten, Jan M.; Rodríguez-Iturbe, Ignacio; Celia, Michael A.","Franz, Trenton E.","Franz, Trenton E. (Princeton University); Caylor, Kelly K. (Princeton University); Nordbotten, Jan M. (Princeton University; University of Bergen); Rodríguez-Iturbe, Ignacio (Princeton University); Celia, Michael A. (Princeton University)",46,12,,9.74,,https://app.dimensions.ai/details/publication/pub.1038182528,09 Engineering; 0102 Applied Mathematics; 0905 Civil Engineering; 01 Mathematical Sciences; 0907 Environmental Engineering,09 Engineering,0102 Applied Mathematics,0905 Civil Engineering,01 Mathematical Sciences,0907 Environmental Engineering
90,100,pub.1002299078,10.1016/j.jaridenv.2009.08.012,,,Nutrient limitations on aboveground grass production in four savanna types along the Kalahari Transect,Journal of Arid Environments,,,2010-02,2010,74,2,284-290,Closed,Article,"O'Halloran, Lydia R.; Shugart, Herman H.; Wang, Lixin; Caylor, Kelly K.; Ringrose, Susan; Kgope, Barney","O'Halloran, Lydia R.","O'Halloran, Lydia R. (Oregon State University); Shugart, Herman H. (University of Virginia); Wang, Lixin (University of Virginia); Caylor, Kelly K. (Princeton University); Ringrose, Susan (University of Botswana); Kgope, Barney (South African National Biodiversity Institute)",18,7,,2.36,,https://app.dimensions.ai/details/publication/pub.1002299078,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
91,200,pub.1068420920,10.17660/actahortic.2009.846.5,,,DECOUPLING STRUCTURAL AND ENVIRONMENTAL DETERMINANTS OF SAP VELOCITY USING HEAT PULSE METHODS,Acta Horticulturae,,,2009-11,2009,,846,69-76,Closed,Article,"Dragoni, D.; Caylor, K.K.",,"Dragoni, D. (); Caylor, K.K. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1068420920,0607 Plant Biology; 06 Biological Sciences; 0706 Horticultural Production; 07 Agricultural and Veterinary Sciences,0607 Plant Biology,06 Biological Sciences,0706 Horticultural Production,07 Agricultural and Veterinary Sciences,
92,100,pub.1050714089,10.1029/2008wr007230,,,Ecohydrological optimization of pattern and processes in water‐limited ecosystems: A trade‐off‐based hypothesis,Water Resources Research,,,2009-08,2009,45,8,,"All OA; Green, Accepted & Submitted",Article,"Caylor, Kelly K.; Scanlon, Todd M.; Rodriguez‐Iturbe, Ignacio",,"Caylor, Kelly K. (Princeton University); Scanlon, Todd M. (University of Virginia); Rodriguez‐Iturbe, Ignacio (Princeton University)",59,8,,12.27,http://www.uvacres.org/uploads/docs/Vatican_book_chapter.pdf,https://app.dimensions.ai/details/publication/pub.1050714089,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
93,100,pub.1037142704,10.1016/j.agrformet.2008.10.006,,,Decoupling structural and environmental determinants of sap velocity: Part I. Methodological development,Agricultural and Forest Meteorology,,,2009-03,2009,149,3-4,559-569,Closed,Article,"Caylor, Kelly K.; Dragoni, Danilo","Caylor, Kelly K.","Caylor, Kelly K. (Princeton University); Dragoni, Danilo ()",17,3,,,,https://app.dimensions.ai/details/publication/pub.1037142704,04 Earth Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,04 Earth Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
94,100,pub.1026546834,10.1016/j.geoderma.2008.12.014,,,Spatial heterogeneity and sources of soil carbon in southern African savannas,Geoderma,,,2009-03,2009,149,3-4,402-408,Closed,Article,"Wang, Lixin; Okin, Gregory S.; Caylor, Kelly K.; Macko, Stephen A.","Wang, Lixin","Wang, Lixin (University of Virginia; Princeton University); Okin, Gregory S. (University of California Los Angeles); Caylor, Kelly K. (Princeton University); Macko, Stephen A. (University of Virginia; National Science Foundation)",44,7,,4.66,,https://app.dimensions.ai/details/publication/pub.1026546834,0602 Ecology; 0699 Other Biological Sciences; 0503 Soil Sciences; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0699 Other Biological Sciences,0503 Soil Sciences,06 Biological Sciences,05 Environmental Sciences
95,100,pub.1011763739,10.1016/j.agrformet.2008.10.010,,,Decoupling structural and environmental determinants of sap velocity Part II. Observational application,Agricultural and Forest Meteorology,,,2009-03,2009,149,3-4,570-581,Closed,Article,"Dragoni, D.; Caylor, K.K.; Schmid, H.P.","Dragoni, D.","Dragoni, D. (Indiana University Bloomington); Caylor, K.K. (Princeton University); Schmid, H.P. (Indiana University Bloomington)",28,6,,,,https://app.dimensions.ai/details/publication/pub.1011763739,04 Earth Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,04 Earth Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
96,400,pub.1041728147,10.1002/rcm.3905,19142848,,"On the calibration of continuous, high‐precision δ18O and δ2H measurements using an off‐axis integrated cavity output spectrometer",Rapid Communications in Mass Spectrometry,,Calibration; Hydrogen; Mass Spectrometry; Oxygen Isotopes; Reproducibility of Results; Sensitivity and Specificity; United States,2009-02-28,2009,23,4,530-536,Closed,Article,"Wang, Lixin; Caylor, Kelly K.; Dragoni, Danilo",,"Wang, Lixin (Princeton University); Caylor, Kelly K. (Princeton University); Dragoni, Danilo (Indiana University Bloomington)",61,6,0.57,6.84,,https://app.dimensions.ai/details/publication/pub.1041728147,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
97,100,pub.1031747069,10.1002/eco.79,,,On the importance of accurate depiction of infiltration processes on modelled soil moisture and vegetation water stress,Ecohydrology,,,2009,2009,3,2,155-165,All OA; Gold,Article,"Manfreda, Salvatore; Scanlon, Todd M.; Caylor, Kelly K.",,"Manfreda, Salvatore (University of Basilicata); Scanlon, Todd M. (University of Virginia); Caylor, Kelly K. (Princeton University)",17,7,,1.85,http://dx.doi.org/10.1002/eco.79,https://app.dimensions.ai/details/publication/pub.1031747069,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
98,100,pub.1031341352,10.1029/2007jg000584,,,Spatial patterns of soil nutrients in two southern African savannas,Journal of Geophysical Research,,,2008-06,2008,113,G2,n/a-n/a,All OA; Gold,Article,"Okin, G. S.; Mladenov, N.; Wang, L.; Cassel, D.; Caylor, K. K.; Ringrose, S.; Macko, S. A.",,"Okin, G. S. (University of California Los Angeles); Mladenov, N. (Institute of Arctic and Alpine Research); Wang, L. (University of Virginia); Cassel, D. (University of California Los Angeles); Caylor, K. K. (Princeton University); Ringrose, S. (University of Botswana); Macko, S. A. (University of Virginia)",36,3,,3.95,http://onlinelibrary.wiley.com/doi/10.1029/2007JG000584/pdf,https://app.dimensions.ai/details/publication/pub.1031341352,0602 Ecology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
99,100,pub.1013954172,10.1029/2006jg000379,,,On soil moisture–vegetation feedbacks and their possible effects on the dynamics of dryland ecosystems,Journal of Geophysical Research,,,2007-12,2007,112,G4,n/a-n/a,All OA; Gold,Article,"D'Odorico, Paolo; Caylor, Kelly; Okin, Gregory S.; Scanlon, Todd M.",,"D'Odorico, Paolo (University of Virginia); Caylor, Kelly (Princeton University); Okin, Gregory S. (University of California Los Angeles); Scanlon, Todd M. (University of Virginia)",159,44,,17.39,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006JG000379,https://app.dimensions.ai/details/publication/pub.1013954172,0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 0501 Ecological Applications; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,0501 Ecological Applications,04 Earth Sciences,05 Environmental Sciences
100,100,pub.1010115930,10.1007/s10021-007-9082-3,,,A Temporally Explicit Production Efficiency Model for Fuel Load Allocation in Southern Africa,Ecosystems,,,2007-11,2007,10,7,1116,Closed,Article,"Hély, Christelle; Caylor, Kelly K.; Dowty, Peter; Alleaume, Samuel; Swap, Robert J.; Shugart, Hank H.; Justice, Christopher O.","Hély, Christelle","Hély, Christelle (University of Virginia; French National Centre for Scientific Research); Caylor, Kelly K. (University of Virginia; Princeton University); Dowty, Peter (University of Virginia); Alleaume, Samuel (University of Virginia); Swap, Robert J. (University of Virginia); Shugart, Hank H. (University of Virginia); Justice, Christopher O. (University of Maryland, College Park)",16,0,,,,https://app.dimensions.ai/details/publication/pub.1010115930,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
101,400,pub.1053306643,10.1038/nature06060,17851523,,Positive feedbacks promote power-law clustering of Kalahari vegetation,Nature,,"Africa, Southern; Desert Climate; Ecosystem; Feedback; Models, Biological; Plant Development; Population Dynamics; Rain",2007-09,2007,449,7159,209-212,Closed,Article,"Scanlon, Todd M.; Caylor, Kelly K.; Levin, Simon A.; Rodriguez-Iturbe, Ignacio","Scanlon, Todd M.","Scanlon, Todd M. (University of Virginia); Caylor, Kelly K. (Indiana University Bloomington); Levin, Simon A. (Princeton University); Rodriguez-Iturbe, Ignacio (Princeton University)",247,34,2.14,24.03,,https://app.dimensions.ai/details/publication/pub.1053306643,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
102,400,pub.1001995684,10.1007/s00442-007-0747-6,17479292,,Spatial variation in vegetation structure coupled to plant available water determined by two-dimensional soil resistivity profiling in a Brazilian savanna,Oecologia,,Brazil; Ecosystem; Geography; Plants; Soil; Water,2007-08,2007,153,2,417-430,Closed,Article,"Ferreira, Joice N.; Bustamante, Mercedes; Garcia-Montiel, Diana C.; Caylor, Kelly K.; Davidson, Eric A.","Ferreira, Joice N.","Ferreira, Joice N. (University of Brasília; Brazilian Agricultural Research Corporation); Bustamante, Mercedes (University of Brasília); Garcia-Montiel, Diana C. (University of Brasília; Woods Hole Research Center); Caylor, Kelly K. (Indiana University Bloomington); Davidson, Eric A. (Woods Hole Research Center)",29,3,0.08,3.13,,https://app.dimensions.ai/details/publication/pub.1001995684,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
103,400,pub.1015428378,10.1111/j.1469-8137.2007.02067.x,17547668,,When is breeding for drought tolerance optimal if drought is random?,New Phytologist,,"Acclimatization; Disasters; Kinetics; Models, Theoretical; Plant Development; Plant Physiological Phenomena; Soil; Species Specificity; Water",2007-07,2007,175,1,70-80,All OA; Gold,Article,"Sambatti, Julianno B. M.; Caylor, Kelly K.",,"Sambatti, Julianno B. M. (University of British Columbia); Caylor, Kelly K. (Indiana University Bloomington)",33,3,0.35,3.88,https://nph.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1469-8137.2007.02067.x,https://app.dimensions.ai/details/publication/pub.1015428378,0703 Crop and Pasture Production; 0602 Ecology; 0607 Plant Biology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,0602 Ecology,0607 Plant Biology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
104,100,pub.1018078777,10.1029/2005wr004683,,,On the ecohydrology of structurally heterogeneous semiarid landscapes,Water Resources Research,,,2006-07,2006,42,7,,All OA; Gold,Article,"Caylor, Kelly K.; D'Odorico, Paolo; Rodriguez‐Iturbe, Ignacio",,"Caylor, Kelly K. (Indiana University Bloomington); D'Odorico, Paolo (University of Virginia); Rodriguez‐Iturbe, Ignacio (Princeton University)",56,6,,10.89,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005WR004683,https://app.dimensions.ai/details/publication/pub.1018078777,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
105,100,pub.1017276506,10.1007/1-4020-4260-4_15,,,PATTERN AND PROCESS IN SAVANNA ECOSYSTEMS,,Dryland Ecohydrology,,2006,2006,,,259-281,Closed,Chapter,"CAYLOR1, Kelly K.; SHUGART, Herman H.",,"CAYLOR1, Kelly K. (Princeton University); SHUGART, Herman H. (University of Virginia)",9,0,,0.87,,https://app.dimensions.ai/details/publication/pub.1017276506,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,0501 Ecological Applications,05 Environmental Sciences
106,400,pub.1028241439,10.1038/nature04070,16341012,,Determinants of woody cover in African savannas,Nature,,Africa; Animals; Biomass; Desert Climate; Ecosystem; Poaceae; Rain; Soil; Trees; Wood,2005-12,2005,438,7069,846-849,Closed,Article,"Sankaran, Mahesh; Hanan, Niall P.; Scholes, Robert J.; Ratnam, Jayashree; Augustine, David J.; Cade, Brian S.; Gignoux, Jacques; Higgins, Steven I.; Le Roux, Xavier; Ludwig, Fulco; Ardo, Jonas; Banyikwa, Feetham; Bronn, Andries; Bucini, Gabriela; Caylor, Kelly K.; Coughenour, Michael B.; Diouf, Alioune; Ekaya, Wellington; Feral, Christie J.; February, Edmund C.; Frost, Peter G. H.; Hiernaux, Pierre; Hrabar, Halszka; Metzger, Kristine L.; Prins, Herbert H. T.; Ringrose, Susan; Sea, William; Tews, Jörg; Worden, Jeff; Zambatis, Nick","Sankaran, Mahesh","Sankaran, Mahesh (Colorado State University); Hanan, Niall P. (Colorado State University); Scholes, Robert J. (Council for Scientific and Industrial Research); Ratnam, Jayashree (Colorado State University); Augustine, David J. (); Cade, Brian S. (United States Geological Survey); Gignoux, Jacques (École Normale Supérieure); Higgins, Steven I. (); Le Roux, Xavier (Microbial Ecology); Ludwig, Fulco (); Ardo, Jonas (Lund University); Banyikwa, Feetham (University of Dar es Salaam); Bronn, Andries (); Bucini, Gabriela (Colorado State University); Caylor, Kelly K. (Princeton University); Coughenour, Michael B. (Colorado State University); Diouf, Alioune (Centre de Suivi Ecologique); Ekaya, Wellington (University of Nairobi); Feral, Christie J. (University of Virginia); February, Edmund C. (University of Cape Town); Frost, Peter G. H. (University of Zimbabwe); Hiernaux, Pierre (Center for the Study of the Biosphere from Space); Hrabar, Halszka (University of Pretoria); Metzger, Kristine L. (University of Wisconsin–Madison); Prins, Herbert H. T. (Wageningen University & Research); Ringrose, Susan (University of Botswana); Sea, William (Colorado State University); Tews, Jörg (University of Potsdam); Worden, Jeff (Colorado State University); Zambatis, Nick (Scientific Services)",1007,192,5.97,109.68,,https://app.dimensions.ai/details/publication/pub.1028241439,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
107,100,pub.1029305266,10.1016/j.advwatres.2004.10.014,,,Dynamic response of grass cover to rainfall variability: implications for the function and persistence of savanna ecosystems,Advances in Water Resources,,,2005-03,2005,28,3,291-302,Closed,Article,"Scanlon, Todd M.; Caylor, Kelly K.; Manfreda, Salvatore; Levin, Simon A.; Rodriguez-Iturbe, Ignacio","Scanlon, Todd M.","Scanlon, Todd M. (Princeton University); Caylor, Kelly K. (Princeton University); Manfreda, Salvatore (University of Basilicata); Levin, Simon A. (Princeton University); Rodriguez-Iturbe, Ignacio (Princeton University)",76,5,,13.29,,https://app.dimensions.ai/details/publication/pub.1029305266,09 Engineering; 0102 Applied Mathematics; 0905 Civil Engineering; 01 Mathematical Sciences; 0907 Environmental Engineering,09 Engineering,0102 Applied Mathematics,0905 Civil Engineering,01 Mathematical Sciences,0907 Environmental Engineering
108,100,pub.1002337499,10.1007/s10021-004-0027-9,,,Tree Canopy Effects on Simulated Water Stress in Southern African Savannas,Ecosystems,,,2005-02,2005,8,1,17-32,Closed,Article,"Caylor, Kelly K.; Shugart, Herman H.; Rodriguez-Iturbe, Ignacio","Caylor, Kelly K.","Caylor, Kelly K. (Princeton University); Shugart, Herman H. (University of Virginia); Rodriguez-Iturbe, Ignacio (Princeton University)",30,2,,2.6,,https://app.dimensions.ai/details/publication/pub.1002337499,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
109,100,pub.1003464050,10.1016/j.advwatres.2004.08.013,,,On the coupled geomorphological and ecohydrological organization of river basins,Advances in Water Resources,,,2005-01,2005,28,1,69-86,Closed,Article,"Caylor, Kelly K.; Manfreda, Salvatore; Rodriguez-Iturbe, Ignacio","Caylor, Kelly K.","Caylor, Kelly K. (Princeton University); Manfreda, Salvatore (Princeton University; University of Basilicata); Rodriguez-Iturbe, Ignacio (Princeton University)",81,2,,9.61,,https://app.dimensions.ai/details/publication/pub.1003464050,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
110,100,pub.1036717663,10.1016/j.rse.2004.01.009,,,A simulation analysis of the detectability of understory burns in miombo woodlands,Remote Sensing of Environment,,,2004-11,2004,93,3,296-310,Closed,Article,"Pereira, José M.C.; Mota, Bernardo; Privette, Jeff L.; Caylor, Kelly K.; Silva, João M.N.; Sá, Ana C.L.; Ni-Meister, Wenge","Pereira, José M.C.","Pereira, José M.C. (University of Lisbon; Instituto de Investigação Científica Tropical); Mota, Bernardo (Instituto de Investigação Científica Tropical); Privette, Jeff L. (Goddard Space Flight Center); Caylor, Kelly K. (Princeton University); Silva, João M.N. (University of Lisbon); Sá, Ana C.L. (University of Lisbon); Ni-Meister, Wenge (Hunter College)",32,5,,3.85,,https://app.dimensions.ai/details/publication/pub.1036717663,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
111,100,pub.1034678584,10.1029/2004gl020260,,,Feasible optimality of vegetation patterns in river basins,Geophysical Research Letters,,,2004-07,2004,31,13,n/a-n/a,All OA; Gold,Article,"Caylor, Kelly K.; Scanlon, Todd M.; Rodriguez‐Iturbe, Ignacio",,"Caylor, Kelly K. (Princeton University); Scanlon, Todd M. (Princeton University); Rodriguez‐Iturbe, Ignacio (Princeton University)",30,1,,2.14,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004GL020260,https://app.dimensions.ai/details/publication/pub.1034678584,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
112,100,pub.1015054842,10.1023/b:land.0000030450.11302.c2,,,Simulated productivity of heterogeneous patches in Southern African savanna landscapes using a canopy productivity model,Landscape Ecology,,,2004-05,2004,19,4,401-415,Closed,Article,"Caylor, Kelly K.; Shugart, Herman H.",,"Caylor, Kelly K. (Princeton University; University of Virginia); Shugart, Herman H. (University of Virginia)",22,6,,2.51,,https://app.dimensions.ai/details/publication/pub.1015054842,0502 Environmental Science and Management; 0607 Plant Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0502 Environmental Science and Management,0607 Plant Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
113,100,pub.1052697859,10.1111/j.1365-2486.2004.00740.x,,,Vegetation structure characteristics and relationships of Kalahari woodlands and savannas,Global Change Biology,,,2004-03,2004,10,3,281-291,"All OA; Green, Accepted & Submitted",Article,"Privette, J.L.; Tian, Y.; Roberts, G.; Scholes, R.J.; Wang, Y.; Caylor, K.K.; Frost, P.; Mukelabai, M.",,"Privette, J.L. (Goddard Space Flight Center); Tian, Y. (Georgia Institute of Technology); Roberts, G. (University College London); Scholes, R.J. (Council for Scientific and Industrial Research); Wang, Y. (Georgia Institute of Technology); Caylor, K.K. (Princeton University); Frost, P. (University of Zimbabwe); Mukelabai, M. (University of Zimbabwe)",41,2,,2.93,http://researchspace.csir.co.za/dspace/bitstream/10204/2017/3/privette_2004.pdf,https://app.dimensions.ai/details/publication/pub.1052697859,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
114,100,pub.1004535503,10.1111/j.1365-2486.2003.00704.x,,,Relationship between small‐scale structural variability and simulated vegetation productivity across a regional moisture gradient in southern Africa,Global Change Biology,,,2004-03,2004,10,3,374-382,Closed,Article,"Caylor, K.K.; Dowty, P.R.; Shugart, H.H.; Ringrose, S.",,"Caylor, K.K. (University of Virginia); Dowty, P.R. (University of Virginia); Shugart, H.H. (University of Virginia); Ringrose, S. ()",21,2,,2.19,,https://app.dimensions.ai/details/publication/pub.1004535503,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
115,100,pub.1011235282,10.1029/2002jd002341,,,Regional fuel load for two climatically contrasting years in southern Africa,Journal of Geophysical Research,,,2003-07-16,2003,108,D13,n/a-n/a,All OA; Gold,Article,"Hély, C.; Dowty, P. R.; Alleaume, S.; Caylor, K. K.; Korontzi, S.; Swap, R. J.; Shugart, H. H.; Justice, C. O.",,"Hély, C. (University of Virginia); Dowty, P. R. (University of Virginia); Alleaume, S. (University of Virginia); Caylor, K. K. (University of Virginia); Korontzi, S. (University of Maryland, College Park); Swap, R. J. (University of Virginia); Shugart, H. H. (University of Virginia); Justice, C. O. (University of Maryland, College Park)",35,2,,2.91,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2002JD002341,https://app.dimensions.ai/details/publication/pub.1011235282,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
116,100,pub.1008152073,10.1029/2002jd002482,,,Release of gaseous and particulate carbonaceous compounds from biomass burning during the SAFARI 2000 dry season field campaign,Journal of Geophysical Research,,,2003-07-16,2003,108,D13,n/a-n/a,All OA; Gold,Article,"Hély, C.; Caylor, K.; Alleaume, S.; Swap, R. J.; Shugart, H. H.",,"Hély, C. (University of Virginia); Caylor, K. (University of Virginia); Alleaume, S. (University of Virginia); Swap, R. J. (University of Virginia); Shugart, H. H. (University of Virginia)",12,0,,2.53,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2002JD002482,https://app.dimensions.ai/details/publication/pub.1008152073,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
117,100,pub.1012299956,10.1006/jare.2002.1090,,,Tree spacing along the Kalahari transect in southern Africa,Journal of Arid Environments,,,2003-06,2003,54,2,281-296,Closed,Article,"Caylor, K.K; Shugart, H.H; Dowty, P.R; Smith, T.M",,"Caylor, K.K (University of Virginia); Shugart, H.H (University of Virginia); Dowty, P.R (University of Virginia); Smith, T.M (University of Virginia)",51,3,,6.59,,https://app.dimensions.ai/details/publication/pub.1012299956,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
118,100,pub.1022004421,10.1029/2002jd002448,,,Soil moisture and plant stress dynamics along the Kalahari precipitation gradient,Journal of Geophysical Research,,,2003-02-16,2003,108,D3,n/a-n/a,All OA; Gold,Article,"Porporato, Amilcare; Laio, Francesco; Ridolfi, Luca; Caylor, Kelly K.; Rodriguez‐Iturbe, Ignacio",,"Porporato, Amilcare (Polytechnic University of Turin); Laio, Francesco (Polytechnic University of Turin); Ridolfi, Luca (Polytechnic University of Turin); Caylor, Kelly K. (University of Virginia); Rodriguez‐Iturbe, Ignacio (Princeton University)",52,8,,5.4,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2002JD002448,https://app.dimensions.ai/details/publication/pub.1022004421,0607 Plant Biology; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 06 Biological Sciences,0607 Plant Biology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,06 Biological Sciences,
119,100,pub.1025507133,10.1016/s0034-4257(02)00054-8,,,Determining land surface fractional cover from NDVI and rainfall time series for a savanna ecosystem,Remote Sensing of Environment,,,2002-10,2002,82,2-3,376-388,Closed,Article,"Scanlon, Todd M; Albertson, John D; Caylor, Kelly K; Williams, Chris A","Scanlon, Todd M","Scanlon, Todd M (University of Virginia); Albertson, John D (University of Virginia); Caylor, Kelly K (University of Virginia); Williams, Chris A (University of Virginia)",115,16,,11.69,,https://app.dimensions.ai/details/publication/pub.1025507133,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
120,100,pub.1117733945,10.1658/1100-9233(2002)013[0419:tissac]2.0.co;2,,,Trends in savanna structure and composition along an aridity gradient in the Kalahari,Journal of Vegetation Science,,,2002-06,2002,13,3,419-428,Closed,Article,"Scholes, R. J.; Dowty, P. R.; Caylor, K.; Parsons, D. A B.; Frost, P. G H.; Shugart, H. H.",,"Scholes, R. J. (Council for Scientific and Industrial Research); Dowty, P. R. (University of Virginia); Caylor, K. (University of Virginia); Parsons, D. A B. (Council for Scientific and Industrial Research); Frost, P. G H. (University of Zimbabwe); Shugart, H. H. (University of Virginia)",3,0,,0.37,,https://app.dimensions.ai/details/publication/pub.1117733945,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
121,100,pub.1014908323,10.1111/j.1654-1103.2002.tb02066.x,,,Trends in savanna structure and composition along an aridity gradient in the Kalahari,Journal of Vegetation Science,,,2002-06,2002,13,3,419-428,Closed,Article,"Scholes, R.J.; Dowty, P.R.; Caylor, K.; Parsons, D.A.B.; Frost, P.G.H.; Shugart, H.H.",,"Scholes, R.J. (Council for Scientific and Industrial Research); Dowty, P.R. (University of Virginia); Caylor, K. (University of Virginia); Parsons, D.A.B. (Council for Scientific and Industrial Research); Frost, P.G.H. (University of Zimbabwe); Shugart, H.H. (University of Virginia)",130,11,,15.9,,https://app.dimensions.ai/details/publication/pub.1014908323,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
