,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Mark A Brzezinski. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
73,200,pub.1044467062,10.1016/j.gca.2006.06.975,,,An inter-laboratory calibration of Si isotope reference materials,Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a529,"All OA; Green, Accepted & Submitted",Article,"Reynolds, B.C.; Aggarwal, J.; Brzezinski, M.A.; Cardinal, D.; Engström, E.; Georg, R.B.; Land, M.; Leng, M.; Opfergelt, S.; Vroon, P.Z.",,"Reynolds, B.C. (Swiss Federal Institute of Technology in Zurich); Aggarwal, J. (University of California, Santa Cruz); Brzezinski, M.A. (University of California, Santa Barbara); Cardinal, D. (); Engström, E. (Luleå University of Technology); Georg, R.B. (Swiss Federal Institute of Technology in Zurich); Land, M. (Stockholm University); Leng, M. (Natural Environment Research Council; University of Nottingham); Opfergelt, S. (Catholic University of Louvain); Vroon, P.Z. (VU University Amsterdam)",0,0,,0,http://ltu.diva-portal.org/smash/get/diva2:1014029/FULLTEXT01,https://app.dimensions.ai/details/publication/pub.1044467062,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
74,400,pub.1014463841,10.1016/j.ssnmr.2005.10.010,16343862,,Sensitivity considerations in polarization transfer and filtering using dipole–dipole couplings: Implications for biomineral systems,Solid State Nuclear Magnetic Resonance,,"Biopolymers; Carbon Isotopes; Filtration; Minerals; Nuclear Magnetic Resonance, Biomolecular; Protons; Reproducibility of Results; Sensitivity and Specificity",2006-02,2006,29,1-3,170-182,Closed,Article,"Christiansen, Sean C.; Hedin, Niklas; Epping, Jan D.; Janicke, Michael T.; del Amo, Yolanda; Demarest, Mark; Brzezinski, Mark; Chmelka, Bradley F.","Chmelka, Bradley F.","Christiansen, Sean C. (University of California, Santa Barbara); Hedin, Niklas (University of California, Santa Barbara); Epping, Jan D. (University of California, Santa Barbara); Janicke, Michael T. (University of California, Santa Barbara); del Amo, Yolanda (University of California, Santa Barbara); Demarest, Mark (University of California, Santa Barbara); Brzezinski, Mark (University of California, Santa Barbara); Chmelka, Bradley F. (University of California, Santa Barbara)",28,2,0.69,7.17,,https://app.dimensions.ai/details/publication/pub.1014463841,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
75,100,pub.1044755152,10.1016/j.gca.2005.05.008,,,"Natural variations of δ30Si ratios during progressive basalt weathering, Hawaiian Islands",Geochimica et Cosmochimica Acta,,,2005-10,2005,69,19,4597-4610,Closed,Article,"Ziegler, Karen; Chadwick, Oliver A.; Brzezinski, Mark A.; Kelly, Eugene F.","Ziegler, Karen","Ziegler, Karen (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Kelly, Eugene F. (Colorado State University)",193,27,,18.54,,https://app.dimensions.ai/details/publication/pub.1044755152,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
76,100,pub.1042384981,10.1029/2005gl023017,,,Sub‐mesoscale coastal eddies observed by high frequency radar: A new mechanism for delivering nutrients to kelp forests in the Southern California Bight,Geophysical Research Letters,,,2005-06,2005,32,12,n/a-n/a,All OA; Gold,Article,"Bassin, Corinne J.; Washburn, Libe; Brzezinski, Mark; McPhee‐Shaw, Erika",,"Bassin, Corinne J. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark (University of California, Santa Barbara); McPhee‐Shaw, Erika (California State University Los Angeles)",54,8,,3.62,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GL023017,https://app.dimensions.ai/details/publication/pub.1042384981,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
77,100,pub.1034803573,10.4319/lo.2005.50.3.0825,,,"Comparison of size‐dependent carbon, nitrate, and silicic acid uptake rates in high‐ and low‐iron waters",Limnology and Oceanography,,,2005-05,2005,50,3,825-838,All OA; Gold,Article,"Franck, Valerie M.; Smith, Geoffrey J.; Bruland, Kenneth W.; Brzezinski, Mark A.",,"Franck, Valerie M. (University of California, Santa Barbara); Smith, Geoffrey J. (University of California, Santa Cruz); Bruland, Kenneth W. (University of California, Santa Cruz); Brzezinski, Mark A. (University of California, Santa Barbara)",24,2,,1.61,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2005.50.3.0825,https://app.dimensions.ai/details/publication/pub.1034803573,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
78,100,pub.1013217435,10.4319/lo.2005.50.3.0810,,,Control of silica production by iron and silicic acid during the Southern Ocean Iron Experiment (SOFeX),Limnology and Oceanography,,,2005-05,2005,50,3,810-824,All OA; Gold,Article,"Brzezinski, Mark A.; Jones, Janice L.; Demarest, Mark S.",,"Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara); Demarest, Mark S. (University of California, Santa Barbara)",34,2,,2.28,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2005.50.3.0810,https://app.dimensions.ai/details/publication/pub.1013217435,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
79,100,pub.1013067026,10.1016/j.ecss.2004.09.033,,,"Nutrient contributions to the Santa Barbara Channel, California, from the ephemeral Santa Clara River",Estuarine Coastal and Shelf Science,,,2005-03,2005,62,4,559-574,Closed,Article,"Warrick, Jonathan A.; Washburn, Libe; Brzezinski, Mark A.; Siegel, Dave A.","Warrick, Jonathan A.","Warrick, Jonathan A. (United States Geological Survey); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Siegel, Dave A. (University of California, Santa Barbara)",27,4,,1.81,,https://app.dimensions.ai/details/publication/pub.1013067026,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
80,100,pub.1051652637,10.4319/lo.2005.50.1.0311,,,Particle export during the Southern Ocean Iron Experiment (SOFeX),Limnology and Oceanography,,,2005-01,2005,50,1,311-327,All OA; Gold,Article,"Buesseler, K. O.; Andrews, J. E.; Pike, S. M.; Charette, M. A.; Goldson, L. E.; Brzezinski, M. A.; Lance, V. P.",,"Buesseler, K. O. (Woods Hole Oceanographic Institution); Andrews, J. E. (Woods Hole Oceanographic Institution); Pike, S. M. (Woods Hole Oceanographic Institution); Charette, M. A. (Woods Hole Oceanographic Institution); Goldson, L. E. (University of East Anglia); Brzezinski, M. A. (University of California, Santa Barbara); Lance, V. P. (Duke University)",66,3,,4.42,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2005.50.1.0311,https://app.dimensions.ai/details/publication/pub.1051652637,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
81,100,pub.1014917400,10.1130/g21707.1,,,"δ30Si systematics in a granitic saprolite, Puerto Rico",Geology,,,2005,2005,33,10,817-820,Closed,Article,"Ziegler, Karen; Chadwick, Oliver A.; White, Art F.; Brzezinski, Mark A.",,"Ziegler, Karen (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); White, Art F. (United States Geological Survey); Brzezinski, Mark A. (University of California, Santa Barbara)",87,10,,,,https://app.dimensions.ai/details/publication/pub.1014917400,04 Earth Sciences,04 Earth Sciences,,,,
82,400,pub.1009311509,10.1126/science.1101156,15459382,,"The Genome of the Diatom <i>Thalassiosira Pseudonana</i>: Ecology, Evolution, and Metabolism",Science,,"Adaptation, Physiological; Algal Proteins; Animals; Biological Evolution; Cell Nucleus; Chromosomes; DNA; Diatoms; Ecosystem; Energy Metabolism; Genome; Iron; Light; Light-Harvesting Protein Complexes; Mitochondria; Molecular Sequence Data; Nitrogen; Photosynthesis; Plastids; Restriction Mapping; Sequence Alignment; Sequence Analysis, DNA; Silicic Acid; Symbiosis; Urea",2004-10-01,2004,306,5693,79-86,"All OA; Green, Accepted & Submitted",Article,"Armbrust, E. Virginia; Berges, John A.; Bowler, Chris; Green, Beverley R.; Martinez, Diego; Putnam, Nicholas H.; Zhou, Shiguo; Allen, Andrew E.; Apt, Kirk E.; Bechner, Michael; Brzezinski, Mark A.; Chaal, Balbir K.; Chiovitti, Anthony; Davis, Aubrey K.; Demarest, Mark S.; Detter, J. Chris; Glavina, Tijana; Goodstein, David; Hadi, Masood Z.; Hellsten, Uffe; Hildebrand, Mark; Jenkins, Bethany D.; Jurka, Jerzy; Kapitonov, Vladimir V.; Kröger, Nils; Lau, Winnie W. Y.; Lane, Todd W.; Larimer, Frank W.; Lippmeier, J. Casey; Lucas, Susan; Medina, Mónica; Montsant, Anton; Obornik, Miroslav; Parker, Micaela Schnitzler; Palenik, Brian; Pazour, Gregory J.; Richardson, Paul M.; Rynearson, Tatiana A.; Saito, Mak A.; Schwartz, David C.; Thamatrakoln, Kimberlee; Valentin, Klaus; Vardi, Assaf; Wilkerson, Frances P.; Rokhsar, Daniel S.",,"Armbrust, E. Virginia (University of Washington); Berges, John A. (University of Wisconsin–Milwaukee); Bowler, Chris (University of Paris-Sud; École Normale Supérieure); Green, Beverley R. (University of British Columbia); Martinez, Diego (Joint Genome Institute); Putnam, Nicholas H. (Joint Genome Institute); Zhou, Shiguo (University of Wisconsin–Madison); Allen, Andrew E. (Princeton University; École Normale Supérieure); Apt, Kirk E. (DSM (United States)); Bechner, Michael (University of Wisconsin–Madison); Brzezinski, Mark A. (University of California, Santa Barbara); Chaal, Balbir K. (University of British Columbia); Chiovitti, Anthony (University of Melbourne); Davis, Aubrey K. (Scripps Institution of Oceanography); Demarest, Mark S. (University of California, Santa Barbara); Detter, J. Chris (Joint Genome Institute); Glavina, Tijana (Joint Genome Institute); Goodstein, David (Joint Genome Institute); Hadi, Masood Z. (); Hellsten, Uffe (Joint Genome Institute); Hildebrand, Mark (Scripps Institution of Oceanography); Jenkins, Bethany D. (University of California, Santa Cruz); Jurka, Jerzy (Genetic Information Research Institute); Kapitonov, Vladimir V. (Genetic Information Research Institute); Kröger, Nils (University of Regensburg); Lau, Winnie W. Y. (University of Washington); Lane, Todd W. (Sandia National Laboratories California); Larimer, Frank W. (Oak Ridge National Laboratory; Joint Genome Institute); Lippmeier, J. Casey (DSM (United States); University of Hull); Lucas, Susan (Joint Genome Institute); Medina, Mónica (Joint Genome Institute); Montsant, Anton (University of Paris-Sud; École Normale Supérieure); Obornik, Miroslav (University of British Columbia); Parker, Micaela Schnitzler (University of Washington); Palenik, Brian (Scripps Institution of Oceanography); Pazour, Gregory J. (University of Massachusetts Medical School); Richardson, Paul M. (Joint Genome Institute); Rynearson, Tatiana A. (University of Washington); Saito, Mak A. (Woods Hole Oceanographic Institution); Schwartz, David C. (University of Wisconsin–Madison); Thamatrakoln, Kimberlee (Scripps Institution of Oceanography); Valentin, Klaus (Alfred Wegener Institute for Polar and Marine Research); Vardi, Assaf (École Normale Supérieure); Wilkerson, Frances P. (San Francisco State University); Rokhsar, Daniel S. (Joint Genome Institute; University of California, Berkeley)",1319,153,22.16,77.85,https://digital.library.unt.edu/ark:/67531/metadc885054/m2/1/high_res_d/888580.pdf,https://app.dimensions.ai/details/publication/pub.1009311509,0604 Genetics; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0604 Genetics,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
83,100,pub.1043525422,10.1029/2003gb002140,,,Biological fractionation of silicon isotopes in Southern Ocean surface waters,Global Biogeochemical Cycles,,,2004-03,2004,18,1,n/a-n/a,All OA; Gold,Article,"Varela, Diana E.; Pride, Carol J.; Brzezinski, Mark A.",,"Varela, Diana E. (University of California, Santa Barbara; University of Victoria); Pride, Carol J. (University of California, Santa Barbara; Savannah State University); Brzezinski, Mark A. (University of California, Santa Barbara)",133,14,,8.53,http://onlinelibrary.wiley.com/doi/10.1029/2003GB002140/pdf,https://app.dimensions.ai/details/publication/pub.1043525422,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
84,100,pub.1012049336,10.4319/lo.2004.49.2.0322,,,Dynamics of silicon metabolism and silicon isotopic discrimination in a marine diatomas a function of pCO2,Limnology and Oceanography,,,2004-03,2004,49,2,322-329,All OA; Gold,Article,"Milligan, Allen J.; Varela, Diana E.; Brzezinski, Mark A.; Morel, François M. M.",,"Milligan, Allen J. (Princeton University); Varela, Diana E. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Morel, François M. M. (Princeton University)",106,18,,8.92,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2004.49.2.0322,https://app.dimensions.ai/details/publication/pub.1012049336,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
85,400,pub.1000160507,10.1038/nature02127,14702082,,High-latitude controls of thermocline nutrients and low latitude biological productivity,Nature,,Antarctic Regions; Climate; Diatoms; Ecosystem; Food; Nitrates; Oceans and Seas; Pacific Ocean; Seawater; Silicic Acid; Temperature; Water Movements,2004-01,2004,427,6969,56-60,Closed,Article,"Sarmiento, J. L.; Gruber, N.; Brzezinski, M. A.; Dunne, J. P.","Sarmiento, J. L.","Sarmiento, J. L. (Princeton University); Gruber, N. (University of California Los Angeles); Brzezinski, M. A. (University of California, Santa Barbara); Dunne, J. P. (Geophysical Fluid Dynamics Laboratory)",706,122,1.22,45.29,,https://app.dimensions.ai/details/publication/pub.1000160507,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
86,400,pub.1014625177,10.1111/j.1365-2818.2003.01275.x,14629555,,Atomic force microscopy study of living diatoms in ambient conditions,Journal of Microscopy,,"Adhesiveness; Adhesives; Biotechnology; Diatoms; Glass; Microscopy, Atomic Force; Nanotechnology",2003-12,2003,212,3,292-299,All OA; Gold,Article,"Gebeshuber, I. C.; Kindt, J. H.; Thompson, J. B.; Del Amo, Y.; Stachelberger, H.; Brzezinski, M. A.; Stucky, G. D.; Morse, D. E.; Hansma, P. K.",,"Gebeshuber, I. C. (TU Wien); Kindt, J. H. (); Thompson, J. B. (); Del Amo, Y. (University of Bordeaux); Stachelberger, H. (TU Wien); Brzezinski, M. A. (); Stucky, G. D. (); Morse, D. E. (University of California, Santa Barbara); Hansma, P. K. ()",64,7,0.57,7.77,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2818.2003.01275.x/pdf,https://app.dimensions.ai/details/publication/pub.1014625177,0601 Biochemistry and Cell Biology; 0299 Other Physical Sciences; 06 Biological Sciences; 02 Physical Sciences,0601 Biochemistry and Cell Biology,0299 Other Physical Sciences,06 Biological Sciences,02 Physical Sciences,
87,100,pub.1024194303,10.1016/j.dsr.2003.08.003,,,"Simulation of upper-ocean biogeochemistry with a flexible-composition phytoplankton model: C, N and Si cycling in the western Sargasso Sea",Deep Sea Research Part I Oceanographic Research Papers,,,2003-12,2003,50,12,1445-1480,Closed,Article,"Mongin, Mathieu; Nelson, David M.; Pondaven, Philippe; Brzezinski, Mark A.; Tréguer, Paul","Nelson, David M.","Mongin, Mathieu (Oregon State University; European Institute for Marine Studies); Nelson, David M. (Oregon State University); Pondaven, Philippe (European Institute for Marine Studies); Brzezinski, Mark A. (University of California, Santa Barbara); Tréguer, Paul (European Institute for Marine Studies)",38,1,,2.98,,https://app.dimensions.ai/details/publication/pub.1024194303,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
88,100,pub.1050003595,10.4319/lo.2003.48.5.1855,,,Diminished efficiency in the oceanic silica pump caused by bacteria‐mediated silica dissolution,Limnology and Oceanography,,,2003-09,2003,48,5,1855-1868,All OA; Gold,Article,"Bidle, Kay D.; Brzezinski, Mark A.; Long, Richard A.; Jones, Janice L.; Azam, Farooq",,"Bidle, Kay D. (Scripps Institution of Oceanography); Brzezinski, Mark A. (University of California, Santa Barbara); Long, Richard A. (Scripps Institution of Oceanography); Jones, Janice L. (University of California, Santa Barbara); Azam, Farooq (Scripps Institution of Oceanography)",60,4,,5.03,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2003.48.5.1855,https://app.dimensions.ai/details/publication/pub.1050003595,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
89,100,pub.1048049228,10.4319/lo.2003.48.5.1846,,,"The balance between silica production and silica dissolution in the sea: Insights from Monterey Bay, California, applied to the global data set",Limnology and Oceanography,,,2003-09,2003,48,5,1846-1854,All OA; Gold,Article,"Brzezinski, Mark A.; Jones, Janice L.; Bidle, Kay D.; Azam, Farooq",,"Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara); Bidle, Kay D. (Scripps Institution of Oceanography); Azam, Farooq (Scripps Institution of Oceanography)",66,4,,4.82,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2003.48.5.1846,https://app.dimensions.ai/details/publication/pub.1048049228,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
90,100,pub.1032935665,10.1016/s0924-7963(03)00071-x,,,"Siliceous plankton dominate primary and new productivity during the onset of El Niño conditions in the Santa Barbara Basin, California",Journal of Marine Systems,,,2003-08,2003,42,3-4,127-143,Closed,Article,"Shipe, Rebecca F; Brzezinski, Mark A","Shipe, Rebecca F","Shipe, Rebecca F (University of California Los Angeles); Brzezinski, Mark A (University of California, Santa Barbara)",12,2,,0.88,,https://app.dimensions.ai/details/publication/pub.1032935665,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
91,100,pub.1053179393,10.1016/s0304-4203(03)00033-1,,,Theoretical constraints on the uptake of silicic acid species by marine diatoms,Marine Chemistry,,,2003-06,2003,82,1-2,13-29,Closed,Article,"Wischmeyer, André G.; Del Amo, Yolanda; Brzezinski, Mark; Wolf-Gladrow, Dieter A.","Wischmeyer, André G.","Wischmeyer, André G. (Alfred Wegener Institute for Polar and Marine Research); Del Amo, Yolanda (University of Bordeaux); Brzezinski, Mark (University of California, Santa Barbara); Wolf-Gladrow, Dieter A. (Alfred Wegener Institute for Polar and Marine Research)",13,1,,1.12,,https://app.dimensions.ai/details/publication/pub.1053179393,0405 Oceanography; 0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences,0405 Oceanography,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences
92,100,pub.1015035066,10.1016/s0967-0645(02)00587-8,,,"Ratios of Si, C and N uptake by microplankton in the Southern Ocean",Deep Sea Research Part II Topical Studies in Oceanography,,,2003-03,2003,50,3-4,619-633,Closed,Article,"Brzezinski, Mark A; Dickson, Mary-Lynn; Nelson, David M; Sambrotto, Raymond","Brzezinski, Mark A","Brzezinski, Mark A (University of California, Santa Barbara); Dickson, Mary-Lynn (University of Rhode Island); Nelson, David M (Oregon State University); Sambrotto, Raymond (Lamont-Doherty Earth Observatory)",87,7,,6.35,,https://app.dimensions.ai/details/publication/pub.1015035066,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
93,200,pub.1071176843,10.3354/meps252015,,,"Iron and zinc effects on silicic acid and nitrate uptake kinetics in three high-nutrient, low-chlorophyll (HNLC) regions",Marine Ecology Progress Series,,,2003,2003,252,,15-33,All OA; Gold,Article,"Franck, VM; Bruland, KW; Hutchins, DA; Brzezinski, MA",,"Franck, VM (); Bruland, KW (); Hutchins, DA (); Brzezinski, MA ()",104,10,,9.23,https://www.int-res.com/articles/meps2003/252/m252p015.pdf,https://app.dimensions.ai/details/publication/pub.1071176843,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
94,100,pub.1051712969,10.1029/2001gb001442,,,Silicic acid leakage from the Southern Ocean: A possible explanation for glacial atmospheric pCO2,Global Biogeochemical Cycles,,,2002-09,2002,16,3,5-1-5-23,All OA; Gold,Article,"Matsumoto, Katsumi; Sarmiento, Jorge L.; Brzezinski, Mark A.",,"Matsumoto, Katsumi (Princeton University); Sarmiento, Jorge L. (Princeton University); Brzezinski, Mark A. (University of California, Santa Barbara)",191,17,,12.83,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001GB001442,https://app.dimensions.ai/details/publication/pub.1051712969,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
95,100,pub.1041481808,10.1016/s0079-6611(02)00045-9,,,Effects of the 1997–98 El Niño on seasonal variations in suspended and sinking particles in the Santa Barbara basin,Progress In Oceanography,,,2002-07,2002,54,1-4,105-127,"All OA; Green, Accepted & Submitted",Article,"Shipe, R.F; Passow, U; Brzezinski, M.A; Graham, W.M; Pak, D.K; Siegel, D.A; Alldredge, A.L","Shipe, R.F","Shipe, R.F (University of California, Santa Barbara); Passow, U (University of California, Santa Barbara); Brzezinski, M.A (University of California, Santa Barbara); Graham, W.M (); Pak, D.K (University of California, Santa Barbara); Siegel, D.A (University of California, Santa Barbara); Alldredge, A.L (University of California, Santa Barbara)",27,5,,2.1,https://epic.awi.de/id/eprint/6314/1/Shi2002a.pdf,https://app.dimensions.ai/details/publication/pub.1041481808,04 Earth Sciences; 0403 Geology; 0405 Oceanography,04 Earth Sciences,0403 Geology,0405 Oceanography,,
96,100,pub.1029676667,10.1016/s0967-0645(02)00010-3,,,The Si cycle in the Pacific sector of the Southern Ocean: seasonal diatom production in the surface layer and export to the deep sea,Deep Sea Research Part II Topical Studies in Oceanography,,,2002-01,2002,49,9-10,1747-1763,Closed,Article,"Sigmon, Daniel E; Nelson, David M; Brzezinski, Mark A","Nelson, David M","Sigmon, Daniel E (Oregon State University); Nelson, David M (Oregon State University); Brzezinski, Mark A (University of California, Santa Barbara)",35,2,,2.35,,https://app.dimensions.ai/details/publication/pub.1029676667,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
97,100,pub.1021313475,10.1016/s0967-0645(02)00011-5,,,Biogenic silica production rates and particulate organic matter distribution in the Atlantic sector of the Southern Ocean during austral spring 1992,Deep Sea Research Part II Topical Studies in Oceanography,,,2002-01,2002,49,9-10,1765-1786,Closed,Article,"Quéguiner, B; Brzezinski, M.A","Quéguiner, B","Quéguiner, B (); Brzezinski, M.A (University of California, Santa Barbara)",34,4,,2.28,,https://app.dimensions.ai/details/publication/pub.1021313475,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
98,100,pub.1001981300,10.1016/s0967-0645(02)00005-x,,,"Vertical budgets for organic carbon and biogenic silica in the Pacific sector of the Southern Ocean, 1996–1998",Deep Sea Research Part II Topical Studies in Oceanography,,,2002-01,2002,49,9-10,1645-1674,Closed,Article,"Nelson, David M; Anderson, Robert F; Barber, Richard T; Brzezinski, Mark A; Buesseler, Ken O; Chase, Zanna; Collier, Robert W; Dickson, Mary-Lynn; François, Roger; Hiscock, Michael R; Honjo, Susumu; Marra, John; Martin, William R; Sambrotto, Raymond N; Sayles, Frederick L; Sigmon, Daniel E","Nelson, David M","Nelson, David M (Oregon State University); Anderson, Robert F (Lamont-Doherty Earth Observatory); Barber, Richard T (Duke University); Brzezinski, Mark A (University of California, Santa Barbara); Buesseler, Ken O (Woods Hole Oceanographic Institution); Chase, Zanna (Lamont-Doherty Earth Observatory); Collier, Robert W (Oregon State University); Dickson, Mary-Lynn (University of Rhode Island); François, Roger (Woods Hole Oceanographic Institution); Hiscock, Michael R (Duke University); Honjo, Susumu (Woods Hole Oceanographic Institution); Marra, John (Lamont-Doherty Earth Observatory); Martin, William R (Woods Hole Oceanographic Institution); Sambrotto, Raymond N (Lamont-Doherty Earth Observatory); Sayles, Frederick L (Woods Hole Oceanographic Institution); Sigmon, Daniel E (Oregon State University)",112,6,,7.52,,https://app.dimensions.ai/details/publication/pub.1001981300,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
99,100,pub.1008393369,10.1029/2001gl014349,,,A switch from Si(OH)4 to NO3− depletion in the glacial Southern Ocean,Geophysical Research Letters,,,2002,2002,29,12,5-1-5-4,All OA; Gold,Article,"Brzezinski, Mark A.; Pride, Carol J.; Franck, Valerie M.; Sigman, Daniel M.; Sarmiento, Jorge L.; Matsumoto, Katsumi; Gruber, Nicolas; Rau, Greg H.; Coale, Kenneth H.",,"Brzezinski, Mark A. (University of California, Santa Barbara); Pride, Carol J. (University of California, Santa Barbara; Savannah State University); Franck, Valerie M. (University of California, Santa Barbara); Sigman, Daniel M. (Princeton University); Sarmiento, Jorge L. (Princeton University); Matsumoto, Katsumi (Princeton University); Gruber, Nicolas (University of California Los Angeles); Rau, Greg H. (University of California, Santa Cruz); Coale, Kenneth H. ()",249,21,,16.72,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001GL014349,https://app.dimensions.ai/details/publication/pub.1008393369,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
100,400,pub.1025838936,10.1016/s1074-5521(01)00072-2,11731296,,A novel fluorescent silica tracer for biological silicification studies,Cell Chemical Biology,,"Diatoms; Dose-Response Relationship, Drug; Fluorescent Dyes; Hydrogen-Ion Concentration; Microscopy, Fluorescence; Oxazoles; Silicic Acid; Silicon; Silicon Dioxide; Spectrum Analysis",2001-11,2001,8,11,1051-1060,All OA; Gold,Article,"Shimizu, Katsuhiko; Del Amo, Yolanda; Brzezinski, Mark A; Stucky, Galen D; Morse, Daniel E","Morse, Daniel E","Shimizu, Katsuhiko (University of California, Santa Barbara); Del Amo, Yolanda (University of California, Santa Barbara); Brzezinski, Mark A (University of California, Santa Barbara); Stucky, Galen D (University of California, Santa Barbara); Morse, Daniel E (University of California, Santa Barbara)",101,12,1.19,8.54,https://doi.org/10.1016/s1074-5521(01)00072-2,https://app.dimensions.ai/details/publication/pub.1025838936,0305 Organic Chemistry; 0601 Biochemistry and Cell Biology; 0304 Medicinal and Biomolecular Chemistry; 03 Chemical Sciences; 06 Biological Sciences,0305 Organic Chemistry,0601 Biochemistry and Cell Biology,0304 Medicinal and Biomolecular Chemistry,03 Chemical Sciences,06 Biological Sciences
