,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Craig A Carlson. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
83,100,pub.1038909261,10.1016/s0967-0645(00)00153-3,,,Biogeochemistry of total organic carbon and nitrogen in the Sargasso Sea: control by convective overturn,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,1649-1667,"All OA; Green, Accepted & Submitted",Article,"Hansell, Dennis A; Carlson, Craig A","Hansell, Dennis A","Hansell, Dennis A (Bermuda Institute of Ocean Sciences); Carlson, Craig A (Bermuda Institute of Ocean Sciences)",187,25,,13.42,http://yyy.rsmas.miami.edu/groups/biogeochem/Hansell pdfs/31 Hansell.pdf,https://app.dimensions.ai/details/publication/pub.1038909261,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
84,100,pub.1028147840,10.1016/s0967-0645(01)00086-8,,,"The seasonal development of the bacterioplankton bloom in the Ross Sea, Antarctica, 1994–1997",Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,19-20,4199-4221,Closed,Article,"Ducklow, Hugh; Carlson, Craig; Church, Matthew; Kirchman, David; Smith, David; Steward, Grieg","Ducklow, Hugh","Ducklow, Hugh (William & Mary); Carlson, Craig (Bermuda Institute of Ocean Sciences); Church, Matthew (William & Mary); Kirchman, David (University of Delaware); Smith, David (University of Rhode Island); Steward, Grieg (Monterey Bay Aquarium Research Institute)",78,3,,6.27,,https://app.dimensions.ai/details/publication/pub.1028147840,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
85,100,pub.1024628632,10.1016/s0967-0645(01)00085-6,,,"Glucose fluxes and concentrations of dissolved combined neutral sugars (polysaccharides) in the Ross Sea and Polar Front Zone, Antarctica",Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,19-20,4179-4197,Closed,Article,"Kirchman, David L; Meon, Benedikt; Ducklow, Hugh W; Carlson, Craig A; Hansell, Dennis A; Steward, Grieg F","Kirchman, David L","Kirchman, David L (University of Delaware); Meon, Benedikt (University of Delaware); Ducklow, Hugh W (William & Mary); Carlson, Craig A (Bermuda Institute of Ocean Sciences); Hansell, Dennis A (Bermuda Institute of Ocean Sciences); Steward, Grieg F ()",106,11,,7.61,,https://app.dimensions.ai/details/publication/pub.1024628632,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
86,100,pub.1009897725,10.1016/s0967-0645(00)00148-x,,,Overview of the US JGOFS Bermuda Atlantic Time-series Study (BATS): a decade-scale look at ocean biology and biogeochemistry,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,1405-1447,Closed,Article,"Steinberg, Deborah K; Carlson, Craig A; Bates, Nicholas R; Johnson, Rodney J; Michaels, Anthony F; Knap, Anthony H","Steinberg, Deborah K","Steinberg, Deborah K (Bermuda Institute of Ocean Sciences); Carlson, Craig A (Bermuda Institute of Ocean Sciences); Bates, Nicholas R (Bermuda Institute of Ocean Sciences); Johnson, Rodney J (Bermuda Institute of Ocean Sciences); Michaels, Anthony F (University of Southern California); Knap, Anthony H (Bermuda Institute of Ocean Sciences)",376,41,,28.55,,https://app.dimensions.ai/details/publication/pub.1009897725,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
87,200,pub.1086062055,10.1006/rwos.2001.0272,,,Carbon Cycle,,Encyclopedia of Ocean Sciences,,2001,2001,,Deep-Sea Research II431996,390-400,Closed,Chapter,"Carlson, C.A.; Bates, N.R.; Hansell, D.A.; Steinberg, D.K.",,"Carlson, C.A. (University of California, Santa Barbara); Bates, N.R. (Bermuda Institute of Ocean Sciences); Hansell, D.A. (University of Miami); Steinberg, D.K. (William & Mary)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1086062055,,,,,,
88,200,pub.1040448767,10.1016/b978-012374473-9.00272-1,,,Carbon Cycle,,Encyclopedia of Ocean Sciences,,2001,2001,,Deep-Sea Research II431996,477-486,Closed,Chapter,"Carlson, C.A.; Bates, N.R.; Hansell, D.A.; Steinberg, D.K.",,"Carlson, C.A. (University of California, Santa Barbara); Bates, N.R. (Bermuda Institute of Ocean Sciences); Hansell, D.A. (University of Miami); Steinberg, D.K. (William & Mary)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1040448767,,,,,,
89,100,pub.1035899970,10.1046/j.1529-8817.2000.99078.x,,,"CARBON PARTITIONING WITHIN PHAEOCYSTIS ANTARCTICA (PRYMNESIOPHYCEAE) COLONIES IN THE ROSS SEA, ANTARCTICA",Journal of Phycology,,,2000-12-14,2000,36,6,1049-1056,Closed,Article,"Mathot, Sylvie; Smith, Walker O.; Carlson, Craig A.; Garrison, David L.; Gowing, Marcia M.; Vickers, Chrystal L.",,"Mathot, Sylvie (William & Mary); Smith, Walker O. (William & Mary); Carlson, Craig A. (Bermuda Institute of Ocean Sciences); Garrison, David L. (National Science Foundation); Gowing, Marcia M. (University of California, Santa Cruz); Vickers, Chrystal L. (University of California, Santa Cruz)",68,6,,4.1,,https://app.dimensions.ai/details/publication/pub.1035899970,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
90,400,pub.1016066612,10.1046/j.1462-2920.2000.00148.x,11214798,,Bacterial chromosomal painting for in situ monitoring of cultured marine bacteria,Environmental Microbiology,,"Alphaproteobacteria; Chromosome Painting; Chromosomes, Bacterial; Culture Media; Genes, Bacterial; Molecular Sequence Data; Phylogeny; RNA Probes; RNA, Ribosomal, 16S; Seawater",2000-12,2000,2,6,654-665,Closed,Article,"Lanoil, Brian D.; Carlson, Craig A.; Giovannoni, Stephen J.",,"Lanoil, Brian D. (Oregon State University); Carlson, Craig A. (); Giovannoni, Stephen J. (Oregon State University)",15,2,0.38,1.34,,https://app.dimensions.ai/details/publication/pub.1016066612,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
91,100,pub.1050202863,10.1016/s0967-0637(99)00052-7,,,Zooplankton vertical migration and the active transport of dissolved organic and inorganic carbon in the Sargasso Sea,Deep Sea Research Part I Oceanographic Research Papers,,,2000-01,2000,47,1,137-158,Closed,Article,"Steinberg, Deborah K.; Carlson, Craig A.; Bates, Nicholas R.; Goldthwait, Sarah A.; Madin, Laurence P.; Michaels, Anthony F.","Steinberg, Deborah K.","Steinberg, Deborah K. (Bermuda Institute of Ocean Sciences); Carlson, Craig A. (Bermuda Institute of Ocean Sciences); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Goldthwait, Sarah A. (Bermuda Institute of Ocean Sciences); Madin, Laurence P. (Woods Hole Oceanographic Institution); Michaels, Anthony F. (University of Southern California)",249,53,,18.46,,https://app.dimensions.ai/details/publication/pub.1050202863,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
92,100,pub.1047506303,10.1016/s0967-0645(00)00065-5,,,"Stocks and dynamics of dissolved and particulate organic matter in the southern Ross Sea, Antarctica",Deep Sea Research Part II Topical Studies in Oceanography,,,2000-01,2000,47,15-16,3201-3225,Closed,Article,"Carlson, Craig A; Hansell, Dennis A; Peltzer, Edward T; Smith, Walker O","Carlson, Craig A","Carlson, Craig A (Bermuda Institute of Ocean Sciences); Hansell, Dennis A (Bermuda Institute of Ocean Sciences); Peltzer, Edward T (Monterey Bay Aquarium Research Institute); Smith, Walker O (William & Mary)",104,11,,6.44,,https://app.dimensions.ai/details/publication/pub.1047506303,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
93,100,pub.1046351388,10.1016/s0967-0645(00)00072-2,,,"Biogeochemical regimes, net community production and carbon export in the Ross Sea, Antarctica",Deep Sea Research Part II Topical Studies in Oceanography,,,2000-01,2000,47,15-16,3369-3394,Closed,Article,"Sweeney, Colm; Hansell, Dennis A; Carlson, Craig A; Codispoti, L.A; Gordon, Louis I; Marra, John; Millero, Frank J; Smith, Walker O; Takahashi, Taro","Sweeney, Colm","Sweeney, Colm (Lamont-Doherty Earth Observatory); Hansell, Dennis A (Bermuda Institute of Ocean Sciences); Carlson, Craig A (Bermuda Institute of Ocean Sciences); Codispoti, L.A (); Gordon, Louis I (Oregon State University); Marra, John (Lamont-Doherty Earth Observatory); Millero, Frank J (University of Miami); Smith, Walker O (William & Mary); Takahashi, Taro (Lamont-Doherty Earth Observatory)",123,11,,9.18,,https://app.dimensions.ai/details/publication/pub.1046351388,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
94,100,pub.1036058842,10.1016/s0967-0645(00)00073-4,,,"Nutrient and carbon removal ratios and fluxes in the Ross Sea, Antarctica",Deep Sea Research Part II Topical Studies in Oceanography,,,2000-01,2000,47,15-16,3395-3421,Closed,Article,"Sweeney, Colm; Smith, Walker O; Hales, Burke; Bidigare, Robert R; Carlson, Craig A; Codispoti, L.A; Gordon, Louis I; Hansell, Dennis A; Millero, Frank J; Park, Mi-OK; Takahashi, Taro","Sweeney, Colm","Sweeney, Colm (Lamont-Doherty Earth Observatory); Smith, Walker O (William & Mary); Hales, Burke (Oregon State University); Bidigare, Robert R (University of Hawaii at Manoa); Carlson, Craig A (Bermuda Institute of Ocean Sciences); Codispoti, L.A (University of Maryland Center For Environmental Sciences); Gordon, Louis I (Oregon State University); Hansell, Dennis A (Bermuda Institute of Ocean Sciences); Millero, Frank J (University of Miami); Park, Mi-OK (Pukyong National University); Takahashi, Taro (Lamont-Doherty Earth Observatory)",97,4,,7.24,,https://app.dimensions.ai/details/publication/pub.1036058842,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
95,100,pub.1041337577,10.1029/98gb01928,,,Net community production of dissolved organic carbon,Global Biogeochemical Cycles,,,1998-09,1998,12,3,443-453,All OA; Gold,Article,"Hansell, Dennis A.; Carlson, Craig A.",,"Hansell, Dennis A. (); Carlson, Craig A. ()",201,28,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/98GB01928,https://app.dimensions.ai/details/publication/pub.1041337577,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
96,100,pub.1038023017,10.1038/26200,,,Deep-ocean gradients in the concentration of dissolved organic carbon,Nature,,,1998-09,1998,395,6699,263-266,Closed,Article,"Hansell, Dennis A.; Carlson, Craig A.","Hansell, Dennis A.","Hansell, Dennis A. (Bermuda Institute of Ocean Sciences); Carlson, Craig A. (Bermuda Institute of Ocean Sciences)",228,25,,,,https://app.dimensions.ai/details/publication/pub.1038023017,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
97,100,pub.1018436587,10.4319/lo.1998.43.3.0375,,,Organic carbon partitioning during spring phytoplankton blooms in the Ross Sea polynya and the Sargasso Sea,Limnology and Oceanography,,,1998-05,1998,43,3,375-386,All OA; Gold,Article,"Carlson, Craig A.; Ducklow, Hugh W.; Hansell, Dennis A.; Smith, Walker O.",,"Carlson, Craig A. (Bermuda Institute of Ocean Sciences); Ducklow, Hugh W. (William & Mary); Hansell, Dennis A. (); Smith, Walker O. (University of Tennessee at Knoxville)",161,14,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1998.43.3.0375,https://app.dimensions.ai/details/publication/pub.1018436587,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
98,100,pub.1021139375,10.1029/97jc02473,,,"Distribution of CO2 species, estimates of net community production, and air‐sea CO2 exchange in the Ross Sea polynya",Journal of Geophysical Research,,,1998-02-15,1998,103,C2,2883-2896,All OA; Gold,Article,"Bates, Nicholas R.; Hansell, Dennis A.; Carlson, Craig A.; Gordon, Louis I.",,"Bates, Nicholas R. (); Hansell, Dennis A. (); Carlson, Craig A. (); Gordon, Louis I. ()",107,4,,,http://onlinelibrary.wiley.com/doi/10.1029/97JC02473/pdf,https://app.dimensions.ai/details/publication/pub.1021139375,0602 Ecology; 0405 Oceanography; 0607 Plant Biology; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0607 Plant Biology,04 Earth Sciences,06 Biological Sciences
99,100,pub.1042022170,10.1038/386059a0,,,Predominance of vertical loss of carbon from surface waters of the equatorial Pacific Ocean,Nature,,,1997-03,1997,386,6620,59-61,Closed,Article,"Hansell, Dennis A.; Bates, Nicholas R.; Carlson, Craig A.",,"Hansell, Dennis A. (Bermuda Institute of Ocean Sciences); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Carlson, Craig A. (Bermuda Institute of Ocean Sciences)",43,3,,,,https://app.dimensions.ai/details/publication/pub.1042022170,04 Earth Sciences; 03 Chemical Sciences; 0399 Other Chemical Sciences; 0405 Oceanography,04 Earth Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,0405 Oceanography,
100,100,pub.1027011685,10.1016/s0967-0645(97)00021-0,,,Horizontal and vertical removal of organic carbon in the equatorial Pacific Ocean: a mass balance assessment,Deep Sea Research Part II Topical Studies in Oceanography,,,1997-01,1997,44,9-10,2115-2130,Closed,Article,"Hansell, Dennis A.; Carlson, Craig A.; Bates, Nicholas R.; Poisson, Alain",,"Hansell, Dennis A. (Bermuda Institute of Ocean Sciences); Carlson, Craig A. (Bermuda Institute of Ocean Sciences); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Poisson, Alain (Sorbonne University)",48,4,,,,https://app.dimensions.ai/details/publication/pub.1027011685,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
101,100,pub.1039336231,10.1016/0967-0645(95)00101-8,,,Stocks and dynamics of bacterioplankton in the northwestern Sargasso Sea,Deep Sea Research Part II Topical Studies in Oceanography,,,1996-01,1996,43,2-3,491-515,Closed,Article,"Carlson, Craig A.; Ducklow, Hugh W.; Sleeter, Thomas D.",,"Carlson, Craig A. (); Ducklow, Hugh W. (); Sleeter, Thomas D. ()",93,7,,,,https://app.dimensions.ai/details/publication/pub.1039336231,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
102,100,pub.1026252260,10.1098/rstb.1995.0058,,,Dissolved Organic Carbon as a Component of the Biological Pump in the North Atlantic Ocean [and Discussion],Philosophical Transactions of the Royal Society B Biological Sciences,,,1995-05-30,1995,348,1324,161-167,Closed,Article,"Ducklow, H. W.; Carlson, C. A.; Bates, N. R.; Knap, A. H.; Michaels, A. F.; Jickells, T.; Le B. Williams, P. J.; McCave, I. N.",,"Ducklow, H. W. (); Carlson, C. A. (); Bates, N. R. (); Knap, A. H. (); Michaels, A. F. (); Jickells, T. (); Le B. Williams, P. J. (); McCave, I. N. ()",55,1,,,,https://app.dimensions.ai/details/publication/pub.1026252260,11 Medical and Health Sciences; 06 Biological Sciences,11 Medical and Health Sciences,06 Biological Sciences,,,
103,100,pub.1048969526,10.1016/0967-0645(95)00023-j,,,"Dissolved organic carbon in the upper ocean of the central equatorial Pacific Ocean, 1992: Daily and finescale vertical variations",Deep Sea Research Part II Topical Studies in Oceanography,,,1995-01,1995,42,2-3,639-656,Closed,Article,"Carlson, C.A.; Ducklow, H.W.",,"Carlson, C.A. (Bermuda Institute of Ocean Sciences); Ducklow, H.W. ()",184,10,,,,https://app.dimensions.ai/details/publication/pub.1048969526,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
104,100,pub.1002990831,10.1016/0304-4203(94)00040-k,,,Analyses of dissolved organic carbon in seawater: the JGOFS EqPac methods comparison,Marine Chemistry,,,1995-01,1995,48,2,91-108,Closed,Article,"Sharp, Jonathan H.; Benner, Ronald; Bennett, Lenore; Carlson, Craig A.; Fitzwater, Steve E.; Peltzer, Edward T.; Tupas, Luis M.",,"Sharp, Jonathan H. (University of Delaware); Benner, Ronald (The University of Texas at Austin); Bennett, Lenore (University of Delaware); Carlson, Craig A. (); Fitzwater, Steve E. (California State University Los Angeles); Peltzer, Edward T. (Woods Hole Oceanographic Institution); Tupas, Luis M. (University of Hawaii at Manoa)",118,9,,,,https://app.dimensions.ai/details/publication/pub.1002990831,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
105,100,pub.1002166747,10.1016/0967-0645(95)00022-i,,,Bacterioplankton dynamics in the equatorial Pacific during the 1992 El Niño,Deep Sea Research Part II Topical Studies in Oceanography,,,1995-01,1995,42,2-3,621-638,Closed,Article,"Ducklow, Hugh W.; Quinby, Helen L.; Carlson, Craig A.",,"Ducklow, Hugh W. (); Quinby, Helen L. (); Carlson, Craig A. ()",36,1,,,,https://app.dimensions.ai/details/publication/pub.1002166747,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
106,100,pub.1053506240,10.1038/372537a0,,,Carbon-cycle imbalances in the Sargasso Sea,Nature,,,1994-12,1994,372,6506,537-540,Closed,Article,"Michaels, Anthony F.; Bates, Nicholas R.; Buesseler, Ken O.; Carlson, Craig A.; Knap, Anthony H.",,"Michaels, Anthony F. (Bermuda Institute of Ocean Sciences); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Buesseler, Ken O. (Woods Hole Oceanographic Institution); Carlson, Craig A. (University of Maryland Center For Environmental Sciences); Knap, Anthony H. (Bermuda Institute of Ocean Sciences)",190,8,,,,https://app.dimensions.ai/details/publication/pub.1053506240,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
107,100,pub.1012127453,10.1038/371405a0,,,Annual flux of dissolved organic carbon from the euphotic zone in the northwestern Sargasso Sea,Nature,,,1994-09,1994,371,6496,405-408,Closed,Article,"Carlson, Craig A.; Ducklow, Hugh W.; Michaels, Anthony F.",,"Carlson, Craig A. (University of Maryland Center For Environmental Sciences); Ducklow, Hugh W. (William & Mary); Michaels, Anthony F. (Bermuda Institute of Ocean Sciences)",482,32,,,,https://app.dimensions.ai/details/publication/pub.1012127453,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
108,100,pub.1042947915,10.4319/lo.1993.38.8.1774,,,Re‐evaluation of high temperature combustion and chemical oxidation measurements of dissolved organic carbon in seawater,Limnology and Oceanography,,,1993-12,1993,38,8,1774-1782,"All OA; Green, Accepted & Submitted",Article,"Sharp, Jonathan H.; Benner, Ronald; Bennett, Lenore; Carlson, Craig A.; Dow, Rachael; Fitzwater, Steve E.",,"Sharp, Jonathan H. (University of Delaware); Benner, Ronald (The University of Texas at Austin); Bennett, Lenore (University of Delaware); Carlson, Craig A. (); Dow, Rachael (University of Delaware); Fitzwater, Steve E. ()",111,4,,,http://www.aslo.org/lo/toc/vol_38/issue_8/1774.pdf,https://app.dimensions.ai/details/publication/pub.1042947915,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
109,200,pub.1006680229,10.1016/0304-4203(93)90104-v,,,Procedures subgroup report,Marine Chemistry,,,1993-01,1993,41,1-3,37-49,Closed,Article,"Sharp, J.H.; Peltzer, E.T.; Alperin, M.J.; Cauwet, G.; Farrington, J.W.; Fry, B.; Karl, D.M.; Martin, J.H.; Spitzy, A.; Tugrul, S.; Carlson, C.A.","Sharp, J.H.","Sharp, J.H. (); Peltzer, E.T. (); Alperin, M.J. (); Cauwet, G. (); Farrington, J.W. (); Fry, B. (); Karl, D.M. (); Martin, J.H. (); Spitzy, A. (); Tugrul, S. (); Carlson, C.A. ()",58,8,,,,https://app.dimensions.ai/details/publication/pub.1006680229,0405 Oceanography; 0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences,0405 Oceanography,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences
110,100,pub.1044152122,10.1016/0967-0645(93)90026-j,,,Nitrate utilization in surface waters of the Iceland Basin during spring and summer of 1989,Deep Sea Research Part II Topical Studies in Oceanography,,,1993-01,1993,40,1-2,441-457,Closed,Article,"Sambrotto, R.N.; Martin, J.H.; Broenkow, W.W.; Carlson, C.; Fitzwater, S.E.",,"Sambrotto, R.N. (Columbia University); Martin, J.H. (California State University Los Angeles); Broenkow, W.W. (California State University Los Angeles); Carlson, C. (); Fitzwater, S.E. (California State University Los Angeles)",29,0,,,,https://app.dimensions.ai/details/publication/pub.1044152122,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
111,100,pub.1012118890,10.1016/0967-0645(93)90016-g,,,Stocks and dynamics of bacterioplankton carbon during the spring bloom in the eastern North Atlantic Ocean,Deep Sea Research Part II Topical Studies in Oceanography,,,1993-01,1993,40,1-2,245-263,Closed,Article,"Ducklow, H.W.; Kirchman, D.L.; Quinby, H.L.; Carlson, C.A.; Dam, H.G.",,"Ducklow, H.W. (); Kirchman, D.L. (University of Delaware); Quinby, H.L. (); Carlson, C.A. (); Dam, H.G. ()",122,10,,,,https://app.dimensions.ai/details/publication/pub.1012118890,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
112,100,pub.1047738060,10.1007/978-1-4684-7609-5_3,,,Oceanic Bacterial Production,Advances in Microbial Ecology,Advances in Microbial Ecology,,1992,1992,12,,113-181,Closed,Chapter,"Ducklow, Hugh W.; Carlson, Craig A.",,"Ducklow, Hugh W. (); Carlson, Craig A. ()",366,20,,,,https://app.dimensions.ai/details/publication/pub.1047738060,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
113,200,pub.1071166199,10.3354/meps057207,,,Dominance of bacterial biomass in the Sargasso Sea and its ecological implications,Marine Ecology Progress Series,,,1989,1989,57,,207-217,All OA; Gold,Article,"Fuhrman, JA; Sleeter, TD; Carlson, CA; Proctor, LM",,"Fuhrman, JA (); Sleeter, TD (); Carlson, CA (); Proctor, LM ()",204,8,,,https://doi.org/10.3354/meps057207,https://app.dimensions.ai/details/publication/pub.1071166199,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
