,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Uta Desy Elisabeth Passow. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
95,100,pub.1043411336,10.1016/0077-7579(95)90006-3,,,On the trophic fate of Phaeocystis pouchetii (hariot): VI. Significance of Phaeocystis-derived mucus for vertical flux,Journal of Sea Research,,,1995-03,1995,33,2,193-203,Closed,Article,"Riebesell, U.; Reigstad, M.; Wassmann, P.; Noji, T.; Passow, U.",,"Riebesell, U. (Alfred Wegener Institute for Polar and Marine Research); Reigstad, M. (The Arctic University of Norway); Wassmann, P. (The Arctic University of Norway); Noji, T. (Norwegian Institute of Marine Research); Passow, U. (University of California, Santa Barbara)",91,5,,,,https://app.dimensions.ai/details/publication/pub.1043411336,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
96,100,pub.1044028712,10.1016/0967-0645(95)00004-a,,,The role of surface-active carbohydrates in the flocculation of a diatom bloom in a mesocosm,Deep Sea Research Part II Topical Studies in Oceanography,,,1995-01,1995,42,1,47-73,Closed,Article,"Mopper, Kenneth; zhou, Jian; Ramana, Konduru Sri; passow, Uta; dam, Hans G.; Drapeau, David T.",,"Mopper, Kenneth (Washington State University); zhou, Jian (Washington State University); Ramana, Konduru Sri (Washington State University); passow, Uta (University of California, Santa Barbara); dam, Hans G. (University of Connecticut); Drapeau, David T. (University of Connecticut)",187,17,,,,https://app.dimensions.ai/details/publication/pub.1044028712,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
97,100,pub.1038586842,10.1016/0967-0645(95)00002-8,,,Mass aggregation of diatom blooms: Insights from a mesocosm study,Deep Sea Research Part II Topical Studies in Oceanography,,,1995-01,1995,42,1,9-27,"All OA; Green, Published",Article,"Alldredge, Alice L.; Gotschalk, Chris; Passow, Uta; Riebesell, Ulf",,"Alldredge, Alice L. (University of California, Santa Barbara); Gotschalk, Chris (University of California, Santa Barbara); Passow, Uta (University of California, Santa Barbara); Riebesell, Ulf (University of California, Santa Barbara)",92,9,,,https://epic.awi.de/id/eprint/57/1/All1995b.pdf,https://app.dimensions.ai/details/publication/pub.1038586842,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
98,100,pub.1034568205,10.1016/0967-0645(95)00012-f,,,Rapid formation and sedimentation of large aggregates is predictable from coagulation rates (half-lives) of transparent exopolymer particles (TEP),Deep Sea Research Part II Topical Studies in Oceanography,,,1995-01,1995,42,1,203-214,Closed,Article,"Logan, Bruce E.; Passow, Uta; Alldredge, Alice L.; Grossartt, Hans-Peter; Simont, Meinhard",,"Logan, Bruce E. (University of Arizona); Passow, Uta (University of California, Santa Barbara); Alldredge, Alice L. (University of California, Santa Barbara); Grossartt, Hans-Peter (University of Konstanz); Simont, Meinhard (University of Konstanz)",150,20,,,,https://app.dimensions.ai/details/publication/pub.1034568205,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
99,100,pub.1019837599,10.1016/0967-0645(95)00006-c,,,Aggregation of a diatom bloom in a mesocosm: The role of transparent exopolymer particles (TEP),Deep Sea Research Part II Topical Studies in Oceanography,,,1995-01,1995,42,1,99-109,Closed,Article,"Passow, Uta; Alldredge, Alice L.",,"Passow, Uta (University of California, Santa Barbara); Alldredge, Alice L. (University of California, Santa Barbara)",136,21,,,,https://app.dimensions.ai/details/publication/pub.1019837599,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
100,100,pub.1009566147,10.4319/lo.1994.39.2.0390,,,Variable retention of diatoms on screens during size separations,Limnology and Oceanography,,,1994-03,1994,39,2,390-395,All OA; Gold,Article,"Logan, Bruce E.; Passow, Uta; Alldredge, Alice L.",,"Logan, Bruce E. (University of Arizona); Passow, Uta (); Alldredge, Alice L. ()",15,1,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.1994.39.2.0390/pdf,https://app.dimensions.ai/details/publication/pub.1009566147,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
101,100,pub.1052036328,10.1016/0967-0637(94)90007-8,,,The role of particulate carbohydrate exudates in the flocculation of diatom blooms,Deep Sea Research Part I Oceanographic Research Papers,,,1994-02,1994,41,2,335-357,Closed,Article,"Passow, Uta; Alldredge, Alice L.; Logan, Bruce E.",,"Passow, Uta (); Alldredge, Alice L. (); Logan, Bruce E. (University of Arizona)",242,16,,,,https://app.dimensions.ai/details/publication/pub.1052036328,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
102,200,pub.1071172334,10.3354/meps113185,,,"Distribution, size and bacterial colonization of transparent exopolymer particles (TEP) in the ocean",Marine Ecology Progress Series,,,1994,1994,113,,185-198,All OA; Gold,Article,"Passow, U; Alldredge, AL",,"Passow, U (); Alldredge, AL ()",198,23,,,https://doi.org/10.3354/meps113185,https://app.dimensions.ai/details/publication/pub.1071172334,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
103,200,pub.1071171138,10.3354/meps104153,,,On the trophic fate of Phaeocystis pouchetii (Hariot): IV. The formation of marine snow by P. pouchetii,Marine Ecology Progress Series,,,1994,1994,104,,153-161,All OA; Gold,Article,"Passow, U; Wassmann, P",,"Passow, U (); Wassmann, P ()",60,1,,,https://doi.org/10.3354/meps104153,https://app.dimensions.ai/details/publication/pub.1071171138,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
104,100,pub.1014220607,10.1016/0967-0637(93)90129-q,,,"The abundance and significance of a class of large, transparent organic particles in the ocean",Deep Sea Research Part I Oceanographic Research Papers,,,1993-06,1993,40,6,1131-1140,Closed,Article,"Alldredge, Alice L.; Passow, Uta; Logan, Bruce E.",,"Alldredge, Alice L. (University of California, Santa Barbara); Passow, Uta (University of California, Santa Barbara); Logan, Bruce E. (University of Arizona)",539,77,,,,https://app.dimensions.ai/details/publication/pub.1014220607,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
105,100,pub.1046754455,10.1016/0967-0645(93)90061-q,,,Distribution and sedimentation of organic matter during the inter-monsoon period off Oman (West Arabian Sea),Deep Sea Research Part II Topical Studies in Oceanography,,,1993-01,1993,40,3,833-849,Closed,Article,"Passow, U.; Peinert, R.; Zeitzschel, B.","Passow, U.","Passow, U. (University of California, Santa Barbara); Peinert, R. (GEOMAR Helmholtz Centre for Ocean Research Kiel); Zeitzschel, B. (GEOMAR Helmholtz Centre for Ocean Research Kiel)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1046754455,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
106,100,pub.1045056560,10.1016/0967-0645(93)90033-j,,,The role of plankton in particle flux: two case studies from the northeast Atlantic,Deep Sea Research Part II Topical Studies in Oceanography,,,1993-01,1993,40,1-2,573-585,Closed,Article,"Passow, Uta; Peinert, Rolf",,"Passow, Uta (University of California, Santa Barbara); Peinert, Rolf (GEOMAR Helmholtz Centre for Ocean Research Kiel)",20,1,,,,https://app.dimensions.ai/details/publication/pub.1045056560,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
107,100,pub.1029515967,10.1007/bf01313655,,,Species-specific sedimentation and sinking velocities of diatoms,Marine Biology,,,1991-10,1991,108,3,449-455,Closed,Article,"Passow, U.",,"Passow, U. (GEOMAR Helmholtz Centre for Ocean Research Kiel)",51,3,,,,https://app.dimensions.ai/details/publication/pub.1029515967,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
108,100,pub.1026581018,10.1007/bf01344364,,,Vertical migration ofGonyaulax catenata andMesodinium rubrum,Marine Biology,,,1991-10,1991,110,3,455-463,Closed,Article,"Passow, U.",,"Passow, U. (GEOMAR Helmholtz Centre for Ocean Research Kiel)",30,1,,,,https://app.dimensions.ai/details/publication/pub.1026581018,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
109,200,pub.1033997211,10.4319/lo.1990.35.1.0228,,,Spring bloom initiation and Sverdrup's critical‐depth model,Limnology and Oceanography,,,1990-01,1990,35,1,228-234,All OA; Gold,Article,"Smetacek, Victor; Passow, Uta",,"Smetacek, Victor (); Passow, Uta ()",169,7,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1990.35.1.0228,https://app.dimensions.ai/details/publication/pub.1033997211,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
110,100,pub.1001554681,10.1080/00785326.1986.10421998,,,Interaction between pelagial and benthal during autumn in Kiel Bight. I. Development and sedimentation of phytoplankton blooms,Ophelia,,,1986-12-31,1986,26,1,333-349,Closed,Article,"Noji, Tom; Passow, Uta; Smetacek, Victor",,"Noji, Tom (GEOMAR Helmholtz Centre for Ocean Research Kiel); Passow, Uta (GEOMAR Helmholtz Centre for Ocean Research Kiel); Smetacek, Victor (GEOMAR Helmholtz Centre for Ocean Research Kiel)",24,0,,,,https://app.dimensions.ai/details/publication/pub.1001554681,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
