,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Benjamin S Halpern. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
138,200,pub.1071168010,10.3354/meps08029,,,Biological effects within no-take marine reserves: a global synthesis,Marine Ecology Progress Series,,,2009-05-29,2009,384,,33-46,All OA; Gold,Article,"Lester, SE; Halpern, BS; Grorud-Colvert, K; Lubchenco, J; Ruttenberg, BI; Gaines, SD; Airamé, S; Warner, RR",,"Lester, SE (); Halpern, BS (); Grorud-Colvert, K (); Lubchenco, J (); Ruttenberg, BI (); Gaines, SD (); Airamé, S (); Warner, RR ()",696,180,,77.56,https://www.int-res.com/articles/meps2009/384/m384p033.pdf,https://app.dimensions.ai/details/publication/pub.1071168010,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
139,100,pub.1017008195,10.1890/070135,,,Managing for ocean biodiversity to sustain marine ecosystem services,Frontiers in Ecology and the Environment,,,2009-05,2009,7,4,204-211,"All OA; Green, Accepted & Submitted",Article,"Palumbi, Stephen R; Sandifer, Paul A; Allan, J David; Beck, Michael W; Fautin, Daphne G; Fogarty, Michael J; Halpern, Benjamin S; Incze, Lewis S; Leong, Jo-Ann; Norse, Elliott; Stachowicz, John J; Wall, Diana H",,"Palumbi, Stephen R (Stanford University); Sandifer, Paul A (Hollings Marine Laboratory); Allan, J David (University of Michigan); Beck, Michael W (University of California, Santa Cruz); Fautin, Daphne G (University of Kansas); Fogarty, Michael J (); Halpern, Benjamin S (University of California, Santa Barbara); Incze, Lewis S (University of Southern Maine); Leong, Jo-Ann (University of Hawaii at Manoa); Norse, Elliott (Marine Conservation Institute); Stachowicz, John J (University of California, Davis); Wall, Diana H (Colorado State University)",142,35,,15.46,https://kuscholarworks.ku.edu/bitstream/1808/13308/1/Fautin_Managing_for_ocean_biodiversity.pdf,https://app.dimensions.ai/details/publication/pub.1017008195,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
140,400,pub.1026310012,10.1111/j.1749-6632.2009.04496.x,19432644,,Understanding and Managing Human Threats to the Coastal Marine Environment,Annals of the New York Academy of Sciences,,Conservation of Natural Resources; Ecology; Ecosystem; Environment; Human Activities; Humans; Marine Biology; Oceans and Seas,2009-04,2009,1162,1,39-62,Closed,Article,"Crain, Caitlin M.; Halpern, Benjamin S.; Beck, Mike W.; Kappel, Carrie V.",,"Crain, Caitlin M. (University of California, Santa Cruz); Halpern, Benjamin S. (University of California, Santa Barbara); Beck, Mike W. (); Kappel, Carrie V. (University of California, Santa Barbara)",169,54,1.92,16.67,,https://app.dimensions.ai/details/publication/pub.1026310012,0602 Ecology; 0405 Oceanography; 0502 Environmental Science and Management; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0502 Environmental Science and Management,04 Earth Sciences,05 Environmental Sciences
141,100,pub.1002883213,10.1890/080126,,,Non‐linearity in ecosystem services: temporal and spatial variability in coastal protection,Frontiers in Ecology and the Environment,,,2009-02,2009,7,1,29-37,"All OA; Green, Accepted & Submitted",Article,"Koch, Evamaria W; Barbier, Edward B; Silliman, Brian R; Reed, Denise J; Perillo, Gerardo ME; Hacker, Sally D; Granek, Elise F; Primavera, Jurgenne H; Muthiga, Nyawira; Polasky, Stephen; Halpern, Benjamin S; Kennedy, Christopher J; Kappel, Carrie V; Wolanski, Eric",,"Koch, Evamaria W (University of Maryland Center For Environmental Sciences); Barbier, Edward B (University of Wyoming); Silliman, Brian R (University of Florida); Reed, Denise J (University of New Orleans); Perillo, Gerardo ME (Universidad Nacional del Sur); Hacker, Sally D (Oregon State University); Granek, Elise F (Portland State University); Primavera, Jurgenne H (Southeast Asian Fisheries Development Center); Muthiga, Nyawira (); Polasky, Stephen (University of Minnesota); Halpern, Benjamin S (University of California, Santa Barbara); Kennedy, Christopher J (University of Wyoming); Kappel, Carrie V (University of California, Santa Barbara); Wolanski, Eric (James Cook University)",867,99,,94.42,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1056&context=iss_pub,https://app.dimensions.ai/details/publication/pub.1002883213,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
142,400,pub.1002748146,10.1111/j.1461-0248.2008.01253.x,19046359,,Interactive and cumulative effects of multiple human stressors in marine systems,Ecology Letters,,"Animals; Conservation of Natural Resources; Databases, Factual; Ecosystem; Humans; Marine Biology; Oceans and Seas; Stress, Physiological",2008-12,2008,11,12,1304-1315,Closed,Article,"Crain, Caitlin Mullan; Kroeker, Kristy; Halpern, Benjamin S.",,"Crain, Caitlin Mullan (University of California, Santa Cruz); Kroeker, Kristy (Stanford University); Halpern, Benjamin S. (University of California, Santa Barbara)",868,262,14.51,117.41,,https://app.dimensions.ai/details/publication/pub.1002748146,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
143,100,pub.1021459516,10.1002/aqc.961,,,Evaluating anthropogenic threats to the Northwestern Hawaiian Islands,Aquatic Conservation Marine and Freshwater Ecosystems,,,2008-11,2008,18,7,1149-1165,Closed,Article,"Selkoe, Kimberly A.; Halpern, Benjamin S.; Toonen, Robert J.",,"Selkoe, Kimberly A. (University of Hawaii at Manoa; University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Toonen, Robert J. (University of Hawaii at Manoa)",27,4,,3.01,,https://app.dimensions.ai/details/publication/pub.1021459516,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
144,100,pub.1062457738,10.1126/science.1158007,,,"Response to Comment on ""A Global Map of Human Impact on Marine Ecosystems""",Science,,,2008-09-12,2008,321,5895,1446-1446,All OA; Gold,Article,"Selkoe, Kimberly A.; Kappel, Carrie V.; Halpern, Benjamin S.; Micheli, Fiorenza; D'Agrosa, Caterina; Bruno, John; Casey, Kenneth S.; Ebert, Colin; Fox, Helen E.; Fujita, Rod; Heinemann, Dennis; Lenihan, Hunter S.; Madin, Elizabeth M. P.; Perry, Matt; Selig, Elizabeth R.; Spalding, Mark; Steneck, Robert; Walbridge, Shaun; Watson, Reg",,"Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Kappel, Carrie V. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); D'Agrosa, Caterina (Wildlife Conservation Society); Bruno, John (University of North Carolina at Chapel Hill); Casey, Kenneth S. (National Oceanic and Atmospheric Administration); Ebert, Colin (University of California, Santa Barbara); Fox, Helen E. (); Fujita, Rod (Environmental Defense Fund); Heinemann, Dennis (Ocean Conservancy); Lenihan, Hunter S. (University of California, Santa Barbara); Madin, Elizabeth M. P. (University of California, Santa Barbara); Perry, Matt (University of North Carolina at Chapel Hill); Selig, Elizabeth R. (University of North Carolina at Chapel Hill); Spalding, Mark (); Steneck, Robert (University of Maine); Walbridge, Shaun (University of California, Santa Barbara); Watson, Reg (University of British Columbia)",7,1,,0.6,http://science.sciencemag.org/content/sci/321/5895/1446.3.full.pdf,https://app.dimensions.ai/details/publication/pub.1062457738,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
145,200,pub.1071167392,10.3354/meps07553,,,Functional diversity responses to changing species richness in reef fish communities,Marine Ecology Progress Series,,,2008-07-29,2008,364,,147-156,All OA; Gold,Article,"Halpern, BS; Floeter, SR",,"Halpern, BS (); Floeter, SR ()",93,25,,9.86,https://www.int-res.com/articles/meps2008/364/m364p147.pdf,https://app.dimensions.ai/details/publication/pub.1071167392,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
146,400,pub.1004873061,10.1890/07-0965.1,18481520,,UNDERSTANDING AND PREDICTING ECOLOGICAL DYNAMICS: ARE MAJOR SURPRISES INEVITABLE,Ecology,,"Data Collection; Disasters; Ecology; Ecosystem; Forecasting; Models, Biological; Research; Surveys and Questionnaires; Time Factors; Uncertainty",2008-04,2008,89,4,952-961,"All OA; Green, Published",Article,"Doak, Daniel F.; Estes, James A.; Halpern, Benjamin S.; Jacob, Ute; Lindberg, David R.; Lovvorn, James; Monson, Daniel H.; Tinker, M. Timothy; Williams, Terrie M.; Wootton, J. Timothy; Carroll, Ian; Emmerson, Mark; Micheli, Fiorenza; Novak, Mark",,"Doak, Daniel F. (University of Wyoming); Estes, James A. (University of California, Santa Cruz); Halpern, Benjamin S. (University of California, Santa Barbara); Jacob, Ute (University College Cork); Lindberg, David R. (University of California, Berkeley); Lovvorn, James (University of Wyoming); Monson, Daniel H. (); Tinker, M. Timothy (University of California, Santa Cruz); Williams, Terrie M. (University of California, Santa Cruz); Wootton, J. Timothy (University of Chicago); Carroll, Ian (University of California, Santa Barbara); Emmerson, Mark (University College Cork); Micheli, Fiorenza (Stanford University); Novak, Mark (University of Chicago)",152,26,1.57,16.38,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1020&context=zool_pubs,https://app.dimensions.ai/details/publication/pub.1004873061,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
147,400,pub.1047222897,10.1126/science.1149345,18276889,,A Global Map of Human Impact on Marine Ecosystems,Science,,"Animals; Climate; Conservation of Natural Resources; Ecosystem; Fisheries; Human Activities; Humans; Mathematics; Models, Theoretical; Oceans and Seas",2008-02-15,2008,319,5865,948-952,Closed,Article,"Halpern, Benjamin S.; Walbridge, Shaun; Selkoe, Kimberly A.; Kappel, Carrie V.; Micheli, Fiorenza; D'Agrosa, Caterina; Bruno, John F.; Casey, Kenneth S.; Ebert, Colin; Fox, Helen E.; Fujita, Rod; Heinemann, Dennis; Lenihan, Hunter S.; Madin, Elizabeth M. P.; Perry, Matthew T.; Selig, Elizabeth R.; Spalding, Mark; Steneck, Robert; Watson, Reg",,"Halpern, Benjamin S. (University of California, Santa Barbara); Walbridge, Shaun (University of California, Santa Barbara); Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Kappel, Carrie V. (University of California, Santa Barbara); Micheli, Fiorenza (Stanford University); D'Agrosa, Caterina (Wildlife Conservation Society); Bruno, John F. (University of North Carolina at Chapel Hill); Casey, Kenneth S. (National Oceanic and Atmospheric Administration); Ebert, Colin (University of California, Santa Barbara); Fox, Helen E. (World Wildlife Fund); Fujita, Rod (); Heinemann, Dennis (Ocean Conservancy); Lenihan, Hunter S. (University of California, Santa Barbara); Madin, Elizabeth M. P. (University of California, Santa Barbara); Perry, Matthew T. (University of California, Santa Barbara); Selig, Elizabeth R. (National Oceanic and Atmospheric Administration; University of North Carolina at Chapel Hill); Spalding, Mark (); Steneck, Robert (University of Maine); Watson, Reg (University of British Columbia)",2980,808,33.41,332.24,,https://app.dimensions.ai/details/publication/pub.1047222897,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
148,100,pub.1028965478,10.1016/j.ocecoaman.2007.08.002,,,Managing for cumulative impacts in ecosystem-based management through ocean zoning,Ocean & Coastal Management,,,2008-01,2008,51,3,203-211,Closed,Article,"Halpern, Benjamin S.; McLeod, Karen L.; Rosenberg, Andrew A.; Crowder, Larry B.","Halpern, Benjamin S.","Halpern, Benjamin S. (University of California, Santa Barbara); McLeod, Karen L. (Oregon State University); Rosenberg, Andrew A. (University of New Hampshire); Crowder, Larry B. (Duke University)",246,42,,33.28,,https://app.dimensions.ai/details/publication/pub.1028965478,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
149,100,pub.1049168020,10.1007/978-1-4020-9026-4_17,,,Modeling Stakeholder Preferences with Probabilistic Inversion,NATO Science for Peace and Security Series C: Environmental Security,Real-Time and Deliberative Decision Making,,2008,2008,,,265-284,Closed,Chapter,"Neslo, R.; Micheli, F.; Kappel, C. V.; Selkoe, K. A.; Halpern, B. S.; Cooke, R. M.","Neslo, R.","Neslo, R. (Delft University of Technology); Micheli, F. (Stanford University); Kappel, C. V. (University of California, Santa Barbara); Selkoe, K. A. (University of Hawaii at Manoa); Halpern, B. S. (University of California, Santa Barbara); Cooke, R. M. (Delft University of Technology)",11,0,,1.49,,https://app.dimensions.ai/details/publication/pub.1049168020,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
150,400,pub.1035536561,10.1111/j.1523-1739.2007.00752.x,17883495,,Evaluating and Ranking the Vulnerability of Global Marine Ecosystems to Anthropogenic Threats,Conservation Biology,,Conservation of Natural Resources; Ecosystem; Environmental Monitoring; Human Activities; Oceans and Seas; Water Pollutants,2007-10,2007,21,5,1301-1315,Closed,Article,"HALPERN, BENJAMIN S.; SELKOE, KIMBERLY A.; MICHELI, FIORENZA; KAPPEL, CARRIE V.",,"HALPERN, BENJAMIN S. (University of California, Santa Barbara); SELKOE, KIMBERLY A. (University of California, Santa Barbara; University of Hawaii at Manoa); MICHELI, FIORENZA (Stanford University); KAPPEL, CARRIE V. (University of California, Santa Barbara; Stanford University)",375,104,4.36,36.53,,https://app.dimensions.ai/details/publication/pub.1035536561,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
151,100,pub.1012511870,10.1641/b570707,,,Marine Ecoregions of the World: A Bioregionalization of Coastal and Shelf Areas,BioScience,,,2007-07-01,2007,57,7,573-583,All OA; Gold,Article,"SPALDING, MARK D.; FOX, HELEN E.; ALLEN, GERALD R.; DAVIDSON, NICK; FERDAÑA, ZACH A.; FINLAYSON, MAX; HALPERN, BENJAMIN S.; JORGE, MIGUEL A.; LOMBANA, AL; LOURIE, SARA A.; MARTIN, KIRSTEN D.; MCMANUS, EDMUND; MOLNAR, JENNIFER; RECCHIA, CHERI A.; ROBERTSON, JAMES",,"SPALDING, MARK D. (); FOX, HELEN E. (); ALLEN, GERALD R. (); DAVIDSON, NICK (); FERDAÑA, ZACH A. (); FINLAYSON, MAX (); HALPERN, BENJAMIN S. (); JORGE, MIGUEL A. (); LOMBANA, AL (); LOURIE, SARA A. (); MARTIN, KIRSTEN D. (); MCMANUS, EDMUND (); MOLNAR, JENNIFER (); RECCHIA, CHERI A. (); ROBERTSON, JAMES ()",1257,452,,143.08,https://academic.oup.com/bioscience/article-pdf/57/7/573/19418739/57-7-573.pdf,https://app.dimensions.ai/details/publication/pub.1012511870,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
152,200,pub.1062595356,10.1126/science.316.5829.1281b,17540882,,Biodiversity Loss in the Ocean: How Bad Is It?,Science,,Animals; Biodiversity; Biomass; Ecosystem; Fisheries; Fishes; Forecasting; Oceans and Seas; Population Density; Population Dynamics; United States,2007-06-01,2007,316,5829,1281-1284,"All OA; Green, Accepted & Submitted",Article,"Murawski, S.; Methot, R.; Tromble;, G.; Hilborn;, R. W.; Briggs;, J. C.; Worm, B.; Barbier, E. B.; Beaumont, N.; Duffy, J. E.; Folke, C.; Halpern, B. S.; Jackson, J. B. C.; Lotze, H. K.; Micheli, F.; Palumbi, S. R.; Sala, E.; Selkoe, K. A.; Stachowicz, J. J.; Watson, R.",,"Murawski, S. (); Methot, R. (); Tromble;, G. (); Hilborn;, R. W. (); Briggs;, J. C. (); Worm, B. (); Barbier, E. B. (); Beaumont, N. (); Duffy, J. E. (); Folke, C. (); Halpern, B. S. (); Jackson, J. B. C. (); Lotze, H. K. (); Micheli, F. (); Palumbi, S. R. (); Sala, E. (); Selkoe, K. A. (); Stachowicz, J. J. (); Watson, R. ()",38,1,0.13,,https://repository.si.edu/bitstream/handle/10088/12083/stri_Murawski_et_al_with_Jackson_2007.pdf,https://app.dimensions.ai/details/publication/pub.1062595356,,,,,,
153,100,pub.1023498499,10.1126/science.1138466,,,"Response to Comments on ""Impacts of Biodiversity Loss on Ocean Ecosystem Services""",Science,,,2007-06-01,2007,316,5829,1285-1285,All OA; Gold,Article,"Worm, Boris; Barbier, Edward B.; Beaumont, Nicola; Duffy, J. Emmett; Folke, Carl; Halpern, Benjamin S.; Jackson, Jeremy B. C.; Lotze, Heike K.; Micheli, Fiorenza; Palumbi, Stephen R.; Sala, Enric; Selkoe, Kimberley A.; Stachowicz, John J.; Watson, Reg",,"Worm, Boris (Dalhousie University); Barbier, Edward B. (University of Wyoming); Beaumont, Nicola (Plymouth Marine Laboratory); Duffy, J. Emmett (William & Mary); Folke, Carl (Stockholm University; Royal Swedish Academy of Sciences); Halpern, Benjamin S. (University of California, Santa Barbara); Jackson, Jeremy B. C. (Scripps Institution of Oceanography; Smithsonian Tropical Research Institute); Lotze, Heike K. (Dalhousie University); Micheli, Fiorenza (Stanford University); Palumbi, Stephen R. (Stanford University); Sala, Enric (Scripps Institution of Oceanography); Selkoe, Kimberley A. (University of California, Santa Barbara); Stachowicz, John J. (University of California, Davis); Watson, Reg (University of British Columbia)",15,2,,1.63,http://science.sciencemag.org/content/316/5829/1285.4.full.pdf,https://app.dimensions.ai/details/publication/pub.1023498499,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
154,100,pub.1031094719,10.1890/1540-9295(2007)5[153:ipiiar]2.0.co;2,,,Incorporating positive interactions in aquatic restoration and conservation,Frontiers in Ecology and the Environment,,,2007-04,2007,5,3,153-160,Closed,Article,"Halpern, Benjamin S.; Silliman, Brian R.; Olden, Julian D.; Bruno, John P.; Bertness, Mark D.",,"Halpern, Benjamin S. (University of California, Santa Barbara); Silliman, Brian R. (University of Florida); Olden, Julian D. (University of Washington); Bruno, John P. (University of North Carolina System); Bertness, Mark D. (Brown University)",123,23,,11.98,,https://app.dimensions.ai/details/publication/pub.1031094719,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
155,400,pub.1038790416,10.1073/pnas.0603422104,17213327,PMC1764863,"Temperature control of larval dispersal and the implications for marine ecology, evolution, and conservation",Proceedings of the National Academy of Sciences,,Animals; Biological Evolution; Conservation of Natural Resources; Ecology; Larva; Marine Biology; Temperature,2007-01-23,2007,104,4,1266-1271,All OA; Gold,Article,"O'Connor, Mary I.; Bruno, John F.; Gaines, Steven D.; Halpern, Benjamin S.; Lester, Sarah E.; Kinlan, Brian P.; Weiss, Jack M.",,"O'Connor, Mary I. (University of North Carolina System); Bruno, John F. (University of North Carolina System); Gaines, Steven D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Kinlan, Brian P. (University of California, Santa Barbara); Weiss, Jack M. (University of North Carolina System)",466,106,4.91,44.54,http://www.pnas.org/content/104/4/1266.full.pdf,https://app.dimensions.ai/details/publication/pub.1038790416,0602 Ecology; 0502 Environmental Science and Management; 0603 Evolutionary Biology; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0603 Evolutionary Biology,0604 Genetics,05 Environmental Sciences
156,100,pub.1028534939,10.1111/j.1365-2486.2006.01243.x,,,Little evidence for climate effects on local‐scale structure and dynamics of California kelp forest communities,Global Change Biology,,,2007-01,2007,13,1,236-251,Closed,Article,"HALPERN, BENJAMIN S.; COTTENIE, KARL",,"HALPERN, BENJAMIN S. (University of California, Santa Barbara); COTTENIE, KARL (University of California, Santa Barbara; University of Guelph)",7,0,,0.68,,https://app.dimensions.ai/details/publication/pub.1028534939,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
157,400,pub.1023271561,10.1126/science.1132294,17082450,,Impacts of Biodiversity Loss on Ocean Ecosystem Services,Science,,"Animals; Biodiversity; Conservation of Natural Resources; Databases, Factual; Ecosystem; Eukaryota; Fisheries; Fishes; Forecasting; Invertebrates; Oceans and Seas; Plants; Population Dynamics; Seafood; Seawater; Water Pollution",2006-11-03,2006,314,5800,787-790,"All OA; Green, Accepted & Submitted",Article,"Worm, Boris; Barbier, Edward B.; Beaumont, Nicola; Duffy, J. Emmett; Folke, Carl; Halpern, Benjamin S.; Jackson, Jeremy B. C.; Lotze, Heike K.; Micheli, Fiorenza; Palumbi, Stephen R.; Sala, Enric; Selkoe, Kimberley A.; Stachowicz, John J.; Watson, Reg",,"Worm, Boris (Dalhousie University); Barbier, Edward B. (University of Wyoming); Beaumont, Nicola (Plymouth Marine Laboratory); Duffy, J. Emmett (William & Mary); Folke, Carl (Stockholm University; Royal Swedish Academy of Sciences); Halpern, Benjamin S. (University of California, Santa Barbara); Jackson, Jeremy B. C. (Scripps Institution of Oceanography; Smithsonian Tropical Research Institute); Lotze, Heike K. (Dalhousie University); Micheli, Fiorenza (Stanford University); Palumbi, Stephen R. (Stanford University); Sala, Enric (Scripps Institution of Oceanography); Selkoe, Kimberley A. (University of California, Santa Barbara); Stachowicz, John J. (University of California, Davis); Watson, Reg (University of British Columbia)",2173,400,18.68,202.66,https://repository.si.edu/bitstream/handle/10088/18794/stri_Worm_et_al_2006_Science.pdf,https://app.dimensions.ai/details/publication/pub.1023271561,0602 Ecology; 0405 Oceanography; 0501 Ecological Applications; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0405 Oceanography,0501 Ecological Applications,06 Biological Sciences,04 Earth Sciences
158,400,pub.1019012131,10.1890/0012-9658(2006)87[2813:aicreo]2.0.co;2,17168025,,ASYMMETRY IN COMMUNITY REGULATION: EFFECTS OF PREDATORS AND PRODUCTIVITY,Ecology,,Analysis of Variance; Animals; Biomass; Ecosystem; Fertilization; Plant Physiological Phenomena; Predatory Behavior; Regression Analysis,2006-11,2006,87,11,2813-2820,Closed,Article,"Borer, Elizabeth T.; Halpern, Benjamin S.; Seabloom, Eric W.",,"Borer, Elizabeth T. (Oregon State University); Halpern, Benjamin S. (University of California, Santa Barbara); Seabloom, Eric W. (Oregon State University)",83,10,1.14,6.64,,https://app.dimensions.ai/details/publication/pub.1019012131,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
159,100,pub.1045001419,10.1890/1540-9295(2006)4[473:csayrc]2.0.co;2,,,Conservation science: a 20‐year report card,Frontiers in Ecology and the Environment,,,2006-11,2006,4,9,473-480,Closed,Article,"Lawler, Joshua J.; Aukema, Juliann E.; Grant, Jacqualine B.; Halpern, Benjamin S.; Kareiva, Peter; Nelson, Cara R.; Ohleth, Kris; Olden, Julian D.; Schlaepfer, Martin A.; Silliman, Brian R.; Zaradic, Patricia",,"Lawler, Joshua J. (Oregon State University); Aukema, Juliann E. (North Carolina State University); Grant, Jacqualine B. (Colorado State University); Halpern, Benjamin S. (University of California, Santa Barbara); Kareiva, Peter (The Nature Conservancy); Nelson, Cara R. (University of Washington); Ohleth, Kris (University of Rhode Island); Olden, Julian D. (University of Wisconsin System); Schlaepfer, Martin A. (The University of Texas System); Silliman, Brian R. (University of Florida); Zaradic, Patricia (Stroud Water Research Center)",119,22,,11.48,,https://app.dimensions.ai/details/publication/pub.1045001419,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
160,200,pub.1062453955,10.1126/science.1129706,16888124,,Resolving Mismatches in U.S. Ocean Governance,Science,,Animals; Biodiversity; Conservation of Natural Resources; Ecosystem; Environment; Fisheries; Fishes; Government Regulation; Marine Biology; Oceans and Seas; Population Dynamics; Seawater; United States,2006-08-04,2006,313,5787,617-618,Closed,Article,"Crowder, L. B.; Osherenko, G.; Young, O. R.; Airamé, S.; Norse, E. A.; Baron, N.; Day, J. C.; Douvere, F.; Ehler, C. N.; Halpern, B. S.; Langdon, S. J.; McLeod, K. L.; Ogden, J. C.; Peach, R. E.; Rosenberg, A. A.; Wilson, J. A.",,"Crowder, L. B. (Duke University); Osherenko, G. (University of California, Santa Barbara); Young, O. R. (University of California, Santa Barbara); Airamé, S. (University of California, Santa Barbara); Norse, E. A. (Marine Conservation Institute); Baron, N. (University of California, Santa Barbara); Day, J. C. (Great Barrier Reef Marine Park Authority); Douvere, F. (United Nations Educational, Scientific and Cultural Organization); Ehler, C. N. (United Nations Educational, Scientific and Cultural Organization); Halpern, B. S. (University of California, Santa Barbara); Langdon, S. J. (University of Alaska Anchorage); McLeod, K. L. (Oregon State University); Ogden, J. C. (Florida Institute of Oceanography); Peach, R. E. (Harvard University); Rosenberg, A. A. (University of New Hampshire); Wilson, J. A. (University of Maine)",257,31,0.94,,,https://app.dimensions.ai/details/publication/pub.1062453955,,,,,,
161,400,pub.1062453876,10.1126/science.1128613,16728644,,Strong Top-Down Control in Southern California Kelp Forest Ecosystems,Science,,Animals; California; Conservation of Natural Resources; Ecosystem; Environment; Eukaryota; Fishes; Food Chain; Geography; Invertebrates; Kelp; Pacific Ocean; Population Density; Predatory Behavior; Seawater,2006-05-26,2006,312,5777,1230-1232,Closed,Article,"Halpern, Benjamin S.; Cottenie, Karl; Broitman, Bernardo R.",,"Halpern, Benjamin S. (University of California, Santa Barbara); Cottenie, Karl (University of California, Santa Barbara; University of Guelph); Broitman, Bernardo R. (University of California, Santa Barbara)",66,8,0.7,6.37,,https://app.dimensions.ai/details/publication/pub.1062453876,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
