,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Steven D Gaines. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
82,200,pub.1071170027,10.3354/meps09567,,,Keystone intimidators in the intertidal: non-consumptive effects of a keystone sea star regulate feeding and growth in whelks,Marine Ecology Progress Series,,,2012-03-29,2012,450,,107-114,All OA; Gold,Article,"Gosnell, JS; Gaines, SD",,"Gosnell, JS (); Gaines, SD ()",15,4,,2.14,https://www.int-res.com/articles/meps2012/450/m450p107.pdf,https://app.dimensions.ai/details/publication/pub.1071170027,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
83,400,pub.1022256687,10.1371/journal.pone.0032390,22403650,PMC3293809,Do Behavioral Foraging Responses of Prey to Predators Function Similarly in Restored and Pristine Foodwebs?,PLoS ONE,,Animals; Biomass; Conservation of Natural Resources; Coral Reefs; Fishes; Food Chain; Predatory Behavior,2012-03-05,2012,7,3,e32390,All OA; Gold,Article,"Madin, Elizabeth M. P.; Gaines, Steven D.; Madin, Joshua S.; Link, Anne-Katrin; Lubchenco, Peggy J.; Selden, Rebecca L.; Warner, Robert R.",,"Madin, Elizabeth M. P. (University of California, Santa Barbara; Macquarie University); Gaines, Steven D. (University of California, Santa Barbara); Madin, Joshua S. (Macquarie University); Link, Anne-Katrin (Macquarie University); Lubchenco, Peggy J. (University of California, Santa Barbara); Selden, Rebecca L. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara)",9,2,0.17,1.45,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0032390&type=printable,https://app.dimensions.ai/details/publication/pub.1022256687,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
84,300,pub.1018809081,10.1038/481139a,22237092,,A market approach to saving the whales,Nature,,Animals; Commerce; Conservation of Natural Resources; Internationality; Whales,2012-01,2012,481,7380,139-140,Closed,Article,"Costello, Christopher; Gaines, Steven; Gerber, Leah R.","Costello, Christopher","Costello, Christopher (University of California, Santa Barbara); Gaines, Steven (University of California, Santa Barbara); Gerber, Leah R. (Arizona State University)",18,4,0.23,,,https://app.dimensions.ai/details/publication/pub.1018809081,,,,,,
85,100,pub.1005769989,10.1016/j.marpol.2011.03.013,,,New metrics for managing and sustaining the ocean's bounty,Marine Policy,,,2012-01,2012,36,1,303-306,"All OA; Green, Accepted & Submitted",Article,"Tallis, Heather; Lester, Sarah E.; Ruckelshaus, Mary; Plummer, Mark; McLeod, Karen; Guerry, Anne; Andelman, Sandy; Caldwell, Margaret R.; Conte, Marc; Copps, Stephen; Fox, David; Fujita, Rod; Gaines, Steven D.; Gelfenbaum, Guy; Gold, Barry; Kareiva, Peter; Kim, Choong-ki; Lee, Kai; Papenfus, Michael; Redman, Scott; Silliman, Brian; Wainger, Lisa; White, Crow","Tallis, Heather","Tallis, Heather (Stanford University); Lester, Sarah E. (University of California, Santa Barbara); Ruckelshaus, Mary (Northwest Fisheries Science Center); Plummer, Mark (Northwest Fisheries Science Center); McLeod, Karen (Oregon State University); Guerry, Anne (Stanford University); Andelman, Sandy (Conservation International); Caldwell, Margaret R. (Stanford University); Conte, Marc (Stanford University); Copps, Stephen (National Marine Fisheries Service); Fox, David (Oregon Department of Fish and Wildlife); Fujita, Rod (Environmental Defense Fund); Gaines, Steven D. (University of California, Santa Barbara); Gelfenbaum, Guy (United States Geological Survey); Gold, Barry (Gordon and Betty Moore Foundation); Kareiva, Peter (The Nature Conservancy); Kim, Choong-ki (Stanford University); Lee, Kai (David and Lucile Packard Foundation); Papenfus, Michael (Stanford University); Redman, Scott (University of Puget Sound); Silliman, Brian (University of Florida); Wainger, Lisa (University of Maryland Center For Environmental Sciences); White, Crow (University of California, Santa Barbara)",46,4,,7.86,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1438&context=bio_fac,https://app.dimensions.ai/details/publication/pub.1005769989,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
86,100,pub.1045360039,10.1146/annurev-ecolsys-102209-144702,,,Integrated Land-Sea Conservation Planning: The Missing Links,Annual Review of Ecology Evolution and Systematics,,,2011-12,2011,42,1,381-409,Closed,Article,"Álvarez-Romero, Jorge G.; Pressey, Robert L.; Ban, Natalie C.; Vance-Borland, Ken; Willer, Chuck; Klein, Carissa Joy; Gaines, Steven D.",,"Álvarez-Romero, Jorge G. (James Cook University); Pressey, Robert L. (James Cook University); Ban, Natalie C. (James Cook University); Vance-Borland, Ken (); Willer, Chuck (); Klein, Carissa Joy (University of Queensland); Gaines, Steven D. (University of California, Santa Barbara)",101,34,,16.85,,https://app.dimensions.ai/details/publication/pub.1045360039,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
87,400,pub.1048424027,10.1073/pnas.1111461108,21987813,PMC3203776,Identifying critical regions in small-world marine metapopulations,Proceedings of the National Academy of Sciences,,"Animals; Computer Simulation; Conservation of Natural Resources; Demography; Ecosystem; Fishes; Geography; Larva; Marine Biology; Models, Biological; Oceans and Seas; Population Dynamics; Species Specificity",2011-10-25,2011,108,43,e907-e913,All OA; Gold,Article,"Watson, James R.; Siegel, David A.; Kendall, Bruce E.; Mitarai, Satoshi; Rassweiller, Andrew; Gaines, Steven D.",,"Watson, James R. (); Siegel, David A. (); Kendall, Bruce E. (); Mitarai, Satoshi (Okinawa Institute of Science and Technology); Rassweiller, Andrew (University of California, Santa Barbara); Gaines, Steven D. ()",65,19,1.22,8.58,http://www.pnas.org/content/108/43/E907.full.pdf,https://app.dimensions.ai/details/publication/pub.1048424027,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
88,100,pub.1025997720,10.1016/j.biocon.2011.01.019,,,Using portfolio theory to assess tradeoffs between return from natural capital and social equity across space,Biological Conservation,,,2011-05,2011,144,5,1499-1507,"All OA; Green, Accepted & Submitted",Article,"Halpern, Benjamin S.; White, Crow; Lester, Sarah E.; Costello, Christopher; Gaines, Steven D.","Halpern, Benjamin S.","Halpern, Benjamin S. (University of California, Santa Barbara); White, Crow (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",24,8,,4,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1439&context=bio_fac,https://app.dimensions.ai/details/publication/pub.1025997720,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
89,400,pub.1058844447,10.1086/657039,20961223,,Fishing indirectly structures macroalgal assemblages by altering herbivore behavior.,The American Naturalist,,"Animals; Coral Reefs; Fisheries; Food Chain; Models, Biological; Population Density; Population Dynamics; Predatory Behavior; Seaweed",2010-12,2010,176,6,785-801,"All OA; Green, Published",Article,"Madin, Elizabeth M P; Gaines, Steven D; Madin, Joshua S; Warner, Robert R",,"Madin, Elizabeth M P (University of California, Santa Barbara); Gaines, Steven D (); Madin, Joshua S (); Warner, Robert R ()",46,14,0.79,4.31,https://opus.lib.uts.edu.au/bitstream/10453/13318/1/2009008425OK.pdf,https://app.dimensions.ai/details/publication/pub.1058844447,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
90,400,pub.1052673879,10.1890/09-2174.1,21302828,,Field evidence for pervasive indirect effects of fishing on prey foraging behavior,Ecology,,Animals; Ecosystem; Feeding Behavior; Fisheries; Fishes; Oceans and Seas; Population Density,2010-12,2010,91,12,3563-3571,Closed,Article,"Madin, Elizabeth M. P.; Gaines, Steven D.; Warner, Robert R.",,"Madin, Elizabeth M. P. (University of California, Santa Barbara; Macquarie University); Gaines, Steven D. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara)",80,17,1.59,9.4,,https://app.dimensions.ai/details/publication/pub.1052673879,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
91,400,pub.1034376004,10.1073/pnas.0907368107,20181570,PMC2972938,Detecting larval export from marine reserves,Proceedings of the National Academy of Sciences,,"Animals; Biomass; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Larva; Marine Biology; Models, Biological; Population Dynamics",2010-10-26,2010,107,43,18266-18271,All OA; Gold,Article,"Pelc, R. A.; Warner, R. R.; Gaines, S. D.; Paris, C. B.",,"Pelc, R. A. (); Warner, R. R. (); Gaines, S. D. (University of California, Santa Barbara); Paris, C. B. (University of Miami)",82,12,1.12,7.68,http://www.pnas.org/content/107/43/18266.full.pdf,https://app.dimensions.ai/details/publication/pub.1034376004,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
92,400,pub.1020663476,10.1073/pnas.0914292107,20427745,PMC2973000,Communicating marine reserve science to diverse audiences,Proceedings of the National Academy of Sciences,,Animals; California; Communication; Community-Institutional Relations; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Humans; Marine Biology; Pacific Ocean; Population Dynamics,2010-10-26,2010,107,43,18306-18311,All OA; Gold,Article,"Grorud-Colvert, Kirsten; Lester, Sarah E.; Airamé, Satie; Neeley, Elizabeth; Gaines, Steven D.",,"Grorud-Colvert, Kirsten (Oregon State University); Lester, Sarah E. (University of California, Santa Barbara); Airamé, Satie (University of California, Santa Barbara); Neeley, Elizabeth (University of Washington); Gaines, Steven D. (University of California, Santa Barbara)",27,7,0.08,3.17,http://www.pnas.org/content/107/43/18306.full.pdf,https://app.dimensions.ai/details/publication/pub.1020663476,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
93,400,pub.1011242295,10.1073/pnas.0906473107,20200311,PMC2972919,Designing marine reserve networks for both conservation and fisheries management,Proceedings of the National Academy of Sciences,,Animals; Biodiversity; Biomass; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Larva; Marine Biology; Population Dynamics,2010-10-26,2010,107,43,18286-18293,All OA; Gold,Article,"Gaines, Steven D.; White, Crow; Carr, Mark H.; Palumbi, Stephen R.",,"Gaines, Steven D. (); White, Crow (University of California, Santa Barbara); Carr, Mark H. (University of California, Santa Cruz); Palumbi, Stephen R. (Stanford University)",431,109,5.04,53.42,http://www.pnas.org/content/107/43/18286.full.pdf,https://app.dimensions.ai/details/publication/pub.1011242295,0602 Ecology; 0502 Environmental Science and Management; 0704 Fisheries Sciences; 05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0502 Environmental Science and Management,0704 Fisheries Sciences,05 Environmental Sciences,06 Biological Sciences
94,400,pub.1002657415,10.1073/pnas.1002098107,20978212,PMC2972994,Evolving science of marine reserves: New developments and emerging research frontiers,Proceedings of the National Academy of Sciences,,Animals; Conservation of Natural Resources; Ecosystem; Fisheries; Marine Biology; Research,2010-10-26,2010,107,43,18251-18255,"All OA; Green, Published",Article,"Gaines, Steven D.; Lester, Sarah E.; Grorud-Colvert, Kirsten; Costello, Christopher; Pollnac, Richard",,"Gaines, Steven D. (University of California, Santa Barbara); Lester, Sarah E. (University of California, Santa Barbara); Grorud-Colvert, Kirsten (Oregon State University); Costello, Christopher (University of California, Santa Barbara); Pollnac, Richard (University of Rhode Island)",103,22,1.02,12.1,http://europepmc.org/articles/pmc2972994?pdf=render,https://app.dimensions.ai/details/publication/pub.1002657415,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
95,100,pub.1017503163,10.1146/annurev.resource.012809.103923,,,Economic Incentives and Global Fisheries Sustainability,Annual Review of Resource Economics,,,2010-10,2010,2,1,299-318,All OA; Gold,Article,"Costello, Christopher; Lynham, John; Lester, Sarah E.; Gaines, Steven D.",,"Costello, Christopher (University of California, Santa Barbara); Lynham, John (University of Hawaii at Manoa); Lester, Sarah E. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",32,9,,7.51,https://www.annualreviews.org/doi/pdf/10.1146/annurev.resource.012809.103923,https://app.dimensions.ai/details/publication/pub.1017503163,0704 Fisheries Sciences; 1402 Applied Economics; 14 Economics; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,1402 Applied Economics,14 Economics,07 Agricultural and Veterinary Sciences,
96,400,pub.1053457682,10.1111/j.1365-294x.2010.04658.x,20723063,,Taking the chaos out of genetic patchiness: seascape genetics reveals ecological and oceanographic drivers of genetic patterns in three temperate reef species,Molecular Ecology,,"Animals; Bass; California; Coral Reefs; Ecology; Gastropoda; Genetic Variation; Genetics, Population; Genotype; Linear Models; Microsatellite Repeats; Models, Genetic; Nonlinear Dynamics; Oceanography; Palinuridae; Water Movements",2010-09,2010,19,17,3708-3726,Closed,Article,"SELKOE, KIMBERLY A.; WATSON, JAMES R.; WHITE, CROW; HORIN, TAL BEN; IACCHEI, MATTHEW; MITARAI, SATOSHI; SIEGEL, DAVID A.; GAINES, STEVEN D.; TOONEN, ROBERT J.",,"SELKOE, KIMBERLY A. (University of Hawaii at Manoa; University of California, Santa Barbara); WATSON, JAMES R. (University of California, Santa Barbara); WHITE, CROW (University of California, Santa Barbara); HORIN, TAL BEN (University of California, Santa Barbara); IACCHEI, MATTHEW (University of Hawaii at Manoa); MITARAI, SATOSHI (University of California, Santa Barbara; Okinawa Institute of Science and Technology); SIEGEL, DAVID A. (University of California, Santa Barbara); GAINES, STEVEN D. (University of California, Santa Barbara); TOONEN, ROBERT J. (University of Hawaii at Manoa)",197,29,4.52,17.04,,https://app.dimensions.ai/details/publication/pub.1053457682,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
97,200,pub.1071168803,10.3354/meps08654,,,FISH-CS—a rapid method for counting and sorting species of marine zooplankton,Marine Ecology Progress Series,,,2010-07-14,2010,410,,1-11,All OA; Gold,Article,"Henzler, CM; Hoaglund, EA; Gaines, SD",,"Henzler, CM (); Hoaglund, EA (); Gaines, SD ()",11,2,,1.28,https://www.int-res.com/articles/feature/m410p001.pdf,https://app.dimensions.ai/details/publication/pub.1071168803,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
98,400,pub.1026838298,10.1111/j.1523-1739.2009.01436.x,20151987,,Key Features and Context‐Dependence of Fishery‐Induced Trophic Cascades,Conservation Biology,,"Animals; Biodiversity; Conservation of Natural Resources; Fisheries; Fishes; Food Chain; Models, Biological; Population Dynamics; Predatory Behavior",2010-04,2010,24,2,382-394,Closed,Article,"SALOMON, ANNE K.; GAICHAS, SARAH K.; SHEARS, NICK T.; SMITH, JENNIFER E.; MADIN, ELIZABETH M. P.; GAINES, STEVEN D.",,"SALOMON, ANNE K. (University of California, Santa Barbara; Simon Fraser University); GAICHAS, SARAH K. (Alaska Fisheries Science Center); SHEARS, NICK T. (University of California, Santa Barbara); SMITH, JENNIFER E. (Scripps Institution of Oceanography); MADIN, ELIZABETH M. P. (University of California, Santa Barbara); GAINES, STEVEN D. (University of California, Santa Barbara)",41,6,0.42,4.82,,https://app.dimensions.ai/details/publication/pub.1026838298,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
99,100,pub.1001034354,10.1111/j.1365-2486.2009.02062.x,,,Conservation management approaches to protecting the capacity for corals to respond to climate change: a theoretical comparison,Global Change Biology,,,2010-04,2010,16,4,1229-1246,Closed,Article,"BASKETT, MARISSA L.; NISBET, ROGER M.; KAPPEL, CARRIE V.; MUMBY, PETER J.; GAINES, STEVEN D.",,"BASKETT, MARISSA L. (University of California, Santa Barbara); NISBET, ROGER M. (University of California, Santa Barbara); KAPPEL, CARRIE V. (University of California, Santa Barbara); MUMBY, PETER J. (University of Exeter); GAINES, STEVEN D. (University of California, Santa Barbara)",40,5,,4.23,,https://app.dimensions.ai/details/publication/pub.1001034354,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,05 Environmental Sciences,06 Biological Sciences
100,100,pub.1009274709,10.1016/j.biocon.2009.11.021,,,Science in support of ecosystem-based management for the US West Coast and beyond,Biological Conservation,,,2010-03,2010,143,3,576-587,Closed,Article,"Lester, Sarah E.; McLeod, Karen L.; Tallis, Heather; Ruckelshaus, Mary; Halpern, Benjamin S.; Levin, Phillip S.; Chavez, Francisco P.; Pomeroy, Caroline; McCay, Bonnie J.; Costello, Christopher; Gaines, Steven D.; Mace, Amber J.; Barth, John A.; Fluharty, David L.; Parrish, Julia K.","Lester, Sarah E.","Lester, Sarah E. (University of California, Santa Cruz); McLeod, Karen L. (Oregon State University); Tallis, Heather (Stanford University); Ruckelshaus, Mary (Northwest Fisheries Science Center); Halpern, Benjamin S. (University of California, Santa Barbara); Levin, Phillip S. (Northwest Fisheries Science Center); Chavez, Francisco P. (Monterey Bay Aquarium Research Institute); Pomeroy, Caroline (); McCay, Bonnie J. (Rutgers, The State University of New Jersey); Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Mace, Amber J. (); Barth, John A. (Oregon State University); Fluharty, David L. (University of Washington); Parrish, Julia K. ()",94,11,,11.04,,https://app.dimensions.ai/details/publication/pub.1009274709,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
101,100,pub.1019249457,10.1111/j.1365-2699.2009.02138.x,,,Geographical patterns of genetic structure in marine species with contrasting life histories,Journal of Biogeography,,,2009-10,2009,36,10,1881-1890,Closed,Article,"Pelc, R. A.; Warner, R. R.; Gaines, S. D.",,"Pelc, R. A. (University of California, Santa Barbara); Warner, R. R. (University of California, Santa Barbara); Gaines, S. D. (University of California, Santa Barbara)",124,23,,10.22,,https://app.dimensions.ai/details/publication/pub.1019249457,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
102,400,pub.1020119932,10.1890/07-1705.1,19323201,,Model‐based assessment of persistence in proposed marine protected area designs,Ecological Applications,,"Animal Migration; Animals; Biodiversity; California; Conservation of Natural Resources; Ecosystem; Fisheries; Fishes; Larva; Models, Theoretical; Population Dynamics",2009-03,2009,19,2,433-448,Closed,Article,"Kaplan, David M.; Botsford, Louis W.; O'Farrell, Michael R.; Gaines, Steven D.; Jorgensen, Salvador",,"Kaplan, David M. (University of California, Santa Cruz); Botsford, Louis W. (University of California, Davis); O'Farrell, Michael R. (); Gaines, Steven D. (University of California, Santa Barbara); Jorgensen, Salvador (Stanford University)",49,4,0.63,5.34,,https://app.dimensions.ai/details/publication/pub.1020119932,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
103,200,pub.1062600606,10.1126/science.323.5912.338,19150828,,Diverse Fisheries Require Diverse Solutions,Science,,Animals; Ecosystem; Fisheries; Fishes; Humans; Motivation,2009-01-16,2009,323,5912,338-339,"All OA; Green, Published",Article,"Ban, N. C.; Caldwell, I. R.; Green, T. L.; Morgan, S. K.; O'Donnell, K.; Selgrath;, J. C.; Lynham, J.; Costello, C.; Gaines, S. D.; Grafton, R. Q.; Prince, J.",,"Ban, N. C. (); Caldwell, I. R. (); Green, T. L. (); Morgan, S. K. (); O'Donnell, K. (); Selgrath;, J. C. (); Lynham, J. (); Costello, C. (); Gaines, S. D. (); Grafton, R. Q. (); Prince, J. ()",13,4,0.03,,https://researchonline.jcu.edu.au/9302/1/2009_Ban_et_al_Diverse_fisheries_require_diverse_solutions.pdf,https://app.dimensions.ai/details/publication/pub.1062600606,,,,,,
104,400,pub.1039986543,10.1890/08-0139.1,19323170,,Symbiont diversity may help coral reefs survive moderate climate change,Ecological Applications,,"Adaptation, Physiological; Animals; Anthozoa; Greenhouse Effect; Hot Temperature; Models, Biological; Symbiosis",2009-01,2009,19,1,3-17,"All OA; Green, Accepted & Submitted",Article,"Baskett, Marissa L.; Gaines, Steven D.; Nisbet, Roger M.",,"Baskett, Marissa L. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",75,10,1.61,8.55,https://escholarship.org/content/qt3d58b2w2/qt3d58b2w2.pdf?t=o17qaf,https://app.dimensions.ai/details/publication/pub.1039986543,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0603 Evolutionary Biology,05 Environmental Sciences
105,100,pub.1020051248,10.1111/j.1467-2979.2008.00300.x,,,Seascape genetics and the spatial ecology of marine populations,Fish and Fisheries,,,2008-12,2008,9,4,363-377,Closed,Article,"Selkoe, Kimberly A; Henzler, Christine M; Gaines, Steven D",,"Selkoe, Kimberly A (University of Hawaii at Manoa); Henzler, Christine M (University of California, Santa Barbara); Gaines, Steven D (University of California, Santa Barbara)",167,33,,13.14,,https://app.dimensions.ai/details/publication/pub.1020051248,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
106,400,pub.1062457851,10.1126/science.1159478,18801999,,Can Catch Shares Prevent Fisheries Collapse?,Science,,"Animals; Biodiversity; Databases, Factual; Ecosystem; Fisheries; Fishes; Humans; Motivation; Population Dynamics; Regression Analysis",2008-09-19,2008,321,5896,1678-1681,Closed,Article,"Costello, Christopher; Gaines, Steven D.; Lynham, John",,"Costello, Christopher (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara); Lynham, John (University of California, Berkeley)",437,78,2.01,47.26,,https://app.dimensions.ai/details/publication/pub.1062457851,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
107,400,pub.1041050704,10.1073/pnas.0802290105,18695231,PMC2556416,Species invasions and extinction: The future of native biodiversity on islands,Proceedings of the National Academy of Sciences,,"Animals; Extinction, Biological; Geography; Species Specificity",2008-08-12,2008,105,Supplement 1,11490-11497,All OA; Gold,Article,"Sax, Dov F.; Gaines, Steven D.",,"Sax, Dov F. (Brown University); Gaines, Steven D. (University of California, Santa Barbara)",371,80,3.12,39.97,http://www.pnas.org/content/105/Supplement_1/11490.full.pdf,https://app.dimensions.ai/details/publication/pub.1041050704,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
108,400,pub.1019348087,10.1073/pnas.0802544105,18577590,PMC2449349,The stochastic nature of larval connectivity among nearshore marine populations,Proceedings of the National Academy of Sciences,,"Animals; Fishes; Invertebrates; Larva; Life Cycle Stages; Models, Biological; Oceans and Seas; Stochastic Processes; Time Factors",2008-07-01,2008,105,26,8974-8979,All OA; Gold,Article,"Siegel, D. A.; Mitarai, S.; Costello, C. J.; Gaines, S. D.; Kendall, B. E.; Warner, R. R.; Winters, K. B.",,"Siegel, D. A. (); Mitarai, S. (University of California, Santa Barbara); Costello, C. J. (University of California, Santa Barbara); Gaines, S. D. (); Kendall, B. E. (University of California, Santa Barbara); Warner, R. R. (); Winters, K. B. (Scripps Institution of Oceanography)",236,37,3.97,20.35,http://www.pnas.org/content/105/26/8974.full.pdf,https://app.dimensions.ai/details/publication/pub.1019348087,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
109,100,pub.1019064058,10.1007/s12080-008-0012-6,,,Spillover from marine reserves related to mechanisms of population regulation,Theoretical Ecology,,,2008-06,2008,1,2,117-127,Closed,Article,"Kellner, Julie B.; Nisbet, Roger M.; Gaines, Steven D.","Kellner, Julie B.","Kellner, Julie B. (University of California, Davis); Nisbet, Roger M. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",24,5,,2.07,,https://app.dimensions.ai/details/publication/pub.1019064058,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
110,400,pub.1050099283,10.1111/j.1461-0248.2007.01151.x,18205836,PMC2268951,Marine reserve effects on fishery profit,Ecology Letters,,"Animals; Conservation of Natural Resources; Fisheries; Models, Biological",2008-04,2008,11,4,370-379,All OA; Gold,Article,"White, Crow; Kendall, Bruce E.; Gaines, Steven; Siegel, David A.; Costello, Christopher",,"White, Crow (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Gaines, Steven (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Costello, Christopher (University of California, Santa Barbara)",75,10,0.67,6.47,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1461-0248.2007.01151.x,https://app.dimensions.ai/details/publication/pub.1050099283,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
111,400,pub.1058795078,10.1086/527492,18220482,,Scales of dispersal and the biogeography of marine predator-prey interactions.,The American Naturalist,,"Animals; Ecosystem; Food Chain; Invertebrates; Marine Biology; Models, Biological; Seawater; South America",2008-03,2008,171,3,405-17,Closed,Article,"Wieters, Evie A; Gaines, Steven D; Navarrete, Sergio A; Blanchette, Carol A; Menge, Bruce A",,"Wieters, Evie A (); Gaines, Steven D (); Navarrete, Sergio A (); Blanchette, Carol A (); Menge, Bruce A ()",48,8,0.47,4.14,,https://app.dimensions.ai/details/publication/pub.1058795078,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
