,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Gretchen E Hofmann. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
79,400,pub.1024484035,10.1126/science.1133609,17095691,PMC3159423,The Genome of the Sea Urchin Strongylocentrotus purpuratus,Science,,"Animals; Calcification, Physiologic; Cell Adhesion Molecules; Complement Activation; Computational Biology; Embryonic Development; Evolution, Molecular; Gene Expression Regulation, Developmental; Genes; Genome; Immunity, Innate; Immunologic Factors; Male; Nervous System Physiological Phenomena; Proteins; Sequence Analysis, DNA; Signal Transduction; Strongylocentrotus purpuratus; Transcription Factors",2006-11-10,2006,314,5801,941-952,All OA; Gold,Article,"Sodergren, Erica; Weinstock, George M.; Davidson, Eric H; Cameron, R. Andrew; Gibbs, Richard A.; Angerer, Robert C.; Angerer, Lynne M.; Arnone, Maria Ina; Burgess, David R.; Burke, Robert D.; Coffman, James A.; Dean, Michael; Elphick, Maurice R.; Ettensohn, Charles A.; Foltz, Kathy R.; Hamdoun, Amro; Hynes, Richard O.; Klein, William H.; Marzluff, William; McClay, David R.; Morris, Robert L.; Mushegian, Arcady; Rast, Jonathan P.; Smith, L. Courtney; Thorndyke, Michael C.; Vacquier, Victor D.; Wessel, Gary M.; Wray, Greg; Zhang, Lan; Elsik, Christine G.; Ermolaeva, Olga; Hlavina, Wratko; Hofmann, Gretchen; Kitts, Paul; Landrum, Melissa J.; Mackey, Aaron J.; Maglott, Donna; Panopoulou, Georgia; Poustka, Albert J.; Pruitt, Kim; Sapojnikov, Victor; Song, Xingzhi; Souvorov, Alexandre; Solovyev, Victor; Wei, Zheng; Whittaker, Charles A.; Worley, Kim; Durbin, K. James; Shen, Yufeng; Fedrigo, Olivier; Garfield, David; Haygood, Ralph; Primus, Alexander; Satija, Rahul; Severson, Tonya; Gonzalez-Garay, Manuel L.; Jackson, Andrew R.; Milosavljevic, Aleksandar; Tong, Mark; Killian, Christopher E.; Livingston, Brian T.; Wilt, Fred H.; Adams, Nikki; Bellé, Robert; Carbonneau, Seth; Cheung, Rocky; Cormier, Patrick; Cosson, Bertrand; Croce, Jenifer; Fernandez-Guerra, Antonio; Genevière, Anne-Marie; Goel, Manisha; Kelkar, Hemant; Morales, Julia; Mulner-Lorillon, Odile; Robertson, Anthony J.; Goldstone, Jared V.; Cole, Bryan; Epel, David; Gold, Bert; Hahn, Mark E.; Howard-Ashby, Meredith; Scally, Mark; Stegeman, John J.; Allgood, Erin L.; Cool, Jonah; Judkins, Kyle M.; McCafferty, Shawn S.; Musante, Ashlan M.; Obar, Robert A.; Rawson, Amanda P.; Rossetti, Blair J.; Gibbons, Ian R.; Hoffman, Matthew P.; Leone, Andrew; Istrail, Sorin; Materna, Stefan C.; Samanta, Manoj P.; Stolc, Viktor; Tongprasit, Waraporn; Tu, Qiang; Bergeron, Karl-Frederik; Brandhorst, Bruce P.; Whittle, James; Berney, Kevin; Bottjer, David J.; Calestani, Cristina; Peterson, Kevin; Chow, Elly; Yuan, Qiu Autumn; Elhaik, Eran; Graur, Dan; Reese, Justin T.; Bosdet, Ian; Heesun, Shin; Marra, Marco A.; Schein, Jacqueline; Anderson, Michele K.; Brockton, Virginia; Buckley, Katherine M.; Cohen, Avis H.; Fugmann, Sebastian D.; Hibino, Taku; Loza-Coll, Mariano; Majeske, Audrey J.; Messier, Cynthia; Nair, Sham V.; Pancer, Zeev; Terwilliger, David P.; Agca, Cavit; Arboleda, Enrique; Chen, Nansheng; Churcher, Allison M.; Hallböök, F.; Humphrey, Glen W.; Idris, Mohammed M.; Kiyama, Takae; Liang, Shuguang; Mellott, Dan; Mu, Xiuqian; Murray, Greg; Olinski, Robert P.; Raible, Florian; Rowe, Matthew; Taylor, John S.; Tessmar-Raible, Kristin; Wang, D.; Wilson, Karen H.; Yaguchi, Shunsuke; Gaasterland, Terry; Galindo, Blanca E.; Gunaratne, Herath J.; Juliano, Celina; Kinukawa, Masashi; Moy, Gary W.; Neill, Anna T.; Nomura, Mamoru; Raisch, Michael; Reade, Anna; Roux, Michelle M.; Song, Jia L.; Su, Yi-Hsien; Townley, Ian K.; Voronina, Ekaterina; Wong, Julian L.; Amore, Gabriele; Branno, Margherita; Brown, Euan R.; Cavalieri, Vincenzo; Duboc, Véronique; Duloquin, Louise; Flytzanis, Constantin; Gache, Christian; Lapraz, François; Lepage, Thierry; Locascio, Annamaria; Martinez, Pedro; Matassi, Giorgio; Matranga, Valeria; Range, Ryan; Rizzo, Francesca; Röttinger, Eric; Beane, Wendy; Bradham, Cynthia; Byrum, Christine; Glenn, Tom; Hussain, Sofia; Manning, Gerard; Miranda, Esther; Thomason, Rebecca; Walton, Katherine; Wikramanayke, Athula; Wu, Shu-Yu; Xu, Ronghui; Brown, C. Titus; Chen, Lili; Gray, Rachel F.; Lee, Pei Yun; Nam, Jongmin; Oliveri, Paola; Smith, Joel; Muzny, Donna; Bell, Stephanie; Chacko, Joseph; Cree, Andrew; Curry, Stacey; Davis, Clay; Dinh, Huyen; Dugan-Rocha, Shannon; Fowler, Jerry; Gill, Rachel; Hamilton, Cerrissa; Hernandez, Judith; Hines, Sandra; Hume, Jennifer; Jackson, LaRonda; Jolivet, Angela; Kovar, Christie; Lee, Sandra; Lewis, Lora; Miner, George; Morgan, Margaret; Nazareth, Lynne V.; Okwuonu, Geoffrey; Parker, David; Pu, Ling-Ling; Thorn, Rachel; Wright, Rita",,"Sodergren, Erica (Baylor College of Medicine); Weinstock, George M. (Baylor College of Medicine); Davidson, Eric H (California Institute of Technology); Cameron, R. Andrew (California Institute of Technology); Gibbs, Richard A. (Baylor College of Medicine); Angerer, Robert C. (National Institute of Dental and Craniofacial Research); Angerer, Lynne M. (National Institute of Dental and Craniofacial Research); Arnone, Maria Ina (Stazione Zoologica Anton Dohrn); Burgess, David R. (Boston College); Burke, Robert D. (University of Victoria); Coffman, James A. (Mount Desert Island Biological Laboratory); Dean, Michael (Frederick National Laboratory for Cancer Research); Elphick, Maurice R. (University College London); Ettensohn, Charles A. (Carnegie Mellon University); Foltz, Kathy R. (University of California, Santa Barbara); Hamdoun, Amro (Stanford University); Hynes, Richard O. (Massachusetts Institute of Technology); Klein, William H. (); Marzluff, William (University of North Carolina at Chapel Hill); McClay, David R. (Duke University); Morris, Robert L. (Wheaton College - Massachusetts); Mushegian, Arcady (Stowers Institute for Medical Research; University of Kansas Medical Center); Rast, Jonathan P. (University of Toronto); Smith, L. Courtney (George Washington University); Thorndyke, Michael C. (Royal Swedish Academy of Sciences); Vacquier, Victor D. (Scripps Institution of Oceanography); Wessel, Gary M. (Brown University); Wray, Greg (Duke University); Zhang, Lan (Baylor College of Medicine); Elsik, Christine G. (Texas A&M University); Ermolaeva, Olga (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Hlavina, Wratko (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Hofmann, Gretchen (University of California, Santa Barbara); Kitts, Paul (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Landrum, Melissa J. (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Mackey, Aaron J. (University of Pennsylvania); Maglott, Donna (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Panopoulou, Georgia (Max Planck Institute for Molecular Genetics); Poustka, Albert J. (Max Planck Institute for Molecular Genetics); Pruitt, Kim (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Sapojnikov, Victor (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Song, Xingzhi (Baylor College of Medicine); Souvorov, Alexandre (National Institute of Arthritis and Musculoskeletal and Skin Diseases); Solovyev, Victor (Royal Holloway University of London); Wei, Zheng (National Institute of Dental and Craniofacial Research); Whittaker, Charles A. (Massachusetts Institute of Technology); Worley, Kim (Baylor College of Medicine); Durbin, K. James (Baylor College of Medicine); Shen, Yufeng (Baylor College of Medicine); Fedrigo, Olivier (Duke University); Garfield, David (Duke University); Haygood, Ralph (Duke University); Primus, Alexander (Duke University); Satija, Rahul (Duke University); Severson, Tonya (Duke University); Gonzalez-Garay, Manuel L. (Baylor College of Medicine); Jackson, Andrew R. (Baylor College of Medicine); Milosavljevic, Aleksandar (Baylor College of Medicine); Tong, Mark (Baylor College of Medicine); Killian, Christopher E. (University of California, Berkeley); Livingston, Brian T. (California Polytechnic State University); Wilt, Fred H. (University of California, Berkeley); Adams, Nikki (California Polytechnic State University); Bellé, Robert (Roscoff Marine Station; French National Centre for Scientific Research); Carbonneau, Seth (Mount Desert Island Biological Laboratory); Cheung, Rocky (University of North Carolina at Chapel Hill); Cormier, Patrick (Roscoff Marine Station; French National Centre for Scientific Research); Cosson, Bertrand (Roscoff Marine Station; French National Centre for Scientific Research); Croce, Jenifer (Duke University); Fernandez-Guerra, Antonio (Sorbonne University); Genevière, Anne-Marie (Sorbonne University); Goel, Manisha (Stowers Institute for Medical Research); Kelkar, Hemant (University of North Carolina at Chapel Hill); Morales, Julia (Roscoff Marine Station; French National Centre for Scientific Research); Mulner-Lorillon, Odile (Roscoff Marine Station; French National Centre for Scientific Research); Robertson, Anthony J. (Mount Desert Island Biological Laboratory); Goldstone, Jared V. (Woods Hole Oceanographic Institution); Cole, Bryan (Stanford University); Epel, David (Stanford University); Gold, Bert (Frederick National Laboratory for Cancer Research); Hahn, Mark E. (Tethys Research (United States)); Howard-Ashby, Meredith (California Institute of Technology); Scally, Mark (Frederick National Laboratory for Cancer Research); Stegeman, John J. (Woods Hole Oceanographic Institution); Allgood, Erin L. (Wheaton College - Massachusetts); Cool, Jonah (Wheaton College - Massachusetts); Judkins, Kyle M. (Wheaton College - Massachusetts); McCafferty, Shawn S. (Wheaton College - Massachusetts); Musante, Ashlan M. (Wheaton College - Massachusetts); Obar, Robert A. (Tethys Research (United States)); Rawson, Amanda P. (Wheaton College - Massachusetts); Rossetti, Blair J. (Wheaton College - Massachusetts); Gibbons, Ian R. (University of California, Santa Barbara); Hoffman, Matthew P. (Boston College); Leone, Andrew (Boston College); Istrail, Sorin (Brown University); Materna, Stefan C. (California Institute of Technology); Samanta, Manoj P. (Ames Research Center); Stolc, Viktor (Ames Research Center); Tongprasit, Waraporn (Ames Research Center); Tu, Qiang (California Institute of Technology); Bergeron, Karl-Frederik (Simon Fraser University); Brandhorst, Bruce P. (Simon Fraser University); Whittle, James (Massachusetts Institute of Technology); Berney, Kevin (California Institute of Technology); Bottjer, David J. (University of Southern California); Calestani, Cristina (University of Central Florida); Peterson, Kevin (Dartmouth College); Chow, Elly (California Institute of Technology); Yuan, Qiu Autumn (California Institute of Technology); Elhaik, Eran (University of Houston); Graur, Dan (University of Houston); Reese, Justin T. (Texas A&M University); Bosdet, Ian (BC Cancer Agency); Heesun, Shin (BC Cancer Agency); Marra, Marco A. (BC Cancer Agency); Schein, Jacqueline (BC Cancer Agency); Anderson, Michele K. (University of Toronto); Brockton, Virginia (George Washington University); Buckley, Katherine M. (George Washington University); Cohen, Avis H. (University of Maryland, College Park); Fugmann, Sebastian D. (National Institute on Aging); Hibino, Taku (University of Toronto); Loza-Coll, Mariano (University of Toronto); Majeske, Audrey J. (George Washington University); Messier, Cynthia (University of Toronto); Nair, Sham V. (Macquarie University); Pancer, Zeev (Columbus Center); Terwilliger, David P. (George Washington University); Agca, Cavit (Louisiana State University Health Sciences Center New Orleans); Arboleda, Enrique (Stazione Zoologica Anton Dohrn); Chen, Nansheng (Simon Fraser University); Churcher, Allison M. (University of Victoria); Hallböök, F. (Uppsala University); Humphrey, Glen W. (); Idris, Mohammed M. (Stazione Zoologica Anton Dohrn); Kiyama, Takae (); Liang, Shuguang (); Mellott, Dan (Columbus Center); Mu, Xiuqian (); Murray, Greg (); Olinski, Robert P. (Uppsala University); Raible, Florian (European Molecular Biology Laboratory); Rowe, Matthew (University College London); Taylor, John S. (University of Victoria); Tessmar-Raible, Kristin (European Molecular Biology Laboratory); Wang, D. (University of Victoria); Wilson, Karen H. (Royal Swedish Academy of Sciences); Yaguchi, Shunsuke (University of Victoria); Gaasterland, Terry (Scripps Institution of Oceanography); Galindo, Blanca E. (National Autonomous University of Mexico); Gunaratne, Herath J. (Scripps Institution of Oceanography); Juliano, Celina (Brown University); Kinukawa, Masashi (Scripps Institution of Oceanography); Moy, Gary W. (Scripps Institution of Oceanography); Neill, Anna T. (Scripps Institution of Oceanography); Nomura, Mamoru (Scripps Institution of Oceanography); Raisch, Michael (University of California, Santa Barbara); Reade, Anna (University of California, Santa Barbara); Roux, Michelle M. (University of California, Santa Barbara); Song, Jia L. (Brown University); Su, Yi-Hsien (California Institute of Technology); Townley, Ian K. (University of California, Santa Barbara); Voronina, Ekaterina (Brown University); Wong, Julian L. (Brown University); Amore, Gabriele (Stazione Zoologica Anton Dohrn); Branno, Margherita (Stazione Zoologica Anton Dohrn); Brown, Euan R. (Stazione Zoologica Anton Dohrn); Cavalieri, Vincenzo (University of Palermo); Duboc, Véronique (Laboratoire de Biologie du Développement); Duloquin, Louise (Laboratoire de Biologie du Développement); Flytzanis, Constantin (University of Patras; Baylor College of Medicine); Gache, Christian (Laboratoire de Biologie du Développement); Lapraz, François (Laboratoire de Biologie du Développement); Lepage, Thierry (Laboratoire de Biologie du Développement); Locascio, Annamaria (Stazione Zoologica Anton Dohrn); Martinez, Pedro (University of Barcelona; Catalan Institution for Research and Advanced Studies); Matassi, Giorgio (Institut Jacques Monod); Matranga, Valeria (National Research Council); Range, Ryan (Laboratoire de Biologie du Développement); Rizzo, Francesca (Stazione Zoologica Anton Dohrn); Röttinger, Eric (Laboratoire de Biologie du Développement); Beane, Wendy (Duke University); Bradham, Cynthia (Duke University); Byrum, Christine (Duke University; University of Hawaii at Manoa); Glenn, Tom (Duke University); Hussain, Sofia (University of South Florida); Manning, Gerard (Salk Institute for Biological Studies); Miranda, Esther (Duke University); Thomason, Rebecca (Duke University; University of Hawaii at Manoa); Walton, Katherine (Duke University); Wikramanayke, Athula (University of Hawaii at Manoa); Wu, Shu-Yu (Duke University); Xu, Ronghui (University of Hawaii at Manoa); Brown, C. Titus (California Institute of Technology); Chen, Lili (California Institute of Technology); Gray, Rachel F. (California Institute of Technology); Lee, Pei Yun (California Institute of Technology); Nam, Jongmin (California Institute of Technology); Oliveri, Paola (California Institute of Technology); Smith, Joel (California Institute of Technology); Muzny, Donna (Baylor College of Medicine); Bell, Stephanie (Baylor College of Medicine); Chacko, Joseph (Baylor College of Medicine); Cree, Andrew (Baylor College of Medicine); Curry, Stacey (Baylor College of Medicine); Davis, Clay (Baylor College of Medicine); Dinh, Huyen (Baylor College of Medicine); Dugan-Rocha, Shannon (Baylor College of Medicine); Fowler, Jerry (Baylor College of Medicine); Gill, Rachel (Baylor College of Medicine); Hamilton, Cerrissa (Baylor College of Medicine); Hernandez, Judith (Baylor College of Medicine); Hines, Sandra (Baylor College of Medicine); Hume, Jennifer (Baylor College of Medicine); Jackson, LaRonda (Baylor College of Medicine); Jolivet, Angela (Baylor College of Medicine); Kovar, Christie (Baylor College of Medicine); Lee, Sandra (Baylor College of Medicine); Lewis, Lora (Baylor College of Medicine); Miner, George (Baylor College of Medicine); Morgan, Margaret (Baylor College of Medicine); Nazareth, Lynne V. (Baylor College of Medicine); Okwuonu, Geoffrey (Baylor College of Medicine); Parker, David (Baylor College of Medicine); Pu, Ling-Ling (Baylor College of Medicine); Thorn, Rachel (Baylor College of Medicine); Wright, Rita (Baylor College of Medicine)",777,108,14.82,51.14,http://science.sciencemag.org/content/sci/314/5801/941.full.pdf,https://app.dimensions.ai/details/publication/pub.1024484035,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
80,100,pub.1046536004,10.1890/0012-9615(2006)076[0461:mpotsi]2.0.co;2,,,MOSAIC PATTERNS OF THERMAL STRESS IN THE ROCKY INTERTIDAL ZONE: IMPLICATIONS FOR CLIMATE CHANGE,Ecological Monographs,,,2006-11,2006,76,4,461-479,All OA; Gold,Article,"Helmuth, Brian; Broitman, Bernardo R.; Blanchette, Carol A.; Gilman, Sarah; Halpin, Patricia; Harley, Christopher D. G.; O'Donnell, Michael J.; Hofmann, Gretchen E.; Menge, Bruce; Strickland, Denise",,"Helmuth, Brian (); Broitman, Bernardo R. (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara); Gilman, Sarah (); Halpin, Patricia (University of California, Santa Barbara); Harley, Christopher D. G. (University of British Columbia); O'Donnell, Michael J. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara); Menge, Bruce (Oregon State University); Strickland, Denise ()",236,37,,18.89,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/0012-9615%282006%29076%5B0461%3AMPOTSI%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1046536004,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
81,400,pub.1017152598,10.1016/j.cbpa.2005.12.026,16466955,,"Turning up the heat: The effects of thermal acclimation on the kinetics of hsp70 gene expression in the eurythermal goby, Gillichthys mirabilis",Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,,"Acclimatization; Animals; DNA-Binding Proteins; Female; Gene Expression Regulation; HSC70 Heat-Shock Proteins; HSP70 Heat-Shock Proteins; Heat Shock Transcription Factors; Heat-Shock Response; Kinetics; Male; Perciformes; RNA, Messenger; Transcription Factors",2006-04,2006,143,4,435-446,Closed,Article,"Lund, Susan G.; Ruberté, Marlena R.; Hofmann, Gretchen E.","Lund, Susan G.","Lund, Susan G. (University of California, Santa Barbara); Ruberté, Marlena R. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",33,0,0.82,2.17,,https://app.dimensions.ai/details/publication/pub.1017152598,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
82,100,pub.1014179137,10.1016/j.jembe.2005.06.011,,,Thermal history-dependent expression of the hsp70 gene in purple sea urchins: Biogeographic patterns and the effect of temperature acclimation,Journal of Experimental Marine Biology and Ecology,,,2005-12,2005,327,2,134-143,Closed,Article,"Osovitz, Christopher J.; Hofmann, Gretchen E.","Hofmann, Gretchen E.","Osovitz, Christopher J. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",64,6,,4.12,,https://app.dimensions.ai/details/publication/pub.1014179137,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
83,400,pub.1017671238,10.1016/j.tree.2005.03.006,16701386,,Genomics-fueled approaches to current challenges in marine ecology,Trends in Ecology & Evolution,,,2005-06,2005,20,6,305-311,"All OA; Green, Accepted & Submitted",Article,"Hofmann, Gretchen E.; Burnaford, Jennifer L.; Fielman, Kevin T.",,"Hofmann, Gretchen E. (University of California, Santa Barbara); Burnaford, Jennifer L. (University of Puget Sound); Fielman, Kevin T. (University of California, Santa Barbara)",48,4,0.86,3.3,http://hofmannlab.msi.ucsb.edu/publications/PDFs/Hofmann_et_al_TREE_2005.pdf,https://app.dimensions.ai/details/publication/pub.1017671238,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
84,400,pub.1052622924,10.1152/ajpregu.00660.2004,15637165,,Comparison of Hsc70 orthologs from polar and temperate notothenioid fishes: differences in prevention of aggregation and refolding of denatured proteins,AJP Regulatory Integrative and Comparative Physiology,,Animals; Antarctic Regions; Environment; HSC70 Heat-Shock Proteins; HSP70 Heat-Shock Proteins; L-Lactate Dehydrogenase; Perciformes; Protein Denaturation; Protein Folding; Protein Isoforms; Protein Renaturation; Temperature; Time Factors,2005-05,2005,288,5,r1195-r1202,All OA; Gold,Article,"Place, Sean P.; Hofmann, Gretchen E.",,"Place, Sean P. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",30,1,0.49,1.93,http://ajpregu.physiology.org/content/ajpregu/288/5/R1195.full.pdf,https://app.dimensions.ai/details/publication/pub.1052622924,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
85,400,pub.1015859342,10.1093/icb/45.2.247,21676768,,Patterns of Hsp gene expression in ectothermic marine organisms on small to large biogeographic scales1,Integrative and Comparative Biology,,,2005-04-01,2005,45,2,247-255,All OA; Gold,Article,"Hofmann, Gretchen E",,"Hofmann, Gretchen E (University of California, Santa Barbara)",96,9,1.58,6.59,https://academic.oup.com/icb/article-pdf/45/2/247/2336170/i1540-7063-045-02-0247.pdf,https://app.dimensions.ai/details/publication/pub.1015859342,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
86,200,pub.1027422563,10.1093/icb/45.2.217,21676764,,Introduction: A Symposium Honoring George A. Bartholomew1,Integrative and Comparative Biology,,,2005-04-01,2005,45,2,217-218,All OA; Gold,Article,"Huey, Raymond B.; Hofmann, Gretchen E.",,"Huey, Raymond B. (University of Washington); Hofmann, Gretchen E. (University of California, Santa Barbara)",2,1,0.07,0.17,https://academic.oup.com/icb/article-pdf/45/2/217/2336078/i1540-7063-045-02-0217.pdf,https://app.dimensions.ai/details/publication/pub.1027422563,0602 Ecology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0601 Biochemistry and Cell Biology,06 Biological Sciences,0608 Zoology,
87,100,pub.1005932455,10.1007/s00227-004-1508-2,,,Thermotolerance and heat-shock protein expression in Northeastern Pacific Nucella species with different biogeographical ranges,Marine Biology,,,2005-04,2005,146,5,985-993,Closed,Article,"Sorte, Cascade J. B.; Hofmann, Gretchen E.","Hofmann, Gretchen E.","Sorte, Cascade J. B. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",58,5,,4.25,,https://app.dimensions.ai/details/publication/pub.1005932455,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
88,100,pub.1005260633,10.1007/s00300-004-0697-y,,,"Constitutive expression of a stress-inducible heat shock protein gene, hsp70, in phylogenetically distant Antarctic fish",Polar Biology,,,2005-03,2005,28,4,261-267,Closed,Article,"Place, Sean P.; Hofmann, Gretchen E.","Hofmann, Gretchen E.","Place, Sean P. (University of California, Santa Barbara; Mayo Clinic); Hofmann, Gretchen E. (University of California, Santa Barbara)",77,12,,4.96,,https://app.dimensions.ai/details/publication/pub.1005260633,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
89,100,pub.1001571348,10.1016/j.jembe.2004.10.007,,,"Some like it hot, some like it cold: the heat shock response is found in New Zealand but not Antarctic notothenioid fishes",Journal of Experimental Marine Biology and Ecology,,,2005-03,2005,316,1,79-89,Closed,Article,"Hofmann, Gretchen E.; Lund, Susan G.; Place, Sean P.; Whitmer, Allison C.","Hofmann, Gretchen E.","Hofmann, Gretchen E. (University of California, Santa Barbara); Lund, Susan G. (University of California, Santa Barbara); Place, Sean P. (University of California, Santa Barbara); Whitmer, Allison C. (University of California, Santa Barbara)",55,9,,3.54,,https://app.dimensions.ai/details/publication/pub.1001571348,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
90,400,pub.1046952757,10.1379/csc-82r.1,16038407,PMC1176469,Temperature differentially affects adenosine triphosphatase activity in Hsc70 orthologs from Antarctic and New Zealand notothenioid fishes,Cell Stress and Chaperones,,Adenosine Triphosphatases; Animals; Antarctic Regions; Enzyme Stability; Fishes; Luciferases; New Zealand; Protein Denaturation; Silver Staining; Temperature,2005,2005,10,2,104-113,"All OA; Green, Published",Article,"Place, Sean P.; Hofmann, Gretchen E.",,"Place, Sean P. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",3,0,0.03,0.22,http://europepmc.org/articles/pmc1176469?pdf=render,https://app.dimensions.ai/details/publication/pub.1046952757,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
91,400,pub.1000182490,10.1242/jeb.01219,15371473,,"Regulation of heat shock genes in isolated hepatocytes from an Antarctic fish, Trematomus bernacchii",Journal of Experimental Biology,,"Analysis of Variance; Animals; Antarctic Regions; Blotting, Northern; DNA-Binding Proteins; Electrophoretic Mobility Shift Assay; Gene Expression Regulation; HSP70 Heat-Shock Proteins; Heat Shock Transcription Factors; Liver; Perciformes; RNA, Messenger; Transcription Factors",2004-10-01,2004,207,21,3649-3656,All OA; Gold,Article,"Buckley, Bradley A; Place, Sean P; Hofmann, Gretchen E",,"Buckley, Bradley A (University of California, Santa Barbara); Place, Sean P (); Hofmann, Gretchen E ()",88,7,1.76,5.22,http://jeb.biologists.org/content/207/21/3649.full.pdf,https://app.dimensions.ai/details/publication/pub.1000182490,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
92,400,pub.1025269393,10.1152/ajpregu.00223.2004,15117724,,Constitutive roles for inducible genes: evidence for the alteration in expression of the inducible hsp70 gene in Antarctic notothenioid fishes,AJP Regulatory Integrative and Comparative Physiology,,"Acclimatization; Animals; Antarctic Regions; Blotting, Northern; Cold Temperature; Gene Expression Regulation; HSP70 Heat-Shock Proteins; Perciformes; RNA, Messenger; Ubiquitin",2004-08,2004,287,2,r429-r436,All OA; Gold,Article,"Place, Sean P.; Zippay, Mackenzie L.; Hofmann, Gretchen E.",,"Place, Sean P. (University of California, Santa Barbara); Zippay, Mackenzie L. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",93,8,1.68,5.51,http://ajpregu.physiology.org/content/ajpregu/287/2/R429.full.pdf,https://app.dimensions.ai/details/publication/pub.1025269393,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
93,400,pub.1058711836,10.1086/420944,15449228,,Magnitude and duration of thermal stress determine kinetics of hsp gene regulation in the goby Gillichthys mirabilis.,Physiological and Biochemical Zoology,,"Analysis of Variance; Animals; Blotting, Northern; Blotting, Western; DNA-Binding Proteins; Electrophoretic Mobility Shift Assay; Gene Expression Regulation; HSP70 Heat-Shock Proteins; Heat Shock Transcription Factors; Hot Temperature; Immunohistochemistry; Kinetics; Mexico; Perciformes; RNA, Messenger; Seasons; Transcription Factors; Transcriptional Activation",2004-07,2004,77,4,570-81,Closed,Article,"Buckley, Bradley A; Hofmann, Gretchen E",,"Buckley, Bradley A (Stanford University); Hofmann, Gretchen E ()",33,2,0.71,1.96,,https://app.dimensions.ai/details/publication/pub.1058711836,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
