,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Arturo A Keller. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
21,500,pub.1104153134,10.1021/acs.est.8b00742,29792813,,Metabolomics Reveals the Molecular Mechanisms of Copper Induced Cucumber Leaf ( Cucumis sativus) Senescence.,Environmental Science & Technology,,Antioxidants; Copper; Cucumis sativus; Metabolomics; Plant Leaves,2018-06-19,2018,52,12,7092-7100,Closed,Article,"Zhao, Lijuan; Huang, Yuxiong; Paglia, Kelly; Vaniya, Arpana; Wancewicz, Benjamin; Keller, Arturo A",,"Zhao, Lijuan (Nanjing University); Huang, Yuxiong (University of California, Santa Barbara); Paglia, Kelly (University of California, Davis); Vaniya, Arpana (University of California, Davis); Wancewicz, Benjamin (University of California, Davis); Keller, Arturo A (University of California, Santa Barbara)",7,7,,,,https://app.dimensions.ai/details/publication/pub.1104153134,0607 Plant Biology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0607 Plant Biology,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
22,500,pub.1103446236,10.1021/jacs.8b03071,29672038,PMC6312099,Short Total Synthesis of [15N5]-Cylindrospermopsins from 15NH4Cl Enables Precise Quantification of Freshwater Cyanobacterial Contamination.,Journal of the American Chemical Society,,"Ammonium Chloride; Bacterial Toxins; Cyanobacteria; Environmental Monitoring; Fresh Water; Molecular Structure; Nitrogen Isotopes; Uracil; Water Pollutants, Chemical",2018-05-09,2018,140,18,6027-6032,"All OA; Green, Accepted & Submitted",Article,"Mailyan, Artur K; Chen, Joanna L; Li, Weiwei; Keller, Arturo A; Sternisha, Shawn M; Miller, Brian G; Zakarian, Armen",,"Mailyan, Artur K (University of California, Santa Barbara); Chen, Joanna L (University of California, Santa Barbara); Li, Weiwei (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara); Sternisha, Shawn M (Florida State University); Miller, Brian G (Florida State University); Zakarian, Armen (University of California, Santa Barbara)",5,5,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6312099,https://app.dimensions.ai/details/publication/pub.1103446236,03 Chemical Sciences,03 Chemical Sciences,,,,
23,200,pub.1103273299,10.1021/acs.est.8b01476,29659270,,"Response to Comments on ""Assessing the Risk of Engineered Nanomaterials in the Environment: Development and Application of the nanoFate Model"".",Environmental Science & Technology,,,2018-05,2018,52,9,5511,Closed,Article,"Garner, Kendra L; Suh, Sangwon; Keller, Arturo A",,"Garner, Kendra L (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1103273299,,,,,,
24,500,pub.1100088578,10.1016/j.watres.2017.12.069,29304444,,Influence of nanoparticle doping on the colloidal stability and toxicity of copper oxide nanoparticles in synthetic and natural waters,Water Research,,Copper; Fresh Water; Haptophyta; Iron; Metal Nanoparticles; Particle Size; Seawater,2018-04,2018,132,Chem. Eng. J. 286 2016,12-22,Closed,Article,"Adeleye, Adeyemi S.; Pokhrel, Suman; Mädler, Lutz; Keller, Arturo A.","Keller, Arturo A.","Adeleye, Adeyemi S. (University of California, Santa Barbara); Pokhrel, Suman (University of Bremen; University of California, Santa Barbara); Mädler, Lutz (University of Bremen; University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",10,10,,,,https://app.dimensions.ai/details/publication/pub.1100088578,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
25,100,pub.1103190870,10.1007/s11051-018-4192-8,,,Detection of nanoparticles in edible plant tissues exposed to nano-copper using single-particle ICP-MS,Journal of Nanoparticle Research,,,2018-04,2018,20,4,101,"All OA; Green, Published",Article,"Keller, Arturo A.; Huang, Yuxiong; Nelson, Jenny","Huang, Yuxiong","Keller, Arturo A. (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); Nelson, Jenny (Agilent Technologies (United States))",13,13,,,https://escholarship.org/content/qt4956w2h4/qt4956w2h4.pdf?t=pbg5ly,https://app.dimensions.ai/details/publication/pub.1103190870,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
26,500,pub.1099748057,10.1016/j.envpol.2017.11.058,29245149,,OrganoRelease – A framework for modeling the release of organic chemicals from the use and post-use of consumer products,Environmental Pollution,,Acetates; California; Consumer Product Safety; Environmental Exposure; Organic Chemicals; Risk Assessment,2018-03,2018,234,J. Toxicol. Environ. Health-PART B-Crit. Rev. 10 2007,751-761,Closed,Article,"Tao, Mengya; Li, Dingsheng; Song, Runsheng; Suh, Sangwon; Keller, Arturo A.","Keller, Arturo A.","Tao, Mengya (University of California, Santa Barbara); Li, Dingsheng (University of California, Santa Barbara); Song, Runsheng (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",2,2,,,,https://app.dimensions.ai/details/publication/pub.1099748057,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
27,100,pub.1103669801,10.1039/c8en00403j,,,Highly efficient bacterial removal and disinfection by magnetic barium phosphate nanoflakes with embedded iron oxide nanoparticles,Environmental Science Nano,,,2018,2018,5,6,1341-1349,"All OA; Green, Published",Article,"Song, Junyi; Zhang, Fan; Huang, Yuxiong; Keller, Arturo A.; Tang, Xiaoxiu; Zhang, Wanning; Jia, Weibin; Santos, Jerome",,"Song, Junyi (National University of Defense Technology; University of California, Santa Barbara); Zhang, Fan (Nanjing Agricultural University); Huang, Yuxiong (University of California System); Keller, Arturo A. (University of California System); Tang, Xiaoxiu (Nanjing Agricultural University); Zhang, Wanning (Shanghai Jiao Tong University); Jia, Weibin (Nanjing Agricultural University); Santos, Jerome (University of California, Santa Barbara; University of California System)",6,6,,,https://escholarship.org/content/qt6vz135b0/qt6vz135b0.pdf?t=pflue4,https://app.dimensions.ai/details/publication/pub.1103669801,0605 Microbiology; 03 Chemical Sciences; 06 Biological Sciences; 0306 Physical Chemistry (incl. Structural),0605 Microbiology,03 Chemical Sciences,06 Biological Sciences,0306 Physical Chemistry (incl. Structural),
28,500,pub.1092186311,10.1021/acs.est.7b01907,29022708,,Dynamic Model for the Stocks and Release Flows of Engineered Nanomaterials.,Environmental Science & Technology,,Environmental Pollutants; Nanostructures; Paint; Physical Phenomena; Silicon Dioxide,2017-11-07,2017,51,21,12424-12433,"All OA; Green, Published",Article,"Song, Runsheng; Qin, Yuwei; Suh, Sangwon; Keller, Arturo A",,"Song, Runsheng (University of California, Santa Barbara); Qin, Yuwei (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara)",20,20,1.15,19.56,https://escholarship.org/content/qt5m40d0kz/qt5m40d0kz.pdf?t=ozrkhs,https://app.dimensions.ai/details/publication/pub.1092186311,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
29,500,pub.1090882465,10.1016/j.watres.2017.07.054,28783493,,Photochlorination-induced transformation of graphene oxide: Mechanism and environmental fate,Water Research,,Environmental Monitoring; Graphite; Halogenation; Nanostructures; Oxidation-Reduction; Oxides,2017-11,2017,124,J. Phys. Chem. C 115 40 2011,372-380,"All OA; Green, Published",Article,"Du, Tingting; Adeleye, Adeyemi S.; Keller, Arturo A.; Wu, Zhineng; Han, Wei; Wang, Yingying; Zhang, Chengdong; Li, Yao","Li, Yao","Du, Tingting (Nankai University); Adeleye, Adeyemi S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Wu, Zhineng (Nankai University); Han, Wei (Nankai University); Wang, Yingying (Nankai University); Zhang, Chengdong (Nankai University); Li, Yao (Nankai University)",19,19,0.59,5.83,https://escholarship.org/content/qt4g60r2cs/qt4g60r2cs.pdf?t=ouu18t,https://app.dimensions.ai/details/publication/pub.1090882465,09 Engineering; 03 Chemical Sciences; 0907 Environmental Engineering; 0306 Physical Chemistry (incl. Structural),09 Engineering,03 Chemical Sciences,0907 Environmental Engineering,0306 Physical Chemistry (incl. Structural),
30,100,pub.1091237292,10.1016/j.colsurfa.2017.08.014,,,Heteroaggregation of CeO2 and TiO2 engineered nanoparticles in the aqueous phase: Application of turbiscan stability index and fluorescence excitation-emission matrix (EEM) spectra,Colloids and Surfaces A Physicochemical and Engineering Aspects,,,2017-11,2017,533,Environ. Pollut. 186 2014,9-19,"All OA; Green, Published",Article,"Luo, Muxi; Qi, Xuejiao; Ren, Tongxuan; Huang, Yuxiong; Keller, Arturo A.; Wang, Hongtao; Wu, Boran; Jin, Huapeng; Li, Fengting","Wang, Hongtao","Luo, Muxi (Tongji University); Qi, Xuejiao (Tongji University); Ren, Tongxuan (Tongji University); Huang, Yuxiong (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Wang, Hongtao (Tongji University); Wu, Boran (Tongji University); Jin, Huapeng (Tongji University); Li, Fengting (Tongji University)",12,11,,3.68,https://escholarship.org/content/qt31s8n89x/qt31s8n89x.pdf?t=ozrkfe,https://app.dimensions.ai/details/publication/pub.1091237292,09 Engineering; 03 Chemical Sciences; 0907 Environmental Engineering; 0306 Physical Chemistry (incl. Structural),09 Engineering,03 Chemical Sciences,0907 Environmental Engineering,0306 Physical Chemistry (incl. Structural),
31,100,pub.1091142333,10.1016/j.apenergy.2017.08.002,,,Water-energy nexus for urban water systems: A comparative review on energy intensity and environmental impacts in relation to global water risks,Applied Energy,,,2017-11,2017,205,Nature 495 2013,589-601,"All OA; Green, Published",Article,"Lee, Mengshan; Keller, Arturo A.; Chiang, Pen-Chi; Den, Walter; Wang, Hongtao; Hou, Chia-Hung; Wu, Jiang; Wang, Xin; Yan, Jinyue","Wang, Hongtao","Lee, Mengshan (National Taiwan University); Keller, Arturo A. (University of California, Santa Barbara); Chiang, Pen-Chi (National Taiwan University); Den, Walter (Tunghai University); Wang, Hongtao (Tongji University); Hou, Chia-Hung (National Taiwan University); Wu, Jiang (Tongji University); Wang, Xin (Tongji University); Yan, Jinyue (Tongji University; Royal Institute of Technology; Mälardalen University)",46,46,,15.06,https://escholarship.org/content/qt67z7956h/qt67z7956h.pdf?t=p0hdwk,https://app.dimensions.ai/details/publication/pub.1091142333,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
32,500,pub.1092117052,10.1021/acsnano.7b05970,28985677,,Remediation of Cadmium Toxicity by Sulfidized Nano-Iron: The Importance of Organic Material.,ACS Nano,,"Adsorption; Cadmium; Chlamydomonas reinhardtii; Dose-Response Relationship, Drug; Environmental Restoration and Remediation; Iron; Metal Nanoparticles; Particle Size; Silicon; Sulfides; Surface Properties; Water Pollutants, Chemical",2017-10-24,2017,11,10,10558-10567,"All OA; Green, Accepted & Submitted",Article,"Stevenson, Louise M; Adeleye, Adeyemi S; Su, Yiming; Zhang, Yalei; Keller, Arturo A; Nisbet, Roger M",,"Stevenson, Louise M (University of California, Santa Barbara); Adeleye, Adeyemi S (University of California, Santa Barbara); Su, Yiming (Tongji University; University of California, Santa Barbara); Zhang, Yalei (Tongji University); Keller, Arturo A (University of California, Santa Barbara); Nisbet, Roger M (University of California, Santa Barbara)",5,5,0.42,1.47,https://escholarship.org/content/qt1844s0dq/qt1844s0dq.pdf?t=ozrkjp,https://app.dimensions.ai/details/publication/pub.1092117052,0907 Environmental Engineering; 09 Engineering; 03 Chemical Sciences; 0399 Other Chemical Sciences,0907 Environmental Engineering,09 Engineering,03 Chemical Sciences,0399 Other Chemical Sciences,
33,500,pub.1091246261,10.1021/acs.est.7b02862,28809480,,Rapid Life-Cycle Impact Screening Using Artificial Neural Networks.,Environmental Science & Technology,,Animals; Ecosystem; Environmental Pollutants; Global Warming; Humans; Neural Networks (Computer); Principal Component Analysis; Reproducibility of Results,2017-09-19,2017,51,18,10777-10785,"All OA; Green, Accepted & Submitted",Article,"Song, Runsheng; Keller, Arturo A; Suh, Sangwon",,"Song, Runsheng (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",3,3,0.37,2.48,https://escholarship.org/content/qt7tr8n61t/qt7tr8n61t.pdf?t=ow5xvq,https://app.dimensions.ai/details/publication/pub.1091246261,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
34,500,pub.1090995511,10.1021/acs.est.7b02523,28771344,,"Interactions, Transformations, and Bioavailability of Nano-Copper Exposed to Root Exudates.",Environmental Science & Technology,,Biological Availability; Copper; Nanostructures; Plant Roots; Soil; Soil Pollutants,2017-09-05,2017,51,17,9774-9783,"All OA; Green, Accepted & Submitted",Article,"Huang, Yuxiong; Zhao, Lijuan; Keller, Arturo A",,"Huang, Yuxiong (University of California, Santa Barbara); Zhao, Lijuan (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara)",20,20,1.2,9.74,https://escholarship.org/content/qt6qj8w5mf/qt6qj8w5mf.pdf?t=ow5xx2,https://app.dimensions.ai/details/publication/pub.1090995511,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
35,500,pub.1090882668,10.1021/acs.est.7b02163,28738142,,Metabolomics Reveals Cu(OH)2 Nanopesticide-Activated Anti-oxidative Pathways and Decreased Beneficial Antioxidants in Spinach Leaves.,Environmental Science & Technology,,Antioxidants; Copper; Hydroxides; Metabolomics; Plant Leaves; Spinacia oleracea,2017-09-05,2017,51,17,10184-10194,"All OA; Green, Accepted & Submitted",Article,"Zhao, Lijuan; Huang, Yuxiong; Adeleye, Adeyemi S; Keller, Arturo A",,"Zhao, Lijuan (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); Adeleye, Adeyemi S (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara)",13,13,0.76,6.51,https://escholarship.org/content/qt60k139zh/qt60k139zh.pdf?t=ow5xyl,https://app.dimensions.ai/details/publication/pub.1090882668,0607 Plant Biology; 0703 Crop and Pasture Production; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0607 Plant Biology,0703 Crop and Pasture Production,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
36,200,pub.1091109849,10.1021/acssuschemeng.7b01968,,,"Response at Genetic, Metabolic, and Physiological Levels of Maize ( Zea mays ) Exposed to a Cu(OH) 2 Nanopesticide",ACS Sustainable Chemistry & Engineering,,,2017-09-05,2017,5,9,8294-8301,"All OA; Green, Accepted & Submitted",Article,"Zhao, Lijuan; Hu, Qirui; Huang, Yuxiong; Keller, Arturo A.",,"Zhao, Lijuan (University of California, Santa Barbara); Hu, Qirui (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",15,15,,4.52,https://escholarship.org/content/qt5n94d3xn/qt5n94d3xn.pdf?t=ozrkkx,https://app.dimensions.ai/details/publication/pub.1091109849,03 Chemical Sciences; 0301 Analytical Chemistry; 0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0399 Other Chemical Sciences,,
37,100,pub.1085455418,10.1016/j.impact.2017.05.003,,,Comparative environmental fate and toxicity of copper nanomaterials,NanoImpact,,,2017-07,2017,7,,28-40,"All OA; Green, Published",Article,"Keller, Arturo A.; Adeleye, Adeyemi S.; Conway, Jon R.; Garner, Kendra L.; Zhao, Lijuan; Cherr, Gary N.; Hong, Jie; Gardea-Torresdey, Jorge L.; Godwin, Hilary A.; Hanna, Shannon; Ji, Zhaoxia; Kaweeteerawat, Chitrada; Lin, Sijie; Lenihan, Hunter S.; Miller, Robert J.; Nel, André E.; Peralta-Videa, Jose R.; Walker, Sharon L.; Taylor, Alicia A.; Torres-Duarte, Cristina; Zink, Jeffrey I.; Zuverza-Mena, Nubia","Keller, Arturo A.","Keller, Arturo A. (University of California Los Angeles; University of California, Santa Barbara); Adeleye, Adeyemi S. (University of California Los Angeles; University of California, Santa Barbara); Conway, Jon R. (University of California Los Angeles; University of California, Santa Barbara); Garner, Kendra L. (University of California Los Angeles; University of California, Santa Barbara); Zhao, Lijuan (University of California Los Angeles; University of California, Santa Barbara); Cherr, Gary N. (University of California Los Angeles; University of California, Davis); Hong, Jie (University of California Los Angeles; The University of Texas at El Paso); Gardea-Torresdey, Jorge L. (University of California Los Angeles; The University of Texas at El Paso); Godwin, Hilary A. (University of California Los Angeles); Hanna, Shannon (University of California, Santa Barbara; Tongji University); Ji, Zhaoxia (University of California Los Angeles); Kaweeteerawat, Chitrada (University of California Los Angeles; National Nanotechnology Center); Lin, Sijie (University of California Los Angeles; Tongji University); Lenihan, Hunter S. (University of California Los Angeles; University of California, Santa Barbara); Miller, Robert J. (University of California Los Angeles; University of California, Santa Barbara); Nel, André E. (University of California Los Angeles); Peralta-Videa, Jose R. (University of California Los Angeles; The University of Texas at El Paso); Walker, Sharon L. (University of California Los Angeles; University of California, Riverside); Taylor, Alicia A. (University of California Los Angeles; University of California, Riverside); Torres-Duarte, Cristina (University of California Los Angeles; University of California, Davis); Zink, Jeffrey I. (University of California Los Angeles); Zuverza-Mena, Nubia (University of California Los Angeles; The University of Texas at El Paso)",56,56,,19.03,https://escholarship.org/content/qt8wq1x804/qt8wq1x804.pdf?t=ouu1ad,https://app.dimensions.ai/details/publication/pub.1085455418,0502 Environmental Science and Management; 03 Chemical Sciences; 05 Environmental Sciences; 0399 Other Chemical Sciences,0502 Environmental Science and Management,03 Chemical Sciences,05 Environmental Sciences,0399 Other Chemical Sciences,
38,500,pub.1085347723,10.1021/acs.est.6b05279,28443660,,Assessing the Risk of Engineered Nanomaterials in the Environment: Development and Application of the nanoFate Model.,Environmental Science & Technology,,Agriculture; Environment; Fresh Water; Geologic Sediments; Metal Nanoparticles; Nanostructures; Risk; San Francisco; Seawater; Soil,2017-05-16,2017,51,10,5541-5551,"All OA; Green, Accepted & Submitted",Article,"Garner, Kendra L; Suh, Sangwon; Keller, Arturo A",,"Garner, Kendra L (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara)",56,53,6.72,23.14,https://escholarship.org/content/qt6tj1k4m4/qt6tj1k4m4.pdf?t=or4hy8,https://app.dimensions.ai/details/publication/pub.1085347723,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
39,500,pub.1029357341,10.1016/j.aquatox.2016.12.009,28039777,,Photosynthetic efficiency predicts toxic effects of metal nanomaterials in phytoplankton,Aquatic Toxicology,,"High-Throughput Screening Assays; Metal Nanoparticles; Photosynthesis; Phytoplankton; Water Pollutants, Chemical",2017-02,2017,183,Adv. Mater. 23 12 2011,85-93,"All OA; Green, Published",Article,"Miller, Robert J.; Muller, Erik B.; Cole, Bryan; Martin, Tyronne; Nisbet, Roger; Bielmyer-Fraser, Gretchen K.; Jarvis, Tayler A.; Keller, Arturo A.; Cherr, Gary; Lenihan, Hunter S.","Miller, Robert J.","Miller, Robert J. (University of California, Santa Barbara); Muller, Erik B. (University of California, Santa Barbara); Cole, Bryan (University of California, Davis); Martin, Tyronne (University of California, Santa Barbara); Nisbet, Roger (University of California, Santa Barbara); Bielmyer-Fraser, Gretchen K. (Jacksonville University); Jarvis, Tayler A. (Valdosta State University); Keller, Arturo A. (University of California, Santa Barbara); Cherr, Gary (University of California, Davis); Lenihan, Hunter S. (University of California, Santa Barbara)",9,8,1.07,3.51,https://escholarship.org/content/qt1fx2v0jq/qt1fx2v0jq.pdf?t=pt895e,https://app.dimensions.ai/details/publication/pub.1029357341,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
40,500,pub.1015738732,10.1016/j.plaphy.2016.02.010,26922143,,1H NMR and GC–MS based metabolomics reveal nano-Cu altered cucumber (Cucumis sativus) fruit nutritional supply,Plant Physiology and Biochemistry,,Amino Acids; Carbohydrates; Carboxylic Acids; Copper; Cucumis sativus; Discriminant Analysis; Fatty Acids; Food Analysis; Fruit; Gas Chromatography-Mass Spectrometry; Least-Squares Analysis; Metabolome; Metabolomics; Metal Nanoparticles; Multivariate Analysis; Nutritive Value; Proton Magnetic Resonance Spectroscopy; Soil,2017-01,2017,110,,138-146,"All OA; Green, Published",Article,"Zhao, Lijuan; Hu, Jerry; Huang, Yuxiong; Wang, Hongtao; Adeleye, Adeyemi; Ortiz, Cruz; Keller, Arturo A.","Keller, Arturo A.","Zhao, Lijuan (University of California, Santa Barbara); Hu, Jerry (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); Wang, Hongtao (Tongji University); Adeleye, Adeyemi (University of California, Santa Barbara); Ortiz, Cruz (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",20,18,2.55,5.29,https://escholarship.org/content/qt5c74m8qf/qt5c74m8qf.pdf?t=o94bn4,https://app.dimensions.ai/details/publication/pub.1015738732,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
41,100,pub.1090936803,10.1039/c7en90033c,,,Correction: Activation of antioxidant and detoxification gene expression in cucumber plants exposed to a Cu(OH) 2 nanopesticide,Environmental Science Nano,,,2017,2017,4,8,1761-1761,All OA; Gold,Article,"Zhao, Lijuan; Hu, Qirui; Huang, Yuxiong; Fulton, Aaron N.; Hannah-Bick, Cameron; Adeleye, Adeyemi S.; Keller, Arturo A.",,"Zhao, Lijuan (University of California, Santa Barbara); Hu, Qirui (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); Fulton, Aaron N. (University of California, Santa Barbara); Hannah-Bick, Cameron (); Adeleye, Adeyemi S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",0,0,,0,https://pubs.rsc.org/en/content/articlepdf/2017/en/c7en90033c,https://app.dimensions.ai/details/publication/pub.1090936803,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
42,100,pub.1090369601,10.1039/c7en00251c,,,Modeling human health characterization factors for indoor nanomaterial emissions in life cycle assessment: a case-study of titanium dioxide,Environmental Science Nano,,,2017,2017,4,8,1705-1721,"All OA; Green, Published",Article,"Tsang, Michael P.; Li, Dingsheng; Garner, Kendra L.; Keller, Arturo A.; Suh, Sangwon; Sonnemann, Guido W.",,"Tsang, Michael P. (University of Bordeaux); Li, Dingsheng (University of California System); Garner, Kendra L. (University of California System); Keller, Arturo A. (University of California System); Suh, Sangwon (University of California System); Sonnemann, Guido W. (University of Bordeaux)",6,6,,3.34,https://escholarship.org/content/qt74x5j7vp/qt74x5j7vp.pdf?t=ouu1dv,https://app.dimensions.ai/details/publication/pub.1090369601,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
43,100,pub.1090277555,10.1039/c7en00358g,,,Activation of antioxidant and detoxification gene expression in cucumber plants exposed to a Cu(OH) 2 nanopesticide,Environmental Science Nano,,,2017,2017,4,8,1750-1760,"All OA; Green, Published",Article,"Zhao, Lijuan; Hu, Qirui; Huang, Yuxiong; Fulton, Aaron N.; Hannah-Bick, Cameron; Adeleye, Adeyemi S.; Keller, Arturo A.",,"Zhao, Lijuan (University of California System); Hu, Qirui (University of California, Santa Barbara); Huang, Yuxiong (University of California System); Fulton, Aaron N. (University of California System); Hannah-Bick, Cameron (); Adeleye, Adeyemi S. (University of California System); Keller, Arturo A. (University of California System)",14,14,,5.3,https://escholarship.org/content/qt6rq5k1rq/qt6rq5k1rq.pdf?t=ow5xt8,https://app.dimensions.ai/details/publication/pub.1090277555,0607 Plant Biology; 0604 Genetics; 06 Biological Sciences,0607 Plant Biology,0604 Genetics,06 Biological Sciences,,
44,100,pub.1000852387,10.1016/j.apenergy.2016.07.061,,,"Comparative analysis of energy intensity and carbon emissions in wastewater treatment in USA, Germany, China and South Africa",Applied Energy,,,2016-12,2016,184,Environ Sci: Water Res Technol 2 2016,873-881,"All OA; Green, Published",Article,"Wang, Hongtao; Yang, Yi; Keller, Arturo A.; Li, Xiang; Feng, Shijin; Dong, Ya-nan; Li, Fengting","Wang, Hongtao","Wang, Hongtao (Tongji University); Yang, Yi (SRA International (United States)); Keller, Arturo A. (University of California, Santa Barbara); Li, Xiang (Tongji University); Feng, Shijin (Tongji University); Dong, Ya-nan (Tongji University); Li, Fengting (Tongji University)",40,31,,8.82,https://escholarship.org/content/qt3zr273fm/qt3zr273fm.pdf?t=ok16jc,https://app.dimensions.ai/details/publication/pub.1000852387,09 Engineering; 0904 Chemical Engineering,09 Engineering,0904 Chemical Engineering,,,
