,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John Michael Melack. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
189,100,pub.1001562850,10.1007/bf00000355,,,Mass balance of major solutes in a rainforest catchment in the Central Amazon: Implications for nutrient budgets in tropical rainforests,Biogeochemistry,,,1996-02,1996,32,2,115-142,Closed,Article,"Lesack, Lance F. W.; Melack, John M.",,"Lesack, Lance F. W. (); Melack, John M. (University of California, Santa Barbara)",32,1,,,,https://app.dimensions.ai/details/publication/pub.1001562850,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
190,100,pub.1041489302,10.1016/0034-4257(95)00185-9,,,Remote sensing of foliar chemistry of inundated rice with imaging spectrometry,Remote Sensing of Environment,,,1996-01,1996,55,1,50-58,Closed,Article,"LaCapra, V.C.; Melack, J.M.; Gastil, M.; Valeriano, D.","Melack, J.M.","LaCapra, V.C. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara); Gastil, M. (University of California, Santa Barbara); Valeriano, D. (University of California, Santa Barbara)",49,6,,,,https://app.dimensions.ai/details/publication/pub.1041489302,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
191,100,pub.1006252238,10.3739/rikusui.57.367,,,"Remote Sensing of Chlorophyll, Suspended Solids and Transparency in Lake Biwa, Japan",Japanese Journal of Limnology (Rikusuigaku Zasshi),,,1996,1996,57,4-2,367,All OA; Gold,Article,"MELACK, John M; GASTIL, Mary; AZUMA, Yoshihiro; HARASHIMA, Akira; TSUDA, Ryohei",,"MELACK, John M (); GASTIL, Mary (); AZUMA, Yoshihiro (); HARASHIMA, Akira (); TSUDA, Ryohei ()",1,0,,,https://www.jstage.jst.go.jp/article/rikusui1931/57/4-2/57_4-2_367/_pdf,https://app.dimensions.ai/details/publication/pub.1006252238,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
192,100,pub.1042416464,10.1016/0034-4257(95)00140-9,,,Understanding the radar backscattering from flooded and nonflooded Amazonian forests: Results from canopy backscatter modeling,Remote Sensing of Environment,,,1995-12,1995,54,3,324-332,Closed,Article,"Wang, Yong; Hess, Laura L.; Filoso, Solange; Melack, John M.","Wang, Yong","Wang, Yong (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Filoso, Solange (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",124,9,,,,https://app.dimensions.ai/details/publication/pub.1042416464,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
193,100,pub.1033231329,10.1111/j.1752-1688.1995.tb03426.x,,,"CLIMATE, SNOW COVER, GLACIERS, AND RUNOFF IN THE TIEN SHAN, CENTRAL ASIA1",JAWRA Journal of the American Water Resources Association,,,1995-12,1995,31,6,1113-1129,Closed,Article,"Aizen, Vladimir B.; Aizen, Elena M.; Melack, John M.",,"Aizen, Vladimir B. (University of California, Santa Barbara); Aizen, Elena M. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",82,21,,,,https://app.dimensions.ai/details/publication/pub.1033231329,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
194,100,pub.1003533241,10.1016/0022-1694(95)02702-q,,,"Controls on the major ion chemistry of the Ürümqi River, Tian Shan, People's Republic of China",Journal of Hydrology,,,1995-11,1995,172,1-4,209-229,Closed,Article,"Wilhams, Mark W.; Yang, Daqing; Liu, Fengjing; Turk, John; Melack, John M.","Wilhams, Mark W.","Wilhams, Mark W. (University of Colorado Boulder); Yang, Daqing (); Liu, Fengjing (); Turk, John (United States Geological Survey); Melack, John M. (University of California, Santa Barbara)",14,2,,,,https://app.dimensions.ai/details/publication/pub.1003533241,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
195,100,pub.1052971548,10.1016/0169-555x(95)00038-7,,,"Spatial patterns of hydrology, geomorphology, and vegetation on the floodplain of the Amazon river in Brazil from a remote sensing perspective",Geomorphology,,,1995-09,1995,13,1-4,215-232,Closed,Article,"Mertes, Leal A.K.; Daniel, Darin L.; Melack, John M.; Nelson, Bruce; Martinelli, Luiz A.; Forsberg, Bruce R.",,"Mertes, Leal A.K. (University of California, Santa Barbara); Daniel, Darin L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Nelson, Bruce (National Institute of Amazonian Research); Martinelli, Luiz A. (); Forsberg, Bruce R. (National Institute of Amazonian Research)",153,59,,,,https://app.dimensions.ai/details/publication/pub.1052971548,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
196,100,pub.1002902667,10.1007/bf00002727,,,Oxygen depletion and carbon dioxide and methane production in waters of the Pantanal wetland of Brazil,Biogeochemistry,,,1995-08,1995,30,2,115-141,Closed,Article,"Hamilton, S. K.; Sippel, S. J.; Melack, J. M.",,"Hamilton, S. K. (University of California, Santa Barbara); Sippel, S. J. (University of California, Santa Barbara); Melack, J. M. (University of California, Santa Barbara)",107,14,,,,https://app.dimensions.ai/details/publication/pub.1002902667,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
197,100,pub.1061161292,10.1109/36.406675,,,Delineation of inundated area and vegetation along the Amazon floodplain with the SIR-C synthetic aperture radar,IEEE Transactions on Geoscience and Remote Sensing,,,1995-07,1995,33,4,896-904,Closed,Article,"Hess, L.L.; Melack, J.M.; Filoso, S.; Wang, Yong",,"Hess, L.L. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara); Filoso, S. (); Wang, Yong ()",295,29,,,,https://app.dimensions.ai/details/publication/pub.1061161292,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
198,100,pub.1030679195,10.1080/01431169508954415,,,The effects of changes in forest biomass on radar backscatter from tree canopies,International Journal of Remote Sensing,,,1995-02,1995,16,3,503-513,Closed,Article,"WANG, Y.; DAVIS, F. W.; MELACK, J. M.; KASISCHKE, E. S.; CHRISTENSEN, N. L.",,"WANG, Y. (University of California, Santa Barbara); DAVIS, F. W. (University of California, Santa Barbara); MELACK, J. M. (University of California, Santa Barbara); KASISCHKE, E. S. (Duke University); CHRISTENSEN, N. L. (Duke University)",37,6,,,,https://app.dimensions.ai/details/publication/pub.1030679195,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
199,100,pub.1019352679,10.1029/94wr02271,,,Flooding Hydrology and Mixture Dynamics of Lake Water Derived from Multiple Sources in an Amazon Floodplain Lake,Water Resources Research,,,1995-02,1995,31,2,329-345,"All OA; Green, Accepted & Submitted",Article,"Lesack, Lance F. W.; Melack, John M.",,"Lesack, Lance F. W. (); Melack, John M. ()",91,10,,,http://urlib.net/5PFmX3pFwXQZ35hoNjcx/AhA2h,https://app.dimensions.ai/details/publication/pub.1019352679,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
200,100,pub.1018777793,10.1007/bf02178059,,,"Fluxes and transformations of nitrogen in a high-elevation catchment, Sierra Nevada",Biogeochemistry,,,1995-02,1995,28,1,1-31,Closed,Article,"Williams, Mark W.; Bales, Roger C.; Brown, Aaron D.; Melack, John M.",,"Williams, Mark W. (University of Colorado Boulder); Bales, Roger C. (University of Arizona); Brown, Aaron D. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",84,2,,,,https://app.dimensions.ai/details/publication/pub.1018777793,04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience; 03 Chemical Sciences; 0399 Other Chemical Sciences,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,03 Chemical Sciences,0399 Other Chemical Sciences,
201,100,pub.1011551921,10.1016/0034-4257(94)00061-q,,,Remote sensing of the land surface for studies of global change: Models — algorithms — experiments,Remote Sensing of Environment,,,1995-01,1995,51,1,3-26,Closed,Article,"Sellers, P.J.; Meeson, B.W.; Hall, F.G.; Asrar, G.; Murphy, R.E.; Schiffer, R.A.; Bretherton, F.P.; Dickinson, R.E.; Ellingson, R.G.; Field, C.B.; Huemmrich, K.F.; Justice, C.O.; Melack, J.M.; Roulet, N.T.; Schimel, D.S.; Try, P.D.","Sellers, P.J.","Sellers, P.J. (Goddard Space Flight Center); Meeson, B.W. (Goddard Space Flight Center); Hall, F.G. (Goddard Space Flight Center); Asrar, G. (National Aeronautics and Space Administration); Murphy, R.E. (National Aeronautics and Space Administration); Schiffer, R.A. (National Aeronautics and Space Administration); Bretherton, F.P. (University of Wisconsin System); Dickinson, R.E. (University of Arizona); Ellingson, R.G. (University of Maryland, College Park); Field, C.B. (Department of Plant Biology); Huemmrich, K.F. (University of Maryland, College Park); Justice, C.O. (University of Maryland, College Park); Melack, J.M. (University of California, Santa Barbara); Roulet, N.T. (York University); Schimel, D.S. (Colorado State University); Try, P.D. ()",198,22,,,,https://app.dimensions.ai/details/publication/pub.1011551921,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
202,200,pub.1059975901,10.1093/plankt/17.11.2117,,,"Effects of different natural regimes of temperature and food on survival, growth and development of
                    Artemia monica
                    Verrill",Journal of Plankton Research,,,1995,1995,17,11,2117-2130,Closed,Article,"Dana, Gayle L.; Jellison, Robert; Melack, John M.",,"Dana, Gayle L. (); Jellison, Robert (); Melack, John M. ()",9,0,,,,https://app.dimensions.ai/details/publication/pub.1059975901,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences; 0608 Zoology,0607 Plant Biology,0602 Ecology,06 Biological Sciences,0608 Zoology,
203,200,pub.1059975900,10.1093/plankt/17.11.2093,,,Zooplankton cohort analysis using systems identification techniques,Journal of Plankton Research,,,1995,1995,17,11,2093-2115,Closed,Article,"Jellison, Robert; Dana, Gayle L.; Melack, John M.",,"Jellison, Robert (); Dana, Gayle L. (); Melack, John M. ()",16,0,,,,https://app.dimensions.ai/details/publication/pub.1059975900,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences; 0608 Zoology,0607 Plant Biology,0602 Ecology,06 Biological Sciences,0608 Zoology,
204,100,pub.1050718690,10.1016/b978-0-444-81867-6.50018-6,,,"Spatial patterns of hydrology, geomorphology, and vegetation on the floodplain of the Amazon River in Brazil from a remote sensing perspective",,"Biogeomorphology, Terrestrial and Freshwater Systems",,1995,1995,,,215-232,Closed,Chapter,"Mertes, Leal A.K.; Daniel, Darin L.; Melack, John M.; Nelson, Bruce; Martinelli, Luiz A.; Forsberg, Bruce R.",,"Mertes, Leal A.K. (United States Geological Survey); Daniel, Darin L. (United States Geological Survey); Melack, John M. (); Nelson, Bruce (); Martinelli, Luiz A. (); Forsberg, Bruce R. (National Institute of Amazonian Research)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1050718690,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0602 Ecology; 06 Biological Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0602 Ecology,06 Biological Sciences,
205,100,pub.1038699008,10.1111/j.1365-2427.1994.tb00875.x,,,Effects of single and repeated experimental acid pulses on invertebrates in a high altitude Sierra Nevada stream,Freshwater Biology,,,1994-08,1994,32,1,161-183,Closed,Article,"KRATZ, KIM W.; COOPER, SCOTT D.; MELACK, JOHN M.",,"KRATZ, KIM W. (University of California, Santa Barbara); COOPER, SCOTT D. (University of California, Santa Barbara); MELACK, JOHN M. (University of California, Santa Barbara)",25,0,,,,https://app.dimensions.ai/details/publication/pub.1038699008,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
206,100,pub.1027929255,10.1016/0034-4257(94)90056-6,,,The effects of changes in loblolly pine biomass and soil moisture on ERS-1 SAR backscatter,Remote Sensing of Environment,,,1994-07,1994,49,1,25-31,Closed,Article,"Wang, Yong; Kasischke, Eric S.; Melack, John M.; Davis, Frank W.; Christensen, Norman L.","Wang, Yong","Wang, Yong (University of California, Santa Barbara); Kasischke, Eric S. (Duke University); Melack, John M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Christensen, Norman L. (Duke University)",33,1,,,,https://app.dimensions.ai/details/publication/pub.1027929255,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
207,100,pub.1023372979,10.1080/02757259409532240,,,Remote sensing of lakes and floodplains in the Amazon basin,Remote Sensing Reviews,,,1994-07,1994,10,1-3,127-142,Closed,Article,"Melack, John M.; Hess, Laura L.; Sippel, Suzanne",,"Melack, John M. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Sippel, Suzanne (University of California, Santa Barbara)",23,2,,,,https://app.dimensions.ai/details/publication/pub.1023372979,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
208,100,pub.1035329162,10.1016/0034-4257(94)90115-5,,,Determination of inundation area in the Amazon River floodplain using the SMMR 37 GHz polarization difference,Remote Sensing of Environment,,,1994-04,1994,48,1,70-76,Closed,Article,"Sippel, Suzanne J.; Hamilton, Stephen K.; Melack, John M.; Choudhury, Bhaskar J.","Melack, John M.","Sippel, Suzanne J. (University of California, Santa Barbara); Hamilton, Stephen K. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Choudhury, Bhaskar J. (Goddard Space Flight Center)",96,9,,,,https://app.dimensions.ai/details/publication/pub.1035329162,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
209,100,pub.1095265337,10.1109/igarss.1994.399343,,,"Canopy penetration studies: modeled radar backscatter from Amazon floodplain forests at C-, L-, and P-band",,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,2,,1060-1062 vol.2,Closed,Proceeding,"Wang, Yong; Hess, L.L.; Filoso, S.; Melack, J.M.",,"Wang, Yong (University of California, Santa Barbara); Hess, L.L. (University of California, Santa Barbara); Filoso, S. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara)",4,1,,,,https://app.dimensions.ai/details/publication/pub.1095265337,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
210,100,pub.1094780445,10.1109/igarss.1994.399347,,,Mapping of floodplain inundation with multi-frequency polarimetric SAR: Use of a tree-based model,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,2,,1072-1073 vol.2,Closed,Proceeding,"Hess, L.L.; Melack, J.M.; Davis, F.W.",,"Hess, L.L. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara); Davis, F.W. (University of California, Santa Barbara)",6,2,,,,https://app.dimensions.ai/details/publication/pub.1094780445,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
211,100,pub.1093728113,10.1109/igarss.1994.399738,,,Comparison of spectral feature algorithms for remote sensing of chlorophyll in eutrophic lakes,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,4,,2363-2365 vol.4,Closed,Proceeding,"Melack, J.M.; Gastil, M.",,"Melack, J.M. (University of California, Santa Barbara); Gastil, M. (University of California, Santa Barbara)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1093728113,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
212,100,pub.1022139561,10.4319/lo.1993.38.7.1500,,,Consequences of riverine flooding for seston and theperiphyton of floating meadows in an Amazon floodplain lake,Limnology and Oceanography,,,1993-11,1993,38,7,1500-1520,All OA; Gold,Article,"Engle, Diana L.; Melack, John M.",,"Engle, Diana L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",62,2,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1993.38.7.1500,https://app.dimensions.ai/details/publication/pub.1022139561,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
213,200,pub.1093118040,10.1080/03680770.1992.11900139,,,"Interannual solute variations in a high elevation lake of the Sierra Nevada, California",SIL Proceedings 1922-2010,,,1993-09,1993,25,1,374-377,Closed,Article,"Melack, John M.; Hamilton, S. K.; Sickman, J. O.",,"Melack, John M. (); Hamilton, S. K. (); Sickman, J. O. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093118040,,,,,,
214,100,pub.1061160936,10.1109/36.239910,,,"Simulated and observed backscatter at P-, L-, and C-bands from ponderosa pine stands",IEEE Transactions on Geoscience and Remote Sensing,,,1993-07,1993,31,4,871-879,Closed,Article,"Wang, Y.; Davis, F.W.; Melack, J.M.",,"Wang, Y. (University of California, Santa Barbara); Davis, F.W. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara)",15,0,,,,https://app.dimensions.ai/details/publication/pub.1061160936,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
215,100,pub.1047074110,10.4319/lo.1993.38.5.1020,,,"Meromixis in hypersaline Mono Lake, California. 2. Nitrogen fluxes",Limnology and Oceanography,,,1993-07,1993,38,5,1020-1039,All OA; Gold,Article,"Jellison, Robert; Miller, Laurence G.; Melack, John M.; Dana, Gayle L.",,"Jellison, Robert (University of California, Santa Barbara); Miller, Laurence G. (United States Geological Survey); Melack, John M. (); Dana, Gayle L. ()",40,4,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1993.38.5.1020,https://app.dimensions.ai/details/publication/pub.1047074110,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
216,100,pub.1037011988,10.4319/lo.1993.38.5.1008,,,"Meromixis in hypersaline Mono Lake, California. 1. Stratification and vertical mixing during the onset, persistence, and breakdown of meromixis",Limnology and Oceanography,,,1993-07,1993,38,5,1008-1019,All OA; Gold,Article,"Jellison, Robert; Melack, John M.",,"Jellison, Robert (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",77,7,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1993.38.5.1008,https://app.dimensions.ai/details/publication/pub.1037011988,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
217,100,pub.1019783234,10.1007/bf00006264,,,Relationships between Artemia monica life history characteristics and salinity,Hydrobiologia,,,1993-07,1993,263,3,129-143,Closed,Article,"Dana, Gayle L.; Jellison, Robert; Melack, John M.; Starrett, Gwen L.",,"Dana, Gayle L. (University of California, Santa Barbara); Jellison, Robert (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Starrett, Gwen L. ()",12,0,,,,https://app.dimensions.ai/details/publication/pub.1019783234,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
218,100,pub.1042224880,10.4319/lo.1993.38.4.0818,,,"Algal photosynthetic activity and its response to meromixis in hypersaline Mono Lake, California",Limnology and Oceanography,,,1993-06,1993,38,4,818-837,All OA; Gold,Article,"Jellison, Robert; Melack, John M.",,"Jellison, Robert (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",55,1,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.1993.38.4.0818/pdf,https://app.dimensions.ai/details/publication/pub.1042224880,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
219,100,pub.1061161170,10.1109/36.317448,,,Modeling L-band radar backscatter of Alaskan boreal forest,IEEE Transactions on Geoscience and Remote Sensing,,,1993,1993,31,6,1146-1154,Closed,Article,"Wang, Y.; Day, J.L.; Davis, F.W.; Melack, J.M.",,"Wang, Y. (University of California, Santa Barbara); Day, J.L. (University of California, Santa Barbara); Davis, F.W. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara)",12,3,,,,https://app.dimensions.ai/details/publication/pub.1061161170,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
220,100,pub.1036206604,10.1007/bf00015113,,,"Photosynthetic activity of phytoplankton in a high altitude lake (Emerald Lake, Sierra Nevada, California)",Hydrobiologia,,,1992-02,1992,230,1,37-48,Closed,Article,"Sickman, James O.; Melack, John M.",,"Sickman, James O. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",9,1,,,,https://app.dimensions.ai/details/publication/pub.1036206604,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
221,100,pub.1091947866,10.3189/1992aog16-1-25-32,,,"Sources and spatial variation of the chemical composition of snow in the Tien Shan, China",Annals of Glaciology,,,1992,1992,16,,25-32,All OA; Gold,Article,"Williams, Mark W.; Tonnessen, Kathy A.; Melack, John M.; Daqing, Yang",,"Williams, Mark W. (); Tonnessen, Kathy A. (); Melack, John M. (); Daqing, Yang ()",9,1,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B39E67F985F041DC887DA6576B8B2E9D/S0260305500004778a.pdf/div-class-title-sources-and-spatial-variation-of-the-chemical-composition-of-snow-in-the-tien-shan-china-div.pdf,https://app.dimensions.ai/details/publication/pub.1091947866,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
222,100,pub.1083770728,10.1017/s0260305500004778,,,"Sources and spatial variation of the chemical composition of snow in the Tien Shan, China",Annals of Glaciology,,,1992,1992,16,,25-32,All OA; Gold,Article,"Williams, Mark W.; Tonnessen, Kathy A.; Melack, John M.; Daqing, Yang",,"Williams, Mark W. (); Tonnessen, Kathy A. (); Melack, John M. (); Daqing, Yang ()",46,3,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B39E67F985F041DC887DA6576B8B2E9D/S0260305500004778a.pdf/div-class-title-sources-and-spatial-variation-of-the-chemical-composition-of-snow-in-the-tien-shan-china-div.pdf,https://app.dimensions.ai/details/publication/pub.1083770728,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
223,100,pub.1005925669,10.1029/91wr01946,,,"The Deposition, Composition, and Potential Sources of Major Ionic Solutes in Rain of the Central Amazon Basin",Water Resources Research,,,1991-11,1991,27,11,2953-2977,Closed,Article,"Lesack, Lance F. W.; Melack, John M.",,"Lesack, Lance F. W. (); Melack, John M. ()",55,2,,,,https://app.dimensions.ai/details/publication/pub.1005925669,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
224,100,pub.1034662158,10.1007/bf00002608,,,"Atmospheric deposition and solute export in giant sequoia — mixed conifer watersheds in the Sierra Nevada, California",Biogeochemistry,,,1991-03,1991,12,3,207-230,Closed,Article,"Stohlgren, Thomas J.; Melack, John M.; Esperanza, Anne M.; Parsons, David J.",,"Stohlgren, Thomas J. (University of California, Davis); Melack, John M. (University of California, Santa Barbara); Esperanza, Anne M. (); Parsons, David J. ()",12,0,,,,https://app.dimensions.ai/details/publication/pub.1034662158,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
225,100,pub.1003922626,10.1007/978-1-4613-9038-1_21,,,"Sierra Nevada, California",,Acidic Deposition and Aquatic Ecosystems,,1991,1991,,,503-530,Closed,Chapter,"Melack, John M.; Stoddard, John L.",,"Melack, John M. (); Stoddard, John L. ()",42,3,,,,https://app.dimensions.ai/details/publication/pub.1003922626,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
226,200,pub.1028077389,10.1117/12.21352,,,"Reflectance spectra from eutrophic Mono Lake, California, measured with the Airborne Visible and Infrared Imaging Spectrometer",Proceedings of SPIE,Imaging Spectroscopy of the Terrestrial Environment,,1990-09-01,1990,1298,,202-212,Closed,Proceeding,"Melack, John M.; Pilorz, Stuart H.",,"Melack, John M. (University of California, Santa Barbara); Pilorz, Stuart H. (Jet Propulsion Lab)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1028077389,,,,,,
227,100,pub.1034618399,10.1080/01431169008955095,,,Radar detection of flooding beneath the forest canopy: a review,International Journal of Remote Sensing,,,1990-07,1990,11,7,1313-1325,Closed,Article,"HESS, LAURA L.; MELACK, JOHN M.; SIMONETT, DAVID S.",,"HESS, LAURA L. (University of California, Santa Barbara); MELACK, JOHN M. (University of California, Santa Barbara); SIMONETT, DAVID S. (University of California, Santa Barbara)",252,31,,,,https://app.dimensions.ai/details/publication/pub.1034618399,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
