,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jian Cheng Shi. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
22,100,pub.1112401238,10.1007/978-3-662-48297-1_3,,,Airborne and Spaceborne Passive Microwave Measurements of Soil Moisture,Ecohydrology,Observation and Measurement of Ecohydrological Processes,,2019,2019,2,,71-105,Closed,Chapter,"Shi, Jiancheng; Zhao, Tianjie; Cui, Qian; Yao, Panpan","Shi, Jiancheng","Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Cui, Qian (Institute of Remote Sensing and Digital Earth); Yao, Panpan (Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1112401238,09 Engineering; 0503 Soil Sciences; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences
23,100,pub.1112290725,10.1109/jstars.2019.2895942,,,Foreword to the special issue on the recent progress in quantitative land remote sensing: Modeling and estimation,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2019,2019,12,2,391-395,Closed,Article,"Liang, Shunlin; Liu, Qinhuo; Yan, Guangjian; Shi, Jiancheng; Kerekes, John P.",,"Liang, Shunlin (University of Maryland, College Park); Liu, Qinhuo (Institute of Remote Sensing and Digital Earth); Yan, Guangjian (Beijing Normal University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Kerekes, John P. (Rochester Institute of Technology)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1112290725,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
24,100,pub.1111001490,10.3390/rs11010054,,,An Assessment of Satellite Radiance Data Assimilation in RMAPS,Remote Sensing,,,2018-12-29,2018,11,1,54,All OA; Gold,Article,"Xie, Yanhui; Fan, Shuiyong; Chen, Min; Shi, Jiancheng; Zhong, Jiqin; Zhang, Xinyu",,"Xie, Yanhui (China Meteorological Administration); Fan, Shuiyong (China Meteorological Administration); Chen, Min (China Meteorological Administration); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhong, Jiqin (China Meteorological Administration); Zhang, Xinyu (China Meteorological Administration)",1,1,,,https://www.mdpi.com/2072-4292/11/1/54/pdf,https://app.dimensions.ai/details/publication/pub.1111001490,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
25,500,pub.1100351960,10.1038/s41598-018-19431-w,29348494,PMC5773517,Diurnal cycle and seasonal variation of cloud cover over the Tibetan Plateau as determined from Himawari-8 new-generation geostationary satellite data,Scientific Reports,,,2018-12,2018,8,1,1105,All OA; Gold,Article,"Shang, Huazhe; Letu, Husi; Nakajima, Takashi Y.; Wang, Ziming; Ma, Run; Wang, Tianxing; Lei, Yonghui; Ji, Dabin; Li, Shenshen; Shi, Jiancheng","Letu, Husi","Shang, Huazhe (Institute of Remote Sensing and Digital Earth); Letu, Husi (Institute of Remote Sensing and Digital Earth; Tokai University); Nakajima, Takashi Y. (Tokai University); Wang, Ziming (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Ma, Run (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Wang, Tianxing (Institute of Remote Sensing and Digital Earth); Lei, Yonghui (Institute of Remote Sensing and Digital Earth); Ji, Dabin (Institute of Remote Sensing and Digital Earth); Li, Shenshen (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",15,15,,,https://www.nature.com/articles/s41598-018-19431-w.pdf,https://app.dimensions.ai/details/publication/pub.1100351960,0601 Biochemistry and Cell Biology; 0299 Other Physical Sciences; 06 Biological Sciences; 02 Physical Sciences,0601 Biochemistry and Cell Biology,0299 Other Physical Sciences,06 Biological Sciences,02 Physical Sciences,
26,100,pub.1110199224,10.1029/2018wr023060,,,Construction of the 500‐m Resolution Daily Global Surface Water Change Database (2001–2016),Water Resources Research,,,2018-12,2018,54,12,"10,270-10,292",All OA; Gold,Article,"Ji, Luyan; Gong, Peng; Wang, Jie; Shi, Jiancheng; Zhu, Zhiliang",,"Ji, Luyan (Tsinghua University); Gong, Peng (Tsinghua University); Wang, Jie (Tsinghua University; Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhu, Zhiliang (United States Geological Survey)",5,5,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2018WR023060,https://app.dimensions.ai/details/publication/pub.1110199224,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
27,100,pub.1107083916,10.3390/rs10091490,,,Recent Progress in Quantitative Land Remote Sensing in China,Remote Sensing,,,2018-09-18,2018,10,9,1490,All OA; Gold,Article,"Liang, Shunlin; Shi, Jiancheng; Yan, Guangjian",,"Liang, Shunlin (State Key Laboratory of Remote Sensing Science; University of Maryland, College Park; Wuhan University); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science; Beijing Normal University); Yan, Guangjian (State Key Laboratory of Remote Sensing Science; Beijing Normal University)",0,0,,,https://www.mdpi.com/2072-4292/10/9/1490/pdf,https://app.dimensions.ai/details/publication/pub.1107083916,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
28,100,pub.1107279109,10.1109/mgrs.2018.2850963,,,An Algorithm for Subpixel Snow Mapping: Extraction of a Fractional Snow-Covered Area Based on Ten-Day Composited AVHRR\/2 Data of the Qinghai-Tibet Plateau,IEEE Geoscience and Remote Sensing Magazine,,,2018-09,2018,6,3,86-98,Closed,Article,"Zhu, Ji; Shi, Jiancheng",,"Zhu, Ji (Shijiazhuang University of Economics); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1107279109,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
29,100,pub.1106449390,10.3390/rs10091380,,,Impact of Radiance Data Assimilation on the Prediction of Heavy Rainfall in RMAPS: A Case Study,Remote Sensing,,,2018-08-30,2018,10,9,1380,All OA; Gold,Article,"Xie, Yanhui; Shi, Jiancheng; Fan, Shuiyong; Chen, Min; Dou, Youjun; Ji, Dabin",,"Xie, Yanhui (China Meteorological Administration); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Fan, Shuiyong (China Meteorological Administration); Chen, Min (China Meteorological Administration); Dou, Youjun (China Meteorological Administration); Ji, Dabin (Institute of Remote Sensing and Digital Earth)",3,3,,,https://www.mdpi.com/2072-4292/10/9/1380/pdf,https://app.dimensions.ai/details/publication/pub.1106449390,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
30,100,pub.1111144451,10.23919/piers.2018.8597699,,,Measurement and Modeling of Multi-Frequency Microwave Emission of Soil Freezing and Thawing Processes,,2018 Progress in Electromagnetics Research Symposium (PIERS-Toyama),,2018-08,2018,00,,31-36,Closed,Proceeding,"Zhao, Tianjie; Shi, Jiancheng; Zhao, Shaojie; Chen, Kunshan; Wang, Pingkai; Li, Shangnan; Xiong, Chuan; Xiao, Qing",,"Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhao, Shaojie (Beijing Normal University); Chen, Kunshan (Institute of Remote Sensing and Digital Earth); Wang, Pingkai (Institute of Remote Sensing and Digital Earth); Li, Shangnan (Institute of Remote Sensing and Digital Earth); Xiong, Chuan (Institute of Remote Sensing and Digital Earth); Xiao, Qing (Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1111144451,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
31,100,pub.1111133379,10.23919/piers.2018.8598063,,,Theoretical Modelling Study on MVI Derivation in Multangular Observation Systems,,2018 Progress in Electromagnetics Research Symposium (PIERS-Toyama),,2018-08,2018,00,,1204-1207,Closed,Proceeding,"Talebi, Somayeh; Shi, Jiancheng; Zhao, Tianjie",,"Talebi, Somayeh (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1111133379,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
32,100,pub.1104021380,10.1109/lgrs.2018.2829222,,,"A Parameterized Multiangular Microwave Emission Model of L-, C-, and X-Bands for Corn Considering Multiple-Scattering Effects",IEEE Geoscience and Remote Sensing Letters,,,2018-08,2018,15,8,1249-1253,Closed,Article,"Chai, Linna; Zhang, Qian; Shi, Jiancheng; Liu, Shaomin; Zhao, Shaojie; Jiang, Haiying",,"Chai, Linna (Beijing Normal University); Zhang, Qian (); Shi, Jiancheng (Chinese Academy of Sciences); Liu, Shaomin (Beijing Normal University); Zhao, Shaojie (Beijing Normal University); Jiang, Haiying (Beijing Normal University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1104021380,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,0801 Artificial Intelligence and Image Processing
33,100,pub.1109777748,10.1109/igarss.2018.8517537,,,An Extension of Microwave Vegetation Indices for Short Vegetation Covered Surfaces Using FY-3B/MWRI Data,,IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium,,2018-07,2018,00,,7601-7604,Closed,Proceeding,"Li, Yunqing; Shi, Jiancheng",,"Li, Yunqing (Beijing City University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1109777748,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
34,100,pub.1109776256,10.1109/igarss.2018.8518868,,,High Resolution Freeze/Thaw States Detection Using Combination of Passive Microwave and Thermal Infrared Observations,,IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium,,2018-07,2018,00,,8555-8558,Closed,Proceeding,"Zhao, Tianjie; Shi, Jiancheng; Tongxi, HU; Wang, Tianxing; Ji, Dabin; Li, Rui",,"Zhao, Tianjie (); Shi, Jiancheng (); Tongxi, HU (); Wang, Tianxing (); Ji, Dabin (); Li, Rui ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1109776256,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
35,100,pub.1109776125,10.1109/igarss.2018.8519297,,,Remotely Sensed Clear-Sky Surface Longwave Downward Radiation by Using Multivariate Adaptive Regression Splines Method,,IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium,,2018-07,2018,00,,5571-5574,Closed,Proceeding,"Zhou, Wang; Wang, Tianxing; Shi, Jiancheng; Peng, Bin; Zhao, Rui; Yu, Yuechi",,"Zhou, Wang (Chinese Academy of Sciences; University of Chinese Academy of Sciences); Wang, Tianxing (Chinese Academy of Sciences); Shi, Jiancheng (Chinese Academy of Sciences); Peng, Bin (National Center for Supercomputing Applications); Zhao, Rui (Chinese Academy of Sciences; Jilin University); Yu, Yuechi (Chinese Academy of Sciences; University of Chinese Academy of Sciences)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1109776125,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
36,100,pub.1109775990,10.1109/igarss.2018.8517373,,,New Scheme for Estimating Land Surface Temperature from AMSR-E Over the Continental United States,,IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium,,2018-07,2018,00,,3434-3436,Closed,Proceeding,"Zhao, Rui; Wang, Tianxing; Meng, Zhiguo; Shi, Jiancheng; Zhou, Wang; Lil, Shangnan",,"Zhao, Rui (Jilin University; Institute of Remote Sensing and Digital Earth); Wang, Tianxing (Institute of Remote Sensing and Digital Earth); Meng, Zhiguo (Jilin University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhou, Wang (Institute of Remote Sensing and Digital Earth); Lil, Shangnan (Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1109775990,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
37,100,pub.1109775264,10.1109/igarss.2018.8518814,,,Model Investigation of Time-Series Ground Based Sar and Microwave Radiometer Experimental Data of Snow-Covered Soil,,IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium,,2018-07,2018,00,,8508-8510,Closed,Proceeding,"Xiong, Chuan; Shi, Jiancheng; Pan, Jinmei; Xu, Haokui; Zhao, Tianjie; Che, Tao; Hu, Lu; Ji, Xiang; Zhou, Wang",,"Xiong, Chuan (); Shi, Jiancheng (); Pan, Jinmei (); Xu, Haokui (); Zhao, Tianjie (); Che, Tao (); Hu, Lu (); Ji, Xiang (); Zhou, Wang ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1109775264,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
38,100,pub.1109775030,10.1109/igarss.2018.8519578,,,Assessment of two Satellite-Based Land Surface Shortwave Downward Radiation Datasets Over the Tibetan Plateau,,IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium,,2018-07,2018,00,,1180-1182,Closed,Proceeding,"Yu, Yuechi; Wang, Tianxing; Shi, Jiancheng",,"Yu, Yuechi (State Key Laboratory of Remote Sensing Science; University of Chinese Academy of Sciences); Wang, Tianxing (State Key Laboratory of Remote Sensing Science); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1109775030,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
39,100,pub.1109773209,10.1109/igarss.2018.8518721,,,Soil Moisture Retrieval by Combining Using Active and Passive Microwave Data,,IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium,,2018-07,2018,00,,7487-7490,Closed,Proceeding,"Li, Shangnan; Zhao, Tianjie; Shi, Jiancheng; Hu, Lu; Zhao, Rui",,"Li, Shangnan (Jilin University; Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Hu, Lu (Institute of Remote Sensing and Digital Earth); Zhao, Rui (Jilin University; Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1109773209,09 Engineering; 0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
40,100,pub.1103683103,10.5194/isprs-archives-xlii-3-1623-2018,,,THEORETICAL MODELLING STUDY ON THE RELATIONSHIP BETWEEN MULTI-FREQUENCY MICROWAVE VEGETATION INDEX AND VEGETATION PROPERTIES (OPTICAL DEPTH AND SINGLE SCATTERING ALBEDO),"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,2018-04-30,2018,XLII-3,,1623-1627,All OA; Gold,Article,"Talebi, S.; Shi, J.; Zhao, T.",,"Talebi, S. (); Shi, J. (); Zhao, T. ()",0,0,,,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-3/1623/2018/isprs-archives-XLII-3-1623-2018.pdf,https://app.dimensions.ai/details/publication/pub.1103683103,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
41,100,pub.1092999397,10.1016/j.rse.2017.11.011,,,Cloudy-sky land surface longwave downward radiation (LWDR) estimation by integrating MODIS and AIRS/AMSU measurements,Remote Sensing of Environment,,,2018-02,2018,205,,100-111,Closed,Article,"Wang, Tianxing; Shi, Jiancheng; Yu, Yuechi; Husi, Letu; Gao, Bo; Zhou, Wang; Ji, Dabin; Zhao, Tianjie; Xiong, Chuan; Chen, Ling","Wang, Tianxing","Wang, Tianxing (State Key Laboratory of Remote Sensing Science); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science); Yu, Yuechi (State Key Laboratory of Remote Sensing Science); Husi, Letu (State Key Laboratory of Remote Sensing Science); Gao, Bo (Capital Normal University); Zhou, Wang (State Key Laboratory of Remote Sensing Science); Ji, Dabin (State Key Laboratory of Remote Sensing Science); Zhao, Tianjie (State Key Laboratory of Remote Sensing Science); Xiong, Chuan (State Key Laboratory of Remote Sensing Science); Chen, Ling (Beijing Forestry University)",6,6,,,,https://app.dimensions.ai/details/publication/pub.1092999397,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
42,100,pub.1092227417,10.1016/j.rse.2017.09.017,,,Snow specific surface area remote sensing retrieval using a microstructure based reflectance model,Remote Sensing of Environment,,,2018-01,2018,204,,838-849,Closed,Article,"Xiong, Chuan; Shi, Jiancheng","Shi, Jiancheng","Xiong, Chuan (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",3,3,,,,https://app.dimensions.ai/details/publication/pub.1092227417,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
43,100,pub.1090832964,10.1016/b978-0-12-409548-9.10359-8,,,Snow Properties From Active Remote Sensing Instruments,,Comprehensive Remote Sensing,,2018,2018,,IEEE Transactions on Geoscience and Remote Sensing39122001,237-257,Closed,Chapter,"Rott, H.; Shi, J.; Xiong, C.; Cui, Y.",,"Rott, H. (University of Innsbruck); Shi, J. (Institute of Remote Sensing and Digital Earth); Xiong, C. (Institute of Remote Sensing and Digital Earth); Cui, Y. (Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1090832964,0906 Electrical and Electronic Engineering; 09 Engineering; 0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,09 Engineering,0909 Geomatic Engineering,,
44,100,pub.1090742036,10.1016/b978-0-12-409548-9.10644-x,,,Optical and Microwave Modeling of Snow,,Comprehensive Remote Sensing,,2018,2018,,Journal of Geophysical Research. Atmospheres1043D242005,85-138,Closed,Chapter,"Tsang, L.; Tan, S.; Xiong, C.; Shi, J.",,"Tsang, L. (University of Michigan); Tan, S. (University of Michigan); Xiong, C. (Institute of Remote Sensing and Digital Earth); Shi, J. (Institute of Remote Sensing and Digital Earth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1090742036,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
45,100,pub.1090690867,10.1016/b978-0-12-409548-9.10546-9,,,Volume 4 Overview: Water Cycle Over Land,,Comprehensive Remote Sensing,,2018,2018,,,1-3,Closed,Chapter,"Shi, J.",,"Shi, J. (Institute of Remote Sensing and Digital Earth)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1090690867,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
46,100,pub.1090685452,10.1016/b978-0-12-409548-9.10625-6,,,Snow Cover Mapping,,Comprehensive Remote Sensing,,2018,2018,,,139-155,Closed,Chapter,"Jiang, L.; Shi, J.",,"Jiang, L. (Beijing Normal University); Shi, J. (State Key Laboratory of Remote Sensing Science)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1090685452,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
47,100,pub.1099894563,10.3390/rs9121339,,,High-Resolution Mapping of Freeze/Thaw Status in China via Fusion of MODIS and AMSR2 Data,Remote Sensing,,,2017-12-20,2017,9,12,1339,All OA; Gold,Article,"Hu, Tongxi; Zhao, Tianjie; Shi, Jiancheng; Wu, Shengli; Liu, Dan; Qin, Haiming; Zhao, Kaiguang",,"Hu, Tongxi (); Zhao, Tianjie (); Shi, Jiancheng (); Wu, Shengli (); Liu, Dan (); Qin, Haiming (The Ohio State University); Zhao, Kaiguang (The Ohio State University)",4,4,,1.76,https://www.mdpi.com/2072-4292/9/12/1339/pdf,https://app.dimensions.ai/details/publication/pub.1099894563,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
48,100,pub.1099602707,10.1117/1.jrs.11.046016,,,Reconstructing spatial–temporal continuous MODIS land surface temperature using the DINEOF method,Journal of Applied Remote Sensing,,,2017-12-05,2017,11,4,046016,Closed,Article,"Zhou, Wang; Peng, Bin; Shi, Jiancheng",,"Zhou, Wang (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Peng, Bin (University of Illinois at Urbana Champaign); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",3,2,,1.32,,https://app.dimensions.ai/details/publication/pub.1099602707,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
49,100,pub.1092391996,10.1109/lgrs.2017.2756111,,,Estimation of Microwave Atmospheric Transmittance Over China,IEEE Geoscience and Remote Sensing Letters,,,2017-12,2017,14,12,2210-2214,Closed,Article,"Shi, Lijuan; Qiu, Yubao; Shi, Jiancheng; Lemmetyinen, Juha; Zhao, Shaojie",,"Shi, Lijuan (Chinese Academy of Sciences; University of Chinese Academy of Sciences); Qiu, Yubao (Chinese Academy of Sciences); Shi, Jiancheng (Chinese Academy of Sciences); Lemmetyinen, Juha (); Zhao, Shaojie (State Key Laboratory of Remote Sensing Science)",4,3,,2.31,,https://app.dimensions.ai/details/publication/pub.1092391996,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,0801 Artificial Intelligence and Image Processing
50,100,pub.1092464535,10.1109/jstars.2017.2765395,,,Foreword to the Special Issue on Modeling and Simulation of Remote Sensing Data,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2017-11,2017,10,11,4663-4665,Closed,Article,"Kerekes, J. P.; Shi, J.; Tsang, L.; Gastellu-Etchegorry, J.-P.",,"Kerekes, J. P. (Rochester Institute of Technology); Shi, J. (Institute of Remote Sensing and Digital Earth); Tsang, L. (University of Michigan); Gastellu-Etchegorry, J.-P. (Center for the Study of the Biosphere from Space)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1092464535,08 Information and Computing Sciences; 09 Engineering; 0801 Artificial Intelligence and Image Processing; 0909 Geomatic Engineering,08 Information and Computing Sciences,09 Engineering,0801 Artificial Intelligence and Image Processing,0909 Geomatic Engineering,
