,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Erica Fleishman. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
85,100,pub.1000688393,10.1111/j.1095-8312.2005.00479.x,,,"Relationships among non‐native plants, diversity of plants and butterflies, and adequacy of spatial sampling",Biological Journal of the Linnean Society,,,2005-06,2005,85,2,157-166,All OA; Gold,Article,"FLEISHMAN, ERICA; NALLY, RALPH MAC; MURPHY, DENNIS D.",,"FLEISHMAN, ERICA (Stanford University); NALLY, RALPH MAC (Monash University); MURPHY, DENNIS D. (University of Nevada Reno)",28,0,,2.05,https://academic.oup.com/biolinnean/article-pdf/85/2/157/14068719/j.1095-8312.2005.00479.x.pdf,https://app.dimensions.ai/details/publication/pub.1000688393,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
86,400,pub.1038675892,10.1016/j.jenvman.2004.08.010,15572084,,Cross-taxonomic potential and spatial transferability of an umbrella species index,Journal of Environmental Management,,Animals; Biodiversity; Birds; Butterflies; Conservation of Natural Resources; Ecology; Geography; Nevada,2005-01,2005,74,1,79-87,Closed,Article,"Betrus, Christopher J.; Fleishman, Erica; Blair, Robert B.","Fleishman, Erica","Betrus, Christopher J. (Miami University); Fleishman, Erica (Stanford University); Blair, Robert B. (Miami University)",22,2,0.19,2.37,,https://app.dimensions.ai/details/publication/pub.1038675892,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
87,100,pub.1023321788,10.1111/j.1366-9516.2005.00131.x,,,Associations among spring‐dependent aquatic assemblages and environmental and land use gradients in a Mojave Desert mountain range,Diversity and Distributions,,,2005-01,2005,11,1,91-99,Closed,Article,"Sada, Donald W.; Fleishman, Erica; Murphy, Dennis D.",,"Sada, Donald W. (); Fleishman, Erica (); Murphy, Dennis D. ()",31,4,,2.75,,https://app.dimensions.ai/details/publication/pub.1023321788,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
88,100,pub.1004510063,10.1111/j.1523-1739.2004.00399.x,,,Influence of Temporal Scale of Sampling on Detection of Relationships between Invasive Plants and the Diversity Patterns of Plants and Butterflies,Conservation Biology,,,2004-12,2004,18,6,1525-1532,Closed,Article,"NALLY, RALPH MAC; FLEISHMAN, ERICA; MURPHY, DENNIS D.",,"NALLY, RALPH MAC (Monash University); FLEISHMAN, ERICA (Stanford University); MURPHY, DENNIS D. (University of Nevada Reno)",10,2,,0.86,,https://app.dimensions.ai/details/publication/pub.1004510063,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
89,100,pub.1032054169,10.1111/j.0030-1299.2004.12968.x,,,The relationship between wetland hydroperiod and nestedness patterns in assemblages of larval amphibians and predatory macroinvertebrates,Oikos,,,2004-10,2004,107,1,16-27,Closed,Article,"Baber, Matthew J.; Fleishman, Erica; Babbitt, Kimberly J.; Tarr, Tracy L.",,"Baber, Matthew J. (University of New Hampshire); Fleishman, Erica (Stanford University); Babbitt, Kimberly J. (University of New Hampshire); Tarr, Tracy L. (Stanford University)",63,6,,4.5,,https://app.dimensions.ai/details/publication/pub.1032054169,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
90,100,pub.1007473924,10.1080/0143116042000192358,,,Linking spatial patterns of bird and butterfly species richness with Landsat TM derived NDVI,International Journal of Remote Sensing,,,2004-10,2004,25,20,4309-4324,"All OA; Green, Accepted & Submitted",Article,"Seto, K. C.; Fleishman, E.; Fay, J. P.; Betrus, C. J.",,"Seto, K. C. (Stanford University); Fleishman, E. (Stanford University); Fay, J. P. (Stanford University); Betrus, C. J. (Miami University)",98,17,,11.46,http://www.ag.unr.edu/gbem/Publications/Seto_etal.IJRS2004.pdf,https://app.dimensions.ai/details/publication/pub.1007473924,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
91,100,pub.1021514141,10.1111/j.1365-2699.2004.01089.x,,,Comparative influence of spatial scale on beta diversity within regional assemblages of birds and butterflies,Journal of Biogeography,,,2004-06,2004,31,6,917-929,Closed,Article,"Nally, Ralph Mac; Fleishman, Erica; Bulluck, Lesley P.; Betrus, Christopher J.",,"Nally, Ralph Mac (Monash University); Fleishman, Erica (Stanford University); Bulluck, Lesley P. (Miami University); Betrus, Christopher J. (Miami University)",72,6,,6.22,,https://app.dimensions.ai/details/publication/pub.1021514141,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
92,100,pub.1011595146,10.1111/j.1523-1739.2004.00328_18_3.x,,,A Successful Predictive Model of Species Richness Based on Indicator Species,Conservation Biology,,,2004-06,2004,18,3,646-654,Closed,Article,"NALLY, RALPH MAC; FLEISHMAN, ERICA",,"NALLY, RALPH MAC (Monash University); FLEISHMAN, ERICA (Stanford University)",64,9,,,,https://app.dimensions.ai/details/publication/pub.1011595146,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
93,100,pub.1049334248,10.1111/j.0906-7590.2004.03631.x,,,"Primary productivity and species richness: relationships among functional guilds, residency groups and vagility classes at multiple spatial scales",Ecography,,,2004-04,2004,27,2,207-217,Closed,Article,"Bailey, S.‐A.; Horner‐Devine, M. C.; Luck, G.; Moore, L. A.; Carney, K. M.; Anderson, S.; Betrus, C.; Fleishman, E.",,"Bailey, S.‐A. (); Horner‐Devine, M. C. (); Luck, G. (); Moore, L. A. (); Carney, K. M. (); Anderson, S. (); Betrus, C. (); Fleishman, E. ()",75,11,,6.48,,https://app.dimensions.ai/details/publication/pub.1049334248,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
94,200,pub.1003612388,10.1111/j.1523-1739.2004.t01-5-01804.x,,,Bio[statistics]philia,Conservation Biology,,,2004-02,2004,18,1,286-288,Closed,Article,"Fleishman, Erica",,"Fleishman, Erica (Stanford University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1003612388,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
95,200,pub.1008091752,10.1046/j.1365-2699.2003.00965.x,,,"Local scope, global challenge",Journal of Biogeography,,,2003-11,2003,30,11,1781-1782,Closed,Article,"Fleishman, Erica",,"Fleishman, Erica (Stanford University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1008091752,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
96,100,pub.1007381232,10.1023/b:land.0000004183.82140.48,,,"Effects of spatial scale and taxonomic group on partitioning of butterfly and bird diversity in the Great Basin, USA",Landscape Ecology,,,2003-10,2003,18,7,675-685,Closed,Article,"Fleishman, Erica; Betrus, Christopher J.; Blair, Robert B.",,"Fleishman, Erica (Stanford University); Betrus, Christopher J. (Miami University); Blair, Robert B. (Miami University)",32,3,,3.11,,https://app.dimensions.ai/details/publication/pub.1007381232,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
97,100,pub.1015636531,10.1046/j.1466-822x.2003.00049.x,,,Distinguishing between signal and noise in faunal responses to environmental change,Global Ecology and Biogeography,,,2003-09,2003,12,5,395-402,Closed,Article,"Fleishman, Erica; Nally, Ralph Mac",,"Fleishman, Erica (Stanford University); Nally, Ralph Mac (Monash University)",10,0,,0.97,,https://app.dimensions.ai/details/publication/pub.1015636531,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
98,100,pub.1026805232,10.1046/j.1523-1739.2003.02113.x,,,Validation Tests of Predictive Models of Butterfly Occurrence Based on Environmental Variables,Conservation Biology,,,2003-06,2003,17,3,806-817,Closed,Article,"Fleishman, Erica; Nally, Ralph Mac; Fay, John P.",,"Fleishman, Erica (Stanford University); Nally, Ralph Mac (Monash University); Fay, John P. (Stanford University)",38,1,,,,https://app.dimensions.ai/details/publication/pub.1026805232,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
99,100,pub.1040208306,10.1046/j.1365-2656.2003.00718.x,,,"Effects of floristics, physiognomy and non‐native vegetation on riparian bird communities in a Mojave Desert watershed",Journal of Animal Ecology,,,2003-05,2003,72,3,484-490,All OA; Gold,Article,"Fleishman, Erica; Mcdonal, Neil; Nally, Ralph Mac; Murphy, Dennis D.; Walters, Jack; Floyd, Ted",,"Fleishman, Erica (Stanford University); Mcdonal, Neil (); Nally, Ralph Mac (Monash University); Murphy, Dennis D. (University of Nevada Reno); Walters, Jack (); Floyd, Ted ()",102,8,,11.07,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1046/j.1365-2656.2003.00718.x,https://app.dimensions.ai/details/publication/pub.1040208306,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
100,100,pub.1034208669,10.1016/s0006-3207(02)00172-6,,,Modelling butterfly species richness using mesoscale environmental variables: model construction and validation for mountain ranges in the Great Basin of western North America,Biological Conservation,,,2003-03,2003,110,1,21-31,Closed,Article,"Nally, Ralph Mac; Fleishman, Erica; Fay, John P.; Murphy, Dennis D.","Nally, Ralph Mac","Nally, Ralph Mac (Monash University); Fleishman, Erica (Stanford University); Fay, John P. (Stanford University); Murphy, Dennis D. (University of Nevada Reno)",33,2,,4.27,,https://app.dimensions.ai/details/publication/pub.1034208669,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
101,400,pub.1017280016,10.1007/s00442-002-1003-8,24599372,,"Nestedness analysis and conservation planning: the importance of place, environment, and life history across taxonomic groups",Oecologia,,,2002-09,2002,133,1,78-89,Closed,Article,"Fleishman, Erica; Betrus, Christopher J.; Blair, Robert B.; Mac Nally, Ralph; Murphy, Dennis D.","Fleishman, Erica","Fleishman, Erica (Stanford University); Betrus, Christopher J. (Miami University); Blair, Robert B. (Miami University); Mac Nally, Ralph (Monash University); Murphy, Dennis D. (University of Nevada Reno)",50,4,0.15,3.64,,https://app.dimensions.ai/details/publication/pub.1017280016,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
102,100,pub.1030206093,10.1046/j.1523-1739.2002.00539.x,,,"Assessing the Roles of Patch Quality, Area, and Isolation in Predicting Metapopulation Dynamics",Conservation Biology,,,2002-06,2002,16,3,706-716,Closed,Article,"Fleishman, Erica; Ray, Chris; Sjögren‐Gulve, Per; Boggs, Carol L.; Murphy, Dennis D.",,"Fleishman, Erica (Stanford University); Ray, Chris (University of Nevada Reno); Sjögren‐Gulve, Per (Uppsala University); Boggs, Carol L. (Stanford University); Murphy, Dennis D. (University of Nevada Reno)",210,15,,,,https://app.dimensions.ai/details/publication/pub.1030206093,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
103,100,pub.1002222844,10.1046/j.1523-1739.2002.00362.x,,,Topographic Determinants of Faunal Nestedness in Great Basin Butterfly Assemblages: Applications to Conservation Planning,Conservation Biology,,,2002-04,2002,16,2,422-429,Closed,Article,"Fleishman, Erica; Nally, Ralph Mac",,"Fleishman, Erica (Stanford University); Nally, Ralph Mac (Monash University)",32,2,,3.48,,https://app.dimensions.ai/details/publication/pub.1002222844,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
104,200,pub.1070191847,10.2307/3061138,,,"Using ""Indicator"" Species to Model Species Richness: Model Development and Predictions",Ecological Applications,,,2002-02,2002,12,1,79,Closed,Article,"Nally, Ralph Mac; Fleishman, Erica",,"Nally, Ralph Mac (); Fleishman, Erica ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1070191847,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
105,100,pub.1045974503,10.1890/1051-0761(2002)012[0079:uistms]2.0.co;2,,,USING “INDICATOR” SPECIES TO MODEL SPECIES RICHNESS: MODEL DEVELOPMENT AND PREDICTIONS,Ecological Applications,,,2002-02,2002,12,1,79-92,Closed,Article,"Nally, Ralph Mac; Fleishman, Erica",,"Nally, Ralph Mac (Monash University); Fleishman, Erica (Stanford University)",32,1,,3.48,,https://app.dimensions.ai/details/publication/pub.1045974503,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
106,100,pub.1028268275,10.1046/j.1523-1739.2001.00053.x,,,Modeling and Predicting Species Occurrence Using Broad‐Scale Environmental Variables: an Example with Butterflies of the Great Basin,Conservation Biology,,,2001-12-14,2001,15,6,1674-1685,Closed,Article,"Fleishman, Erica; Nally, Ralph Mac; Fay, John P.; Murphy, Dennis D.",,"Fleishman, Erica (Stanford University); Nally, Ralph Mac (Monash University); Fay, John P. (Stanford University); Murphy, Dennis D. (University of Nevada Reno)",92,5,,12.12,,https://app.dimensions.ai/details/publication/pub.1028268275,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
107,100,pub.1044747995,10.1111/j.1095-8312.2001.tb01408.x,,,"Biogeography of Great Basin butterflies: revisiting patterns, paradigms, and climate change scenarios",Biological Journal of the Linnean Society,,,2001-12,2001,74,4,501-515,All OA; Gold,Article,"FLEISHMAN, ERICA; AUSTIN, GEORGE T.; MURPHY, DENNIS D.",,"FLEISHMAN, ERICA (Stanford University); AUSTIN, GEORGE T. (); MURPHY, DENNIS D. (University of Nevada Reno)",23,1,,1.85,https://academic.oup.com/biolinnean/article-pdf/74/4/501/14074089/j.1095-8312.2001.tb01408.x.pdf,https://app.dimensions.ai/details/publication/pub.1044747995,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
108,100,pub.1027144201,10.1006/bijl.2001.0597,,,"Biogeography of Great Basin butterflies: revisiting patterns, paradigms, and climate change scenarios",Biological Journal of the Linnean Society,,,2001-12,2001,74,4,501-515,All OA; Gold,Article,"FLEISHMAN, ERICA; AUSTIN, GEORGE T.; MURPHY, DENNIS D.",,"FLEISHMAN, ERICA (Stanford University); AUSTIN, GEORGE T. (Stanford University); MURPHY, DENNIS D. (Stanford University)",4,0,,0.32,https://academic.oup.com/biolinnean/article-pdf/74/4/501/14074089/j.1095-8312.2001.tb01408.x.pdf,https://app.dimensions.ai/details/publication/pub.1027144201,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
109,100,pub.1029669181,10.1890/1051-0761(2001)011[1489:evoamf]2.0.co;2,,,EMPIRICAL VALIDATION OF A METHOD FOR UMBRELLA SPECIES SELECTION,Ecological Applications,,,2001-10,2001,11,5,1489-1501,Closed,Article,"Fleishman, Erica; Blair, Robert B.; Murphy, Dennis D.",,"Fleishman, Erica (Stanford University); Blair, Robert B. (Miami University); Murphy, Dennis D. (University of Nevada Reno)",78,7,,10.27,,https://app.dimensions.ai/details/publication/pub.1029669181,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
110,200,pub.1021863084,10.1046/j.1523-1739.2001.015003547.x,,,Moving Scientific Review Beyond Academia,Conservation Biology,,,2001-06,2001,15,3,547-549,All OA; Gold,Article,"Fleishman, Erica",,"Fleishman, Erica (Stanford University)",0,0,,,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1523-1739.2001.015003547.x,https://app.dimensions.ai/details/publication/pub.1021863084,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
111,100,pub.1043341699,10.1016/s0006-3207(00)00140-3,,,Rules and exceptions in conservation genetics: genetic assessment of the endangered plant Cordylanthus palmatus and its implications for management planning,Biological Conservation,,,2001-03,2001,98,1,45-53,Closed,Article,"Fleishman, Erica; Launer, Alan E.; Switky, Kathy Rehm; Yandell, Ulla; Heywood, John; Murphy, Dennis D.","Fleishman, Erica","Fleishman, Erica (Stanford University); Launer, Alan E. (Stanford University); Switky, Kathy Rehm (Stanford University); Yandell, Ulla (University of Nevada Reno); Heywood, John (Missouri State University); Murphy, Dennis D. (Stanford University)",24,1,,2.02,,https://app.dimensions.ai/details/publication/pub.1043341699,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
112,200,pub.1042343019,10.1046/j.1523-1739.2000.01465.x,,,Status of the Union,Conservation Biology,,,2000-12-18,2000,14,6,1926-1927,Closed,Article,"Fleishman, Erica; Boggs, Carol L.; Devine, M. Claire; Kark, Salit; Ricketts, Taylor H.",,"Fleishman, Erica (); Boggs, Carol L. (); Devine, M. Claire (); Kark, Salit (); Ricketts, Taylor H. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1042343019,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
113,400,pub.1032989169,10.1007/s002670010125,11029118,,Monitoring the Response of Butterfly Communities to Prescribed Fire,Environmental Management,,,2000-12,2000,26,6,685-695,Closed,Article,"Fleishman, Erica",,"Fleishman, Erica (Stanford University)",12,0,0,1.12,,https://app.dimensions.ai/details/publication/pub.1032989169,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
114,100,pub.1003818307,10.1046/j.1365-2699.2000.00455.x,,,Upsides and downsides: contrasting topographic gradients in species richness and associated scenarios for climate change,Journal of Biogeography,,,2000-09,2000,27,5,1209-1219,Closed,Article,"Fleishman, Erica; Fay, John P.; Murphy, Dennis D.",,"Fleishman, Erica (Stanford University); Fay, John P. (Stanford University); Murphy, Dennis D. (University of Nevada Reno)",49,3,,3.66,,https://app.dimensions.ai/details/publication/pub.1003818307,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
115,100,pub.1000161661,10.1890/1051-0761(2000)010[0569:anmfso]2.0.co;2,,,A NEW METHOD FOR SELECTION OF UMBRELLA SPECIES FOR CONSERVATION PLANNING,Ecological Applications,,,2000-04,2000,10,2,569-579,Closed,Article,"Fleishman, Erica; Murphy, Dennis D.; Brussard, Peter F.",,"Fleishman, Erica (Stanford University); Murphy, Dennis D. (University of Nevada Reno); Brussard, Peter F. (University of Nevada Reno)",134,20,,12.47,,https://app.dimensions.ai/details/publication/pub.1000161661,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
116,200,pub.1045703964,10.1890/0012-9658(2000)081[0289:bitap]2.0.co;2,,,Biogeography in Theory and Practice,Ecology,,,2000-01,2000,81,1,289-290,Closed,Article,"Fleishman, Erica",,"Fleishman, Erica (Stanford University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1045703964,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
117,100,pub.1005351591,10.1016/s0006-3207(98)00152-9,,,"A comparison of butterfly communities in native and agricultural riparian habitats in the Great Basin, USA",Biological Conservation,,,1999-07,1999,89,2,209-218,Closed,Article,"Fleishman, Erica; Austin, George T; Brussard, Peter F; Murphy, Dennis D","Fleishman, Erica","Fleishman, Erica (Stanford University); Austin, George T (); Brussard, Peter F (University of Nevada Reno); Murphy, Dennis D (University of Nevada Reno)",13,1,,,,https://app.dimensions.ai/details/publication/pub.1005351591,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
118,400,pub.1006160335,10.1007/s004420050769,28308153,,Patterns and processes of nestedness in a Great Basin butterfly community,Oecologia,,,1999-04,1999,119,1,133-139,Closed,Article,"Fleishman, Erica; Murphy, Dennis D.",,"Fleishman, Erica (Stanford University); Murphy, Dennis D. (University of Nevada Reno)",44,4,0.13,,,https://app.dimensions.ai/details/publication/pub.1006160335,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
119,200,pub.1042185596,10.1046/j.1523-1739.1999.013002450.x,,,Conservation in Practice: Overcoming Obstacles to Implementation,Conservation Biology,,,1999-04,1999,13,2,450-452,Closed,Article,"Fleishman, Erica; Wolff, Gary H.; Boggs, Carol L.; Ehrlich, Paul R.; Launer, Alan E.; Niles, John O.; Ricketts, Taylor H.",,"Fleishman, Erica (Stanford University); Wolff, Gary H. (Stanford University); Boggs, Carol L. (Stanford University); Ehrlich, Paul R. (Stanford University); Launer, Alan E. (Stanford University); Niles, John O. (Stanford University); Ricketts, Taylor H. (Stanford University)",7,0,,,,https://app.dimensions.ai/details/publication/pub.1042185596,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
120,100,pub.1031578474,10.1890/0012-9658(1998)079[2482:aetors]2.0.co;2,,,AN EMPIRICAL TEST OF RAPOPORT’S RULE: ELEVATIONAL GRADIENTS IN MONTANE BUTTERFLY COMMUNITIES,Ecology,,,1998-10,1998,79,7,2482-2493,Closed,Article,"Fleishman, Erica; Austin, George T.; Weiss, Andrew D.",,"Fleishman, Erica (University of Nevada Reno); Austin, George T. (); Weiss, Andrew D. (Stanford University)",107,9,,,,https://app.dimensions.ai/details/publication/pub.1031578474,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
121,200,pub.1026934108,10.1046/j.1523-1739.1995.09040965-3.x,,,A Holistic View of Butterflies,Conservation Biology,,,1995-08,1995,9,4,968-969,All OA; Gold,Article,"Fleishman, Erica",,"Fleishman, Erica (University of Nevada Reno)",0,0,,,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1523-1739.1995.09040965-3.x,https://app.dimensions.ai/details/publication/pub.1026934108,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
122,200,pub.1020064378,10.1111/j.1365-2311.1993.tb01198.x,,,The effect of fluorescent pigments on butterfly copulation,Ecological Entomology,,,1993-05,1993,18,2,165-167,Closed,Article,"FLEISHMAN, ERICA; BAUGHMAN, JOHN F.; LAUNER, ALAN E.; EHRLICH, PAUL R.",,"FLEISHMAN, ERICA (Stanford University); BAUGHMAN, JOHN F. (Stanford University); LAUNER, ALAN E. (Stanford University); EHRLICH, PAUL R. (Stanford University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1020064378,0602 Ecology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,0608 Zoology
