,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jeff Dozier. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
121,100,pub.1007189288,10.1029/wr026i004p00679,,,"Topographic distribution of clear‐sky radiation over the Konza Prairie, Kansas",Water Resources Research,,,1990-04,1990,26,4,679-690,Closed,Article,"Dubayah, Ralph; Dozier, Jeff; Davis, Frank W.",,"Dubayah, Ralph (); Dozier, Jeff (); Davis, Frank W. ()",83,9,,,,https://app.dimensions.ai/details/publication/pub.1007189288,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
122,200,pub.1086319356,10.1109/igarss.1990.688702,,,Bidirectional Reflectance Of Optically-thin Snow,,10th Annual International Symposium on Geoscience and Remote Sensing,,1990,1990,,,1159-1159,Closed,Proceeding,"Nolin, A.W.; Dozier, J.; Davis, R.E.",,"Nolin, A.W. (University of California System); Dozier, J. (); Davis, R.E. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1086319356,,,,,,
123,200,pub.1086299620,10.1109/igarss.1990.688309,,,Effects Of The Atmosphere And Surface Emissivity On The Thermal Infrared Spectral Signature Measured From Modis-n,,10th Annual International Symposium on Geoscience and Remote Sensing,,1990,1990,,,189-192,Closed,Proceeding,"Wan, Zhengming; Dozier, J.",,"Wan, Zhengming (University of California System); Dozier, J. ()",9,1,,,,https://app.dimensions.ai/details/publication/pub.1086299620,,,,,,
124,200,pub.1086293419,10.1109/igarss.1990.688693,,,Simulation Of Snow-deptii Estimation From Multi-frequency Radar,,10th Annual International Symposium on Geoscience and Remote Sensing,,1990,1990,,,1129-1132,Closed,Proceeding,"Shi, Jiancheng; Dozier, J.; Davis, R.E.",,"Shi, Jiancheng (University of California System); Dozier, J. (); Davis, R.E. ()",8,0,,,,https://app.dimensions.ai/details/publication/pub.1086293419,,,,,,
125,100,pub.1061161629,10.1109/36.58986,,,Rapid calculation of terrain parameters for radiation modeling from digital elevation data,IEEE Transactions on Geoscience and Remote Sensing,,,1990,1990,28,5,963-969,Closed,Article,"Dozier, J.; Frew, J.",,"Dozier, J. (University of California, Santa Barbara); Frew, J. (University of California, Santa Barbara)",256,43,,,,https://app.dimensions.ai/details/publication/pub.1061161629,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
126,100,pub.1045465904,10.1029/90eo00067,,,Methods evolve for snowmelt runoff analysis,Eos,,,1990,1990,71,8,292-292,Closed,Article,"Day, Gerald; Dozier, Jeff; Lettenmaier, Dennis",,"Day, Gerald (National Weather Service); Dozier, Jeff (University of California, Santa Barbara); Lettenmaier, Dennis (University of Washington)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1045465904,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
127,100,pub.1061160799,10.1109/36.17668,,,Land-surface temperature measurement from space: physical principles and inverse modeling,IEEE Transactions on Geoscience and Remote Sensing,,,1989-05,1989,27,3,268-278,"All OA; Green, Accepted & Submitted",Article,"Zhengming, Wan; Dozier, J.",,"Zhengming, Wan (); Dozier, J. ()",123,9,,,http://modis.gsfc.nasa.gov/MODIS/LAND/REPORTS/wan.1994.4.pdf,https://app.dimensions.ai/details/publication/pub.1061160799,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
128,100,pub.1004572771,10.1016/0034-4257(89)90101-6,,,Spectral signature of alpine snow cover from the landsat thematic mapper,Remote Sensing of Environment,,,1989-04,1989,28,,9-22,Closed,Article,"Dozier, Jeff","Dozier, Jeff","Dozier, Jeff (University of California, Santa Barbara; Jet Propulsion Lab)",590,115,,,,https://app.dimensions.ai/details/publication/pub.1004572771,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
129,100,pub.1019261155,10.1016/0031-8663(89)90013-6,,,HIRIS — Eos instrument with high spectral and spatial resolution,Photogrammetria,,,1989-03,1989,43,3-4,167-180,Closed,Article,"Dozier, Jeff; Goetz, Alexander F.H.",,"Dozier, Jeff (University of California, Santa Barbara; Jet Propulsion Lab); Goetz, Alexander F.H. (University of Colorado Boulder)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1019261155,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
130,100,pub.1043056715,10.1016/0273-1177(89)90492-4,,,Stereological characterization of dry Alpine snow for microwave remote sensing,Advances in Space Research,,,1989-01,1989,9,1,245-251,Closed,Article,"Davis, Robert E.; Dozier, Jeff",,"Davis, Robert E. (inTACT (United States); Jet Propulsion Lab); Dozier, Jeff (University of California, Santa Barbara; Jet Propulsion Lab)",26,1,,,,https://app.dimensions.ai/details/publication/pub.1043056715,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
131,100,pub.1013575434,10.1016/0273-1177(89)90487-0,,,Estimation of properties of alpine snow from landsat thematic mapper,Advances in Space Research,,,1989-01,1989,9,1,207-215,"All OA; Green, Accepted & Submitted",Article,"Dozier, Jeff",,"Dozier, Jeff (University of California, Santa Barbara; Jet Propulsion Lab)",14,4,,,http://fiesta.bren.ucsb.edu/~dozier/Pubs/DozierASR1989.pdf,https://app.dimensions.ai/details/publication/pub.1013575434,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
132,200,pub.1086204790,10.1109/igarss.1989.576087,,,Covariance of Greenness and Terrain Variables over the Konza Prairie,,"12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,",,1989,1989,3,,1322-1325,Closed,Proceeding,"Davis, F.W.; Dubayah, R.; Dozier, J.; Hall, F.G.",,"Davis, F.W. (); Dubayah, R. (); Dozier, J. (); Hall, F.G. ()",8,0,,,,https://app.dimensions.ai/details/publication/pub.1086204790,,,,,,
133,200,pub.1086203781,10.1109/igarss.1989.579024,,,The Distribution Of Clear-sky Radiation Over Varying Terrain,,"12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,",,1989,1989,2,,885-888,Closed,Proceeding,"Dubayah, R.; Dozier, J.; Davis, F.",,"Dubayah, R. (); Dozier, J. (); Davis, F. ()",16,2,,,,https://app.dimensions.ai/details/publication/pub.1086203781,,,,,,
134,200,pub.1086188902,10.1109/igarss.1989.576516,,,Rapid Calculation Of Terrain Parameters For Radiation Modeling From Digital Elevation Data,,"12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,",,1989,1989,3,,1769-1774,Closed,Proceeding,"Dozier, J.; Frew, J.",,"Dozier, J. (); Frew, J. ()",5,1,,,,https://app.dimensions.ai/details/publication/pub.1086188902,,,,,,
135,200,pub.1086179926,10.1109/igarss.1989.578896,,,Reflectance and Transmittance of Snow at High Spectral Resolution,,"12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,",,1989,1989,2,,662-664,Closed,Proceeding,"Dozier, J.; Davis, R.E.; Nolin, A.W.",,"Dozier, J. (); Davis, R.E. (); Nolin, A.W. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1086179926,,,,,,
136,100,pub.1091949460,10.3189/s0260305500007643,,,"Spatial and Temporal Variation of Net Snow Accumulation in a Small Alpine Watershed, Emerald Lake Basin, Sierra Nevada, California, U.S.A.",Annals of Glaciology,,,1989,1989,13,,56-63,All OA; Gold,Article,"Elder, K.; Dozier, J.; Michaelsen, J.",,"Elder, K. (); Dozier, J. (); Michaelsen, J. ()",3,2,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/35A265846F5FA2442710FEEB4B9521F5/S0260305500007643a.pdf/div-class-title-spatial-and-temporal-variation-of-net-snow-accumulation-in-a-small-alpine-watershed-emerald-lake-basin-sierra-nevada-california-u-s-a-div.pdf,https://app.dimensions.ai/details/publication/pub.1091949460,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
137,100,pub.1083771015,10.1017/s0260305500007643,,,"Spatial and Temporal Variation of Net Snow Accumulation in a Small Alpine Watershed, Emerald Lake Basin, Sierra Nevada, California, U.S.A.",Annals of Glaciology,,,1989,1989,13,,56-63,All OA; Gold,Article,"Elder, K.; Dozier, J.; Michaelsen, J.",,"Elder, K. (); Dozier, J. (); Michaelsen, J. ()",17,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/35A265846F5FA2442710FEEB4B9521F5/S0260305500007643a.pdf/div-class-title-spatial-and-temporal-variation-of-net-snow-accumulation-in-a-small-alpine-watershed-emerald-lake-basin-sierra-nevada-california-u-s-a-div.pdf,https://app.dimensions.ai/details/publication/pub.1083771015,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
138,200,pub.1023340919,10.1117/12.945667,,,HIRIS - The High Resolution Imaging Spectrometer,Proceedings of SPIE,"Recent Advances in Sensors, Radiometry, and Data Processing for Remote Sensing",,1988-10-12,1988,0924,,23-30,Closed,Proceeding,"Dozier, Jeff",,"Dozier, Jeff ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1023340919,,,,,,
139,100,pub.1061608289,10.1109/tgrs.1987.289745,,,Snow Property Measurements Correlative to Microwave Emission at 35 GHz,IEEE Transactions on Geoscience and Remote Sensing,,,1987-11,1987,GE-25,6,751-757,Closed,Article,"Davis, Robert E.; Dozier, Jeff; Chang, Alfred T. C.",,"Davis, Robert E. (); Dozier, Jeff (University of California, Santa Barbara); Chang, Alfred T. C. (Goddard Space Flight Center)",28,0,,,,https://app.dimensions.ai/details/publication/pub.1061608289,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
140,100,pub.1041122910,10.1029/rg025i002p00153,,,Recent research in snow hydrology,Reviews of Geophysics,,,1987,1987,25,2,153-161,Closed,Article,"Dozier, Jeff",,"Dozier, Jeff ()",35,0,,,,https://app.dimensions.ai/details/publication/pub.1041122910,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
141,100,pub.1030385706,10.1007/978-94-009-3947-9_3,,,Measurement of Snow Grain Properties,,"Seasonal Snowcovers: Physics, Chemistry, Hydrology",,1987,1987,,,63-74,Closed,Chapter,"Davis, Robert E.; Dozier, Jeff; Perla, Ron",,"Davis, Robert E. (University of California, Santa Barbara); Dozier, Jeff (University of California, Santa Barbara); Perla, Ron (Environment Canada)",11,1,,,,https://app.dimensions.ai/details/publication/pub.1030385706,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
142,100,pub.1025123425,10.1111/j.1365-2818.1986.tb02744.x,,,Preparation of serial sections in dry snow specimens,Journal of Microscopy,,,1986-04,1986,142,1,111-114,Closed,Article,"Perla, R.; Dozier, J.; Davis, R. E.",,"Perla, R. (); Dozier, J. (University of California, Santa Barbara); Davis, R. E. (University of California, Santa Barbara)",23,1,,,,https://app.dimensions.ai/details/publication/pub.1025123425,0204 Condensed Matter Physics; 09 Engineering; 0912 Materials Engineering; 0601 Biochemistry and Cell Biology; 02 Physical Sciences; 06 Biological Sciences,0204 Condensed Matter Physics,09 Engineering,0912 Materials Engineering,0601 Biochemistry and Cell Biology,02 Physical Sciences
143,100,pub.1005538782,10.1029/wr021i009p01415,,,Field and Laboratory Measurements of Snow Liquid Water by Dilution,Water Resources Research,,,1985-09,1985,21,9,1415-1420,"All OA; Green, Accepted & Submitted",Article,"Davis, Robert E.; Dozier, Jeff; LaChapelle, Edward R.; Perla, Ron",,"Davis, Robert E. (); Dozier, Jeff (); LaChapelle, Edward R. (); Perla, Ron ()",28,1,,,http://fiesta.bren.ucsb.edu/~dozier/Pubs/WR021i009p01415.pdf,https://app.dimensions.ai/details/publication/pub.1005538782,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
144,100,pub.1061607972,10.1109/tgrs.1984.350628,,,Snow Reflectance from LANDSAT-4 Thematic Mapper,IEEE Transactions on Geoscience and Remote Sensing,,,1984-05,1984,GE-22,3,323-328,Closed,Article,"Dozier, Jeff",,"Dozier, Jeff (University of California, Santa Barbara)",135,10,,,,https://app.dimensions.ai/details/publication/pub.1061607972,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
145,100,pub.1091872610,10.3189/s0022143000006225,,,Snow Wetness Measurement by Fluorescent Dye Dilution,Journal of Glaciology,,,1984,1984,30,106,362-363,All OA; Gold,Article,"Davis, Robert E.; Dozier, Jeff",,"Davis, Robert E. (University of California, Santa Barbara); Dozier, Jeff (University of California, Santa Barbara)",0,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0EB217ABDBF4A4270DE6B8EC18381D34/S0022143000006225a.pdf/div-class-title-snow-wetness-measurement-by-fluorescent-dye-dilution-div.pdf,https://app.dimensions.ai/details/publication/pub.1091872610,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
146,100,pub.1083767432,10.1017/s0022143000006225,,,Snow Wetness Measurement by Fluorescent Dye Dilution,Journal of Glaciology,,,1984,1984,30,106,362-363,All OA; Gold,Article,"Davis, Robert E.; Dozier, Jeff",,"Davis, Robert E. (); Dozier, Jeff ()",5,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0EB217ABDBF4A4270DE6B8EC18381D34/S0022143000006225a.pdf/div-class-title-snow-wetness-measurement-by-fluorescent-dye-dilution-div.pdf,https://app.dimensions.ai/details/publication/pub.1083767432,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
147,100,pub.1017189605,10.1029/wr018i005p01424,,,Effect of viewing angle on the infrared brightness temperature of snow,Water Resources Research,,,1982-10,1982,18,5,1424-1434,Closed,Article,"Dozier, Jeff; Warren, Stephen G.",,"Dozier, Jeff (); Warren, Stephen G. ()",180,13,,,,https://app.dimensions.ai/details/publication/pub.1017189605,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
148,100,pub.1041215933,10.1029/wr017i004p01213,,,Effect of grain size and snowpack water equivalence on visible and near‐infrared satellite observations of snow,Water Resources Research,,,1981-08,1981,17,4,1213-1221,Closed,Article,"Dozier, Jeff; Schneider, Stanley R.; McGinnis, David F.",,"Dozier, Jeff (); Schneider, Stanley R. (); McGinnis, David F. ()",109,4,,,,https://app.dimensions.ai/details/publication/pub.1041215933,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
149,100,pub.1046927162,10.1016/0034-4257(81)90019-5,,,Atmospheric corrections to satellite radiometric data over rugged terrain,Remote Sensing of Environment,,,1981-01,1981,11,,191-205,Closed,Article,"Dozier, Jeff; Frew, James",,"Dozier, Jeff (University of California, Santa Barbara); Frew, James (University of California, Santa Barbara)",34,2,,,,https://app.dimensions.ai/details/publication/pub.1046927162,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
150,100,pub.1045582633,10.1016/0098-3004(81)90026-1,,,A faster solution to the horizon problem,Computers & Geosciences,,,1981-01,1981,7,2,145-151,Closed,Article,"Dozier, J.; Bruno, J.; Downey, P.",,"Dozier, J. (University of California, Santa Barbara); Bruno, J. (University of California, Santa Barbara); Downey, P. (University of Arizona)",85,5,,,,https://app.dimensions.ai/details/publication/pub.1045582633,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
151,100,pub.1018177684,10.1016/0034-4257(81)90021-3,,,A method for satellite identification of surface temperature fields of subpixel resolution,Remote Sensing of Environment,,,1981-01,1981,11,,221-229,Closed,Article,"Dozier, Jeff",,"Dozier, Jeff (National Oceanic and Atmospheric Administration)",428,41,,,,https://app.dimensions.ai/details/publication/pub.1018177684,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
152,100,pub.1032155289,10.1029/wr016i004p00709,,,A clear‐sky spectral solar radiation model for snow‐covered mountainous terrain,Water Resources Research,,,1980-08,1980,16,4,709-718,"All OA; Green, Published",Article,"Dozier, Jeff",,"Dozier, Jeff ()",143,10,,,http://fiesta.bren.ucsb.edu/~dozier/Pubs/WR016i004p00709.pdf,https://app.dimensions.ai/details/publication/pub.1032155289,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
153,100,pub.1041949409,10.1007/bf02243741,,,A clear-sky longwave radiation model for remote alpine areas,Theoretical and Applied Climatology,,,1979-06,1979,27,2-3,159-187,Closed,Article,"Marks, D.; Dozier, J.",,"Marks, D. (University of California, Santa Barbara); Dozier, J. (University of California, Santa Barbara)",73,7,,,,https://app.dimensions.ai/details/publication/pub.1041949409,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
154,100,pub.1031459961,10.1111/j.1538-4632.1979.tb00673.x,,,An Approach toward Energy Balance Simulation over Rugged Terrain,Geographical Analysis,,,1979-01,1979,11,1,65-85,All OA; Gold,Article,"Dozier, Jeff; Outcalt, Sam I.",,"Dozier, Jeff (University of California, Santa Barbara); Outcalt, Sam I. ()",57,4,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1979.tb00673.x,https://app.dimensions.ai/details/publication/pub.1031459961,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
155,100,pub.1016288024,10.1080/03081087908817285,,,Book Reviews,Linear and Multilinear Algebra,,,1979-01,1979,7,3,263-264,Closed,Article,"Dozier, Jeff",,"Dozier, Jeff (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1016288024,0102 Applied Mathematics; 01 Mathematical Sciences; 0101 Pure Mathematics,0102 Applied Mathematics,01 Mathematical Sciences,0101 Pure Mathematics,,
156,100,pub.1005297929,10.1016/0022-1694(76)90134-7,,,An examination of the variance minimization tendencies of a supraglacial stream,Journal of Hydrology,,,1976-12,1976,31,3-4,359-380,Closed,Article,"Dozier, Jeff",,"Dozier, Jeff (University of California, Santa Barbara)",13,2,,,,https://app.dimensions.ai/details/publication/pub.1005297929,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
