,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Cheryl J Briggs. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
86,400,pub.1026970804,10.1038/35087580,11484053,,Habitat structure and population persistence in an experimental community,Nature,,"Animals; Ecosystem; Environment; Fabaceae; Mites; Models, Biological; Plants, Medicinal; Population Dynamics",2001-08,2001,412,6846,538-543,Closed,Article,"Ellner, Stephen P.; McCauley, Edward; Kendall, Bruce E.; Briggs, Cheryl J.; Hosseini, Parveiz R.; Wood, Simon N.; Janssen, Arne; Sabelis, Maurice W.; Turchin, Peter; Nisbet, Roger M.; Murdoch, William W.","Ellner, Stephen P.","Ellner, Stephen P. (Cornell University); McCauley, Edward (University of Calgary); Kendall, Bruce E. (); Briggs, Cheryl J. (University of California, Berkeley); Hosseini, Parveiz R. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews); Janssen, Arne (University of Amsterdam); Sabelis, Maurice W. (University of Amsterdam); Turchin, Peter (University of Connecticut); Nisbet, Roger M. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara)",142,12,2.04,14.57,,https://app.dimensions.ai/details/publication/pub.1026970804,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
87,100,pub.1048232238,10.1046/j.1365-2311.2001.00308.x,,,Interactions between the egg and larval parasitoids of a gall‐forming midge and their impact on the host,Ecological Entomology,,,2001-04,2001,26,2,109-116,Closed,Article,"Briggs, Cheryl J.; Latto, John",,"Briggs, Cheryl J. (University of California, Berkeley); Latto, John (University of California, Berkeley)",12,0,,1.66,,https://app.dimensions.ai/details/publication/pub.1048232238,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
88,200,pub.1069566654,10.2307/177499,,,Inferring Colonization Processes from Population Dynamics in Spatially Structured Predator-Prey Systems,Ecology,,,2000-12,2000,81,12,3350,"All OA; Green, Accepted & Submitted",Article,"McCauley, Edward; Kendall, Bruce E.; Janssen, Arne; Wood, Simon; Murdoch, William W.; Hosseini, Parviez; Briggs, Cheryl J.; Ellner, Stephen P.; Nisbet, Roger M.; Sabelis, Maurice W.; Turchin, Peter",,"McCauley, Edward (); Kendall, Bruce E. (); Janssen, Arne (); Wood, Simon (); Murdoch, William W. (); Hosseini, Parviez (); Briggs, Cheryl J. (); Ellner, Stephen P. (); Nisbet, Roger M. (); Sabelis, Maurice W. (); Turchin, Peter ()",0,0,,0,https://escholarship.org/content/qt4dm5n489/qt4dm5n489.pdf?t=lnrk2u,https://app.dimensions.ai/details/publication/pub.1069566654,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
89,100,pub.1010136123,10.1890/0012-9658(2000)081[3350:icpfpd]2.0.co;2,,,INFERRING COLONIZATION PROCESSES FROM POPULATION DYNAMICS IN SPATIALLY STRUCTURED PREDATOR–PREY SYSTEMS,Ecology,,,2000-12,2000,81,12,3350-3361,"All OA; Green, Accepted & Submitted",Article,"McCauley, Edward; Kendall, Bruce E.; Janssen, Arne; Wood, Simon; Murdoch, William W.; Hosseini, Parviez; Briggs, Cheryl J.; Ellner, Stephen P.; Nisbet, Roger M.; Sabelis, Maurice W.; Turchin, Peter",,"McCauley, Edward (University of Calgary); Kendall, Bruce E. (University of California, Santa Barbara); Janssen, Arne (University of Amsterdam); Wood, Simon (University of St Andrews); Murdoch, William W. (University of California, Santa Barbara); Hosseini, Parviez (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Berkeley); Ellner, Stephen P. (North Carolina State University); Nisbet, Roger M. (University of California, Santa Barbara); Sabelis, Maurice W. (University of Amsterdam); Turchin, Peter (University of Connecticut)",17,0,,1.27,https://escholarship.org/content/qt4dm5n489/qt4dm5n489.pdf?t=lnrk2u,https://app.dimensions.ai/details/publication/pub.1010136123,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
90,100,pub.1033320689,10.1046/j.1365-2656.2000.00398.x,,,What causes generation cycles in populations of stored‐product moths?,Journal of Animal Ecology,,,2000-03,2000,69,2,352-366,All OA; Gold,Article,"Briggs, C. J.; Sait, S. M.; Begon, M.; Thompson, D. J.; Godfray, H. C. J.",,"Briggs, C. J. (Imperial College London; University of California, Berkeley); Sait, S. M. (University of Liverpool); Begon, M. (University of Liverpool); Thompson, D. J. (University of Liverpool); Godfray, H. C. J. (Imperial College London)",55,5,,6.41,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1046/j.1365-2656.2000.00398.x,https://app.dimensions.ai/details/publication/pub.1033320689,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
91,100,pub.1015982415,10.1046/j.1365-2656.2000.00375.x,,,The effect of dispersal on the population dynamics of a gall‐forming midge and its parasitoids,Journal of Animal Ecology,,,2000-01,2000,69,1,96-105,All OA; Gold,Article,"Briggs, Cheryl J.; Latto, John",,"Briggs, Cheryl J. (University of California, Berkeley); Latto, John (University of California, Berkeley)",22,0,,1.64,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2656.2000.00375.x/pdf,https://app.dimensions.ai/details/publication/pub.1015982415,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
92,100,pub.1036606251,10.1890/0012-9658(1999)080[2206:qvitso]2.0.co;2,,,QUANTIFYING VARIATION IN THE STRENGTHS OF SPECIES INTERACTIONS,Ecology,,,1999-10,1999,80,7,2206-2224,Closed,Article,"Berlow, Eric L.; Navarrete, Sergio A.; Briggs, Cheryl J.; Power, Mary E.; Menge, Bruce A.",,"Berlow, Eric L. (University of California, Berkeley); Navarrete, Sergio A. (Pontifical Catholic University of Chile); Briggs, Cheryl J. (University of California, Berkeley); Power, Mary E. (University of California, Berkeley); Menge, Bruce A. (Oregon State University)",145,14,,,,https://app.dimensions.ai/details/publication/pub.1036606251,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
93,100,pub.1003131619,10.1890/0012-9658(1999)080[1789:wdpcas]2.0.co;2,,,WHY DO POPULATIONS CYCLE? A SYNTHESIS OF STATISTICAL AND MECHANISTIC MODELING APPROACHES,Ecology,,,1999-09,1999,80,6,1789-1805,"All OA; Green, Accepted & Submitted",Article,"Kendall, Bruce E.; Briggs, Cheryl J.; Murdoch, William W.; Turchin, Peter; Ellner, Stephen P.; McCauley, Edward; Nisbet, Roger M.; Wood, Simon N.",,"Kendall, Bruce E. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara); Turchin, Peter (University of Connecticut); Ellner, Stephen P. (North Carolina State University); McCauley, Edward (University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews)",227,22,,,https://escholarship.org/content/qt7sr3f7bk/qt7sr3f7bk.pdf?t=lnrgzm,https://app.dimensions.ai/details/publication/pub.1003131619,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
94,100,pub.1009456321,10.1007/s002850050151,,,Delayed feedback and multiple attractors in a host–parasitoid system,Journal of Mathematical Biology,,,1999-04,1999,38,4,317-345,Closed,Article,"Briggs, Cheryl J.; Nisbet, Roger M.; Murdoch, William W.",,"Briggs, Cheryl J. (University of California, Berkeley); Nisbet, Roger M. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara)",13,0,,,,https://app.dimensions.ai/details/publication/pub.1009456321,01 Mathematical Sciences; 06 Biological Sciences,01 Mathematical Sciences,06 Biological Sciences,,,
95,100,pub.1039201402,10.1098/rspb.1999.0627,,PMC1689679,A model of insect—pathogen dynamics in which a pathogenic bacterium can also reproduce saprophytically,Proceedings of The Royal Society B Biological Sciences,,,1999-02-07,1999,266,1416,233-240,"All OA; Green, Published",Article,"Godfray, H. C. J.; Briggs, C. J.; Barlow, N. D.; O'Callaghan, M.; Glare, T. R.; Jackson, T. A.",,"Godfray, H. C. J. (Imperial College London); Briggs, C. J. (University of California, Berkeley); Barlow, N. D. (AgResearch (New Zealand)); O'Callaghan, M. (AgResearch (New Zealand)); Glare, T. R. (AgResearch (New Zealand)); Jackson, T. A. (AgResearch (New Zealand))",26,2,,,http://europepmc.org/articles/pmc1689679?pdf=render,https://app.dimensions.ai/details/publication/pub.1039201402,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
96,200,pub.1058610700,10.1086/303161,29578759,,Does Host Self-Regulation Increase the Likelihood of Insect-Pathogen Population Cycles?,The American Naturalist,,,1999-02,1999,153,2,228-235,Closed,Article,"Bonsall, M B; Godfray, H C J; Briggs, C J; Hassell, M P",,"Bonsall, M B (); Godfray, H C J (); Briggs, C J (); Hassell, M P ()",20,1,0.39,,,https://app.dimensions.ai/details/publication/pub.1058610700,06 Biological Sciences,06 Biological Sciences,,,,
97,100,pub.1027998850,10.1017/cbo9780511542077.004,,,Recent developments in theory for biological control of insect pests by parasitoids,,Theoretical Approaches to Biological Control,,1999,1999,,,22-42,Closed,Chapter,"Briggs, Cheryl J.; Murdoch, William W.; Nisbet, Roger M.",,"Briggs, Cheryl J. (); Murdoch, William W. (); Nisbet, Roger M. ()",17,0,,,,https://app.dimensions.ai/details/publication/pub.1027998850,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
98,100,pub.1016345952,10.1017/cbo9780511542077.023,,,The dynamics of insect–pathogen interactions,,Theoretical Approaches to Biological Control,,1999,1999,,,307-326,Closed,Chapter,"Charles, H.; Godfray, J.; Briggs, Cheryl J.",,"Charles, H. (); Godfray, J. (); Briggs, Cheryl J. ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1016345952,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
99,100,pub.1006690237,10.1007/978-94-011-4914-3_7,,,Biological control of insects: implications for theory in population ecology,,Insect Populations In theory and in practice,,1998,1998,,,167-186,Closed,Chapter,"Murdoch, William W.; Briggs, Cheryl J.; Collier, Timothy R.",,"Murdoch, William W. (); Briggs, Cheryl J. (); Collier, Timothy R. ()",19,0,,,,https://app.dimensions.ai/details/publication/pub.1006690237,0604 Genetics; 06 Biological Sciences; 0608 Zoology,0604 Genetics,06 Biological Sciences,0608 Zoology,,
100,100,pub.1038083454,10.1016/s0167-2789(97)00123-1,,,Inferring mechanism from time-series data: Delay-differential equations,Physica D Nonlinear Phenomena,,,1997-12,1997,110,3-4,182-194,"All OA; Green, Published",Article,"Ellner, Stephen P.; Kendall, Bruce E.; Wood, Simon N.; McCauley, Edward; Briggs, Cheryl J.","Ellner, Stephen P.","Ellner, Stephen P. (North Carolina State University); Kendall, Bruce E. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews); McCauley, Edward (University of Calgary); Briggs, Cheryl J. (University of California, Santa Barbara)",39,0,,,https://escholarship.org/content/qt4gt5c15v/qt4gt5c15v.pdf?t=lnrjm8,https://app.dimensions.ai/details/publication/pub.1038083454,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
101,200,pub.1070650324,10.2307/5948,,,Dynamical Effects of Host Size- and Parasitoid State-Dependent Attacks by Parasitoids,Journal of Animal Ecology,,,1997-07,1997,66,4,542,Closed,Article,"Murdoch, William W.; Briggs, Cheryl J.; Nisbet, Roger M.",,"Murdoch, William W. (); Briggs, Cheryl J. (); Nisbet, Roger M. ()",46,1,,,,https://app.dimensions.ai/details/publication/pub.1070650324,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
102,100,pub.1026248430,10.1098/rspb.1997.0045,,PMC1688266,A model of Nucleopolyhedrovirus (NPV) population genetics applied to co–occlusion and the spread of the few Polyhedra (FP) phenotype,Proceedings of The Royal Society B Biological Sciences,,,1997-03-22,1997,264,1380,315-322,"All OA; Green, Published",Article,"Godfray, H. C. J.; O'reilly, D. R.; Briggs, C. J.",,"Godfray, H. C. J. (Imperial College London); O'reilly, D. R. (Imperial College London); Briggs, C. J. (Imperial College London)",20,3,,,http://europepmc.org/articles/pmc1688266?pdf=render,https://app.dimensions.ai/details/publication/pub.1026248430,0605 Microbiology; 0604 Genetics; 06 Biological Sciences,0605 Microbiology,0604 Genetics,06 Biological Sciences,,
103,200,pub.1058596080,10.1086/285957,,,Competitive Displacement and Biological Control in Parasitoids: A Model,The American Naturalist,,,1996-11,1996,148,5,807-826,Closed,Article,"Murdoch, William W.; Briggs, Cheryl J.; Nisbet, Roger M.",,"Murdoch, William W. (); Briggs, Cheryl J. (); Nisbet, Roger M. ()",50,5,,,,https://app.dimensions.ai/details/publication/pub.1058596080,06 Biological Sciences,06 Biological Sciences,,,,
104,400,pub.1009001198,10.1006/tpbi.1996.0027,8955031,,The Dynamics of Insect–Pathogen Interactions in Seasonal Environments,Theoretical Population Biology,,,1996-10,1996,50,2,149-177,Closed,Article,"Briggs, C.J.; Godfray, H.C.J.",,"Briggs, C.J. (Imperial College London); Godfray, H.C.J. (Imperial College London)",55,0,1.35,,,https://app.dimensions.ai/details/publication/pub.1009001198,0602 Ecology; 0501 Ecological Applications; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0501 Ecological Applications,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
105,200,pub.1069854961,10.2307/2265696,,,Theory for Biological Control: Recent Developments,Ecology,,,1996-10,1996,77,7,2001-2013,Closed,Article,"Murdoch, William W.; Briggs, Cheryl J.",,"Murdoch, William W. (); Briggs, Cheryl J. ()",155,4,,,,https://app.dimensions.ai/details/publication/pub.1069854961,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
106,100,pub.1002000306,10.1111/j.1365-2311.1996.tb01179.x,,,The window of vulnerability and its effect on relative parasitoid abundance,Ecological Entomology,,,1996-05,1996,21,2,128-140,Closed,Article,"BRIGGS, CHERYL J.; LATTO, JOHN",,"BRIGGS, CHERYL J. (University of California, Santa Barbara); LATTO, JOHN (University of Westminster)",20,0,,,,https://app.dimensions.ai/details/publication/pub.1002000306,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
107,100,pub.1050238263,10.1006/jtbi.1995.0182,,,The population dynamics of pathogens that control insect outbreaks,Journal of Theoretical Biology,,,1995-09,1995,176,1,125-136,Closed,Article,"Godfray, H.C.J.; Briggs, C.J.",,"Godfray, H.C.J. (); Briggs, C.J. ()",7,0,,,,https://app.dimensions.ai/details/publication/pub.1050238263,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
108,200,pub.1059499403,10.1093/ee/24.3.679,,,"Factors Affecting Distribution of the Gall Forming Midge
Rhopalomyia californica
(Diptera: Cecidomyiidae)",Environmental Entomology,,,1995-06-01,1995,24,3,679-686,Closed,Article,"Latto, John; Briggs, Cheryl J.",,"Latto, John (); Briggs, Cheryl J. ()",14,0,,,,https://app.dimensions.ai/details/publication/pub.1059499403,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
109,200,pub.1058595897,10.1086/285774,,,The Dynamics of Insect-Pathogen Interactions in Stage-Structured Populations,The American Naturalist,,,1995-06,1995,145,6,855-887,Closed,Article,"Briggs, C. J.; Godfray, H. C. J.",,"Briggs, C. J. (); Godfray, H. C. J. ()",96,9,,,,https://app.dimensions.ai/details/publication/pub.1058595897,06 Biological Sciences,06 Biological Sciences,,,,
110,200,pub.1070646404,10.2307/5900,,,Dynamical Effects of Host-Feeding in Parasitoids,Journal of Animal Ecology,,,1995-05,1995,64,3,403,Closed,Article,"Briggs, Cheryl J.; Nisbet, Roger M.; Murdoch, William W.; Collier, Timothy R.; Metz, J.A.J.",,"Briggs, Cheryl J. (); Nisbet, Roger M. (); Murdoch, William W. (); Collier, Timothy R. (); Metz, J.A.J. ()",52,3,,,,https://app.dimensions.ai/details/publication/pub.1070646404,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
111,100,pub.1032892740,10.1017/s0031182000075831,,,"Models of intermediate complexity in insect-pathogen interactions: population dynamics of the microsporidian pathogen, Nosema pyrausta, of the European corn borer, Ostrinia nubilalis",Parasitology,,,1995-01,1995,111,S1,s71-s89,Closed,Article,"Briggs, C. J.; Godfray, H. C. J.",,"Briggs, C. J. (); Godfray, H. C. J. ()",17,2,,,,https://app.dimensions.ai/details/publication/pub.1032892740,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,,,
112,200,pub.1015792684,10.1017/cbo9780511629396.005,,,Microparasite Group Report,,Ecology of Infectious Diseases in Natural Populations,,1995,1995,,,123-143,Closed,Chapter,"Dye, C.; Barlow, N.D.; Begon, M.; Bowers, R.G.; Bolker, B.M.; Briggs, C.J.; Dobson, A.P.; Elkington, J.; Gascoyne, S.; Godefray, H.C.J.; Hails, R.S.; Hall, A.J.; Harwood, J.; Hudson, P.J.; de Jong, M.C.M.; Kennedy, C.R.; Laurenson, K.; Plowright, W.; Roberts, M.G.; Scott, G.; Williams, B.",,"Dye, C. (); Barlow, N.D. (); Begon, M. (); Bowers, R.G. (); Bolker, B.M. (); Briggs, C.J. (); Dobson, A.P. (); Elkington, J. (); Gascoyne, S. (); Godefray, H.C.J. (); Hails, R.S. (); Hall, A.J. (); Harwood, J. (); Hudson, P.J. (); de Jong, M.C.M. (); Kennedy, C.R. (); Laurenson, K. (); Plowright, W. (); Roberts, M.G. (); Scott, G. (); Williams, B. ()",6,0,,,,https://app.dimensions.ai/details/publication/pub.1015792684,,,,,,
113,100,pub.1027419479,10.1017/cbo9780511629396.012,,,The Dynamics of Insect-Pathogen Interactions,,Ecology of Infectious Diseases in Natural Populations,,1995,1995,,,295-326,Closed,Chapter,"Briggs, C.J.; Hails, R.S.; Barlow, N.D.; Godfray, H.C.J.",,"Briggs, C.J. (); Hails, R.S. (); Barlow, N.D. (); Godfray, H.C.J. ()",29,1,,,,https://app.dimensions.ai/details/publication/pub.1027419479,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
114,200,pub.1058595602,10.1086/285479,,,Competition Among Parasitoid Species on a Stage-Structured Host and Its Effect on Host Suppression,The American Naturalist,,,1993-03,1993,141,3,372-397,Closed,Article,"Briggs, Cheryl J.",,"Briggs, Cheryl J. ()",150,10,,,,https://app.dimensions.ai/details/publication/pub.1058595602,06 Biological Sciences,06 Biological Sciences,,,,
115,100,pub.1018707592,10.1007/978-3-642-50155-5_10,,,Two-Patch Metapopulation Dynamics,Lecture Notes in Biomathematics,Patch Dynamics,,1993,1993,96,,125-135,Closed,Chapter,"Nisbet, Roger M.; Briggs, Cheryl J.; Gurney, William S. C.; Murdoch, William W.; Stewart-Oaten, Allan",,"Nisbet, Roger M. (); Briggs, Cheryl J. (); Gurney, William S. C. (); Murdoch, William W. (); Stewart-Oaten, Allan ()",23,0,,,,https://app.dimensions.ai/details/publication/pub.1018707592,16 Studies in Human Society; 1603 Demography,16 Studies in Human Society,1603 Demography,,,
116,400,pub.1058595525,10.1086/285402,19426065,,Aggregation and stability in metapopulation models.,The American Naturalist,,,1992-07,1992,140,1,41-58,Closed,Article,"Murdoch, W W; Briggs, C J; Nisbet, R M; Gurney, W S; Stewart-Oaten, A",,"Murdoch, W W (); Briggs, C J (); Nisbet, R M (); Gurney, W S (); Stewart-Oaten, A ()",78,5,1.72,,,https://app.dimensions.ai/details/publication/pub.1058595525,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
