,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Libe Washburn. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
95,100,pub.1021123245,10.1029/91jc00641,,,"Currents and water masses of the Coastal Transition Zone off northern California, June to August 1988",Journal of Geophysical Research,,,1991,1991,96,C8,14809-14831,Closed,Article,"Huyer, Adriana; Kosro, P. Michael; Fleischbein, Jane; Ramp, Steven R.; Stanton, Tim; Washburn, Libe; Chavez, Francisco P.; Cowles, Timothy J.; Pierce, Stephen D.; Smith, Robert L.",,"Huyer, Adriana (); Kosro, P. Michael (); Fleischbein, Jane (); Ramp, Steven R. (); Stanton, Tim (); Washburn, Libe (); Chavez, Francisco P. (); Cowles, Timothy J. (); Pierce, Stephen D. (); Smith, Robert L. ()",89,2,,,,https://app.dimensions.ai/details/publication/pub.1021123245,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
96,100,pub.1018754976,10.1029/91jc02146,,,Chemical and biological structure and transport of a cool filament associated with a jet‐eddy system off northern California in July 1986 (OPTOMA21),Journal of Geophysical Research,,,1991,1991,96,C12,22207-22225,Closed,Article,"Jones, Burton H.; Mooers, Christopher N. K.; Rienecker, Michele M.; Stanton, Tim; Washburn, Libe",,"Jones, Burton H. (); Mooers, Christopher N. K. (); Rienecker, Michele M. (); Stanton, Tim (); Washburn, Libe ()",24,1,,,,https://app.dimensions.ai/details/publication/pub.1018754976,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
97,100,pub.1010986882,10.1029/91jc01037,,,Zooplankton community pattern associated with a California Current cold filament,Journal of Geophysical Research,,,1991,1991,96,C8,14781-14797,Closed,Article,"Mackas, David L.; Washburn, Libe; Smith, Sharon L.",,"Mackas, David L. (); Washburn, Libe (); Smith, Sharon L. ()",59,1,,,,https://app.dimensions.ai/details/publication/pub.1010986882,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
98,100,pub.1030094451,10.1016/0198-0149(89)90062-9,,,Isopycnal mixing and the distribution of particles across the North Pacific Subtropical Front,Deep Sea Research Part A Oceanographic Research Papers,,,1989-11,1989,36,11,1607-1620,Closed,Article,"Washburn, Libe; Siegel, David A.; Dickey, Tommy D.; Hamilton, Michael K.",,"Washburn, Libe (University of Southern California); Siegel, David A. (University of Southern California); Dickey, Tommy D. (University of Southern California); Hamilton, Michael K. (University of Southern California)",3,0,,,,https://app.dimensions.ai/details/publication/pub.1030094451,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
99,100,pub.1029267140,10.1016/0198-0149(89)90134-9,,,Optical determination of particulate abundance and production variations in the oligotrophic ocean,Deep Sea Research Part A Oceanographic Research Papers,,,1989-02,1989,36,2,211-222,Closed,Article,"Siegel, David A.; Dickey, T.D.; Washburn, Libe; Hamilton, Michael K.; Mitchell, B.G.",,"Siegel, David A. (University of Southern California); Dickey, T.D. (University of Southern California); Washburn, Libe (University of Southern California); Hamilton, Michael K. (University of Southern California); Mitchell, B.G. (Scripps Institution of Oceanography)",99,8,,,,https://app.dimensions.ai/details/publication/pub.1029267140,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
100,100,pub.1002262749,10.1175/1520-0485(1988)018<1075:oofioa>2.0.co;2,,,Observations of Frontal Instabilities on an Upwelling Filament,Journal of Physical Oceanography,,,1988-08,1988,18,8,1075-1092,All OA; Gold,Article,"Washburn, Libe; Armi, Laurence",,"Washburn, Libe (); Armi, Laurence ()",23,1,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0485%281988%29018%3C1075%3AOOFIOA%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1002262749,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
101,100,pub.1007674640,10.1175/1520-0485(1987)017<0012:ddatdo>2.0.co;2,,,Double Diffusion and the Distribution of the Density Ratio in the Mediterranean Waterfront Southeast of the Azores,Journal of Physical Oceanography,,,1987-01,1987,17,1,12-25,All OA; Gold,Article,"Washburn, Libe; Käse, Rolf H.",,"Washburn, Libe (); Käse, Rolf H. ()",13,0,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0485%281987%29017%3C0012%3ADDATDO%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1007674640,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
102,100,pub.1051453221,10.1029/jc092ic10p10787,,,Two‐dimensional observations of temperature microstructure in a coastal region,Journal of Geophysical Research,,,1987,1987,92,C10,10787-10798,Closed,Article,"Washburn, Libe",,"Washburn, Libe ()",6,0,,,,https://app.dimensions.ai/details/publication/pub.1051453221,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
103,100,pub.1022673300,10.1175/1520-0426(1986)003<0345:assfmc>2.0.co;2,,,A Simple System for Mapping Conductivity Microstructure,Journal of Atmospheric and Oceanic Technology,,,1986-09,1986,3,3,345-355,All OA; Gold,Article,"Washburn, Libe; Deaton, Thomas K.",,"Washburn, Libe (); Deaton, Thomas K. ()",8,1,,,http://journals.ametsoc.org/doi/pdf/10.1175/1520-0426%281986%29003%3C0345%3AASSFMC%3E2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1022673300,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
104,200,pub.1029809318,10.1117/12.964246,,,Optical Features Associated With Thermohaline Structures,Proceedings of SPIE,Ocean Optics VIII,,1986-08-07,1986,0637,,308-313,Closed,Proceeding,"Dickey, T. D.; Siegel, D. A.; Bratkovich, A.; Washburn, L.",,"Dickey, T. D. (University of Southern California); Siegel, D. A. (University of Southern California); Bratkovich, A. (University of Southern California); Washburn, L. (University of Southern California)",8,0,,,,https://app.dimensions.ai/details/publication/pub.1029809318,,,,,,
105,100,pub.1043590979,10.1029/jc090ic06p11765,,,The evolving structure of an upwelling filament,Journal of Geophysical Research,,,1985,1985,90,C6,11765-11778,"All OA; Green, Published",Article,"Flament, Pierre; Armi, Laurence; Washburn, Libe",,"Flament, Pierre (); Armi, Laurence (); Washburn, Libe ()",193,6,,,http://radlab.soest.hawaii.edu/papers/jgr/jgr_85_faw/jgr_85_faw.pdf,https://app.dimensions.ai/details/publication/pub.1043590979,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
106,400,pub.1062528294,10.1126/science.223.4640.1088,17830156,,Active Aerial Dispersal of Minute Wingless Arthropods: Exploitation of Boundary-Layer Velocity Gradients,Science,,,1984-03-09,1984,223,4640,1088-1089,Closed,Article,"WASHBURN, JAN O.; WASHBURN, LIBE",,"WASHBURN, JAN O. (University of California, Berkeley); WASHBURN, LIBE (Scripps Institution of Oceanography)",54,7,0.66,,,https://app.dimensions.ai/details/publication/pub.1062528294,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
107,100,pub.1033024467,10.1029/jc089ic03p03507,,,Horizontal Variability of temperature microstructure at the base of a mixed layer during MILE,Journal of Geophysical Research,,,1984,1984,89,C3,3507-3522,Closed,Article,"Washburn, Libe; Gibson, Carl H.",,"Washburn, Libe (); Gibson, Carl H. ()",17,0,,,,https://app.dimensions.ai/details/publication/pub.1033024467,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
108,100,pub.1024880944,10.1029/jc087ic06p04230,,,Measurements of oceanic temperature microstructure using a small conductivity sensor,Journal of Geophysical Research,,,1982,1982,87,C6,4230-4240,Closed,Article,"Washburn, Libe; Gibson, Carl H.",,"Washburn, Libe (); Gibson, Carl H. ()",12,0,,,,https://app.dimensions.ai/details/publication/pub.1024880944,09 Engineering; 0906 Electrical and Electronic Engineering,09 Engineering,0906 Electrical and Electronic Engineering,,,
109,100,pub.1091555432,10.21236/ada258030,,,Mixing and Finestructure Processes in a Coastal Jet During OPTOMA-21,,,,,,,,,All OA; Gold,Article,"Washburn, Libe",,"Washburn, Libe ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a258030.pdf,https://app.dimensions.ai/details/publication/pub.1091555432,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
