,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Galen D Stucky. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
331,400,pub.1042695022,10.1021/ja0275562,12381168,,Electrochemical synthesis of nanostructured ZnO films utilizing self-assembly of surfactant molecules at solid-liquid interfaces.,Journal of the American Chemical Society,,,2002-10,2002,124,42,12402-3,Closed,Article,"Choi, Kyoung-Shin; Lichtenegger, Helga C; Stucky, Galen D; McFarland, Eric W",,"Choi, Kyoung-Shin (University of California, Santa Barbara); Lichtenegger, Helga C (); Stucky, Galen D (); McFarland, Eric W ()",170,10,0.8,18.91,,https://app.dimensions.ai/details/publication/pub.1042695022,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
332,200,pub.1055409547,10.1021/cm021203k,,,Benzyl Alcohol and Titanium TetrachlorideA Versatile Reaction System for the Nonaqueous and Low-Temperature Preparation of Crystalline and Luminescent Titania Nanoparticles,Chemistry of Materials,,,2002-10,2002,14,10,4364-4370,Closed,Article,"Niederberger, Markus; Bartl, Michael H.; Stucky, Galen D.",,"Niederberger, Markus (); Bartl, Michael H. (); Stucky, Galen D. ()",280,21,,,,https://app.dimensions.ai/details/publication/pub.1055409547,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
333,200,pub.1057713911,10.1063/1.1506146,,,Optical and transport properties of an alkali-doped methanofullerene,The Journal of Chemical Physics,,,2002-09-15,2002,117,11,5109-5112,"All OA; Green, Published",Article,"Saab, A. P.; Stucky, G. D.; Srdanov, V. I.; Hummelen, J. C.; González, M.; Wudl, F.",,"Saab, A. P. (); Stucky, G. D. (); Srdanov, V. I. (); Hummelen, J. C. (); González, M. (); Wudl, F. ()",1,0,,,https://pure.rug.nl/ws/files/6998844/2002JChemPhysSaab.pdf,https://app.dimensions.ai/details/publication/pub.1057713911,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
334,200,pub.1056215306,10.1021/nl025587p,,,Controlled Electrodeposition of Nanoparticulate Tungsten Oxide,Nano Letters,,,2002-08,2002,2,8,831-834,Closed,Article,"Baeck, S. H.; Jaramillo, T.; Stucky, G. D.; McFarland, E. W.",,"Baeck, S. H. (); Jaramillo, T. (); Stucky, G. D. (); McFarland, E. W. ()",107,8,,,,https://app.dimensions.ai/details/publication/pub.1056215306,,,,,,
335,200,pub.1055408895,10.1021/cm011209u,,,"General Predictive Syntheses of Cubic, Hexagonal, and Lamellar Silica and Titania Mesostructured Thin Films §",Chemistry of Materials,,,2002-08,2002,14,8,3284-3294,Closed,Article,"Alberius, Peter C. A.; Frindell, Karen L.; Hayward, Ryan C.; Kramer, Edward J.; Stucky, Galen D.; Chmelka, Bradley F.",,"Alberius, Peter C. A. (); Frindell, Karen L. (); Hayward, Ryan C. (); Kramer, Edward J. (); Stucky, Galen D. (); Chmelka, Bradley F. ()",507,20,,,,https://app.dimensions.ai/details/publication/pub.1055408895,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
336,200,pub.1010938314,10.1002/chin.200229243,,,ChemInform Abstract: Nonionic Block Copolymer Synthesis of Large‐Pore Cubic Mesoporous Single Crystals by Use of Inorganic Salts.,ChemInform,,,2002-07-23,2002,33,29,no-no,Closed,Article,"Yu, Chengzhong; Tian, Bozhi; Fan, Jie; Stucky, Galen D.; Zhao, Dongyuan",,"Yu, Chengzhong (University of California, Santa Barbara); Tian, Bozhi (University of California, Santa Barbara); Fan, Jie (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Zhao, Dongyuan (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1010938314,,,,,,
337,400,pub.1055554133,10.1021/ic011286r,12132921,,Siting of antimony dopants and gallium in Ba(8)Ga(16)Ge(30) clathrates grown from gallium flux.,Inorganic Chemistry,,,2002-07,2002,41,15,3956-61,Closed,Article,"Latturner, S E; Bryan, J D; Blake, N; Metiu, H; Stucky, G D",,"Latturner, S E (University of California, Santa Barbara); Bryan, J D (); Blake, N (); Metiu, H (); Stucky, G D ()",21,0,0.05,2.4,,https://app.dimensions.ai/details/publication/pub.1055554133,09 Engineering; 0302 Inorganic Chemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 0904 Chemical Engineering,09 Engineering,0302 Inorganic Chemistry,0399 Other Chemical Sciences,03 Chemical Sciences,0904 Chemical Engineering
338,200,pub.1055409044,10.1021/cm011739q,,,Structural and Microstructural Characterization of the Growth Lines and Prismatic Microarchitecture in Red Abalone Shell and the Microstructures of Abalone “Flat Pearls”,Chemistry of Materials,,,2002-07,2002,14,7,3106-3117,Closed,Article,"Su, Xiaowei; Belcher, Angela M.; Zaremba, Charlotte M.; Morse, Daniel E.; Stucky, Galen D.; Heuer, Arthur H.",,"Su, Xiaowei (); Belcher, Angela M. (); Zaremba, Charlotte M. (); Morse, Daniel E. (); Stucky, Galen D. (); Heuer, Arthur H. ()",51,4,,,,https://app.dimensions.ai/details/publication/pub.1055409044,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
339,200,pub.1022107478,10.1002/chin.200225014,,,ChemInform Abstract: Sensitized Luminescence of Trivalent Europium by Three‐Dimensionally Arranged Anatase Nanocrystals in Mesostructured Titania Thin Films.,ChemInform,,,2002-06-25,2002,33,25,no-no,Closed,Article,"Frindell, Karen L.; Bartl, Michael H.; Popitsch, Alois; Stucky, Galen D.",,"Frindell, Karen L. (University of California, Santa Barbara); Bartl, Michael H. (University of California, Santa Barbara); Popitsch, Alois (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1022107478,,,,,,
340,200,pub.1057710171,10.1063/1.1473816,,,"Erratum: “Band structures and thermoelectric properties of the clathrates Ba8Ga16Ge30, Sr8Ga16Ge30, Ba8Ga16Si30, and Ba8In16Sn30” [J. Chem. Phys.
                    115
                    , 8060 (2001)]",The Journal of Chemical Physics,,,2002-06,2002,116,21,9545-9547,All OA; Gold,Article,"Blake, Nick P.; Latturner, Susan; Bryan, J. Dan; Stucky, Galen D.; Metiu, Horia",,"Blake, Nick P. (); Latturner, Susan (); Bryan, J. Dan (); Stucky, Galen D. (); Metiu, Horia ()",6,1,,,https://aip.scitation.org/doi/pdf/10.1063/1.1473816,https://app.dimensions.ai/details/publication/pub.1057710171,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
341,200,pub.1056215238,10.1021/nl020244c,,,Assembly of Nanoparticles into Hollow Spheres Using Block Copolypeptides,Nano Letters,,,2002-06,2002,2,6,583-587,Closed,Article,"Wong, Michael S.; Cha, Jennifer N.; Choi, Kyoung-Shin; Deming, Timothy J.; Stucky, Galen D.",,"Wong, Michael S. (); Cha, Jennifer N. (); Choi, Kyoung-Shin (); Deming, Timothy J. (); Stucky, Galen D. ()",213,10,,,,https://app.dimensions.ai/details/publication/pub.1056215238,,,,,,
342,200,pub.1006677913,10.1002/chin.200221023,,,"ChemInform Abstract: Synthesis and Characterization of the Synthetic Minerals Villyaellenite and Sarkinite, Mn5(AsO4)2 (HAsO4)2×4H2O and Mn2(AsO4)(OH).",ChemInform,,,2002-05-28,2002,33,21,no-no,Closed,Article,"Stock, N.; Stucky, G. D.; Cheetham, A. K.",,"Stock, N. (Ludwig Maximilian University of Munich); Stucky, G. D. (Ludwig Maximilian University of Munich); Cheetham, A. K. (Ludwig Maximilian University of Munich)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1006677913,,,,,,
343,100,pub.1009818554,10.1039/b110598c,,,Direct syntheses of ordered SBA-15 mesoporous materials containing arenesulfonic acid groups,Journal of Materials Chemistry,,,2002-05-22,2002,12,6,1664-1670,Closed,Article,"Melero, Juan A.; Stucky, Galen D.; van Grieken, Rafael; Morales, Gabriel",,"Melero, Juan A. (King Juan Carlos University); Stucky, Galen D. (University of California, Santa Barbara); van Grieken, Rafael (King Juan Carlos University); Morales, Gabriel (King Juan Carlos University)",229,15,,25.47,,https://app.dimensions.ai/details/publication/pub.1009818554,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
344,400,pub.1019645723,10.1021/ja025548f,11971691,,Nonionic block copolymer synthesis of large-pore cubic mesoporous single crystals by use of inorganic salts.,Journal of the American Chemical Society,,,2002-05,2002,124,17,4556-7,Closed,Article,"Yu, Chengzhong; Tian, Bozhi; Fan, Jie; Stucky, Galen D; Zhao, Dongyuan",,"Yu, Chengzhong (Fudan University); Tian, Bozhi (); Fan, Jie (); Stucky, Galen D (); Zhao, Dongyuan ()",227,8,1.28,25.32,,https://app.dimensions.ai/details/publication/pub.1019645723,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
345,200,pub.1057709442,10.1063/1.1466531,,,Maximum entropy method analysis of thermal motion and disorder in thermoelectric clathrate Ba8Ga16Si30,Journal of Applied Physics,,,2002-05,2002,91,9,5694-5699,Closed,Article,"Bentien, A.; Iversen, B. B.; Bryan, J. D.; Stucky, G. D.; Palmqvist, A. E. C.; Schultz, A. J.; Henning, R. W.",,"Bentien, A. (); Iversen, B. B. (); Bryan, J. D. (); Stucky, G. D. (); Palmqvist, A. E. C. (); Schultz, A. J. (); Henning, R. W. ()",55,2,,,,https://app.dimensions.ai/details/publication/pub.1057709442,09 Engineering; 02 Physical Sciences; 01 Mathematical Sciences,09 Engineering,02 Physical Sciences,01 Mathematical Sciences,,
346,200,pub.1055408733,10.1021/cm010904z,,,Synthesis of Mesoporous Carbon Foams Templated by Organic Colloids,Chemistry of Materials,,,2002-04,2002,14,4,1665-1670,Closed,Article,"Lukens, Wayne W.; Stucky, Galen D.",,"Lukens, Wayne W. (); Stucky, Galen D. ()",58,4,,,,https://app.dimensions.ai/details/publication/pub.1055408733,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
347,300,pub.1002393671,10.1002/1521-3773(20020315)41:6<959::aid-anie959>3.0.co;2-m,12491281,,Sensitized Luminescence of Trivalent Europium by Three‐Dimensionally Arranged Anatase Nanocrystals in Mesostructured Titania Thin Films  ,Angewandte Chemie International Edition,,,2002-03-15,2002,41,6,959-962,Closed,Article,"Frindell, Karen L.; Bartl, Michael H.; Popitsch, Alois; Stucky, Galen D.",,"Frindell, Karen L. (University of California, Santa Barbara); Bartl, Michael H. (University of California, Santa Barbara); Popitsch, Alois (University of Graz); Stucky, Galen D. (University of California, Santa Barbara)",162,6,0.68,18.07,,https://app.dimensions.ai/details/publication/pub.1002393671,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
348,100,pub.1035126090,10.1002/1521-3757(20020315)114:6<1001::aid-ange1001>3.0.co;2-8,,,Sensitized Luminescence of Trivalent Europium by Three‐Dimensionally Arranged Anatase Nanocrystals in Mesostructured Titania Thin Films  ,Angewandte Chemie,,,2002-03-15,2002,114,6,1001-1004,Closed,Article,"Frindell, Karen L.; Bartl, Michael H.; Popitsch, Alois; Stucky, Galen D.",,"Frindell, Karen L. (University of California, Santa Barbara); Bartl, Michael H. (University of California, Santa Barbara); Popitsch, Alois (University of Graz); Stucky, Galen D. (University of California, Santa Barbara)",33,1,,,,https://app.dimensions.ai/details/publication/pub.1035126090,,,,,,
349,200,pub.1056048296,10.1021/jp014280w,,,Structural Design of Mesoporous Silica by Micelle-Packing Control Using Blends of Amphiphilic Block Copolymers,The Journal of Physical Chemistry B,,,2002-03,2002,106,10,2552-2558,Closed,Article,"Kim, Ji Man; Sakamoto, Yasuhiro; Hwang, Young Kyu; Kwon, Young-Uk; Terasaki, Osamu; Park, Sang-Eon; Stucky, Galen D.",,"Kim, Ji Man (); Sakamoto, Yasuhiro (); Hwang, Young Kyu (); Kwon, Young-Uk (); Terasaki, Osamu (); Park, Sang-Eon (); Stucky, Galen D. ()",158,10,,,,https://app.dimensions.ai/details/publication/pub.1056048296,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
350,200,pub.1056048167,10.1021/jp014094q,,,Three-Dimensional Cubic Mesoporous Structures of SBA-12 and Related Materials by Electron Crystallography,The Journal of Physical Chemistry B,,,2002-03,2002,106,12,3118-3123,Closed,Article,"Sakamoto, Yasuhiro; Díaz, Isabel; Terasaki, Osamu; Zhao, Dongyuan; Pérez-Pariente, Joaquin; Kim, Ji Man; Stucky, Galen D.",,"Sakamoto, Yasuhiro (); Díaz, Isabel (); Terasaki, Osamu (); Zhao, Dongyuan (); Pérez-Pariente, Joaquin (); Kim, Ji Man (); Stucky, Galen D. ()",106,2,,,,https://app.dimensions.ai/details/publication/pub.1056048167,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
351,200,pub.1055408903,10.1021/cm011227b,,,Growth of CdS Nanorods in Nonionic Amphiphilic Triblock Copolymer Systems,Chemistry of Materials,,,2002-03,2002,14,3,1277-1284,Closed,Article,"Yang, Chung-Sung; Awschalom, David D.; Stucky, Galen D.",,"Yang, Chung-Sung (); Awschalom, David D. (); Stucky, Galen D. ()",76,0,,,,https://app.dimensions.ai/details/publication/pub.1055408903,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
352,200,pub.1055408665,10.1021/cm010695i,,,Surfactant and pH-Mediated Control over the Molecular Structure of Poly(phenylsilsesquioxane) Resins,Chemistry of Materials,,,2002-03,2002,14,3,1174-1182,Closed,Article,"Harreld, John H.; Su, Kai; Katsoulis, Dimi E.; Suto, Michitaka; Stucky, Galen D.",,"Harreld, John H. (); Su, Kai (); Katsoulis, Dimi E. (); Suto, Michitaka (); Stucky, Galen D. ()",11,3,,,,https://app.dimensions.ai/details/publication/pub.1055408665,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
353,100,pub.1048002445,10.1016/s1381-1177(01)00072-8,,,Catalytic activity of mesoporous silicate-immobilized chloroperoxidase,Journal of Molecular Catalysis B Enzymatic,,,2002-03,2002,17,1,1-8,Closed,Article,"Han, Yong-Jin; Watson, Jordan T; Stucky, Galen D; Butler, Alison","Butler, Alison","Han, Yong-Jin (University of California, Santa Barbara); Watson, Jordan T (University of California, Santa Barbara); Stucky, Galen D (University of California, Santa Barbara); Butler, Alison (University of California, Santa Barbara)",197,9,,11.94,,https://app.dimensions.ai/details/publication/pub.1048002445,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
354,100,pub.1007596035,10.1016/s0022-3093(01)01051-1,,,Manipulation of pore size distributions in silica and ormosil gels dried under ambient pressure conditions,Journal of Non-Crystalline Solids,,,2002-03,2002,298,2-3,241-251,Closed,Article,"Harreld, John H; Ebina, Takeo; Tsubo, Norihiko; Stucky, Galen","Stucky, Galen","Harreld, John H (University of California, Santa Barbara); Ebina, Takeo (); Tsubo, Norihiko (); Stucky, Galen (University of California, Santa Barbara)",30,4,,7.08,,https://app.dimensions.ai/details/publication/pub.1007596035,0912 Materials Engineering; 0204 Condensed Matter Physics; 02 Physical Sciences; 09 Engineering,0912 Materials Engineering,0204 Condensed Matter Physics,02 Physical Sciences,09 Engineering,
355,200,pub.1064488899,10.1246/cl.2002.62,,,Synthesis of Siliceous Hollow Spheres with Ultra Large Mesopore Wall Structures by Reverse Emulsion Templating,Chemistry Letters,,,2002-01,2002,31,1,62-63,Closed,Article,"Yu, Chengzhong; Tian, Bozhi; Fan, Jie; Stucky, Galen D.; Zhao, Dongyuan",,"Yu, Chengzhong (); Tian, Bozhi (); Fan, Jie (); Stucky, Galen D. (); Zhao, Dongyuan ()",55,1,,,,https://app.dimensions.ai/details/publication/pub.1064488899,03 Chemical Sciences,03 Chemical Sciences,,,,
356,200,pub.1034315003,10.1016/s0167-2991(02)80521-3,,,Porous materials: Looking through the electron microscope,Studies in Surface Science and Catalysis,"Nanoporous Materials III, Proceedings of the 3rdInternational Symposium on Nanoporous Materials",,2002,2002,141,J. Electron Microscopy481999,27-34,Closed,Chapter,"Terasaki, O.; Ohsuna, T.; Liu, Z.; Kaneda, M.; Kamiya, S.; Carlsson, A.; Tsubakiyama, T.; Sakamoto, Y.; Inagaki, S.; Che, S.; Tatsumi, T.; Camblor, M.A.; Ryoo, R.; Zhao, D.; Stucky, G.; Shindo, D.; Hiraga, K.","Terasaki, O.","Terasaki, O. (Tohoku University); Ohsuna, T. (); Liu, Z. (); Kaneda, M. (Tohoku University); Kamiya, S. (Tohoku University); Carlsson, A. (Tohoku University); Tsubakiyama, T. (Tohoku University); Sakamoto, Y. (Tohoku University); Inagaki, S. (); Che, S. (Yokohama National University); Tatsumi, T. (Yokohama National University); Camblor, M.A. (); Ryoo, R. (Korea Advanced Institute of Science and Technology); Zhao, D. (Fudan University); Stucky, G. (University of California, Santa Barbara); Shindo, D. (); Hiraga, K. ()",6,1,,,,https://app.dimensions.ai/details/publication/pub.1034315003,,,,,,
357,100,pub.1093865165,10.1109/qels.2002.1031213,,,Quantum dots for off-on biological labeling,,Summaries of Papers Presented at the Quantum Electronics and Laser Science Conference,,2002,2002,,,134-135,Closed,Proceeding,"Nadeau, Jay L.; Nealson, Kenneth H.; Propulsion, Jet; Wong, Michael S.; Stucky, Galen D.",,"Nadeau, Jay L. (); Nealson, Kenneth H. (); Propulsion, Jet (University of California, Santa Barbara); Wong, Michael S. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093865165,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
358,100,pub.1067955793,10.1557/proc-755-dd10.2,,,Magnetic Structure and Thermal Expansion of Eu4Ga8Ge16,MRS Advances,,,2002,2002,755,,dd10.2,Closed,Article,"Birkedal, Henrik; Daniel Bryan, J.; Stucky, Galen. D.; Christensen, Mogens; Iversen, Bo B.",,"Birkedal, Henrik (); Daniel Bryan, J. (); Stucky, Galen. D. (); Christensen, Mogens (); Iversen, Bo B. ()",1,0,,0.18,,https://app.dimensions.ai/details/publication/pub.1067955793,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
359,100,pub.1033816735,10.1016/s0167-2991(02)80269-5,,,Synthesis and characterisation of iron-containing SBA-15 mesoporous silica,Studies in Surface Science and Catalysis,"Impact of Zeolites and other Porous Materials on the new Technologies at the Beginning of the New Millennium, Proceedings of the 2nd International FEZA (Federation of the European Zeolite Associations) Conference",,2002,2002,142,,1109-1116,Closed,Chapter,"Martinez, F.; Han, Yong-Jin; Stucky, Galen; Sotelo, J.L.; Ovejero, G.; Melero, J.A.",,"Martinez, F. (University of California, Santa Barbara); Han, Yong-Jin (University of California, Santa Barbara); Stucky, Galen (University of California, Santa Barbara); Sotelo, J.L. (); Ovejero, G. (); Melero, J.A. ()",26,0,,2.79,,https://app.dimensions.ai/details/publication/pub.1033816735,03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,
360,100,pub.1026183130,10.1039/b206433b,,,Synthesis and luminescence properties of mesostructured thin films activated by in-situ formed trivalent rare earth ion complexes,Chemical Communications,,,2002,2002,0,21,2474-2475,Closed,Article,"Bartl, Michael H.; Scott, Brian J.; Huang, Howard C.; Wirnsberger, Gernot; Popitsch, Alois; Chmelka, Bradley F.; Stucky, Galen D.",,"Bartl, Michael H. (University of California, Santa Barbara; University of Graz); Scott, Brian J. (University of California, Santa Barbara); Huang, Howard C. (University of California, Santa Barbara); Wirnsberger, Gernot (University of Graz); Popitsch, Alois (University of Graz); Chmelka, Bradley F. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",47,1,,4.86,,https://app.dimensions.ai/details/publication/pub.1026183130,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
361,100,pub.1046622699,10.1039/b107640j,,,Salt effect in the synthesis of mesoporous silica templated by non-ionic block copolymers,Chemical Communications,,,2001-12-19,2001,0,24,2726-2727,Closed,Article,"Yu, Chengzhong; Tian, Bozhi; Fan, Jie; Stucky, Galen D.; Zhao, Dongyuan",,"Yu, Chengzhong (Fudan University); Tian, Bozhi (Fudan University); Fan, Jie (Fudan University); Stucky, Galen D. (University of California, Santa Barbara); Zhao, Dongyuan (Fudan University)",89,2,,10.07,,https://app.dimensions.ai/details/publication/pub.1046622699,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
362,400,pub.1025838936,10.1016/s1074-5521(01)00072-2,11731296,,A novel fluorescent silica tracer for biological silicification studies,Cell Chemical Biology,,"Diatoms; Dose-Response Relationship, Drug; Fluorescent Dyes; Hydrogen-Ion Concentration; Microscopy, Fluorescence; Oxazoles; Silicic Acid; Silicon; Silicon Dioxide; Spectrum Analysis",2001-11,2001,8,11,1051-1060,All OA; Gold,Article,"Shimizu, Katsuhiko; Del Amo, Yolanda; Brzezinski, Mark A; Stucky, Galen D; Morse, Daniel E","Morse, Daniel E","Shimizu, Katsuhiko (University of California, Santa Barbara); Del Amo, Yolanda (University of California, Santa Barbara); Brzezinski, Mark A (University of California, Santa Barbara); Stucky, Galen D (University of California, Santa Barbara); Morse, Daniel E (University of California, Santa Barbara)",101,12,1.19,8.54,https://doi.org/10.1016/s1074-5521(01)00072-2,https://app.dimensions.ai/details/publication/pub.1025838936,0305 Organic Chemistry; 0601 Biochemistry and Cell Biology; 0304 Medicinal and Biomolecular Chemistry; 03 Chemical Sciences; 06 Biological Sciences,0305 Organic Chemistry,0601 Biochemistry and Cell Biology,0304 Medicinal and Biomolecular Chemistry,03 Chemical Sciences,06 Biological Sciences
363,200,pub.1057702622,10.1063/1.1397324,,,"Band structures and thermoelectric properties of the clathrates Ba8Ga16Ge30, Sr8Ga16Ge30, Ba8Ga16Si30, and Ba8In16Sn30",The Journal of Chemical Physics,,,2001-11,2001,115,17,8060-8073,Closed,Article,"Blake, Nick P.; Latturner, Susan; Bryan, J. Daniel; Stucky, Galen D.; Metiu, Horia",,"Blake, Nick P. (); Latturner, Susan (); Bryan, J. Daniel (); Stucky, Galen D. (); Metiu, Horia ()",114,7,,,,https://app.dimensions.ai/details/publication/pub.1057702622,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
364,200,pub.1055408816,10.1021/cm0110730,,,Mesoporous and Mesostructured Materials for Optical Applications,Chemistry of Materials,,,2001-10,2001,13,10,3140-3150,Closed,Article,"Scott, Brian J.; Wirnsberger, Gernot; Stucky, Galen D.",,"Scott, Brian J. (); Wirnsberger, Gernot (); Stucky, Galen D. ()",455,26,,,,https://app.dimensions.ai/details/publication/pub.1055408816,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
365,200,pub.1055408790,10.1021/cm0110324,,,"Mesoporous Silica Fibers:  Synthesis, Internal Structure, and Growth Kinetics",Chemistry of Materials,,,2001-10,2001,13,10,3587-3595,Closed,Article,"Kleitz, Freddy; Marlow, Frank; Stucky, Galen D.; Schüth, Ferdi",,"Kleitz, Freddy (); Marlow, Frank (); Stucky, Galen D. (); Schüth, Ferdi ()",109,5,,,,https://app.dimensions.ai/details/publication/pub.1055408790,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
366,200,pub.1048644882,10.1002/chin.200136027,,,ChemInform Abstract: Synthesis and Characterization of the Manganese Pyroarsenate Mn2As2O7×2H2O.,ChemInform,,,2001-09-04,2001,32,36,no-no,Closed,Article,"Stock, N.; Stucky, G. D.; Cheetham, A. K.",,"Stock, N. (Ludwig Maximilian University of Munich); Stucky, G. D. (Ludwig Maximilian University of Munich); Cheetham, A. K. (Ludwig Maximilian University of Munich)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1048644882,,,,,,
367,400,pub.1002717137,10.1002/1521-3773(20010903)40:17<3182::aid-anie3182>3.0.co;2-j,29712051,,"Transition Metal Complexes with the Proton Sponge 4,9‐Dichloroquino[7,8‐h]quinoline: Highly Twisted Aromatic Systems and an Extreme “Out‐of‐Plane” Position of the Coordinated Transition Metal Atom  ",Angewandte Chemie International Edition,,,2001-09-03,2001,40,17,3182-3184,Closed,Article,"Wüstefeld, Hans‐Ulrich; Kaska, William C.; Schüth, Ferdi; Stucky, Galen D.; Bu, Xianhui; Krebs, Bernt",,"Wüstefeld, Hans‐Ulrich (); Kaska, William C. (); Schüth, Ferdi (); Stucky, Galen D. (); Bu, Xianhui (); Krebs, Bernt ()",14,1,0.27,1.34,,https://app.dimensions.ai/details/publication/pub.1002717137,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
368,200,pub.1045989198,10.1002/1521-3757(20010903)113:17<3280::aid-ange3280>3.0.co;2-r,,,"Übergangsmetallkomplexe des Protonenschwammes 4,9‐Dichlorchino[7,8‐h]chinolin: ein stark gekrümmtes aromatisches System und extreme „Out‐of‐plane“‐Position des Übergangsmetallzentrums",Angewandte Chemie,,,2001-09-03,2001,113,17,3280-3282,Closed,Article,"Wüstefeld, Hans‐Ulrich; Kaska, William C.; Schüth, Ferdi; Stucky, Galen D.; Bu, Xianhui; Krebs, Bernt",,"Wüstefeld, Hans‐Ulrich (); Kaska, William C. (); Schüth, Ferdi (); Stucky, Galen D. (); Bu, Xianhui (); Krebs, Bernt ()",7,0,,,,https://app.dimensions.ai/details/publication/pub.1045989198,,,,,,
369,400,pub.1042855626,10.1016/s1386-1425(01)00503-0,11666084,,Mesostructured materials for optical applications: from low-k dielectrics to sensors and lasers,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,,Electronics; Fluorescent Dyes; Hydrogen-Ion Concentration; Lasers; Rhodamines; Spectrophotometry; Time Factors,2001-09,2001,57,10,2049-2060,Closed,Article,"Wirnsberger, Gernot; Yang, Peidong; Scott, Brian J.; Chmelka, Bradley F.; Stucky, Galen D.","Wirnsberger, Gernot","Wirnsberger, Gernot (University of Graz); Yang, Peidong (University of California, Berkeley); Scott, Brian J. (University of California, Santa Barbara); Chmelka, Bradley F. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",67,3,0.22,7.75,,https://app.dimensions.ai/details/publication/pub.1042855626,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
