,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Patricia Ann Holden. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
69,400,pub.1018416218,10.1007/s00248-011-9874-z,21617896,,"Terrestrial Sources Homogenize Bacterial Water Quality During Rainfall in Two Urbanized Watersheds in Santa Barbara, CA",Microbial Ecology,,"Bacteria; California; Cities; Colony Count, Microbial; Feces; Fresh Water; Genetic Markers; Humans; Methanobrevibacter; Polymorphism, Restriction Fragment Length; Rain; Water Microbiology; Water Movements; Water Pollution; Water Quality",2011-10,2011,62,3,574-583,Closed,Article,"Sercu, Bram; Van De Werfhorst, Laurie C.; Murray, Jill L. S.; Holden, Patricia A.","Sercu, Bram","Sercu, Bram (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Murray, Jill L. S. (); Holden, Patricia A. (University of California, Santa Barbara)",11,1,0.51,1.19,,https://app.dimensions.ai/details/publication/pub.1018416218,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
70,400,pub.1030324586,10.1128/aem.00239-11,21742921,PMC3165408,Comparison of the Host Specificities of Two Bacteroidales Quantitative PCR Assays Used for Tracking Human Fecal Contamination,Applied and Environmental Microbiology,,Animals; Bacteriological Techniques; Bacteroidetes; Cats; Charadriiformes; Dogs; False Positive Reactions; Feces; Humans; Polymerase Chain Reaction; Raccoons; Sensitivity and Specificity,2011-09-01,2011,77,17,6258-6260,All OA; Gold,Article,"Van De Werfhorst, Laurie C.; Sercu, Bram; Holden, Patricia A.",,"Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Sercu, Bram (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",17,5,0.84,1.98,https://aem.asm.org/content/77/17/6258.full.pdf,https://app.dimensions.ai/details/publication/pub.1030324586,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
71,400,pub.1055503122,10.1021/es201118r,21786742,,Application of an integrated community analysis approach for microbial source tracking in a coastal creek.,Environmental Science & Technology,,"Animals; Bacteria; California; Environmental Monitoring; Feces; High-Throughput Nucleotide Sequencing; Humans; Multivariate Analysis; Oceans and Seas; Polymorphism, Restriction Fragment Length; Public Health; Rivers; Sewage; Water Microbiology; Water Pollution; Water Quality; Water Supply",2011-09,2011,45,17,7195-201,Closed,Article,"Cao, Yiping; Van De Werfhorst, Laurie C; Sercu, Bram; Murray, Jill L S; Holden, Patricia A",,"Cao, Yiping (Southern California Coastal Water Research Project); Van De Werfhorst, Laurie C (); Sercu, Bram (); Murray, Jill L S (); Holden, Patricia A ()",12,1,0.59,1.72,,https://app.dimensions.ai/details/publication/pub.1055503122,09 Engineering; 0502 Environmental Science and Management; 0605 Microbiology; 06 Biological Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0502 Environmental Science and Management,0605 Microbiology,06 Biological Sciences,05 Environmental Sciences
72,400,pub.1055503077,10.1021/es200981k,21786744,,Sewage exfiltration as a source of storm drain contamination during dry weather in urban watersheds.,Environmental Science & Technology,,"California; Environmental Monitoring; Environmental Pollution; Feces; Humans; Rhodamines; Sewage; Urban Population; Water Movements; Water Pollutants, Chemical; Weather",2011-09,2011,45,17,7151-7,Closed,Article,"Sercu, Bram; Van De Werfhorst, Laurie C; Murray, Jill L S; Holden, Patricia A",,"Sercu, Bram (University of California, Santa Barbara); Van De Werfhorst, Laurie C (); Murray, Jill L S (); Holden, Patricia A ()",44,14,1.92,7.24,,https://app.dimensions.ai/details/publication/pub.1055503077,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
73,200,pub.1010842085,10.1007/s00248-011-9908-6,,,"Erratum to: Terrestrial Sources Homogenize Bacterial Water Quality During Rainfall in Two Urbanized Watersheds in Santa Barbara, CA",Microbial Ecology,,,2011-07,2011,62,1,238-239,All OA; Gold,Article,"Sercu, Bram; Van De Werfhorst, Laurie C.; Murray, Jill L. S.; Holden, Patricia A.","Sercu, Bram","Sercu, Bram (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Murray, Jill L. S. (); Holden, Patricia A. (University of California, Santa Barbara)",0,0,,0,https://link.springer.com/content/pdf/10.1007%2Fs00248-011-9908-6.pdf,https://app.dimensions.ai/details/publication/pub.1010842085,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
74,100,pub.1069133948,10.2166/9781843395485,,,"Canine Scent and Microbial Source Tracking in Santa Barbara, California",Water Intelligence Online,,,2011-06,2011,10,,9781843395485,Closed,Article,"Murray, Jill; Reynolds, Scott; Holden, Patricia; Van De Werfhorst, Laurie",,"Murray, Jill (); Reynolds, Scott (); Holden, Patricia (University of California, Santa Barbara); Van De Werfhorst, Laurie (University of California, Santa Barbara)",2,1,,0.22,,https://app.dimensions.ai/details/publication/pub.1069133948,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
75,100,pub.1052763286,10.1016/j.soilbio.2011.01.008,,,Drying/rewetting cycles mobilize old C from deep soils from a California annual grassland,Soil Biology and Biochemistry,,,2011-05,2011,43,5,1101-1103,"All OA; Green, Published",Article,"Schimel, Joshua P.; Wetterstedt, J.Å. Martin; Holden, Patricia A.; Trumbore, Susan E.","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Wetterstedt, J.Å. Martin (Swedish University of Agricultural Sciences); Holden, Patricia A. (University of California, Santa Barbara); Trumbore, Susan E. (University of California, Irvine)",46,11,,7.74,https://escholarship.org/content/qt7bt6f8jj/qt7bt6f8jj.pdf?t=oemku4,https://app.dimensions.ai/details/publication/pub.1052763286,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
76,400,pub.1055502309,10.1021/es103040t,21207975,,Evidence for negative effects of TiO2 and ZnO nanoparticles on soil bacterial communities.,Environmental Science & Technology,,"Biomass; DNA, Bacterial; Nanoparticles; Oxides; Soil; Soil Microbiology; Soil Pollutants; Titanium; Zinc Oxide",2011-02-15,2011,45,4,1659-64,Closed,Article,"Ge, Yuan; Schimel, Joshua P; Holden, Patricia A",,"Ge, Yuan (University of California, Santa Barbara); Schimel, Joshua P (); Holden, Patricia A ()",233,62,8.01,31.41,,https://app.dimensions.ai/details/publication/pub.1055502309,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
77,400,pub.1009013142,10.1021/nn1034857,21261306,,Nanomaterials in the environment: from materials to high-throughput screening to organisms.,ACS Nano,,Animals; Combinatorial Chemistry Techniques; Drug Design; Ecotoxicology; Environment; High-Throughput Screening Assays; Humans; Nanostructures; Toxicity Tests,2011-01-25,2011,5,1,13-20,Closed,Article,"Thomas, Courtney R.; George, Saji; Horst, Allison M.; Ji, Zhaoxia; Miller, Robert J.; Peralta-Videa, Jose R.; Xia, Tian; Pokhrel, Suman; Mädler, Lutz; Gardea-Torresdey, Jorge L.; Holden, Patricia A.; Keller, Arturo A.; Lenihan, Hunter S.; Nel, Andre E.; Zink, Jeffrey I.",,"Thomas, Courtney R. (University of California Los Angeles); George, Saji (University of California Los Angeles); Horst, Allison M. (University of California, Santa Barbara); Ji, Zhaoxia (University of California Los Angeles); Miller, Robert J. (University of California, Santa Barbara); Peralta-Videa, Jose R. (The University of Texas at El Paso); Xia, Tian (University of California Los Angeles); Pokhrel, Suman (University of Bremen); Mädler, Lutz (University of Bremen); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso); Holden, Patricia A. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara); Nel, Andre E. (University of California Los Angeles); Zink, Jeffrey I. (University of California Los Angeles)",108,17,3.61,14.61,,https://app.dimensions.ai/details/publication/pub.1009013142,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
78,400,pub.1014096425,10.1128/aem.01113-10,21097584,PMC3020531,Cultivation-Independent Analysis of Bacteria in IDEXX Quanti-Tray/2000 Fecal Indicator Assays,Applied and Environmental Microbiology,,"Bacteriological Techniques; DNA Fingerprinting; DNA, Bacterial; Enterobacteriaceae; Environmental Monitoring; False Positive Reactions; Feces; Fresh Water; Molecular Sequence Data; Polymorphism, Restriction Fragment Length; RNA, Ribosomal, 16S; Sensitivity and Specificity; Sequence Analysis, DNA; Sewage",2011-01-15,2011,77,2,627-633,All OA; Gold,Article,"Sercu, Bram; Van De Werfhorst, Laurie C.; Murray, Jill L. S.; Holden, Patricia A.",,"Sercu, Bram (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Murray, Jill L. S. (); Holden, Patricia A. (University of California, Santa Barbara)",12,0,0.81,1.3,https://aem.asm.org/content/77/2/627.full.pdf,https://app.dimensions.ai/details/publication/pub.1014096425,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
79,400,pub.1008554627,10.1038/nnano.2010.251,21170041,,Biomagnification of cadmium selenide quantum dots in a simple experimental microbial food chain,Nature Nanotechnology,,"Cadmium Compounds; Food Chain; Microscopy, Electron, Scanning Transmission; Nanostructures; Pseudomonas aeruginosa; Quantum Dots; Selenium Compounds; Tetrahymena thermophila; Vacuoles",2011-01,2011,6,1,65-71,Closed,Article,"Werlin, R.; Priester, J. H.; Mielke, R. E.; Krämer, S.; Jackson, S.; Stoimenov, P. K.; Stucky, G. D.; Cherr, G. N.; Orias, E.; Holden, P. A.","Holden, P. A.","Werlin, R. (University of California, Santa Barbara); Priester, J. H. (University of California, Santa Barbara); Mielke, R. E. (University of California, Santa Barbara; Jet Propulsion Lab); Krämer, S. (University of California, Santa Barbara); Jackson, S. (University of California, Santa Barbara; University of California, Davis); Stoimenov, P. K. (University of California, Santa Barbara); Stucky, G. D. (University of California, Santa Barbara); Cherr, G. N. (University of California, Santa Barbara; University of California, Davis); Orias, E. (University of California, Santa Barbara); Holden, P. A. (University of California, Santa Barbara)",141,20,5.25,15.07,,https://app.dimensions.ai/details/publication/pub.1008554627,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
80,100,pub.1033764599,10.1007/978-1-4419-9386-1_11,,,Community Analysis-Based Methods,,"Microbial Source Tracking: Methods, Applications, and Case Studies",,2011,2011,,,251-282,Closed,Chapter,"Cao, Yiping; Wu, Cindy H.; Andersen, Gary L.; Holden, Patricia A.","Cao, Yiping","Cao, Yiping (Southern California Coastal Water Research Project); Wu, Cindy H. (); Andersen, Gary L. (); Holden, Patricia A. ()",9,1,,0.98,,https://app.dimensions.ai/details/publication/pub.1033764599,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
81,400,pub.1044154007,10.1016/j.mimet.2010.09.016,20883730,,Pushing the limits for amplifying BrdU-labeled DNA encoding 16S rRNA: DNA polymerase as the determining factor,Journal of Microbiological Methods,,"Bacteria; Bromodeoxyuridine; DNA, Bacterial; DNA-Directed DNA Polymerase; Polymerase Chain Reaction; RNA, Ribosomal, 16S; Soil; Soil Microbiology; Staining and Labeling",2010-12,2010,83,3,312-316,Closed,Article,"Roux-Michollet, Dad D.; Schimel, Joshua P.; Holden, Patricia A.","Roux-Michollet, Dad D.","Roux-Michollet, Dad D. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",4,1,0.11,0.45,,https://app.dimensions.ai/details/publication/pub.1044154007,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
82,400,pub.1014756147,10.1128/aem.00324-10,20851981,PMC2976224,Dispersion of TiO2 Nanoparticle Agglomerates by Pseudomonas aeruginosa▿ †,Applied and Environmental Microbiology,,"Cell Membrane; Culture Media; Metal Nanoparticles; Microscopy, Electron, Scanning; Microscopy, Electron, Transmission; Pseudomonas aeruginosa; Static Electricity; Titanium",2010-11-01,2010,76,21,7292-7298,All OA; Gold,Article,"Horst, Allison M.; Neal, Andrea C.; Mielke, Randall E.; Sislian, Patrick R.; Suh, Won Hyuk; Mädler, Lutz; Stucky, Galen D.; Holden, Patricia A.",,"Horst, Allison M. (University of California, Santa Barbara); Neal, Andrea C. (University of California, Santa Barbara); Mielke, Randall E. (University of California, Santa Barbara); Sislian, Patrick R. (University of California Los Angeles); Suh, Won Hyuk (University of California, Santa Barbara); Mädler, Lutz (University of Bremen; University of California Los Angeles); Stucky, Galen D. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",70,12,2.62,12.7,https://aem.asm.org/content/76/21/7292.full.pdf,https://app.dimensions.ai/details/publication/pub.1014756147,10 Technology; 0306 Physical Chemistry (incl. Structural); 1007 Nanotechnology; 0299 Other Physical Sciences; 02 Physical Sciences; 03 Chemical Sciences,10 Technology,0306 Physical Chemistry (incl. Structural),1007 Nanotechnology,0299 Other Physical Sciences,02 Physical Sciences
83,400,pub.1055501665,10.1021/es101092g,20839837,,"Evaluation of chemical, molecular, and traditional markers of fecal contamination in an effluent dominated urban stream.",Environmental Science & Technology,,Feces; Polymerase Chain Reaction; Urbanization; Water Pollutants,2010-10,2010,44,19,7369-75,Closed,Article,"Litton, Rachel M; Ahn, Jong Ho; Sercu, Bram; Holden, Patricia A; Sedlak, David L; Grant, Stanley B",,"Litton, Rachel M (University of California, Irvine); Ahn, Jong Ho (); Sercu, Bram (); Holden, Patricia A (); Sedlak, David L (); Grant, Stanley B ()",18,1,0.95,2.5,,https://app.dimensions.ai/details/publication/pub.1055501665,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
84,400,pub.1032820998,10.1371/journal.pone.0011285,20585654,PMC2890573,Characterization of Coastal Urban Watershed Bacterial Communities Leads to Alternative Community-Based Indicators,PLoS ONE,,Bacteria; Ecosystem; Phylogeny; Seawater; Urbanization; Water Microbiology,2010-06-23,2010,5,6,e11285,All OA; Gold,Article,"Wu, Cindy H.; Sercu, Bram; Van De Werfhorst, Laurie C.; Wong, Jakk; DeSantis, Todd Z.; Brodie, Eoin L.; Hazen, Terry C.; Holden, Patricia A.; Andersen, Gary L.",,"Wu, Cindy H. (Lawrence Berkeley National Laboratory); Sercu, Bram (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Wong, Jakk (Lawrence Berkeley National Laboratory); DeSantis, Todd Z. (Lawrence Berkeley National Laboratory); Brodie, Eoin L. (Lawrence Berkeley National Laboratory); Hazen, Terry C. (Lawrence Berkeley National Laboratory); Holden, Patricia A. (University of California, Santa Barbara); Andersen, Gary L. (Lawrence Berkeley National Laboratory)",47,10,1.79,5.31,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0011285&type=printable,https://app.dimensions.ai/details/publication/pub.1032820998,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
85,400,pub.1031152764,10.1017/s1431927609991334,20100386,,Bacterial and Mineral Elements in an Arctic Biofilm: A Correlative Study Using Fluorescence and Electron Microscopy,Microscopy and Microanalysis,,"Arctic Regions; Bacteria; Biofilms; Canada; Cold Temperature; Geologic Sediments; Microscopy, Electron, Scanning; Microscopy, Fluorescence; Minerals; Particulate Matter; Quantum Dots",2010-04,2010,16,2,153-165,Closed,Article,"Clarke, Samuel; Mielke, Randall E.; Neal, Andrea; Holden, Patricia; Nadeau, Jay L.",,"Clarke, Samuel (McGill University); Mielke, Randall E. (California Institute of Technology); Neal, Andrea (University of California, Santa Barbara); Holden, Patricia (University of California, Santa Barbara); Nadeau, Jay L. (McGill University)",16,1,0.41,2.78,,https://app.dimensions.ai/details/publication/pub.1031152764,0605 Microbiology; 0299 Other Physical Sciences; 06 Biological Sciences; 02 Physical Sciences,0605 Microbiology,0299 Other Physical Sciences,06 Biological Sciences,02 Physical Sciences,
86,100,pub.1024446250,10.1039/b926183d,,,High performance separation of aerosol sprayed mesoporous TiO 2 sub-microspheres from aggregates via density gradient centrifugation,Journal of Materials Chemistry,,,2010,2010,20,20,4162-4167,Closed,Article,"Zhang, Yichi; Shi, Yifeng; Liou, Ya-Hsuan; Sawvel, April M.; Sun, Xiaohong; Cai, Yue; Holden, Patricia A.; Stucky, Galen D.",,"Zhang, Yichi (University of California, Santa Barbara); Shi, Yifeng (University of California, Santa Barbara); Liou, Ya-Hsuan (National Taiwan University); Sawvel, April M. (University of California, Santa Barbara); Sun, Xiaohong (University of California, Santa Barbara); Cai, Yue (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",14,4,,1.8,,https://app.dimensions.ai/details/publication/pub.1024446250,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
87,200,pub.1025181619,10.1111/j.1365-2818.2009.03207.x,19772531,,An improved method for nanogold in situ hybridization visualized with environmental scanning electron microscopy,Journal of Microscopy,,"Archaea; Bacteria; Gold; In Situ Hybridization; Metal Nanoparticles; Microscopy, Electron, Scanning; RNA, Ribosomal; Staining and Labeling",2009-10,2009,236,1,5-10,"All OA; Green, Accepted & Submitted",Article,"EHRHARDT, C.J.; HAYMON, R.M.; SIEVERT, S.M.; HOLDEN, P.A.",,"EHRHARDT, C.J. (University of California, Santa Barbara); HAYMON, R.M. (University of California, Santa Barbara); SIEVERT, S.M. (Woods Hole Oceanographic Institution); HOLDEN, P.A. (University of California, Santa Barbara)",8,1,0.17,1.16,http://darchive.mblwhoilibrary.org/bitstream/1912/3022/1/Ehrhardt%20et%20al_JOM.pdf,https://app.dimensions.ai/details/publication/pub.1025181619,0204 Condensed Matter Physics; 09 Engineering; 0912 Materials Engineering; 0601 Biochemistry and Cell Biology; 02 Physical Sciences; 06 Biological Sciences,0204 Condensed Matter Physics,09 Engineering,0912 Materials Engineering,0601 Biochemistry and Cell Biology,02 Physical Sciences
88,300,pub.1001534943,10.1021/es8034544,19764201,,The University of California Center for the Environmental Implications of Nanotechnology.,Environmental Science & Technology,,California; Ecotoxicology; Environmental Health; Environmental Monitoring; Environmental Pollutants; Nanostructures; Nanotechnology; Research; Risk Assessment; Universities,2009-09,2009,43,17,6453-7,All OA; Gold,Article,"Godwin, Hilary A; Chopra, Kabir; Bradley, Kenneth A; Cohen, Yoram; Harthorn, Barbara Herr; Hoek, Eric M V; Holden, Patricia; Keller, Arturo A; Lenihan, Hunter S; Nisbet, Roger M; Nel, Andre E",,"Godwin, Hilary A (University of California Los Angeles); Chopra, Kabir (); Bradley, Kenneth A (); Cohen, Yoram (); Harthorn, Barbara Herr (); Hoek, Eric M V (); Holden, Patricia (); Keller, Arturo A (); Lenihan, Hunter S (); Nisbet, Roger M (); Nel, Andre E ()",42,4,1.25,,https://pubs.acs.org/doi/pdf/10.1021/es8034544,https://app.dimensions.ai/details/publication/pub.1001534943,,,,,,
89,400,pub.1055515664,10.1021/es802806n,19452921,,Effects of soluble cadmium salts versus CdSe quantum dots on the growth of planktonic Pseudomonas aeruginosa.,Environmental Science & Technology,,"Cadmium; Cadmium Compounds; Microscopy, Electron, Scanning Transmission; Plankton; Pseudomonas aeruginosa; Quantum Dots; Reactive Oxygen Species; Selenium Compounds; Solubility; X-Ray Diffraction",2009-04,2009,43,7,2589-94,Closed,Article,"Priester, John H; Stoimenov, Peter K; Mielke, Randall E; Webb, Samuel M; Ehrhardt, Christopher; Zhang, Jin Ping; Stucky, Galen D; Holden, Patricia A",,"Priester, John H (University of California, Santa Barbara); Stoimenov, Peter K (); Mielke, Randall E (); Webb, Samuel M (); Ehrhardt, Christopher (); Zhang, Jin Ping (); Stucky, Galen D (); Holden, Patricia A ()",106,18,3.37,11.09,,https://app.dimensions.ai/details/publication/pub.1055515664,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
90,400,pub.1055515187,10.1021/es801505p,19238954,,Storm drains are sources of human fecal pollution during dry weather in three urban southern California watersheds.,Environmental Science & Technology,,"Air Movements; Bacteroides; California; Cities; Drainage, Sanitary; Environmental Pollution; Feces; Geography; Humans; Species Specificity; Water Supply; Weather",2009-01-15,2009,43,2,293-8,Closed,Article,"Sercu, Bram; Van De Werfhorst, Laurie C; Murray, Jill; Holden, Patricia A",,"Sercu, Bram (University of California, Santa Barbara); Van De Werfhorst, Laurie C (); Murray, Jill (); Holden, Patricia A ()",55,6,1.91,6.83,,https://app.dimensions.ai/details/publication/pub.1055515187,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
91,400,pub.1023664744,10.1128/aem.01221-08,18978080,PMC2607144,Microbial Community Composition and Denitrifying Enzyme Activities in Salt Marsh Sediments▿,Applied and Environmental Microbiology,,"Biodiversity; California; Carbon; DNA Fingerprinting; Enzymes; Geologic Sediments; Metals; Nitrogen; Polymorphism, Restriction Fragment Length; RNA, Ribosomal, 16S; Water",2008-12-15,2008,74,24,7585-7595,All OA; Gold,Article,"Cao, Yiping; Green, Peter G.; Holden, Patricia A.",,"Cao, Yiping (University of California, Santa Barbara); Green, Peter G. (University of California, Davis); Holden, Patricia A. (University of California, Santa Barbara)",40,9,0.86,3.45,https://aem.asm.org/content/aem/74/24/7585.full.pdf,https://app.dimensions.ai/details/publication/pub.1023664744,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
92,100,pub.1045427116,10.1002/9780470396612.ch9,,,Bacterial Interactions with CdSe Quantum Dots and Environmental Implications,,Nanoscience and Nanotechnology,,2008-09-05,2008,,,197-231,Closed,Chapter,"Nadeau, Jay L.; Priester, John H.; Stucky, Galen D.; Holden, Patricia A.",,"Nadeau, Jay L. (McGill University; University of California, Santa Barbara); Priester, John H. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",2,0,,0.31,,https://app.dimensions.ai/details/publication/pub.1045427116,0605 Microbiology; 06 Biological Sciences; 02 Physical Sciences; 0206 Quantum Physics,0605 Microbiology,06 Biological Sciences,02 Physical Sciences,0206 Quantum Physics,
93,100,pub.1004661727,10.1016/j.soilbio.2008.05.004,,,Drying and rewetting effects on C and N mineralization and microbial activity in surface and subsurface California grassland soils,Soil Biology and Biochemistry,,,2008-09,2008,40,9,2281-2289,Closed,Article,"Xiang, Shu-Rong; Doyle, Allen; Holden, Patricia A.; Schimel, Joshua P.","Schimel, Joshua P.","Xiang, Shu-Rong (University of California, Santa Barbara; Institute of Tibetan Plateau Research); Doyle, Allen (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",251,60,,26.93,,https://app.dimensions.ai/details/publication/pub.1004661727,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
94,400,pub.1055514245,10.1021/es702158q,18522088,,Health and safety practices in the nanomaterials workplace: results from an international survey.,Environmental Science & Technology,,Chemical Industry; Environmental Exposure; Environmental Monitoring; Hazardous Waste; Humans; Industry; International Cooperation; Nanostructures; Nanotechnology; Occupational Exposure; Particle Size; Refuse Disposal; Risk Assessment; Risk Management; Surveys and Questionnaires,2008-05,2008,42,9,3155-62,All OA; Gold,Article,"Conti, Joseph A; Killpack, Keith; Gerritzen, Gina; Huang, Leia; Mircheva, Maria; Delmas, Magali; Harthorn, Barbara Herr; Appelbaum, Richard P; Holden, Patricia A",,"Conti, Joseph A (University of California, Santa Barbara); Killpack, Keith (); Gerritzen, Gina (); Huang, Leia (); Mircheva, Maria (); Delmas, Magali (); Harthorn, Barbara Herr (); Appelbaum, Richard P (); Holden, Patricia A ()",63,8,1.23,12.28,https://pubs.acs.org/doi/pdf/10.1021/es702158q,https://app.dimensions.ai/details/publication/pub.1055514245,"1117 Public Health and Health Services; 11 Medical and Health Sciences; 1503 Business and Management; 15 Commerce, Management, Tourism and Services",1117 Public Health and Health Services,11 Medical and Health Sciences,1503 Business and Management,"15 Commerce, Management, Tourism and Services",
95,400,pub.1002930825,10.1111/j.1462-2920.2006.01211.x,17359262,,Evidence for hydrothermal Archaea within the basaltic flanks of the East Pacific Rise,Environmental Microbiology,,"Archaea; Biodiversity; Copper; DNA, Bacterial; Ecosystem; Ferric Compounds; Geologic Sediments; Hot Temperature; Molecular Sequence Data; Pacific Ocean; Phylogeny; RNA, Ribosomal, 16S; Seawater; Sulfides; Water Movements",2007-04,2007,9,4,900-912,Closed,Article,"Ehrhardt, Christopher J.; Haymon, Rachel M.; Lamontagne, Michael G.; Holden, Patricia A.",,"Ehrhardt, Christopher J. (University of California, Santa Barbara); Haymon, Rachel M. (University of California, Santa Barbara); Lamontagne, Michael G. (McNeese State University); Holden, Patricia A. (University of California, Santa Barbara)",30,2,0.71,3.12,,https://app.dimensions.ai/details/publication/pub.1002930825,0605 Microbiology; 06 Biological Sciences; 0603 Evolutionary Biology,0605 Microbiology,06 Biological Sciences,0603 Evolutionary Biology,,
96,400,pub.1003441233,10.1016/j.mimet.2006.10.018,17196692,,Enhanced visualization of microbial biofilms by staining and environmental scanning electron microscopy,Journal of Microbiological Methods,,"Bacteriological Techniques; Biofilms; Fresh Water; Image Processing, Computer-Assisted; Microscopy, Electron, Scanning; Pseudomonas aeruginosa; Ruthenium Red; Silicon Dioxide; Staining and Labeling",2007-03,2007,68,3,577-587,Closed,Article,"Priester, John H.; Horst, Allison M.; Van De Werfhorst, Laurie C.; Saleta, José L.; Mertes, Leal A.K.; Holden, Patricia A.","Holden, Patricia A.","Priester, John H. (University of California, Santa Barbara); Horst, Allison M. (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Saleta, José L. (University of California, Santa Barbara); Mertes, Leal A.K. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",102,14,2.38,8.4,,https://app.dimensions.ai/details/publication/pub.1003441233,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
