,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Keith C Clarke. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
116,100,pub.1018222535,10.1016/j.parco.2003.03.001,,,Geocomputation’s future at the extremes: high performance computing and nanoclients,Parallel Computing,,,2003-10,2003,29,10,1281-1295,Closed,Article,"Clarke, K.C",,"Clarke, K.C (University of California, Santa Barbara)",43,6,,10.45,,https://app.dimensions.ai/details/publication/pub.1018222535,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
117,100,pub.1043827230,10.1016/s0034-4257(03)00075-0,,,"The spatiotemporal form of urban growth: measurement, analysis and modeling",Remote Sensing of Environment,,,2003-08,2003,86,3,286-302,Closed,Article,"Herold, Martin; Goldstein, Noah C.; Clarke, Keith C.","Herold, Martin","Herold, Martin (University of California, Santa Barbara); Goldstein, Noah C. (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",534,90,,80.15,,https://app.dimensions.ai/details/publication/pub.1043827230,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
118,100,pub.1000715850,10.1016/s0034-4257(03)00080-4,,,Satellite and ground-based microclimate and hydrologic analyses coupled with a regional urban growth model,Remote Sensing of Environment,,,2003-08,2003,86,3,385-400,Closed,Article,"Arthur-Hartranft, S.Traci; Carlson, Toby N; Clarke, Keith C","Arthur-Hartranft, S.Traci","Arthur-Hartranft, S.Traci (); Carlson, Toby N (Pennsylvania State University); Clarke, Keith C (University of California, Santa Barbara)",46,3,,4.3,,https://app.dimensions.ai/details/publication/pub.1000715850,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
119,200,pub.1014417838,10.1002/3527600434.eap523,,,"Topography, Geographical",,digital Encyclopedia of Applied Physics,,2003-04-15,2003,,,,Closed,Chapter,"Clarke, Keith C.",,"Clarke, Keith C. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1014417838,,,,,,
120,100,pub.1014077435,10.1145/602421.602446,,,Geospatial IT for mobile field data collection,Communications of the ACM,,,2003-01-01,2003,46,1,45-46,Closed,Article,"Nusser, Sarah; Miller, Leslie; Clarke, Keith; Goodchild, Michael",,"Nusser, Sarah (Iowa State University); Miller, Leslie (Iowa State University); Clarke, Keith (University of California, Santa Barbara); Goodchild, Michael (University of California, Santa Barbara)",17,1,,4.13,,https://app.dimensions.ai/details/publication/pub.1014077435,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
121,100,pub.1038846943,10.1559/152304003100011180,,,Testing Popular Visualization Techniques for Representing Model Uncertainty,Cartography and Geographic Information Science,,,2003-01,2003,30,3,249-261,Closed,Article,"Aerts, Jeroen C. J. H.; Clarke, Keith C.; Keuper, Alex D.",,"Aerts, Jeroen C. J. H. (); Clarke, Keith C. (); Keuper, Alex D. ()",66,11,,7.8,,https://app.dimensions.ai/details/publication/pub.1038846943,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
122,100,pub.1006985733,10.1016/s0198-9715(01)00014-x,,,"Calibration of the SLEUTH urban growth model for Lisbon and Porto, Portugal",Computers Environment and Urban Systems,,,2002-11,2002,26,6,525-552,Closed,Article,"Silva, E.A; Clarke, K.C","Silva, E.A","Silva, E.A (University of Massachusetts Amherst); Clarke, K.C (University of California, Santa Barbara)",285,66,,51.6,,https://app.dimensions.ai/details/publication/pub.1006985733,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
123,100,pub.1058154340,10.1068/a3496,,,The Use of Remote Sensing and Landscape Metrics to Describe Structures and Changes in Urban Land Uses,Environment and Planning A Economy and Space,,,2002-08,2002,34,8,1443-1458,Closed,Article,"Herold, Martin; Scepan, Joseph; Clarke, Keith C",,"Herold, Martin (University of California, Santa Barbara); Scepan, Joseph (University of California, Santa Barbara); Clarke, Keith C (University of California, Santa Barbara)",305,54,,77.36,,https://app.dimensions.ai/details/publication/pub.1058154340,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
124,200,pub.1047368089,10.1353/pcg.2002.0014,,,The Santa Barbara Oil Spill: A Retrospective,Yearbook of the Association of Pacific Coast Geographers,,,2002,2002,64,1,157-162,"All OA; Green, Accepted & Submitted",Article,"Clarke, Keith C.; Hemphill, Jeffrey J.",,"Clarke, Keith C. (University of California, Santa Barbara); Hemphill, Jeffrey J. (University of California, Santa Barbara)",17,6,,,http://www.geog.ucsb.edu/%7Ekclarke/Papers/SBOilSpill1969.pdf,https://app.dimensions.ai/details/publication/pub.1047368089,,,,,,
125,100,pub.1000028604,10.1007/978-1-4615-0005-6_18,,,Data Quality in Massive Data Sets,Massive Computing,Handbook of Massive Data Sets,,2002,2002,4,,643-659,Closed,Chapter,"Goodchild, Michael F.; Clarke, Keith C.",,"Goodchild, Michael F. (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",8,4,,1.56,,https://app.dimensions.ai/details/publication/pub.1000028604,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,
126,100,pub.1019690177,10.1559/152304001782153044,,,Symbolization of Map Projection Distortion: A Review,Cartography and Geographic Information Science,,,2001-01,2001,28,3,167-182,Closed,Article,"Mulcahy, Karen A.; Clarke, Keith C.",,"Mulcahy, Karen A. (); Clarke, Keith C. ()",21,7,,2.78,,https://app.dimensions.ai/details/publication/pub.1019690177,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
127,200,pub.1026752558,10.1006/jema.2000.0375,,,Preface: A Perspective on GIS-environmental model intergration (GIS/EM),Journal of Environmental Management,,,2000-08,2000,59,4,229-233,Closed,Article,"Clarke, Keith; Parks, Bradley; Crane, Michael",,"Clarke, Keith (); Parks, Bradley (); Crane, Michael ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1026752558,,,,,,
128,400,pub.1044033012,10.1080/136588198241617,12294536,,Loose-coupling a cellular automaton model and GIS: long-term urban growth prediction for San Francisco and Washington/Baltimore,International Journal of Geographical Information Science,,"Americas; Demography; Developed Countries; Forecasting; Geography; Models, Theoretical; North America; Population; Population Growth; Research; Statistics as Topic; United States; Urban Population; Urbanization",1998-11,1998,12,7,699-714,All OA; Gold,Article,"CLARKE, KEITH C.; GAYDOS, LEONA J.",,"CLARKE, KEITH C. (); GAYDOS, LEONA J. ()",625,95,0.97,,https://www.tandfonline.com/doi/pdf/10.1080/136588198241617?needAccess=true,https://app.dimensions.ai/details/publication/pub.1044033012,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
129,100,pub.1058156729,10.1068/b240247,,,A Self-Modifying Cellular Automaton Model of Historical Urbanization in the San Francisco Bay Area,Environment and Planning B Urban Analytics and City Science,,,1997,1997,24,2,247-261,"All OA; Green, Accepted & Submitted",Article,"Clarke, K C; Hoppen, S; Gaydos, L",,"Clarke, K C (); Hoppen, S (); Gaydos, L ()",813,125,,,https://zenodo.org/record/1236042/files/article.pdf,https://app.dimensions.ai/details/publication/pub.1058156729,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
130,400,pub.1034984127,10.3201/eid0202.960202,8903207,PMC2639830,On epidemiology and geographic information systems: a review and discussion of future directions.,Emerging Infectious Diseases,,"Computers; Databases, Factual; Epidemiology; Forecasting; Public Health; Software",1996-06,1996,2,2,85-92,All OA; Gold,Article,"Clarke, K C; McLafferty, S L; Tempalski, B J",,"Clarke, K C (Hunter College); McLafferty, S L (); Tempalski, B J ()",170,14,6.27,,https://wwwnc.cdc.gov/eid/content/24/10/pdfs/v24-n10.pdf,https://app.dimensions.ai/details/publication/pub.1034984127,1117 Public Health and Health Services; 1108 Medical Microbiology; 11 Medical and Health Sciences; 1103 Clinical Sciences,1117 Public Health and Health Services,1108 Medical Microbiology,11 Medical and Health Sciences,1103 Clinical Sciences,
131,100,pub.1095757584,10.1109/iai.1996.493760,,,Mapping geological faults using image processing techniques applied to hill-shaded digital elevation models,,Proceeding of Southwest Symposium on Image Analysis and Interpretation,,1996,1996,,,240-245,Closed,Proceeding,"Henderson, D.B.; Ferrill, D.A.; Clarke, K.C.",,"Henderson, D.B. (Southwest Research Institute); Ferrill, D.A. (Southwest Research Institute); Clarke, K.C. ()",10,2,,,,https://app.dimensions.ai/details/publication/pub.1095757584,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
132,200,pub.1007286962,10.1080/02693799508907554,,,Editorial,International Journal of Geographical Information Systems,,,1995-07,1995,9,4,353-353,Closed,Article,"CLARKE, KEITH C.",,"CLARKE, KEITH C. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1007286962,,,,,,
133,100,pub.1007394163,10.1007/978-94-009-0067-7_12,,,Reversed Desertification on Sand Dunes Along the Sinai/Negev Border,,Desert Aeolian Processes,,1995,1995,,,251-267,"All OA; Green, Accepted & Submitted",Chapter,"Tsoar, Haim; Goldsmith, Victor; Schoenhaus, Steve; Clarke, Keith; Karnieli, Arnon",,"Tsoar, Haim (Ben-Gurion University of the Negev); Goldsmith, Victor (Hunter College); Schoenhaus, Steve (Hunter College); Clarke, Keith (Hunter College); Karnieli, Arnon (Ben-Gurion University of the Negev)",16,1,,,http://www.bgu.ac.il/BIDR/research/phys/remote/Papers/Book-1995-Tsoar_Reverse_Desertification.pdf,https://app.dimensions.ai/details/publication/pub.1007394163,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
134,200,pub.1069793944,10.2307/215770,,,Flattening the Earth: Two Thousand Years of Map Projections,Geographical Review,,,1994-10,1994,84,4,490,Closed,Article,"Clarke, Keith C.; Snyder, John P.",,"Clarke, Keith C. (); Snyder, John P. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1069793944,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
135,100,pub.1008133911,10.1016/0198-9715(94)90004-3,,,Government digital cartographic data policy and environmental research needs,Computers Environment and Urban Systems,,,1994-03,1994,18,2,95-101,Closed,Article,"Mulcahy, Karen A.; Clarke, Keith C.","Mulcahy, Karen A.","Mulcahy, Karen A. (The Graduate Center, CUNY); Clarke, Keith C. (Queens College, City University of New York)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1008133911,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
136,200,pub.1018092729,10.1177/1046878193244010,,,Reviews,Simulation & Gaming,,,1993-12,1993,24,4,519-522,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1018092729,1701 Psychology; 17 Psychology and Cognitive Sciences; 1702 Cognitive Sciences,1701 Psychology,17 Psychology and Cognitive Sciences,1702 Cognitive Sciences,,
137,100,pub.1041088539,10.1559/152304092783786582,,,Maps and Mapping Technologies of the Persian Gulf War,Cartography and Geographic Information Science,,,1992-01,1992,19,2,80-87,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. ()",7,0,,,,https://app.dimensions.ai/details/publication/pub.1041088539,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
138,100,pub.1047367185,10.1016/s0167-5877(05)80007-8,,,The use of remote sensing and geographic information systems in UNICEF's dracunculiasis (Guinea worm) eradication effort,Preventive Veterinary Medicine,,,1991-12,1991,11,3-4,229-235,Closed,Article,"Clarke, Keith C.; Osleeb, Jeffrey P.; Sherry, James M.; Meert, Jean Pierre; Larsson, Robert W.",,"Clarke, Keith C. (Queens College, City University of New York); Osleeb, Jeffrey P. (Queens College, City University of New York); Sherry, James M. (United Nations Children's Fund); Meert, Jean Pierre (); Larsson, Robert W. ()",23,2,,,,https://app.dimensions.ai/details/publication/pub.1047367185,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,,,
139,100,pub.1035599524,10.1559/152304091783805617,,,Measuring the Fractal Dimension of Natural Surfaces Using a Robust Fractal Estimator,Cartography and Geographic Information Science,,,1991-01,1991,18,1,37-47,Closed,Article,"Clarke, Keith C.; Schweizer, Diane M.",,"Clarke, Keith C. (); Schweizer, Diane M. ()",33,3,,,,https://app.dimensions.ai/details/publication/pub.1035599524,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
140,100,pub.1045060307,10.1016/0034-4257(90)90067-v,,,Radiometric measurements of gap probability in conifer tree canopies,Remote Sensing of Environment,,,1990-12,1990,34,3,179-192,Closed,Article,"Albers, Bryan J.; Strahler, Alan H.; Li, Xiaowen; Liang, Shunlin; Clarke, Keith C.","Strahler, Alan H.","Albers, Bryan J. (Yale University); Strahler, Alan H. (Boston University); Li, Xiaowen (Boston University); Liang, Shunlin (Boston University); Clarke, Keith C. ()",10,1,,,,https://app.dimensions.ai/details/publication/pub.1045060307,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
141,100,pub.1010028934,10.1559/152304088783887107,,,Scale-Based Simulation of Topographic Relief,Cartography and Geographic Information Science,,,1988-01,1988,15,2,173-181,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. ()",22,2,,,,https://app.dimensions.ai/details/publication/pub.1010028934,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
142,100,pub.1021120000,10.1016/0098-3004(86)90047-6,,,Computation of the fractal dimension of topographic surfaces using the triangular prism surface area method,Computers & Geosciences,,,1986-01,1986,12,5,713-722,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. (Hunter College)",231,25,,,,https://app.dimensions.ai/details/publication/pub.1021120000,08 Information and Computing Sciences; 09 Engineering; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,04 Earth Sciences,,
143,100,pub.1008580844,10.1016/0198-9715(86)90006-2,,,Advances in Geographic Information Systems,Computers Environment and Urban Systems,,,1986-01,1986,10,3-4,175-184,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. (Hunter College)",52,12,,,,https://app.dimensions.ai/details/publication/pub.1008580844,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
