,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Alan T Murray. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
134,100,pub.1026389132,10.1007/s10109-006-0020-2,,,Promoting species persistence through spatial association optimization in nature reserve design,Journal of Geographical Systems,,,2006-09,2006,8,3,289-305,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.","Matisziw, Timothy C.","Matisziw, Timothy C. (The Ohio State University); Murray, Alan T. (The Ohio State University)",13,1,,2.08,,https://app.dimensions.ai/details/publication/pub.1026389132,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
135,100,pub.1009346264,10.1007/s00168-005-0041-7,,,Distance decay and coverage in facility location planning,The Annals of Regional Science,,,2006-06,2006,40,2,279-295,Closed,Article,"Farhan, Bilal; Murray, Alan T.","Murray, Alan T.","Farhan, Bilal (); Murray, Alan T. (The Ohio State University)",27,5,,6.33,,https://app.dimensions.ai/details/publication/pub.1009346264,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
136,100,pub.1005155320,10.1016/j.ejor.2004.09.029,,,Strategic route extension in transit networks,European Journal of Operational Research,,,2006-06,2006,171,2,661-673,Closed,Article,"Matisziw, Timothy C.; Murray, Alan T.; Kim, Changjoo","Matisziw, Timothy C.","Matisziw, Timothy C. (The Ohio State University); Murray, Alan T. (The Ohio State University); Kim, Changjoo ()",34,6,,9.7,,https://app.dimensions.ai/details/publication/pub.1005155320,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
137,100,pub.1046489080,10.1016/j.dam.2005.05.025,,,Review of combinatorial problems induced by spatial forest harvesting planning,Discrete Applied Mathematics,,,2006-04,2006,154,5,867-879,All OA; Gold,Article,"Weintraub, Andres; Murray, Alan T.",,"Weintraub, Andres (); Murray, Alan T. (The Ohio State University)",33,6,,7.98,https://doi.org/10.1016/j.dam.2005.05.025,https://app.dimensions.ai/details/publication/pub.1046489080,0102 Applied Mathematics; 01 Mathematical Sciences; 08 Information and Computing Sciences; 0802 Computation Theory and Mathematics,0102 Applied Mathematics,01 Mathematical Sciences,08 Information and Computing Sciences,0802 Computation Theory and Mathematics,
138,100,pub.1001079815,10.1111/j.1467-8306.2006.00499.x,,,"Vital Nodes, Interconnected Infrastructures, and the Geographies of Network Survivability",Annals of the American Association of Geographers,,,2006-03,2006,96,1,64-83,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.",,"Grubesic, Tony H. (University of Cincinnati); Murray, Alan T. (The Ohio State University)",75,11,,12.45,,https://app.dimensions.ai/details/publication/pub.1001079815,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
139,100,pub.1049345224,10.1016/j.telpol.2005.06.011,,,Spatial–historical landscapes of telecommunication network survivability,Telecommunications Policy,,,2005-12,2005,29,11,801-820,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.","Grubesic, Tony H.","Grubesic, Tony H. (University of Cincinnati); Murray, Alan T. (The Ohio State University)",8,0,,3.05,,https://app.dimensions.ai/details/publication/pub.1049345224,1606 Political Science; 16 Studies in Human Society,1606 Political Science,16 Studies in Human Society,,,
140,100,pub.1001957476,10.1111/j.1467-8306.2005.00485.x,,,Geography in Coverage Modeling: Exploiting Spatial Structure to Address Complementary Partial Service of Areas,Annals of the American Association of Geographers,,,2005-12,2005,95,4,761-772,Closed,Article,"Murray, Alan T.",,"Murray, Alan T. (The Ohio State University)",62,10,,9.14,,https://app.dimensions.ai/details/publication/pub.1001957476,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
141,100,pub.1035809890,10.1016/j.compenvurbsys.2005.01.006,,,A cokriging method for estimating population density in urban areas,Computers Environment and Urban Systems,,,2005-09,2005,29,5,558-579,Closed,Article,"Wu, Changshan; Murray, Alan T.","Wu, Changshan","Wu, Changshan (University of Wisconsin–Milwaukee); Murray, Alan T. (The Ohio State University)",71,10,,13.91,,https://app.dimensions.ai/details/publication/pub.1035809890,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
142,200,pub.1064725644,10.1287/opre.1040.0169,,,Harvest Scheduling Subject to Maximum Area Restrictions: Exploring Exact Approaches,Operations Research,,,2005-06,2005,53,3,490-500,"All OA; Green, Accepted & Submitted",Article,"Goycoolea, Marcos; Murray, Alan T.; Barahona, Francisco; Epstein, Rafael; Weintraub, Andrés",,"Goycoolea, Marcos (); Murray, Alan T. (); Barahona, Francisco (); Epstein, Rafael (); Weintraub, Andrés ()",85,13,,18.17,http://mgoycool.uai.cl/papers/gmbew05.pdf,https://app.dimensions.ai/details/publication/pub.1064725644,"08 Information and Computing Sciences; 15 Commerce, Management, Tourism and Services; 0102 Applied Mathematics; 0802 Computation Theory and Mathematics; 1503 Business and Management; 01 Mathematical Sciences",08 Information and Computing Sciences,"15 Commerce, Management, Tourism and Services",0102 Applied Mathematics,0802 Computation Theory and Mathematics,1503 Business and Management
143,100,pub.1000119157,10.1068/b31104,,,"Optimizing Public Transit Quality and System Access: The Multiple-Route, Maximal Covering/Shortest-Path Problem",Environment and Planning B Urban Analytics and City Science,,,2005-04,2005,32,2,163-178,Closed,Article,"Wu, Changshan; Murray, Alan T",,"Wu, Changshan (University of Wisconsin–Milwaukee); Murray, Alan T (The Ohio State University)",42,6,,12.82,,https://app.dimensions.ai/details/publication/pub.1000119157,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
144,100,pub.1038374336,10.1111/j.1467-9671.2005.00208.x,,,A GIS‐Based Approach for Delineating Market Areas for Park and Ride Facilities,Transactions in GIS,,,2005-03,2005,9,2,91-108,Closed,Article,"Farhan, Bilal; Murray, Alan T.",,"Farhan, Bilal (); Murray, Alan T. (The Ohio State University)",18,0,,2.91,,https://app.dimensions.ai/details/publication/pub.1038374336,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
145,100,pub.1016643104,10.1111/j.0435-3684.2005.00178.x,,,"Exploratory Analysis of the Homeless Shelter System in Columbus, Ohio",Geografiska Annaler Series B Human Geography,,,2005-03,2005,87,1,61-73,Closed,Article,"Lobao, Erick G.; Murray, Alan T.",,"Lobao, Erick G. (The Ohio State University); Murray, Alan T. (The Ohio State University)",8,1,,1.98,,https://app.dimensions.ai/details/publication/pub.1016643104,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
146,100,pub.1030160984,10.1016/j.telpol.2004.08.001,,,Geographies of imperfection in telecommunication analysis,Telecommunications Policy,,,2005-02,2005,29,1,69-94,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.","Grubesic, Tony H.","Grubesic, Tony H. (University of Cincinnati); Murray, Alan T. (The Ohio State University)",31,8,,6.83,,https://app.dimensions.ai/details/publication/pub.1030160984,09 Engineering; 0909 Geomatic Engineering; 1402 Applied Economics; 14 Economics,09 Engineering,0909 Geomatic Engineering,1402 Applied Economics,14 Economics,
147,100,pub.1009114226,10.1068/b3046,,,Spatial Representation and Scale Impacts in Transit Service Assessment,Environment and Planning B Urban Analytics and City Science,,,2004-10,2004,31,5,785-797,Closed,Article,"Horner, Mark W; Murray, Alan T",,"Horner, Mark W (Florida State University); Murray, Alan T (The Ohio State University)",33,3,,8.56,,https://app.dimensions.ai/details/publication/pub.1009114226,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
148,100,pub.1008426443,10.1016/j.cities.2004.07.008,,,"Assessing spatial patterns of crime in Lima, Ohio",Cities,,,2004-10,2004,21,5,423-437,Closed,Article,"Ackerman, William V.; Murray, Alan T.","Ackerman, William V.","Ackerman, William V. (The Ohio State University); Murray, Alan T. (The Ohio State University)",44,9,,11.71,,https://app.dimensions.ai/details/publication/pub.1008426443,1605 Policy and Administration; 1604 Human Geography; 16 Studies in Human Society,1605 Policy and Administration,1604 Human Geography,16 Studies in Human Society,,
149,100,pub.1050282323,10.1007/s10110-004-0212-4,,,A lattice covering model for evaluating existing service facilities,Papers in Regional Science,,,2004-07,2004,83,3,565-580,Closed,Article,"O’Kelly, Morton E.; Murray, Alan T.","O’Kelly, Morton E.","O’Kelly, Morton E. (The Ohio State University); Murray, Alan T. (The Ohio State University)",2,2,,0.56,,https://app.dimensions.ai/details/publication/pub.1050282323,1605 Policy and Administration; 16 Studies in Human Society,1605 Policy and Administration,16 Studies in Human Society,,,
150,100,pub.1047280515,10.1111/j.1435-5597.2004.tb01925.x,,,A lattice covering model for evaluating existing service facilities*,Papers in Regional Science,,,2004-07,2004,83,3,565-580,Closed,Article,"O'Kelly, Morton E.; Murray, Alan T.",,"O'Kelly, Morton E. (The Ohio State University); Murray, Alan T. (The Ohio State University)",7,0,,1.74,,https://app.dimensions.ai/details/publication/pub.1047280515,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
151,100,pub.1015263224,10.1080/0953531042000219268,,,Alternative Input-Output Matrix Updating Formulations,Economic Systems Research,,,2004-06,2004,16,2,135-148,Closed,Article,"Jackson, Randall; Murray, Alan",,"Jackson, Randall (West Virginia University); Murray, Alan (The Ohio State University)",62,10,,18.25,,https://app.dimensions.ai/details/publication/pub.1015263224,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
152,200,pub.1005542345,10.1080/1063073042000341952,,,"""Where"" matters: Location and Wi-Fi access",Journal of Urban Technology,,,2004-04,2004,11,1,1-28,Closed,Article,"Grubesic, Tony; Murray, Alan",,"Grubesic, Tony (University of Cincinnati); Murray, Alan (The Ohio State University)",11,3,,2.34,,https://app.dimensions.ai/details/publication/pub.1005542345,12 Built Environment and Design; 16 Studies in Human Society; 1202 Building; 1604 Human Geography; 1205 Urban and Regional Planning,12 Built Environment and Design,16 Studies in Human Society,1202 Building,1604 Human Geography,1205 Urban and Regional Planning
153,100,pub.1017279540,10.1111/j.0017-4815.2004.00243.x,,,Waiting for Broadband: Local Competition and the Spatial Distribution of Advanced Telecommunication Services in the United States,Growth and Change,,,2004-03,2004,35,2,139-165,Closed,Article,"GRUBESIC, TONY H.; MURRAY, ALAN T.",,"GRUBESIC, TONY H. (University of Cincinnati); MURRAY, ALAN T. (University of Cincinnati)",74,13,,18.35,,https://app.dimensions.ai/details/publication/pub.1017279540,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
154,100,pub.1038368308,10.1139/x03-217,,,Incorporating average and maximum area restrictions in harvest scheduling models,Canadian Journal of Forest Research,,,2004-02,2004,34,2,456-464,Closed,Article,"Murray, Alan T; Goycoolea, Marcos; Weintraub, Andrs",,"Murray, Alan T (); Goycoolea, Marcos (); Weintraub, Andrs ()",18,0,,1.88,,https://app.dimensions.ai/details/publication/pub.1038368308,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
155,100,pub.1102204944,10.2139/ssrn.563381,,,Location Models for Ceding Market Share and Shrinking Services,SSRN Electronic Journal,,,2004,2004,,,,"All OA; Green, Accepted & Submitted",Preprint,"Serra, Daniel; Murray, Alan T.; ReVelle, Charles",,"Serra, Daniel (Pompeu Fabra University); Murray, Alan T. (); ReVelle, Charles ()",0,0,,0,http://repositori.upf.edu/bitstream/10230/1000/1/753.pdf,https://app.dimensions.ai/details/publication/pub.1102204944,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
156,100,pub.1043208047,10.1023/a:1026123329433,,,A Coverage Model for Improving Public Transit System Accessibility and Expanding Access,Annals of Operations Research,,,2003-10,2003,123,1-4,143-156,Closed,Article,"Murray, Alan T.",,"Murray, Alan T. (The Ohio State University)",68,8,,,,https://app.dimensions.ai/details/publication/pub.1043208047,"08 Information and Computing Sciences; 01 Mathematical Sciences; 15 Commerce, Management, Tourism and Services",08 Information and Computing Sciences,01 Mathematical Sciences,"15 Commerce, Management, Tourism and Services",,
157,100,pub.1030666483,10.1007/s101090300105,,,Accessibility tradeoffs in public transit planning,Journal of Geographical Systems,,,2003-05,2003,5,1,93-107,Closed,Article,"Murray, Alan T.; Wu, Xiaolan",,"Murray, Alan T. (The Ohio State University); Wu, Xiaolan (The Ohio State University)",71,11,,10.88,,https://app.dimensions.ai/details/publication/pub.1030666483,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
158,100,pub.1025227378,10.1007/s101090300107,,,"Recent advances in accessibility research: Representation, methodology and applications",Journal of Geographical Systems,,,2003-05,2003,5,1,129-138,Closed,Article,"Kwan, Mei-Po; Murray, Alan T.; O'Kelly, Morton E.; Tiefelsdorf, Michael",,"Kwan, Mei-Po (The Ohio State University); Murray, Alan T. (The Ohio State University); O'Kelly, Morton E. (The Ohio State University); Tiefelsdorf, Michael (The Ohio State University)",104,14,,27.64,,https://app.dimensions.ai/details/publication/pub.1025227378,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
159,100,pub.1036402539,10.1080/0034340022000057514,,,A Multi-objective Approach to Improving Regional Jobs-Housing Balance,Regional Studies,,,2003-04,2003,37,2,135-146,Closed,Article,"Horner, Mark; Murray, Alan",,"Horner, Mark (); Murray, Alan ()",47,3,,13.31,,https://app.dimensions.ai/details/publication/pub.1036402539,16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics,14 Economics,
160,100,pub.1004432931,10.1016/s0034-4257(02)00136-0,,,Estimating impervious surface distribution by spectral mixture analysis,Remote Sensing of Environment,,,2003-04,2003,84,4,493-505,Closed,Article,"Wu, Changshan; Murray, Alan T.","Wu, Changshan","Wu, Changshan (The Ohio State University); Murray, Alan T. (The Ohio State University)",509,74,,60.46,,https://app.dimensions.ai/details/publication/pub.1004432931,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
161,100,pub.1044693071,10.1016/s0198-9715(02)00016-9,,,Site placement uncertainty in location analysis,Computers Environment and Urban Systems,,,2003-03,2003,27,2,205-221,Closed,Article,"Murray, Alan T.","Murray, Alan T.","Murray, Alan T. (The Ohio State University)",25,5,,4.35,,https://app.dimensions.ai/details/publication/pub.1044693071,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
162,100,pub.1040251109,10.1007/s001680200113,,,Integrating spatial optimization and cellular automata for evaluating urban change,The Annals of Regional Science,,,2003-02,2003,37,1,131-148,Closed,Article,"Ward, Douglas P.; Murray, Alan T.; Phinn, Stuart R.",,"Ward, Douglas P. (University of Queensland); Murray, Alan T. (The Ohio State University); Phinn, Stuart R. (University of Queensland)",39,5,,9.03,,https://app.dimensions.ai/details/publication/pub.1040251109,16 Studies in Human Society; 1604 Human Geography; 12 Built Environment and Design; 1205 Urban and Regional Planning,16 Studies in Human Society,1604 Human Geography,12 Built Environment and Design,1205 Urban and Regional Planning,
163,100,pub.1000329119,10.1016/s0736-5853(02)00003-5,,,A geographic perspective on commercial Internet survivability,Telematics and Informatics,,,2003-02,2003,20,1,51-69,Closed,Article,"Grubesic, Tony H.; O’Kelly, Morton E.; Murray, Alan T.","Grubesic, Tony H.","Grubesic, Tony H. (The Ohio State University); O’Kelly, Morton E. (The Ohio State University); Murray, Alan T. (The Ohio State University)",50,5,,13.81,,https://app.dimensions.ai/details/publication/pub.1000329119,08 Information and Computing Sciences; 0899 Other Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0899 Other Information and Computing Sciences,0806 Information Systems,,
164,100,pub.1048397227,10.1007/978-94-017-0307-9_27,,,An Adjacency-Modeling Problem Based on Constructing Harvesting Areas,Managing Forest Ecosystems,Systems Analysis in Forest Resources,,2003,2003,7,,279-289,Closed,Chapter,"Epstein, Rafael; Goycoolea, Marcos; Murray, Alan T.; Weintraub, Andrés",,"Epstein, Rafael (University of Chile); Goycoolea, Marcos (University of Chile); Murray, Alan T. (The Ohio State University); Weintraub, Andrés (University of Chile)",1,0,,0.2,,https://app.dimensions.ai/details/publication/pub.1048397227,08 Information and Computing Sciences; 0802 Computation Theory and Mathematics,08 Information and Computing Sciences,0802 Computation Theory and Mathematics,,,
165,100,pub.1047951328,10.1007/s001680200082,,,National and regional corporate spatial structure,The Annals of Regional Science,,,2002-08,2002,36,2,347-368,Closed,Article,"Roberts, Brian H.; Murray, Alan T.",,"Roberts, Brian H. (Queensland University of Technology); Murray, Alan T. (The Ohio State University)",5,1,,1.4,,https://app.dimensions.ai/details/publication/pub.1047951328,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
166,100,pub.1017211705,10.1007/s101090200084,,,Assessing representation error in point-based coverage modeling,Journal of Geographical Systems,,,2002-06,2002,4,2,171-191,Closed,Article,"Murray, Alan T.; O'Kelly, Morton E.",,"Murray, Alan T. (The Ohio State University); O'Kelly, Morton E. (The Ohio State University)",60,9,,12.44,,https://app.dimensions.ai/details/publication/pub.1017211705,16 Studies in Human Society; 09 Engineering; 1604 Human Geography; 0909 Geomatic Engineering,16 Studies in Human Society,09 Engineering,1604 Human Geography,0909 Geomatic Engineering,
167,100,pub.1041955449,10.1007/s101100100096,,,Constructing the divide: Spatial disparities in broadband access,Papers in Regional Science,,,2002-04,2002,81,2,197-221,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.",,"Grubesic, Tony H. (The Ohio State University); Murray, Alan T. (The Ohio State University)",70,7,,17.76,,https://app.dimensions.ai/details/publication/pub.1041955449,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
168,100,pub.1028500885,10.1111/j.1435-5597.2002.tb01230.x,,,Constructing the divide: Spatial disparities in broadband access*,Papers in Regional Science,,,2002-04,2002,81,2,197-221,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.",,"Grubesic, Tony H. (The Ohio State University); Murray, Alan T. (The Ohio State University)",38,1,,9.64,,https://app.dimensions.ai/details/publication/pub.1028500885,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
169,100,pub.1029645479,10.1080/01431160110114998,,,Monitoring the composition of urban environments based on the vegetation-impervious surface-soil (VIS) model by subpixel analysis techniques,International Journal of Remote Sensing,,,2002-01,2002,23,20,4131-4153,Closed,Article,"Phinn, S.; Stanford, M.; Scarth, P.; Murray, A. T.; Shyy, P. T.",,"Phinn, S. (); Stanford, M. (); Scarth, P. (); Murray, A. T. (); Shyy, P. T. ()",208,19,,32.41,,https://app.dimensions.ai/details/publication/pub.1029645479,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
170,100,pub.1011809981,10.1080/00420980220099113,,,Excess Commuting and the Modifiable Areal Unit Problem,Urban Studies,,,2002-01,2002,39,1,131-139,Closed,Article,"Horner, Mark W.; Murray, Alan T.",,"Horner, Mark W. (The Ohio State University); Murray, Alan T. (The Ohio State University)",121,18,,33.88,,https://app.dimensions.ai/details/publication/pub.1011809981,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
171,100,pub.1051250252,10.1016/s0038-0121(01)00004-0,,,Strategic analysis of public transport coverage,Socio-Economic Planning Sciences,,,2001-09,2001,35,3,175-188,Closed,Article,"Murray, Alan T.","Murray, Alan T.","Murray, Alan T. (The Ohio State University)",116,18,,27.8,,https://app.dimensions.ai/details/publication/pub.1051250252,0102 Applied Mathematics; 01 Mathematical Sciences; 12 Built Environment and Design; 1205 Urban and Regional Planning,0102 Applied Mathematics,01 Mathematical Sciences,12 Built Environment and Design,1205 Urban and Regional Planning,
172,200,pub.1059429170,10.1093/bjc/41.2.309,,,Exploratory Spatial Data Analysis Techniques for Examining Urban Crime: Implications for Evaluating Treatment,The British Journal of Criminology,,,2001-03-01,2001,41,2,309-329,Closed,Article,"Murray, A. T.",,"Murray, A. T. ()",98,13,,45.85,,https://app.dimensions.ai/details/publication/pub.1059429170,16 Studies in Human Society; 18 Law and Legal Studies; 1602 Criminology; 1801 Law,16 Studies in Human Society,18 Law and Legal Studies,1602 Criminology,1801 Law,
173,200,pub.1021923927,10.1080/07293682.2001.9657943,,,A SPATIAL DECISION SUPPORT SYSTEM TO MODEL FUTURE URBAN GROWTH,Australian Planner,,,2001-01,2001,38,2,80-89,Closed,Article,"WA, DOUG; STION, ROBERT; MURRAY, ALAN",,"WA, DOUG (); STION, ROBERT (); MURRAY, ALAN ()",4,0,,0.72,,https://app.dimensions.ai/details/publication/pub.1021923927,1205 Urban and Regional Planning; 12 Built Environment and Design; 05 Environmental Sciences; 0502 Environmental Science and Management,1205 Urban and Regional Planning,12 Built Environment and Design,05 Environmental Sciences,0502 Environmental Science and Management,
174,200,pub.1001585306,10.1080/07293682.2001.9657961,,,AN INTERNET GIS FOR IMPROVING ACCESS TO REGIONAL PERFORMANCE DATA,Australian Planner,,,2001-01,2001,38,3-4,158-166,Closed,Article,"SHYY, TUNG-KAI; STION, ROBERT; UM, SCOTT; DAVIS, REX; MURRAY, ALAN; RKER, ROSS",,"SHYY, TUNG-KAI (); STION, ROBERT (); UM, SCOTT (); DAVIS, REX (); MURRAY, ALAN (); RKER, ROSS ()",1,0,,0.18,,https://app.dimensions.ai/details/publication/pub.1001585306,1205 Urban and Regional Planning; 12 Built Environment and Design; 05 Environmental Sciences; 0502 Environmental Science and Management,1205 Urban and Regional Planning,12 Built Environment and Design,05 Environmental Sciences,0502 Environmental Science and Management,
175,100,pub.1028902137,10.1007/3-540-45357-1_37,,,Criteria on Proximity Graphs for Boundary Extraction and Spatial Clustering,Lecture Notes in Computer Science,Advances in Knowledge Discovery and Data Mining,,2001,2001,2035,,348-357,Closed,Chapter,"Estivill-Castro, Vladimir; Lee, Ickjai; Murray, Alan T.",,"Estivill-Castro, Vladimir (University of Newcastle Australia); Lee, Ickjai (University of Newcastle Australia); Murray, Alan T. (The Ohio State University)",11,0,,2.65,,https://app.dimensions.ai/details/publication/pub.1028902137,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
176,100,pub.1042077386,10.1016/s0198-9715(00)00008-9,,,A stochastically constrained cellular model of urban growth,Computers Environment and Urban Systems,,,2000-11,2000,24,6,539-558,Closed,Article,"Ward, D.P.; Murray, A.T.; Phinn, S.R.","Ward, D.P.","Ward, D.P. (University of Queensland); Murray, A.T. (The Ohio State University); Phinn, S.R. (University of Queensland)",139,17,,26.4,,https://app.dimensions.ai/details/publication/pub.1042077386,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
177,100,pub.1004047085,10.1023/a:1018991116559,,,Forest management models and combinatorial algorithms: analysis of state of the art,Annals of Operations Research,,,2000-11,2000,96,1-4,271-285,Closed,Article,"Weintraub, Andres; Church, Richard L.; Murray, Alan T.; Guignard, Monique",,"Weintraub, Andres (University of Chile); Church, Richard L. (University of California, Santa Barbara); Murray, Alan T. (The Ohio State University); Guignard, Monique (University of Pennsylvania)",24,4,,,,https://app.dimensions.ai/details/publication/pub.1004047085,"08 Information and Computing Sciences; 01 Mathematical Sciences; 15 Commerce, Management, Tourism and Services",08 Information and Computing Sciences,01 Mathematical Sciences,"15 Commerce, Management, Tourism and Services",,
178,100,pub.1049075111,10.1080/136588100424954,,,Integrating attribute and space characteristics in choropleth display and spatial data mining,International Journal of Geographical Information Science,,,2000-10,2000,14,7,649-667,Closed,Article,"Murray, Alan T.; Shyy, Tung-Kai",,"Murray, Alan T. (); Shyy, Tung-Kai ()",55,5,,11.97,,https://app.dimensions.ai/details/publication/pub.1049075111,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing
179,100,pub.1002657037,10.1111/0033-0124.00232,,,Monitoring Growth in Rapidly Urbanizing Areas Using Remotely Sensed Data,The Professional Geographer,,,2000-08,2000,52,3,371-386,Closed,Article,"Ward, Douglas; Phinn, Stuart R.; Murray, Alan T.",,"Ward, Douglas (University of Queensland); Phinn, Stuart R. (University of Queensland); Murray, Alan T. (University of Queensland)",148,7,,26.91,,https://app.dimensions.ai/details/publication/pub.1002657037,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
180,100,pub.1043915187,10.1016/s0377-2217(99)00215-5,,,Support system development for forest ecosystem management,European Journal of Operational Research,,,2000-03,2000,121,2,247-258,Closed,Article,"Church, Richard L; Murray, Alan T; Figueroa, Michael A; Barber, Klaus H","Murray, Alan T","Church, Richard L (University of California, Santa Barbara); Murray, Alan T (The Ohio State University); Figueroa, Michael A (University of California, Santa Barbara); Barber, Klaus H ()",30,8,,7.65,,https://app.dimensions.ai/details/publication/pub.1043915187,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
