,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Todd H Oakley. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
82,400,pub.1020526972,10.1371/journal.pone.0001054,17940617,PMC2013938,The Origins of Novel Protein Interactions during Animal Opsin Evolution,PLoS ONE,,"Animals; Cnidaria; Evolution, Molecular; In Situ Hybridization; Light; Likelihood Functions; Markov Chains; Models, Biological; Phenotype; Phylogeny; Protein Interaction Mapping; Rod Opsins; Signal Transduction; Species Specificity",2007-10-17,2007,2,10,e1054,All OA; Gold,Article,"Plachetzki, David C.; Degnan, Bernard M.; Oakley, Todd H.",,"Plachetzki, David C. (University of California, Santa Barbara); Degnan, Bernard M. (University of Queensland); Oakley, Todd H. (University of California, Santa Barbara)",81,9,1.82,7.02,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0001054&type=printable,https://app.dimensions.ai/details/publication/pub.1020526972,0604 Genetics; 0601 Biochemistry and Cell Biology; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,0601 Biochemistry and Cell Biology,06 Biological Sciences,0603 Evolutionary Biology,
83,200,pub.1004965378,10.1111/j.1525-142x.2007.00187.x,,,"A review of Gene Sharing and Evolution: The Diversity of Protein Functions, by Joram Piatigorsky",Evolution & Development,,,2007-09,2007,9,5,514-516,Closed,Article,"Oakley, Todd H.",,"Oakley, Todd H. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1004965378,0603 Evolutionary Biology; 06 Biological Sciences; 0608 Zoology,0603 Evolutionary Biology,06 Biological Sciences,0608 Zoology,,
84,400,pub.1008476494,10.1371/journal.pone.0000506,17551586,PMC1876816,A Post-Synaptic Scaffold at the Origin of the Animal Kingdom,PLoS ONE,,"Animals; Evolution, Molecular; Genome; Humans; Nerve Tissue Proteins; Porifera; Synapses",2007-06-06,2007,2,6,e506,All OA; Gold,Article,"Sakarya, Onur; Armstrong, Kathryn A.; Adamska, Maja; Adamski, Marcin; Wang, I-Fan; Tidor, Bruce; Degnan, Bernard M.; Oakley, Todd H.; Kosik, Kenneth S.",,"Sakarya, Onur (University of California, Santa Barbara); Armstrong, Kathryn A. (Massachusetts Institute of Technology); Adamska, Maja (University of Queensland); Adamski, Marcin (University of Queensland); Wang, I-Fan (University of California, Santa Barbara); Tidor, Bruce (Massachusetts Institute of Technology); Degnan, Bernard M. (University of Queensland); Oakley, Todd H. (University of California, Santa Barbara); Kosik, Kenneth S. (University of California, Santa Barbara)",187,12,3.29,13.2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0000506&type=printable,https://app.dimensions.ai/details/publication/pub.1008476494,0604 Genetics; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0604 Genetics,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
85,400,pub.1033560745,10.1093/icb/icm050,21669757,,"Key transitions during the evolution of animal phototransduction: novelty, “tree-thinking,” co-option, and co-duplication",Integrative and Comparative Biology,,,2007-06-01,2007,47,5,759-769,All OA; Gold,Article,"Plachetzki, David C.; Oakley, Todd H.",,"Plachetzki, David C. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",32,3,0.65,3,https://academic.oup.com/icb/article-pdf/47/5/759/1662755/icm050.pdf,https://app.dimensions.ai/details/publication/pub.1033560745,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
86,400,pub.1023513149,10.1073/pnas.0600750103,16864793,PMC1544222,Repression and loss of gene expression outpaces activation and gain in recently duplicated fly genes,Proceedings of the National Academy of Sciences,,"Animals; Drosophila melanogaster; Evolution, Molecular; Gene Duplication; Gene Expression; Genome; Likelihood Functions; Markov Chains; Models, Genetic; Phylogeny",2006-08-01,2006,103,31,11637-11641,All OA; Gold,Article,"Oakley, Todd H.; Østman, Bjørn; Wilson, Asa C. V.",,"Oakley, Todd H. (University of California, Santa Barbara); Østman, Bjørn (University of California, Santa Barbara); Wilson, Asa C. V. (University of California, Santa Barbara)",28,2,0.54,1.84,http://www.pnas.org/content/103/31/11637.full.pdf,https://app.dimensions.ai/details/publication/pub.1023513149,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
87,400,pub.1077901871,10.1177/117693430600200022,19455211,PMC2674664,CoMET: A Mesquite Package for Comparing Models of Continuous Character Evolution on Phylogenies,Evolutionary Bioinformatics,,,2006-01,2006,2,,117693430600200022,All OA; Gold,Article,"Lee, Chunghau; Blay, Sigal; Mooers, Arne Ø.; Singh, Ambuj; Oakley, Todd H.",,"Lee, Chunghau (University of California, Santa Barbara); Blay, Sigal (Simon Fraser University); Mooers, Arne Ø. (Simon Fraser University); Singh, Ambuj (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",29,6,0.55,2.72,https://journals.sagepub.com/doi/pdf/10.1177/117693430600200022,https://app.dimensions.ai/details/publication/pub.1077901871,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
88,400,pub.1024522821,10.1002/bies.20291,16237676,,Hierarchical phylogenetics as a quantitative analytical framework for evolutionary developmental biology,BioEssays,,"Animals; Developmental Biology; Humans; Models, Genetic; Phylogeny",2005-11,2005,27,11,1158-1166,Closed,Article,"Serb, Jeanne M.; Oakley, Todd H.",,"Serb, Jeanne M. (Iowa State University); Oakley, Todd H. (University of California, Santa Barbara)",31,2,0.44,2,,https://app.dimensions.ai/details/publication/pub.1024522821,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
89,400,pub.1019301785,10.1016/j.tree.2005.07.001,16701418,,New insights into the evolutionary history of photoreceptor cells,Trends in Ecology & Evolution,,,2005-09,2005,20,9,465-467,Closed,Article,"Plachetzki, David C.; Serb, Jeanne M.; Oakley, Todd H.",,"Plachetzki, David C. (University of California, Santa Barbara); Serb, Jeanne M. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",34,3,0.54,2.19,,https://app.dimensions.ai/details/publication/pub.1019301785,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
90,100,pub.1031127732,10.1007/s10750-004-4961-5,,,Myodocopa (Crustacea: Ostracoda) as models for evolutionary studies of light and vision: multiple origins of bioluminescence and extreme sexual dimorphism,Hydrobiologia,,,2005-03,2005,538,1-3,179-192,Closed,Article,"Oakley, Todd H.","Oakley, Todd H.","Oakley, Todd H. ()",21,4,,1.92,,https://app.dimensions.ai/details/publication/pub.1031127732,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
91,400,pub.1033531151,10.1093/molbev/msh257,15356281,,Comparative Methods for the Analysis of Gene-Expression Evolution: An Example Using Yeast Functional Genomic Data,Molecular Biology and Evolution,,"Evolution, Molecular; Fungal Proteins; Gene Duplication; Gene Expression; Genome, Fungal; Genomics; Likelihood Functions; Phylogeny; Saccharomyces cerevisiae",2005-01,2005,22,1,40-50,All OA; Gold,Article,"Oakley, Todd H.; Gu, Zhenglong; Abouheif, Ehab; Patel, Nipam H.; Li, Wen-Hsiung",,"Oakley, Todd H. (); Gu, Zhenglong (); Abouheif, Ehab (); Patel, Nipam H. (); Li, Wen-Hsiung ()",57,8,1.06,5.2,https://academic.oup.com/mbe/article-pdf/22/1/40/13432471/msh257.pdf,https://app.dimensions.ai/details/publication/pub.1033531151,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
92,400,pub.1023550734,10.1007/s00239-004-2618-7,15486697,,Differential Expression of Duplicated Opsin Genes in Two EyeTypes of Ostracod Crustaceans,Journal of Molecular Evolution,,"Amino Acid Sequence; Animals; Base Sequence; Belize; Crustacea; DNA Primers; Eye; Gene Expression; Genes, Duplicate; Japan; Likelihood Functions; Models, Genetic; Molecular Sequence Data; Phylogeny; Rod Opsins; Sequence Alignment; Sequence Analysis, DNA; Species Specificity",2004-08,2004,59,2,239-249,Closed,Article,"Oakley, Todd H.; Huber, Daniel R.","Oakley, Todd H.","Oakley, Todd H. (Duke University; University of California, Santa Barbara); Huber, Daniel R. (University of South Florida)",21,2,0.51,1.24,,https://app.dimensions.ai/details/publication/pub.1023550734,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
93,100,pub.1010212804,10.1016/j.tree.2003.09.005,,,"The eye as a replicating and diverging, modular developmental unit",Trends in Ecology & Evolution,,,2003-12,2003,18,12,623-627,Closed,Article,"Oakley, Todd H",,"Oakley, Todd H (University of California, Santa Barbara)",38,4,,2.17,,https://app.dimensions.ai/details/publication/pub.1010212804,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
94,400,pub.1049352703,10.1111/j.0014-3820.2003.tb00387.x,14575329,,COMPARATIVE TESTS OF EVOLUTIONARY TRADE‐OFFS IN A PALINURID LOBSTER ACOUSTIC SYSTEM,Evolution,,"Animal Communication; Animal Structures; Animals; Base Sequence; Bayes Theorem; DNA, Ribosomal; Hearing; Likelihood Functions; Models, Genetic; Molecular Sequence Data; Palinuridae; Phylogeny; Sequence Analysis, DNA",2003-09,2003,57,9,2082-2100,All OA; Gold,Article,"Patek, S. N.; Oakley, T. H.",,"Patek, S. N. (Duke University); Oakley, T. H. (Duke University)",57,6,1,8.2,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0014-3820.2003.tb00387.x,https://app.dimensions.ai/details/publication/pub.1049352703,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
95,400,pub.1050309314,10.1093/molbev/msh015,14660703,,Molecular Evolution of Bat Color Vision Genes,Molecular Biology and Evolution,,"Amino Acid Sequence; Animals; Base Sequence; Chiroptera; Color Perception; Echolocation; Evolution, Molecular; Exons; Gene Duplication; Humans; Introns; Light; Mice; Molecular Sequence Data; Phylogeny; Rod Opsins; Sequence Alignment; Ultraviolet Rays",2003-08-29,2003,21,2,295-302,All OA; Gold,Article,"Wang, Daryi; Oakley, Todd; Mower, Jeffrey; Shimmin, Lawrence C.; Yim, Sokchea; Honeycutt, Rodney L.; Tsao, Hsienshao; Li, Wen-Hsiung",,"Wang, Daryi (); Oakley, Todd (); Mower, Jeffrey (); Shimmin, Lawrence C. (); Yim, Sokchea (); Honeycutt, Rodney L. (); Tsao, Hsienshao (); Li, Wen-Hsiung ()",69,9,1.42,5.95,https://academic.oup.com/mbe/article-pdf/21/2/295/4016050/msh015.pdf,https://app.dimensions.ai/details/publication/pub.1050309314,0604 Genetics; 06 Biological Sciences; 0608 Zoology,0604 Genetics,06 Biological Sciences,0608 Zoology,,
96,400,pub.1012410636,10.1093/icb/43.4.522,21680460,,On Homology of Arthropod Compound Eyes1,Integrative and Comparative Biology,,,2003-08-01,2003,43,4,522-530,All OA; Gold,Article,"Oakley, Todd H",,"Oakley, Todd H (University of California, Santa Barbara)",44,1,0.7,6.33,https://academic.oup.com/icb/article-pdf/43/4/522/1705629/i1540-7063-043-04-0522.pdf,https://app.dimensions.ai/details/publication/pub.1012410636,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
97,100,pub.1048112147,10.1554/02-608,,,COMPARATIVE TESTS OF EVOLUTIONARY TRADE-OFFS IN A PALINURID LOBSTER ACOUSTIC SYSTEM,Evolution,,,2003,2003,57,9,2082-2100,Closed,Article,"Patek, S. N.; Oakley, T. H.",,"Patek, S. N. (Duke University); Oakley, T. H. (Duke University)",8,3,,1.15,,https://app.dimensions.ai/details/publication/pub.1048112147,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
98,400,pub.1029641369,10.1073/pnas.032483599,11818548,PMC122207,Molecular phylogenetic evidence for the independent evolutionary origin of an arthropod compound eye,Proceedings of the National Academy of Sciences,,Animals; Arthropods; Eye; Likelihood Functions; Molecular Sequence Data; Phylogeny,2002-02-05,2002,99,3,1426-1430,All OA; Gold,Article,"Oakley, Todd H.; Cunningham, Clifford W.",,"Oakley, Todd H. (); Cunningham, Clifford W. ()",89,4,0.99,4.92,http://www.pnas.org/content/99/3/1426.full.pdf,https://app.dimensions.ai/details/publication/pub.1029641369,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
99,400,pub.1014216661,10.1111/j.0014-3820.2000.tb00042.x,10937216,,INDEPENDENT CONTRASTS SUCCEED WHERE ANCESTOR RECONSTRUCTION FAILS IN A KNOWN BACTERIOPHAGE PHYLOGENY,Evolution,,Bacteriophage T7; Computer Simulation; Phenotype; Phylogeny,2000-04,2000,54,2,397-405,All OA; Gold,Article,"Oakley, Todd H.; Cunningham, Clifford W.",,"Oakley, Todd H. (); Cunningham, Clifford W. ()",123,10,2.18,19.01,http://onlinelibrary.wiley.com/doi/10.1111/j.0014-3820.2000.tb00042.x/pdf,https://app.dimensions.ai/details/publication/pub.1014216661,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
100,100,pub.1017680021,10.1554/0014-3820(2000)054[0397:icswar]2.0.co;2,,,INDEPENDENT CONTRASTS SUCCEED WHERE ANCESTOR RECONSTRUCTION FAILS IN A KNOWN BACTERIOPHAGE PHYLOGENY,Evolution,,,2000,2000,54,2,397-405,Closed,Article,"Oakley, Todd H.; Cunningham, Clifford W.",,"Oakley, Todd H. (); Cunningham, Clifford W. ()",12,1,,1.28,,https://app.dimensions.ai/details/publication/pub.1017680021,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
101,400,pub.1012182412,10.1006/mpev.1998.0599,10196079,,Phylogeny of Salmonine Fishes Based on Growth Hormone Introns: Atlantic (Salmo) and Pacific (Oncorhynchus) Salmon Are Not Sister Taxa,Molecular Phylogenetics and Evolution,,"Animals; DNA; Gene Duplication; Growth Hormone; Introns; Molecular Sequence Data; Oncorhynchus; Phylogeny; Salmo salar; Salmon; Sequence Alignment; Sequence Analysis, DNA",1999-04,1999,11,3,381-393,Closed,Article,"Oakley, Todd H.; Phillips, Ruth B.",,"Oakley, Todd H. (University of Wisconsin–Milwaukee); Phillips, Ruth B. (University of Wisconsin–Milwaukee)",100,2,1.62,,,https://app.dimensions.ai/details/publication/pub.1012182412,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
102,400,pub.1035549771,10.1016/s0169-5347(98)01382-2,21238344,,Reconstructing ancestral character states: a critical reappraisal,Trends in Ecology & Evolution,,,1998-09,1998,13,9,361-366,Closed,Article,"Cunningham, Clifford W.; Omland, Kevin E.; Oakley, Todd H.",,"Cunningham, Clifford W. (Duke University); Omland, Kevin E. (University of Minnesota); Oakley, Todd H. (Duke University)",371,20,6.17,,,https://app.dimensions.ai/details/publication/pub.1035549771,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
103,400,pub.1035380163,10.1016/s0378-1119(97)00093-0,9266667,,Physical localization and characterization of the BglI element in the genomes of Atlantic salmon (Salmo salar L.) and brown trout (S. trutta L.),Gene,,"Animals; Base Sequence; Blotting, Southern; Chromosome Mapping; Cloning, Molecular; DNA, Ribosomal; Deoxyribonucleases, Type II Site-Specific; Genetic Linkage; In Situ Hybridization, Fluorescence; Molecular Sequence Data; Polymerase Chain Reaction; Restriction Mapping; Salmon; Sequence Alignment; Sequence Homology, Nucleic Acid; Trout",1997-07,1997,194,1,9-18,Closed,Article,"Moran, Paloma; Reed, Kent M.; Pérez, Juliana; Oakley, Todd H.; Phillips, Ruth B.; Garcia-Vazquez, Eva; Pendas, Alberto M.","Pendas, Alberto M.","Moran, Paloma (University of Oviedo); Reed, Kent M. (University of Wisconsin–Milwaukee); Pérez, Juliana (University of Oviedo); Oakley, Todd H. (University of Wisconsin–Milwaukee); Phillips, Ruth B. (University of Wisconsin–Milwaukee); Garcia-Vazquez, Eva (University of Oviedo); Pendas, Alberto M. (University of Oviedo)",11,0,0.22,,,https://app.dimensions.ai/details/publication/pub.1035380163,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
104,400,pub.1033782728,10.1016/s0378-1119(96)00655-5,9047338,,"An AluI fragment isolated from lake trout (Salvelinus namaycush), maps to the intergenic spacer region of the rDNA cistron",Gene,,"Animals; Base Sequence; Chromosome Mapping; Conserved Sequence; DNA, Ribosomal; Deoxyribonucleases, Type II Site-Specific; Evolution, Molecular; Fishes; In Situ Hybridization; Molecular Sequence Data; Repetitive Sequences, Nucleic Acid; Salmon; Species Specificity; Trout",1997-02,1997,186,1,7-11,Closed,Article,"Reed, Kent M; Oakley, Todd H; Phillips, Ruth B","Reed, Kent M","Reed, Kent M (University of Wisconsin–Milwaukee); Oakley, Todd H (University of Wisconsin–Milwaukee); Phillips, Ruth B (University of Wisconsin–Milwaukee)",4,0,0.17,,,https://app.dimensions.ai/details/publication/pub.1033782728,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
105,100,pub.1022166417,10.1016/b978-012417540-2/50011-7,,,Chapter 10 Phylogenetic Relationships among the Salmoninae Based on Nuclear and Mitochondrial DNA Sequences,,Molecular Systematics of Fishes,,1997,1997,,Conserv. Biol.21988,145-162,Closed,Chapter,"Phillips, Ruth B.; Oakley, Todd H.",,"Phillips, Ruth B. (University of Wisconsin–Milwaukee); Oakley, Todd H. (University of Wisconsin–Milwaukee)",42,3,,,,https://app.dimensions.ai/details/publication/pub.1022166417,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
106,400,pub.1020381099,10.1016/s0378-1119(96)00402-7,8996113,,"Sequence, overproduction and purification of Vibrio proteolyticus ribosomal protein L 18 for in vitro and in vivo studies",Gene,,"Amino Acid Sequence; Bacteriophage T7; Base Sequence; Cloning, Molecular; Escherichia coli; Genes, Bacterial; Genetic Vectors; Histidine; Molecular Sequence Data; Peptides; Protein Binding; RNA, Ribosomal, 5S; Recombinant Fusion Proteins; Ribosomal Proteins; Ribosomes; Sequence Analysis, DNA; Sequence Homology, Amino Acid; Vibrio",1996-01,1996,183,1-2,237-242,Closed,Article,"Setterquist, Robert A.; Smith, G.Kenneth; Oakley, Todd H.; Lee, Youn-Hyung; Fox, George E.","Fox, George E.","Setterquist, Robert A. (University of Houston); Smith, G.Kenneth (University of Houston); Oakley, Todd H. (University of Houston); Lee, Youn-Hyung (University of Houston); Fox, George E. (University of Houston)",4,0,0.18,,,https://app.dimensions.ai/details/publication/pub.1020381099,0605 Microbiology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0605 Microbiology,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
107,100,pub.1031924299,10.1111/j.1095-8649.1995.tb06021.x,,,Evidence supporting the paraphyly of Hucho (Salmonidae) based on ribosomal DNA restriction maps,Journal of Fish Biology,,,1995-12,1995,47,6,956-961,Closed,Article,"Phillips, R. B.; Oakley, T. H.; Davis, E. L.",,"Phillips, R. B. (University of Wisconsin–Milwaukee); Oakley, T. H. (University of Wisconsin–Milwaukee); Davis, E. L. (University of Wisconsin–Milwaukee)",17,0,,,,https://app.dimensions.ai/details/publication/pub.1031924299,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
