,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Noah P Molotch. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
88,100,pub.1017259585,10.1016/j.rse.2007.08.010,,,Merging complementary remote sensing datasets in the context of snow water equivalent reconstruction,Remote Sensing of Environment,,,2008-03,2008,112,3,1212-1225,Closed,Article,"Durand, Michael; Molotch, Noah P.; Margulis, Steven A.","Margulis, Steven A.","Durand, Michael (University of California Los Angeles); Molotch, Noah P. (University of California Los Angeles); Margulis, Steven A. (University of California Los Angeles)",44,6,,5.71,,https://app.dimensions.ai/details/publication/pub.1017259585,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
89,100,pub.1021991672,10.1002/eco.18,,,Monitoring the timing of snowmelt and the initiation of streamflow using a distributed network of temperature/light sensors,Ecohydrology,,,2008,2008,1,3,215-224,All OA; Gold,Article,"Lyon, Steve W.; Troch, Peter A.; Broxton, Patrick D.; Molotch, Noah P.; Brooks, Paul D.",,"Lyon, Steve W. (University of Arizona; Stockholm University); Troch, Peter A. (University of Arizona); Broxton, Patrick D. (University of Arizona); Molotch, Noah P. (University of California Los Angeles); Brooks, Paul D. (University of Arizona)",21,2,,,http://dx.doi.org/10.1002/eco.18,https://app.dimensions.ai/details/publication/pub.1021991672,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
90,100,pub.1005790887,10.1029/2008jd009894,,,A Bayesian approach to snow water equivalent reconstruction,Journal of Geophysical Research,,,2008,2008,113,D20,,All OA; Gold,Article,"Durand, Michael; Molotch, Noah P.; Margulis, Steven A.",,"Durand, Michael (The Ohio State University); Molotch, Noah P. (University of California Los Angeles); Margulis, Steven A. (University of California Los Angeles)",46,7,,7.48,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008JD009894,https://app.dimensions.ai/details/publication/pub.1005790887,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
91,100,pub.1044172853,10.1002/hyp.6719,,,Estimating sublimation of intercepted and sub‐canopy snow using eddy covariance systems,Hydrological Processes,,,2007-06-15,2007,21,12,1567-1575,"All OA; Green, Accepted & Submitted",Article,"Molotch, Noah P.; Blanken, Peter D.; Williams, Mark W.; Turnipseed, Andrew A.; Monson, Russell K.; Margulis, Steven A.",,"Molotch, Noah P. (University of California Los Angeles); Blanken, Peter D. (University of Colorado Boulder); Williams, Mark W. (University of Colorado Boulder; Institute of Arctic and Alpine Research); Turnipseed, Andrew A. (National Center for Atmospheric Research); Monson, Russell K. (University of Colorado Boulder); Margulis, Steven A. (University of California Los Angeles)",78,16,,9.76,http://www.easternsnow.org/proceedings/2006/molotch_et_al.pdf,https://app.dimensions.ai/details/publication/pub.1044172853,09 Engineering; 0905 Civil Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0905 Civil Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering
92,100,pub.1071118409,10.3189/172756507781833947,,,Contact spectroscopy for determination of stratigraphy of snow optical grain size,Journal of Glaciology,,,2007,2007,53,180,121-127,All OA; Gold,Article,"Painter, Thomas H.; Molotch, Noah P.; Cassidy, Maureen; Flanner, Mark; Steffen, Konrad",,"Painter, Thomas H. (); Molotch, Noah P. (University of California Los Angeles); Cassidy, Maureen (); Flanner, Mark (University of California, Irvine); Steffen, Konrad (Cooperative Institute for Research in Environmental Sciences)",91,12,,8.66,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/17E745A7E999867FCFF6478EE24BE03D/S0022143000201846a.pdf/div-class-title-contact-spectroscopy-for-determination-of-stratigraphy-of-snow-optical-grain-size-div.pdf,https://app.dimensions.ai/details/publication/pub.1071118409,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
93,100,pub.1045851884,10.1029/2005wr004387,,,Mountain hydrology of the western United States,Water Resources Research,,,2006-08,2006,42,8,,All OA; Gold,Article,"Bales, Roger C.; Molotch, Noah P.; Painter, Thomas H.; Dettinger, Michael D.; Rice, Robert; Dozier, Jeff",,"Bales, Roger C. (University of California, Merced); Molotch, Noah P. (Cooperative Institute for Research in Environmental Sciences; University of California Los Angeles); Painter, Thomas H. (University of Colorado Boulder); Dettinger, Michael D. (United States Geological Survey); Rice, Robert (University of California, Merced); Dozier, Jeff (University of California, Santa Barbara)",331,69,,64.43,http://onlinelibrary.wiley.com/doi/10.1029/2005WR004387/pdf,https://app.dimensions.ai/details/publication/pub.1045851884,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
94,100,pub.1047231942,10.1029/2005wr004522,,,Comparison of ground‐based and airborne snow surface albedo parameterizations in an alpine watershed: Impact on snowpack mass balance,Water Resources Research,,,2006-05,2006,42,5,,All OA; Gold,Article,"Molotch, Noah P.; Bales, Roger C.",,"Molotch, Noah P. (Cooperative Institute for Research in Environmental Sciences); Bales, Roger C. (University of California, Merced)",45,4,,6.7,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005WR004522,https://app.dimensions.ai/details/publication/pub.1047231942,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
95,100,pub.1017270768,10.1002/hyp.6128,,,SNOTEL representativeness in the Rio Grande headwaters on the basis of physiographics and remotely sensed snow cover persistence,Hydrological Processes,,,2006-03-15,2006,20,4,723-739,Closed,Article,"Molotch, Noah P.; Bales, Roger C.",,"Molotch, Noah P. (Cooperative Institute for Research in Environmental Sciences); Bales, Roger C. (University of California, Merced)",62,8,,7.41,,https://app.dimensions.ai/details/publication/pub.1017270768,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
96,100,pub.1021237078,10.1029/2005wr004229,,,Scaling snow observations from the point to the grid element: Implications for observation network design,Water Resources Research,,,2005-11,2005,41,11,,All OA; Gold,Article,"Molotch, Noah P.; Bales, Roger C.",,"Molotch, Noah P. (Cooperative Institute for Research in Environmental Sciences); Bales, Roger C. (University of California, Merced)",126,31,,20.39,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005WR004229,https://app.dimensions.ai/details/publication/pub.1021237078,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
97,100,pub.1022636713,10.1002/hyp.5586,,,Estimating the spatial distribution of snow water equivalent in an alpine basin using binary regression tree models: the impact of digital elevation data and independent variable selection,Hydrological Processes,,,2005-04-30,2005,19,7,1459-1479,Closed,Article,"Molotch, N. P.; Colee, M. T.; Bales, R. C.; Dozier, J.",,"Molotch, N. P. (University of Arizona; Cooperative Institute for Research in Environmental Sciences); Colee, M. T. (University of California, Santa Barbara); Bales, R. C. (University of California, Merced); Dozier, J. (University of California, Santa Barbara)",119,18,,15.43,,https://app.dimensions.ai/details/publication/pub.1022636713,09 Engineering; 0905 Civil Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0905 Civil Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering
98,100,pub.1021406166,10.1002/hyp.1408,,,"Estimating the distribution of snow water equivalent and snow extent beneath cloud cover in the Salt–Verde River basin, Arizona",Hydrological Processes,,,2004-06-30,2004,18,9,1595-1611,Closed,Article,"Molotch, N. P.; Fassnacht, S. R.; Bales, R. C.; Helfrich, S. R.",,"Molotch, N. P. (University of Arizona); Fassnacht, S. R. (Colorado State University); Bales, R. C. (University of California, Merced); Helfrich, S. R. (National Ice Center)",42,9,,6.01,,https://app.dimensions.ai/details/publication/pub.1021406166,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
99,100,pub.1026743449,10.1029/2003gl019063,,,Incorporating remotely‐sensed snow albedo into a spatially‐distributed snowmelt model,Geophysical Research Letters,,,2004,2004,31,3,,All OA; Gold,Article,"Molotch, Noah P.; Painter, Thomas H.; Bales, Roger C.; Dozier, Jeff",,"Molotch, Noah P. (University of Arizona); Painter, Thomas H. (University of Colorado Boulder); Bales, Roger C. (University of California, Merced); Dozier, Jeff (University of California, Santa Barbara)",62,5,,17.24,http://onlinelibrary.wiley.com/doi/10.1029/2003GL019063/pdf,https://app.dimensions.ai/details/publication/pub.1026743449,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
