,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Armand M Kuris. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
89,100,pub.1013558807,10.1007/978-94-010-0169-4_11,,,"Did biological control cause extinction of the coconut moth, Levuana iridescens, in Fiji?",,"Marine Bioinvasions: Patterns, Processes and Perspectives",,2003,2003,,,133-141,Closed,Chapter,"Kuris, Armand M.",,"Kuris, Armand M. (University of California, Santa Barbara)",6,0,,0.78,,https://app.dimensions.ai/details/publication/pub.1013558807,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
90,100,pub.1054812814,10.1017/s0025315402006446,,,"Fecampia erythrocephala rediscovered: prevalence and distribution of a parasitoid of the European shore crab, Carcinus maenas",Journal of the Marine Biological Association of the United Kingdom,,,2002-12,2002,82,6,955-960,Closed,Article,"Kuris, Armand M.; Torchin, Mark E.; Lafferty, Kevin D.",,"Kuris, Armand M. (University of California, Santa Barbara); Torchin, Mark E. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara)",11,0,,0.8,,https://app.dimensions.ai/details/publication/pub.1054812814,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
91,100,pub.1024870715,10.1016/s0169-5347(02)02615-0,,,"Trophic strategies, animal diversity and body size",Trends in Ecology & Evolution,,,2002-11,2002,17,11,507-513,Closed,Article,"Lafferty, Kevin D.; Kuris, Armand M.",,"Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",185,47,,13.48,,https://app.dimensions.ai/details/publication/pub.1024870715,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
92,200,pub.1012603583,10.1201/9781420032130.ch58,,,Eradication of Introduced Marine Pests,,Managing for Healthy Ecosystems,,2002-10-29,2002,,,,Closed,Chapter,"Kuris, Armand",,"Kuris, Armand ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1012603583,,,,,,
93,400,pub.1032923876,10.1017/s0031182002001506,12396221,,Parasites and marine invasions,Parasitology,,"Animals; Ecology; Endemic Diseases; Food Chain; Host-Parasite Interactions; Models, Theoretical; Parasites; Seawater; Snails; Species Specificity",2002-10,2002,124,7,137-151,Closed,Article,"Tourchin, M E; Lafferty, K D; Kuris, A M",,"Tourchin, M E (University of California, Santa Barbara); Lafferty, K D (); Kuris, A M ()",168,19,2.28,28.01,,https://app.dimensions.ai/details/publication/pub.1032923876,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,,,
94,200,pub.1020866480,10.1017/s0031182002009873,,,ERRATUM Volume 124 Supplement 2002: Parasites in Marine Systems Parasites and marine invasions,Parasitology,,,2002-06,2002,125,6,576-576,Closed,Article,"TORCHIN, M. E.; LAFFERTY, K. D.; KURIS, A. M.",,"TORCHIN, M. E. (); LAFFERTY, K. D. (); KURIS, A. M. ()",1,0,,0.17,,https://app.dimensions.ai/details/publication/pub.1020866480,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,,,
95,100,pub.1021579714,10.1023/a:1015855019360,,,Release from Parasites as Natural Enemies: Increased Performance of a Globally Introduced Marine Crab,Biological Invasions,,,2001-12,2001,3,4,333-345,Closed,Article,"Torchin, Mark E.; Lafferty, Kevin D.; Kuris, Armand M.","Torchin, Mark E.","Torchin, Mark E. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",142,19,,14.57,,https://app.dimensions.ai/details/publication/pub.1021579714,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
96,400,pub.1022256993,10.1645/0022-3395(2001)087[0941:spoppa]2.0.co;2,11695412,,SELECTIVE PREDATION ON PARASITIZED PREYA COMPARISON BETWEEN TWO HELMINTH SPECIES WITH DIFFERENT LIFE-HISTORY STRATEGIES,Journal of Parasitology,,Animals; Cestoda; Cestode Infections; Crustacea; Fish Diseases; Fresh Water; Nematoda; Nematode Infections; Norway; Predatory Behavior; Stomach; Trout,2001-10,2001,87,5,941-945,Closed,Article,"Knudsen, R.; Gabler, H-M.; Kuris, A. M.; Amundsen, P-A.",,"Knudsen, R. (The Arctic University of Norway); Gabler, H-M. (The Arctic University of Norway); Kuris, A. M. (The Arctic University of Norway); Amundsen, P-A. (The Arctic University of Norway)",27,1,0.61,,,https://app.dimensions.ai/details/publication/pub.1022256993,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
97,200,pub.1070257328,10.2307/3285211,,,Selective Predation on Parasitized Prey: A Comparison between Two Helminth Species with Different Life-History Strategies,Journal of Parasitology,,,2001-10,2001,87,5,941,Closed,Article,"Knudsen, R.; Gabler, H. -M.; Kuris, A. M.; Amundsen, P. -A.",,"Knudsen, R. (); Gabler, H. -M. (); Kuris, A. M. (); Amundsen, P. -A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1070257328,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
98,100,pub.1028687579,10.1023/a:1013051008210,,,"Distribution and abundance of a nemertean egg predator ( Carcinonemertes sp.) on a leucosiid crab, Randallia ornata",Hydrobiologia,,,2001-07,2001,456,1-3,59-63,Closed,Article,"Sadeghian, Patricia S.; Kuris, Armand M.",,"Sadeghian, Patricia S. (University of California, Santa Barbara; Santa Barbara Museum of Natural History); Kuris, Armand M. (Santa Barbara Museum of Natural History)",3,0,,0.24,,https://app.dimensions.ai/details/publication/pub.1028687579,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
99,200,pub.1024394242,10.1016/s0169-5347(00)02006-1,,,"Reply from J. Myers, D. Simberloff, A. Kuris and J. Carey",Trends in Ecology & Evolution,,,2000-12,2000,15,12,515-516,Closed,Article,"Myers, J; Simberloff, D; Kuris, A; Carey, J",,"Myers, J (University of British Columbia); Simberloff, D (University of Tennessee at Knoxville); Kuris, A (University of California, Santa Barbara); Carey, J (University of California, Davis)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1024394242,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
100,100,pub.1038863404,10.1023/a:1010082407254,,,The Apparent Eradication of a Locally Established Introduced Marine Pest,Biological Invasions,,,2000-09,2000,2,3,245-253,Closed,Article,"Culver, Carolynn S.; Kuris, Armand M.",,"Culver, Carolynn S. (); Kuris, Armand M. ()",77,10,,8.97,,https://app.dimensions.ai/details/publication/pub.1038863404,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
101,400,pub.1036036043,10.1016/s0169-5347(00)01914-5,10884695,,Eradication revisited: dealing with exotic species,Trends in Ecology & Evolution,,,2000-08,2000,15,8,316-320,Closed,Article,"Myers, Judith H.; Simberloff, Daniel; Kuris, Armand M.; Carey, James R.; Myers, Judith H.; Simberloff, Daniel; Kuris, Armand M.; Carey, James R.",,"Myers, Judith H. (University of British Columbia); Simberloff, Daniel (University of Tennessee at Knoxville); Kuris, Armand M. (University of California, Santa Barbara); Carey, James R. (University of California, Davis)",500,63,3.32,46.53,,https://app.dimensions.ai/details/publication/pub.1036036043,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
102,100,pub.1044270667,10.4319/lo.1999.44.3_part_2.0925,,,How environmental stress affects the impacts of parasites,Limnology and Oceanography,,,1999-05,1999,44,3part2,925-931,All OA; Gold,Article,"Lafferty, Kevin D.; Kuris, Armand M.",,"Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",214,26,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1999.44.3_part_2.0925,https://app.dimensions.ai/details/publication/pub.1044270667,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
103,200,pub.1070231516,10.2307/3227008,,,An Introduced Sabellid Polychaete Pest Infesting Cultured Abalones and Its Potential Spread to Other California Gastropods,Invertebrate Biology,,,1999,1999,118,4,391,Closed,Article,"Kuris, Armand M.; Culver, Carolynn S.",,"Kuris, Armand M. (); Culver, Carolynn S. ()",39,6,,,,https://app.dimensions.ai/details/publication/pub.1070231516,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
104,400,pub.1070256708,10.2307/3284590,9714213,,Morphological and biological notes on Polymorphus (Profilicollis) sphaerocephalus and Corynosoma stanleyi (Polymorphidae: Acanthocephala).,Journal of Parasitology,,Acanthocephala; Animals; Australia; Brachyura; Female; Male,1998-08,1998,84,4,798-801,Closed,Article,"Pichelin, S; Kuris, A M; Gurney, R",,"Pichelin, S (South Australian Museum); Kuris, A M (); Gurney, R ()",9,0,0.44,,,https://app.dimensions.ai/details/publication/pub.1070256708,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
105,100,pub.1026975574,10.1007/978-1-4615-5983-2_15,,,Host Behavior Modification: An Evolutionary Perspective,,Parasites and Pathogens,,1997,1997,,,293-315,Closed,Chapter,"Kuris, Armand M.",,"Kuris, Armand M. ()",18,0,,,,https://app.dimensions.ai/details/publication/pub.1026975574,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
106,200,pub.1069854960,10.2307/2265695,,,Biological Control of Marine Pests,Ecology,,,1996-10,1996,77,7,1989-2000,Closed,Article,"Lafferty, Kevin D.; Kuris, Armand M.",,"Lafferty, Kevin D. (); Kuris, Armand M. ()",144,13,,,,https://app.dimensions.ai/details/publication/pub.1069854960,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
107,400,pub.1070256187,10.2307/3284084,8636851,,"Infestation of an introduced host, the European green crab, Carcinus maenas, by a symbiotic nemertean egg predator, Carcinonemertes epialti.",Journal of Parasitology,,Animals; Brachyura; Female; Host-Parasite Interactions; Invertebrates; Male; Ovum; Species Specificity; Symbiosis,1996-06,1996,82,3,449-53,Closed,Article,"Torchin, M E; Lafferty, K D; Kuris, A M",,"Torchin, M E (University of California, Santa Barbara); Lafferty, K D (); Kuris, A M ()",26,0,0.35,,,https://app.dimensions.ai/details/publication/pub.1070256187,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
108,200,pub.1117002929,10.1017/s2475262200002288,,,Trophic Transmission of Parasites and Host Behavior Modification in Dinosaur Predator-Prey Dynamics,The Paleontological Society Special Publications,,,1996,1996,8,,226-226,All OA; Gold,Article,"Kuris, Armand M.",,"Kuris, Armand M. ()",0,0,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/426B5F97DCCA867F0C50309B76CA6E41/S2475262200002288a.pdf/div-class-title-trophic-transmission-of-parasites-and-host-behavior-modification-in-dinosaur-predator-prey-dynamics-div.pdf,https://app.dimensions.ai/details/publication/pub.1117002929,,,,,,
109,100,pub.1069664215,10.2307/1940883,,,Analysis of Larval Trematode Communities,Ecology,,,1994-12,1994,75,8,2275-2285,Closed,Article,"Lafferty, K. D.; Sammond, D. T.; Kuris, A. M.",,"Lafferty, K. D. (); Sammond, D. T. (); Kuris, A. M. ()",82,3,,,,https://app.dimensions.ai/details/publication/pub.1069664215,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
110,100,pub.1045940431,10.1007/bf00013355,,,Life cycles of nemerteans that are symbiotic egg predators of decapod Crustacea: adaptations to host life histories,Hydrobiologia,,,1993-08,1993,266,1-3,1,Closed,Article,"Kuris, Armand M.",,"Kuris, Armand M. (University of California, Santa Barbara)",35,1,,,,https://app.dimensions.ai/details/publication/pub.1045940431,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
111,100,pub.1033951510,10.1007/978-94-011-2052-4_1,,,Life cycles of nemerteans that are symbiotic egg predators of decapod Crustacea: adaptations to host life histories,,Advances in Nemertean Biology,,1993,1993,,,1-14,Closed,Chapter,"Kuris, Armand M.",,"Kuris, Armand M. (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1033951510,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
112,100,pub.1007491605,10.1139/f92-037,,,Modelling Crustacean Fisheries: Effects of Parasites on Management Strategies,Canadian Journal of Fisheries and Aquatic Sciences,,,1992-02,1992,49,2,327-336,Closed,Article,"Kuris, Armand M.; Lafferty, Kevin D.",,"Kuris, Armand M. (); Lafferty, Kevin D. ()",61,4,,,,https://app.dimensions.ai/details/publication/pub.1007491605,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
113,400,pub.1069532528,10.2307/1542358,29304675,,"Growth, Size Rank, and Maturation of the Freshwater Prawn, Macrobrachium rosenbergii: Analysis of Marked Prawns in an Experimental Population.",Biological Bulletin,,,1991-12,1991,181,3,379-386,Closed,Article,"Ra'anan, Z; Sagi, A; Wax, Y; Karplus, I; Hulata, G; Kuris, A",,"Ra'anan, Z (); Sagi, A (); Wax, Y (); Karplus, I (); Hulata, G (); Kuris, A ()",38,2,0.48,,,https://app.dimensions.ai/details/publication/pub.1069532528,06 Biological Sciences,06 Biological Sciences,,,,
114,100,pub.1049847952,10.1002/jez.1402590212,,,Testicular thymidine incorporation in the prawn Macrobrachium rosenbergii: Molt cycle variation and ecdysteroid effects in vitro,Journal of Experimental Zoology,,,1991-08,1991,259,2,229-237,Closed,Article,"Sagi, Amir; Karp, Lee; Milner, Yoram; Cohen, Dan; Kuris, Armand M.; Chang, Ernest S.",,"Sagi, Amir (University of Connecticut); Karp, Lee (Hebrew University of Jerusalem); Milner, Yoram (Hebrew University of Jerusalem); Cohen, Dan (); Kuris, Armand M. (University of California, Santa Barbara); Chang, Ernest S. (University of California, Davis)",16,0,,,,https://app.dimensions.ai/details/publication/pub.1049847952,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
115,100,pub.1033635652,10.1139/f91-071,,,"Infestation by Brood Symbionts and Their Impact on Egg Mortality of the Red King Crab, Paralithodes camtschatica, in Alaska: Geographic and Temporal Variation",Canadian Journal of Fisheries and Aquatic Sciences,,,1991-04,1991,48,4,559-568,Closed,Article,"Kuris, Armand M.; Blau, S. Forrest; Paul, A. J.; Shields, Jeffrey D.; Wickham, Daniel E.",,"Kuris, Armand M. (); Blau, S. Forrest (); Paul, A. J. (); Shields, Jeffrey D. (); Wickham, Daniel E. ()",49,3,,,,https://app.dimensions.ai/details/publication/pub.1033635652,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
116,100,pub.1018055336,10.1139/f90-146,,,"Brood Mortality and Egg Predation by the Nemertean, Carcinonemertes epialti, on the Yellow Rock Crab, Cancer anthonyi, in Southern California",Canadian Journal of Fisheries and Aquatic Sciences,,,1990-07,1990,47,7,1275-1281,Closed,Article,"Shields, Jeffrey D.; Okazaki, Robert K.; Kuris, Armand M.",,"Shields, Jeffrey D. (); Okazaki, Robert K. (); Kuris, Armand M. ()",10,0,,,,https://app.dimensions.ai/details/publication/pub.1018055336,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
117,100,pub.1052516335,10.1111/j.1096-3642.1990.tb01215.x,,,A new genus and species of monostiliferoidean nemertean (Nemertea: Enopla) found on an egg mass of the anomuran decapod Paralithodes camtschatica,Zoological Journal of the Linnean Society,,,1990-02,1990,98,2,185-198,All OA; Gold,Article,"GIBSON, RAY; WICKHAM, DANIEL E.; KURIS, ARMAND M.",,"GIBSON, RAY (Liverpool John Moores University); WICKHAM, DANIEL E. (University of California, Davis); KURIS, ARMAND M. (University of California, Santa Barbara)",23,0,,,https://academic.oup.com/zoolinnean/article-pdf/98/2/185/16891354/j.1096-3642.1990.tb01215.x.pdf,https://app.dimensions.ai/details/publication/pub.1052516335,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
118,100,pub.1017597394,10.1007/978-94-009-0837-6_4,,,"Guild structure of larval trematodes in molluscan hosts: prevalence, dominance and significance of competition",,Parasite Communities: Patterns and Processes,,1990,1990,,,69-100,Closed,Chapter,"Kuris, Armand",,"Kuris, Armand ()",85,3,,,,https://app.dimensions.ai/details/publication/pub.1017597394,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
119,100,pub.1011254988,10.1139/z89-134,,,"Carcinonemertes regicides n.sp. (Nemertea), a symbiotic egg predator from the red king crab, Paralithodes camtschatica (Decapoda: Anomura), in Alaska",Canadian Journal of Zoology,,,1989-04,1989,67,4,923-930,Closed,Article,"Shields, Jeffrey D.; Wickham, Daniel E.; Kuris, Armand M.",,"Shields, Jeffrey D. (); Wickham, Daniel E. (); Kuris, Armand M. ()",19,1,,,,https://app.dimensions.ai/details/publication/pub.1011254988,06 Biological Sciences; 0603 Evolutionary Biology,06 Biological Sciences,0603 Evolutionary Biology,,,
120,200,pub.1069501419,10.2307/1445640,,,"Diseases of Marine Animals. Vol. IV, Part 2. Introduction, Reptilia, Aves, Mammalia",Copeia,,,1989-02-27,1989,1989,1,239,Closed,Article,"Kuris, Armand M.; Kinne, Otto",,"Kuris, Armand M. (); Kinne, Otto ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1069501419,0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences; 0608 Zoology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,0608 Zoology,
121,200,pub.1069532195,10.2307/1541953,,,"An
                    In Vitro
                    Analysis of Egg Mortality in
                    Cancer anthonyi
                    : The Role of Symbionts and Temperature",Biological Bulletin,,,1988-06,1988,174,3,267-275,Closed,Article,"SHIELDS, JEFFREY D.; KURIS, ARMAND M.",,"SHIELDS, JEFFREY D. (); KURIS, ARMAND M. ()",9,0,,,,https://app.dimensions.ai/details/publication/pub.1069532195,06 Biological Sciences,06 Biological Sciences,,,,
122,100,pub.1017390434,10.1007/bf00027974,,,Diversity among nemertean egg predators of decapod crustaceans,Hydrobiologia,,,1988-01,1988,156,1,23-30,Closed,Article,"Wickham, Daniel E.; Kuris, Armand M.",,"Wickham, Daniel E. (University of California, Davis); Kuris, Armand M. (University of California, Santa Barbara)",24,1,,,,https://app.dimensions.ai/details/publication/pub.1017390434,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
123,100,pub.1000306558,10.1007/bf00027975,,,"Temporal variation in abundance of the egg predator Carcinonemertes epialti (Nemertea) and its effect on egg mortality of its host, the shore crab, Hemigrapsus oregonensis",Hydrobiologia,,,1988-01,1988,156,1,31-38,Closed,Article,"Shields, Jeffrey D.; Kuris, Armand M.",,"Shields, Jeffrey D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1000306558,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
124,100,pub.1048062970,10.1007/978-94-009-4063-5_3,,,Diversity among nemertean egg predators of decapod crustaceans,,Recent Advances in Nemertean Biology,,1988,1988,,,23-30,Closed,Chapter,"Wickham, Daniel E.; Kuris, Armand M.",,"Wickham, Daniel E. (University of California, Davis); Kuris, Armand M. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1048062970,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
125,100,pub.1016809186,10.1007/978-94-009-4063-5_4,,,"Temporal variation in abundance of the egg predator Carcinonemertes epialti (Nemertea) and its effect on egg mortality of its host, the shore crab, Hemigrapsus oregonensis",,Recent Advances in Nemertean Biology,,1988,1988,,,31-38,Closed,Chapter,"Shields, Jeffrey D.; Kuris, Armand M.",,"Shields, Jeffrey D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1016809186,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
126,200,pub.1069537049,10.2307/1548603,,,"Morphotypic Differentiation of Male Malaysian Giant Prawns, Macrobrachium Rosenbergii",Journal of Crustacean Biology,,,1987-04-01,1987,7,2,219-237,Closed,Article,"Kuris, Armand M.; Ra’anan, Ziva; Sagi, Amir; Cohen, Dan",,"Kuris, Armand M. (); Ra’anan, Ziva (); Sagi, Amir (); Cohen, Dan ()",141,12,,,,https://app.dimensions.ai/details/publication/pub.1069537049,06 Biological Sciences; 0602 Ecology; 0608 Zoology; 0603 Evolutionary Biology,06 Biological Sciences,0602 Ecology,0608 Zoology,0603 Evolutionary Biology,
127,200,pub.1058594547,10.1086/284424,,,Evolutionary Importance of Overspecialization: Insect Parasitoids as an Example,The American Naturalist,,,1985-09,1985,126,3,387-391,Closed,Article,"Kuris, Armand M.; Norton, Stephen F.",,"Kuris, Armand M. (); Norton, Stephen F. ()",7,0,,,,https://app.dimensions.ai/details/publication/pub.1058594547,06 Biological Sciences,06 Biological Sciences,,,,
128,100,pub.1059652865,10.1093/icb/25.1.127,,,The Comparative Ecology of Nemertean Egg Predators,Integrative and Comparative Biology,,,1985-02,1985,25,1,127-134,All OA; Gold,Article,"WICKHAM, DANIEL E.; KURIS, ARMAND M.",,"WICKHAM, DANIEL E. (); KURIS, ARMAND M. ()",35,0,,,https://academic.oup.com/icb/article-pdf/25/1/127/5939064/25-1-127.pdf,https://app.dimensions.ai/details/publication/pub.1059652865,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
129,200,pub.1023500072,10.1016/0022-2011(85)90060-6,,,Ectopic infections of Portunion conformis (Isopoda: Entoniscidae) in Hemigrapsus spp,Journal of Invertebrate Pathology,,,1985-01,1985,45,1,122-124,Closed,Article,"Shields, Jeffrey D.; Kuris, Armand M.",,"Shields, Jeffrey D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1023500072,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
130,400,pub.1069531644,10.2307/1541280,29320246,,TRANSFER OF NEMERTEAN EGG PREDATORS DURING HOST MOLTING AND COPULATION.,Biological Bulletin,,,1984-10,1984,167,2,331-338,Closed,Article,"Wickham, Daniel E; Roe, Pamela; Kuris, Armand M",,"Wickham, Daniel E (); Roe, Pamela (); Kuris, Armand M ()",30,0,0.49,,,https://app.dimensions.ai/details/publication/pub.1069531644,06 Biological Sciences,06 Biological Sciences,,,,
131,200,pub.1058594279,10.1086/284156,,,Pest and Parasite Species-Richness Problems,The American Naturalist,,,1983-10,1983,122,4,556-566,Closed,Article,"Blaustein, Andrew R.; Kuris, Armand M.; Alio, Jose Javier",,"Blaustein, Andrew R. (); Kuris, Armand M. (); Alio, Jose Javier ()",11,0,,,,https://app.dimensions.ai/details/publication/pub.1058594279,06 Biological Sciences,06 Biological Sciences,,,,
132,200,pub.1069531629,10.2307/1541260,,,"GROWTH AND SHELL VARIATION IN THE TROPICAL EASTERN PACIFIC INTERTIDAL GASTROPOD GENUS
                    PURPURA:
                    ECOLOGICAL AND EVOLUTIONARY IMPLICATIONS",Biological Bulletin,,,1983-06,1983,164,3,518-535,Closed,Article,"WELLINGTON, GERARD M.; KURIS, ARMAND M.",,"WELLINGTON, GERARD M. (); KURIS, ARMAND M. ()",18,0,,,,https://app.dimensions.ai/details/publication/pub.1069531629,06 Biological Sciences,06 Biological Sciences,,,,
133,200,pub.1058593770,10.1086/283647,,,Hosts as Islands,The American Naturalist,,,1980-10,1980,116,4,570-586,Closed,Article,"Kuris, Armand M.; Blaustein, Andrew R.; Alio, Jose Javier",,"Kuris, Armand M. (); Blaustein, Andrew R. (); Alio, Jose Javier ()",166,19,,,,https://app.dimensions.ai/details/publication/pub.1058593770,06 Biological Sciences,06 Biological Sciences,,,,
134,400,pub.1070252599,10.2307/3280520,7420245,,"Echinostome cercarial penetration and metacercarial encystment as mortality factors for a second intermediate host, Biomphalaria glabrata.",Journal of Parasitology,,Animals; Biomphalaria; Echinostoma; Snails,1980-08,1980,66,4,630-5,Closed,Article,"Kuris, Armand M.; Warren, Janice",,"Kuris, Armand M. (); Warren, Janice ()",28,1,1.14,,,https://app.dimensions.ai/details/publication/pub.1070252599,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
135,300,pub.1034690181,10.1016/0020-7519(80)90011-9,7451021,,Effect of exposure to Echinostoma itliei miracidia on growth and survival of young Biomphalaria glabrata snails,International Journal for Parasitology,,Animals; Biomphalaria; Echinostoma; Host-Parasite Interactions,1980-08,1980,10,4,303-308,Closed,Article,"Kuris, Armand M.",,"Kuris, Armand M. (University of California, Santa Barbara)",16,0,0.7,,,https://app.dimensions.ai/details/publication/pub.1034690181,0707 Veterinary Sciences; 0605 Microbiology; 0608 Zoology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,0605 Microbiology,0608 Zoology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
136,100,pub.1008907569,10.1017/s003118200000069x,,,"Post-larval mortality of the endoparasitic isopod castrator Portunion conformis (Epicaridea: Entoniscidae) in the shore crab, Hemigrapsus oregonensis, with a description of the host response",Parasitology,,,1980-04,1980,80,2,211-232,Closed,Article,"Kuris, Armand M.; Poinar, George O.; Hess, Roberta T.",,"Kuris, Armand M. (); Poinar, George O. (); Hess, Roberta T. ()",23,1,,,,https://app.dimensions.ai/details/publication/pub.1008907569,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,,,
137,300,pub.1047060137,10.1016/0020-7519(80)90059-4,7189513,,"Echinostoma liei miracidia and Biomphalariaglabrata snails: Effect of egg age, habitat heterogeneity, water quality and volume on infectivity",International Journal for Parasitology,,Animals; Biomphalaria; Echinostoma; Environment; Female; Host-Parasite Interactions; Ovum; Time Factors; Water,1980-02,1980,10,1,21-25,Closed,Article,"Kuris, Armand M.",,"Kuris, Armand M. (University of California, Santa Barbara)",7,1,0.17,,,https://app.dimensions.ai/details/publication/pub.1047060137,0707 Veterinary Sciences; 0605 Microbiology; 0608 Zoology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,0605 Microbiology,0608 Zoology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
