,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Bodo Bookhagen. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
98,100,pub.1025845430,10.1002/grl.50681,,,Complex networks identify spatial patterns of extreme rainfall events of the South American Monsoon System,Geophysical Research Letters,,,2013-08-28,2013,40,16,4386-4392,"All OA; Green, Published",Article,"Boers, Niklas; Bookhagen, Bodo; Marwan, Norbert; Kurths, Jürgen; Marengo, José",,"Boers, Niklas (Humboldt University of Berlin; Potsdam Institute for Climate Impact Research); Bookhagen, Bodo (University of California, Santa Barbara); Marwan, Norbert (Potsdam Institute for Climate Impact Research); Kurths, Jürgen (Humboldt University of Berlin; Potsdam Institute for Climate Impact Research); Marengo, José ()",81,24,,8.95,http://www.geog.ucsb.edu/~bodo/pdf/boers13_complex_networks_SAM.pdf,https://app.dimensions.ai/details/publication/pub.1025845430,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
99,100,pub.1019718113,10.1016/j.geomorph.2013.04.011,,,"Channel planform geometry and slopes from freely available high-spatial resolution imagery and DEM fusion: Implications for channel width scalings, erosion proxies, and fluvial signatures in tectonically active landscapes",Geomorphology,,,2013-07,2013,194,EOS. Transactions of the American Geophysical Union 92 2011,46-56,Closed,Article,"Fisher, G. Burch; Bookhagen, Bodo; Amos, Colin B.","Fisher, G. Burch","Fisher, G. Burch (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara); Amos, Colin B. (Western Washington University)",55,16,,8.1,,https://app.dimensions.ai/details/publication/pub.1019718113,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
100,100,pub.1008254124,10.1002/grl.50253,,,Frequency‐dependent landscape response to climatic forcing,Geophysical Research Letters,,,2013-03-16,2013,40,5,859-863,All OA; Gold,Article,"Godard, Vincent; Tucker, Gregory E.; Fisher, G. Burch; Burbank, Douglas W.; Bookhagen, Bodo",,"Godard, Vincent (); Tucker, Gregory E. (University of Colorado Boulder); Fisher, G. Burch (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara)",37,9,,5.54,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/grl.50253,https://app.dimensions.ai/details/publication/pub.1008254124,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
101,100,pub.1013080441,10.5194/tcd-7-573-2013,,,"Glacial areas, lake areas, and snowlines from 1975 to 2012: status of the Cordillera Vilcanota, including the Quelccaya Ice Cap, northern central Andes, Peru",The Cryosphere Discussions,,,2013-02-25,2013,7,1,573-634,All OA; Gold,Article,"Hanshaw, M. N.; Bookhagen, B.",,"Hanshaw, M. N. (University of California, Santa Barbara); Bookhagen, B. (University of California, Santa Barbara)",3,0,,0.44,https://doi.org/10.5194/tcd-7-573-2013,https://app.dimensions.ai/details/publication/pub.1013080441,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
102,100,pub.1027275394,10.1080/00045608.2012.715054,,,"Holocene and Anthropocene Landscape Change: Arroyo Formation on Santa Cruz Island, California",Annals of the American Association of Geographers,,,2012-11,2012,102,6,1229-1250,"All OA; Green, Accepted & Submitted",Article,"Perroy, Ryan L.; Bookhagen, Bodo; Chadwick, Oliver A.; Howarth, Jeffrey T.",,"Perroy, Ryan L. (); Bookhagen, Bodo (); Chadwick, Oliver A. (); Howarth, Jeffrey T. ()",26,13,,4.51,http://www.geog.ucsb.edu/%7Ebodo/pdf/perroy12_SCI_erosion.pdf,https://app.dimensions.ai/details/publication/pub.1027275394,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
103,100,pub.1023849153,10.1016/j.crte.2012.10.010,,,Modern climate and erosion in the Himalaya,Comptes Rendus Geoscience,,,2012-11,2012,344,11-12,610-626,"All OA; Green, Published",Article,"Burbank, Douglas W.; Bookhagen, Bodo; Gabet, Emmanuel J.; Putkonen, Jaakko","Burbank, Douglas W.","Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara); Gabet, Emmanuel J. (San Jose State University); Putkonen, Jaakko (University of North Dakota)",33,8,,4.48,https://escholarship.org/content/qt8kx9995n/qt8kx9995n.pdf?t=p2n6p0,https://app.dimensions.ai/details/publication/pub.1023849153,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
104,200,pub.1088810739,10.1130/2012.2492(01),,,"Channel widths, landslides, faults, and beyond: The new world order of high-spatial resolution Google Earth imagery in the study of earth surface processes",Geological Society of America Special Papers,Google Earth and Virtual Visualizations in Geoscience Education and Research,,2012-10,2012,492,,1-22,"All OA; Green, Published",Chapter,"Fisher, G. Burch; Amos, Colin B.; Bookhagen, Bodo; Burbank, Douglas W.; Godard, Vincent",,"Fisher, G. Burch (); Amos, Colin B. (); Bookhagen, Bodo (); Burbank, Douglas W. (); Godard, Vincent ()",23,10,,,https://escholarship.org/content/qt8173m819/qt8173m819.pdf?t=p2n6lz,https://app.dimensions.ai/details/publication/pub.1088810739,,,,,,
105,100,pub.1050758277,10.1029/2011jf002230,,,"Impact of glacial erosion on 10Be concentrations in fluvial sediments of the Marsyandi catchment, central Nepal",Journal of Geophysical Research,,,2012-09,2012,117,F3,n/a-n/a,"All OA; Green, Published",Article,"Godard, V.; Burbank, D. W.; Bourlès, D. L.; Bookhagen, B.; Braucher, R.; Fisher, G. B.",,"Godard, V. (University of California, Santa Barbara); Burbank, D. W. (University of California, Santa Barbara); Bourlès, D. L. (); Bookhagen, B. (University of California, Santa Barbara); Braucher, R. (); Fisher, G. B. (University of California, Santa Barbara)",44,13,,7.64,https://hal-amu.archives-ouvertes.fr/hal-01537127/file/godard2012impact%20%281%29.pdf,https://app.dimensions.ai/details/publication/pub.1050758277,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
106,100,pub.1013359526,10.1007/s00382-011-1156-4,,,Analysis of spatial and temporal extreme monsoonal rainfall over South Asia using complex networks,Climate Dynamics,,,2012-08,2012,39,3-4,971-987,Closed,Article,"Malik, Nishant; Bookhagen, Bodo; Marwan, Norbert; Kurths, Jürgen","Malik, Nishant","Malik, Nishant (Potsdam Institute for Climate Impact Research; University of Potsdam); Bookhagen, Bodo (University of California, Santa Barbara); Marwan, Norbert (Potsdam Institute for Climate Impact Research); Kurths, Jürgen (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin)",115,31,,11.82,,https://app.dimensions.ai/details/publication/pub.1013359526,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
107,100,pub.1044573220,10.5194/isprsarchives-xxxix-b8-305-2012,,,IMPACT OF THE ATATÜRK DAM LAKE ON AGRO-METEOROLOGICAL ASPECTS OF THE SOUTHEASTERN ANATOLIA REGION USING REMOTE SENSING AND GIS ANALYSIS,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,2012-07-28,2012,XXXIX-B8,1,305-310,All OA; Gold,Article,"Ozcan, O.; Bookhagen, B.; Musaoglu, N.",,"Ozcan, O. (Istanbul Technical University); Bookhagen, B. (University of California, Santa Barbara); Musaoglu, N. (Istanbul Technical University)",1,1,,0.24,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XXXIX-B8/305/2012/isprsarchives-XXXIX-B8-305-2012.pdf,https://app.dimensions.ai/details/publication/pub.1044573220,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
108,100,pub.1016908692,10.5194/hess-16-2193-2012,,,"Climatic and geologic controls on suspended sediment flux in the Sutlej River Valley, western Himalaya",Hydrology and Earth System Sciences,,,2012-07-20,2012,16,7,2193-2217,All OA; Gold,Article,"Wulf, H.; Bookhagen, B.; Scherler, D.",,"Wulf, H. (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Bookhagen, B. (University of California, Santa Barbara); Scherler, D. (University of Potsdam)",29,6,,5.03,https://www.hydrol-earth-syst-sci.net/16/2193/2012/hess-16-2193-2012.pdf,https://app.dimensions.ai/details/publication/pub.1016908692,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
109,100,pub.1063454919,10.1175/jcli-d-11-00335.1,,,Precipitation Characteristics of the South American Monsoon System Derived from Multiple Datasets,Journal of Climate,,,2012-07,2012,25,13,4600-4620,"All OA; Green, Accepted & Submitted",Article,"Carvalho, Leila M. V.; Jones, Charles; Posadas, Adolfo N. D.; Quiroz, Roberto; Bookhagen, Bodo; Liebmann, Brant",,"Carvalho, Leila M. V. (); Jones, Charles (); Posadas, Adolfo N. D. (); Quiroz, Roberto (); Bookhagen, Bodo (); Liebmann, Brant ()",28,7,,2.88,https://cgspace.cgiar.org/bitstream/10568/67714/1/75947.pdf,https://app.dimensions.ai/details/publication/pub.1063454919,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
110,100,pub.1046564315,10.1016/j.epsl.2012.02.005,,,Spatiotemporal trends in erosion rates across a pronounced rainfall gradient: Examples from the southern Central Andes,Earth and Planetary Science Letters,,,2012-04,2012,327,Palaeogeogr. Palaeoclimatol. Palaeoecol. 194 1–3 2003,97-110,Closed,Article,"Bookhagen, Bodo; Strecker, Manfred R.","Bookhagen, Bodo","Bookhagen, Bodo (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",125,39,,21.7,,https://app.dimensions.ai/details/publication/pub.1046564315,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
111,100,pub.1035202281,10.1038/ngeo1366,,,Himalayan groundwater,Nature Geoscience,,,2012-02,2012,5,2,97-98,Closed,Article,"Bookhagen, Bodo","Bookhagen, Bodo","Bookhagen, Bodo (University of California, Santa Barbara)",16,4,,,,https://app.dimensions.ai/details/publication/pub.1035202281,,,,,,
112,100,pub.1025537158,10.1016/j.epsl.2011.12.003,,,"Multi-phased uplift of the southern margin of the Central Anatolian plateau, Turkey: A record of tectonic and upper mantle processes",Earth and Planetary Science Letters,,,2012-02,2012,317,GeoArabia 6 2001,85-95,"All OA; Green, Accepted & Submitted",Article,"Schildgen, T.F.; Cosentino, D.; Bookhagen, B.; Niedermann, S.; Yıldırım, C.; Echtler, H.; Wittmann, H.; Strecker, M.R.","Schildgen, T.F.","Schildgen, T.F. (University of Potsdam); Cosentino, D. (Roma Tre University); Bookhagen, B. (); Niedermann, S. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Yıldırım, C. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Echtler, H. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; University of Potsdam); Wittmann, H. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Strecker, M.R. (University of Potsdam)",116,33,,20.14,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:244354:4/component/escidoc:244353/17815.pdf,https://app.dimensions.ai/details/publication/pub.1025537158,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
113,100,pub.1006532618,10.5194/hessd-9-541-2012,,,"Climatic and geologic controls on suspended sediment flux in the Sutlej River Valley, western Himalaya",Hydrology and Earth System Sciences Discussions,,,2012-01-11,2012,9,1,541-594,All OA; Gold,Article,"Wulf, H.; Bookhagen, B.; Scherler, D.",,"Wulf, H. (University of Potsdam); Bookhagen, B. (University of California, Santa Barbara); Scherler, D. (University of Potsdam)",6,1,,1.04,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:245476:3/component/escidoc:245475/18931.pdf,https://app.dimensions.ai/details/publication/pub.1006532618,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
114,100,pub.1023918457,10.1002/9781444347166.ch25,,,"Structural, Geomorphic, and Depositional Characteristics of Contiguous and Broken Foreland Basins: Examples from the Eastern Flanks of the Central Andes in Bolivia and NW Argentina",,Tectonics of Sedimentary Basins,,2011-12-30,2011,,,508-521,Closed,Chapter,"Strecker, Manfred R.; Hilley, George E.; Bookhagen, Bodo; Sobel, Edward R.",,"Strecker, Manfred R. (University of Potsdam); Hilley, George E. (Stanford University); Bookhagen, Bodo (University of California, Santa Barbara); Sobel, Edward R. (University of Potsdam)",33,11,,4.15,,https://app.dimensions.ai/details/publication/pub.1023918457,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
115,100,pub.1028315217,10.1029/2011tc002910,,,"Basin width control of faulting in the Naryn Basin, south‐central Kyrgyzstan",Tectonics,,,2011-12,2011,30,6,n/a-n/a,All OA; Gold,Article,"Goode, Joseph K.; Burbank, Douglas W.; Bookhagen, Bodo",,"Goode, Joseph K. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara)",12,4,,1.51,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011TC002910,https://app.dimensions.ai/details/publication/pub.1028315217,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
116,100,pub.1009699113,10.1029/2010jf001751,,,Hillslope‐glacier coupling: The interplay of topography and glacial dynamics in High Asia,Journal of Geophysical Research,,,2011-06,2011,116,F2,,All OA; Gold,Article,"Scherler, Dirk; Bookhagen, Bodo; Strecker, Manfred R.",,"Scherler, Dirk (University of Potsdam); Bookhagen, Bodo (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",83,23,,10.43,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010JF001751,https://app.dimensions.ai/details/publication/pub.1009699113,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
117,100,pub.1016918394,10.1029/2010tc002703,,,Neogene to Quaternary broken foreland formation and sedimentation dynamics in the Andes of NW Argentina (25°S),Tectonics,,,2011-04,2011,30,2,n/a-n/a,"All OA; Green, Published",Article,"Hain, M. P.; Strecker, M. R.; Bookhagen, B.; Alonso, R. N.; Pingel, H.; Schmitt, A. K.",,"Hain, M. P. (University of Potsdam; Princeton University); Strecker, M. R. (University of Potsdam); Bookhagen, B. (University of California, Santa Barbara); Alonso, R. N. (National University of Salta); Pingel, H. (University of Potsdam); Schmitt, A. K. (University of California Los Angeles)",62,10,,7.91,http://ri.conicet.gov.ar/bitstream/11336/13171/1/CONICET_Digital_Nro.16481.pdf,https://app.dimensions.ai/details/publication/pub.1016918394,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
118,100,pub.1005539764,10.1038/ngeo1068,,,Spatially variable response of Himalayan glaciers to climate change affected by debris cover,Nature Geoscience,,,2011-03,2011,4,3,156-159,Closed,Article,"Scherler, Dirk; Bookhagen, Bodo; Strecker, Manfred R.","Scherler, Dirk","Scherler, Dirk (University of Potsdam); Bookhagen, Bodo (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",495,127,,64.01,,https://app.dimensions.ai/details/publication/pub.1005539764,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
119,100,pub.1019987798,10.1002/esp.1992,,,The topographic imprint of a transient climate episode: the western Andean flank between 15·5° and 41·5°S,Earth Surface Processes and Landforms,,,2010-10,2010,35,13,1516-1534,"All OA; Green, Accepted & Submitted",Article,"Rehak, K.; Bookhagen, B.; Strecker, M. R.; Echtler, H. P.",,"Rehak, K. (University of Potsdam; Helmholtz Association of German Research Centres); Bookhagen, B. (Stanford University); Strecker, M. R. (University of Potsdam); Echtler, H. P. (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences)",14,3,,1.52,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:240637:1/component/escidoc:240636/14948.pdf,https://app.dimensions.ai/details/publication/pub.1019987798,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
120,100,pub.1013979308,10.1016/j.geomorph.2010.01.009,,,"Comparison of gully erosion estimates using airborne and ground-based LiDAR on Santa Cruz Island, California",Geomorphology,,,2010-06,2010,118,3-4,288-300,Closed,Article,"Perroy, Ryan L.; Bookhagen, Bodo; Asner, Gregory P.; Chadwick, Oliver A.","Perroy, Ryan L.","Perroy, Ryan L. (University of Wisconsin–La Crosse); Bookhagen, Bodo (University of California, Santa Barbara); Asner, Gregory P. (Department of Plant Biology); Chadwick, Oliver A. (University of California, Santa Barbara)",127,33,,13.81,,https://app.dimensions.ai/details/publication/pub.1013979308,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
121,100,pub.1035573897,10.1016/j.geomorph.2009.12.003,,,Seasonal precipitation gradients and their impact on fluvial sediment flux in the Northwest Himalaya,Geomorphology,,,2010-05,2010,118,1-2,13-21,Closed,Article,"Wulf, Hendrik; Bookhagen, Bodo; Scherler, Dirk","Wulf, Hendrik","Wulf, Hendrik (University of Potsdam); Bookhagen, Bodo (University of California, Santa Barbara); Scherler, Dirk (University of Potsdam)",88,17,,9.99,,https://app.dimensions.ai/details/publication/pub.1035573897,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
122,100,pub.1033844660,10.1016/j.quascirev.2009.11.031,,,"Timing and extent of late Quaternary glaciation in the western Himalaya constrained by 10Be moraine dating in Garhwal, India",Quaternary Science Reviews,,,2010-04,2010,29,7-8,815-831,Closed,Article,"Scherler, Dirk; Bookhagen, Bodo; Strecker, Manfred R.; von Blanckenburg, Friedhelm; Rood, Dylan","Scherler, Dirk","Scherler, Dirk (University of Potsdam); Bookhagen, Bodo (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam); von Blanckenburg, Friedhelm (University of Hannover); Rood, Dylan (Lawrence Livermore National Laboratory)",51,11,,5.55,,https://app.dimensions.ai/details/publication/pub.1033844660,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
123,100,pub.1029838698,10.1080/19475701003625737,,,Appearance of extreme monsoonal rainfall events and their impact on erosion in the Himalaya,Geomatics Natural Hazards and Risk,,,2010-03,2010,1,1,37-50,All OA; Gold,Article,"Bookhagen, Bodo",,"Bookhagen, Bodo ()",50,12,,4.65,http://www.tandfonline.com/doi/pdf/10.1080/19475701003625737?needAccess=true,https://app.dimensions.ai/details/publication/pub.1029838698,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
124,100,pub.1037027480,10.1029/2009jf001426,,,Toward a complete Himalayan hydrological budget: Spatiotemporal distribution of snowmelt and rainfall and their impact on river discharge,Journal of Geophysical Research,,,2010,2010,115,F3,,All OA; Gold,Article,"Bookhagen, Bodo; Burbank, Douglas W.",,"Bookhagen, Bodo (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",509,170,,52.26,http://onlinelibrary.wiley.com/doi/10.1029/2009JF001426/pdf,https://app.dimensions.ai/details/publication/pub.1037027480,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
125,100,pub.1040548488,10.1016/j.epsl.2009.08.041,,,δ18O and δD of streamwaters across the Himalaya and Tibetan Plateau: Implications for moisture sources and paleoelevation reconstructions,Earth and Planetary Science Letters,,,2009-10-30,2009,288,1-2,20-32,Closed,Article,"Hren, Michael T.; Bookhagen, Bodo; Blisniuk, Peter M.; Booth, Amanda L.; Chamberlain, C. Page","Hren, Michael T.","Hren, Michael T. (Yale University); Bookhagen, Bodo (University of California, Santa Barbara); Blisniuk, Peter M. (Stanford University); Booth, Amanda L. (University of Alaska System); Chamberlain, C. Page (Stanford University)",129,42,,13.28,,https://app.dimensions.ai/details/publication/pub.1040548488,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
126,100,pub.1062733953,10.1130/g25545a.1,,,Does the topographic distribution of the central Andean Puna Plateau result from climatic or geodynamic processes?,Geology,,,2009-07,2009,37,7,643-646,Closed,Article,"Strecker, M.R.; Alonso, R.; Bookhagen, B.; Carrapa, B.; Coutand, I.; Hain, M.P.; Hilley, G.E.; Mortimer, E.; Schoenbohm, L.; Sobel, E.R.",,"Strecker, M.R. (University of Potsdam); Alonso, R. (National University of Salta); Bookhagen, B. (University of California, Santa Barbara); Carrapa, B. (University of Wyoming); Coutand, I. (University of Lille); Hain, M.P. (University of Potsdam); Hilley, G.E. (University of Lille); Mortimer, E. (University of Leeds); Schoenbohm, L. (The Ohio State University); Sobel, E.R. (University of Potsdam)",59,9,,10.8,,https://app.dimensions.ai/details/publication/pub.1062733953,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
127,100,pub.1010831537,10.1002/9781444306408.ch14,,,Modern Andean Rainfall Variation during ENSO Cycles and its Impact on the Amazon Drainage Basin,,Amazonia: Landscape and Species Evolution,,2009-01-08,2009,,,223-241,Closed,Chapter,"Bookhagen, Bodo; Strecker, Manfred R.",,"Bookhagen, Bodo (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",15,3,,1.54,,https://app.dimensions.ai/details/publication/pub.1010831537,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
128,100,pub.1003708328,10.1029/2008jb005788,,,"Segmentation of megathrust rupture zones from fore‐arc deformation patterns over hundreds to millions of years, Arauco peninsula, Chile",Journal of Geophysical Research,,,2009-01,2009,114,B1,,All OA; Gold,Article,"Melnick, Daniel; Bookhagen, Bodo; Strecker, Manfred R.; Echtler, Helmut P.",,"Melnick, Daniel (University of Potsdam); Bookhagen, Bodo (Stanford University; University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam); Echtler, Helmut P. (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences)",116,17,,18.35,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008JB005788,https://app.dimensions.ai/details/publication/pub.1003708328,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
129,100,pub.1016909649,10.1029/2008jf001010,,,Erosional variability along the northwest Himalaya,Journal of Geophysical Research,,,2009,2009,114,F1,,All OA; Gold,Article,"Thiede, Rasmus C.; Ehlers, Todd A.; Bookhagen, Bodo; Strecker, Manfred R.",,"Thiede, Rasmus C. (University of Michigan; University of Potsdam; Swiss Federal Institute of Technology in Zurich); Ehlers, Todd A. (University of Michigan); Bookhagen, Bodo (Stanford University; University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",63,9,,11.53,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008JF001010,https://app.dimensions.ai/details/publication/pub.1016909649,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
130,100,pub.1028953700,10.1016/j.epsl.2007.11.059,,,Modern erosion rates in the High Himalayas of Nepal,Earth and Planetary Science Letters,,,2008-03-30,2008,267,3-4,482-494,Closed,Article,"Gabet, Emmanuel J.; Burbank, Douglas W.; Pratt-Sitaula, Beth; Putkonen, Jaakko; Bookhagen, Bodo","Gabet, Emmanuel J.","Gabet, Emmanuel J. (San Jose State University); Burbank, Douglas W. (University of California, Santa Barbara); Pratt-Sitaula, Beth (Central Washington University); Putkonen, Jaakko (University of Washington); Bookhagen, Bodo (Stanford University)",99,17,,9.78,,https://app.dimensions.ai/details/publication/pub.1028953700,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
131,100,pub.1000278501,10.1029/2007gl032011,,,"Orographic barriers, high‐resolution TRMM rainfall, and relief variations along the eastern Andes",Geophysical Research Letters,,,2008,2008,35,6,,All OA; Gold,Article,"Bookhagen, Bodo; Strecker, Manfred R.",,"Bookhagen, Bodo (Stanford University; University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",190,40,,18.75,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007GL032011,https://app.dimensions.ai/details/publication/pub.1000278501,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
132,100,pub.1032878387,10.1016/j.gca.2007.03.021,,,"Major ion chemistry of the Yarlung Tsangpo–Brahmaputra river: Chemical weathering, erosion, and CO2 consumption in the southern Tibetan plateau and eastern syntaxis of the Himalaya",Geochimica et Cosmochimica Acta,,,2007-06,2007,71,12,2907-2935,"All OA; Green, Accepted & Submitted",Article,"Hren, Michael T.; Chamberlain, C. Page; Hilley, George E.; Blisniuk, Peter M.; Bookhagen, Bodo","Hren, Michael T.","Hren, Michael T. (Stanford University); Chamberlain, C. Page (Stanford University); Hilley, George E. (Stanford University); Blisniuk, Peter M. (University of Potsdam); Bookhagen, Bodo (Stanford University)",101,24,,9.61,http://www.geog.ucsb.edu/~bodo/pdf/hren07_ion_chemistry_tsangpo.pdf,https://app.dimensions.ai/details/publication/pub.1032878387,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
133,100,pub.1023811596,10.1146/annurev.earth.35.031306.140158,,,Tectonics and Climate of the Southern Central Andes,Annual Review of Earth and Planetary Sciences,,,2007-05,2007,35,1,747-787,Closed,Article,"Strecker, M.R.; Alonso, R.N.; Bookhagen, B.; Carrapa, B.; Hilley, G.E.; Sobel, E.R.; Trauth, M.H.",,"Strecker, M.R. (University of Potsdam); Alonso, R.N. (National University of Salta); Bookhagen, B. (Stanford University); Carrapa, B. (University of Potsdam); Hilley, G.E. (Stanford University); Sobel, E.R. (University of Potsdam); Trauth, M.H. (University of Potsdam)",215,35,,21.37,,https://app.dimensions.ai/details/publication/pub.1023811596,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
