,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Christina L Tague. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
94,100,pub.1049130009,10.1175/1087-3562(2004)8<1:rrhsso>2.0.co;2,,,"RHESSys: Regional Hydro-Ecologic Simulation System—An Object-Oriented Approach to Spatially Distributed Modeling of Carbon, Water, and Nutrient Cycling",Earth Interactions,,,2004-12,2004,8,19,1-42,"All OA; Green, Accepted & Submitted",Article,"Tague, C. L.; Band, L. E.",,"Tague, C. L. (); Band, L. E. ()",225,44,,23.23,http://www.unc.edu/courses/2007fall/geog/711/001/students/atrainor/earth_int.pdf,https://app.dimensions.ai/details/publication/pub.1049130009,0404 Geophysics; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0404 Geophysics,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,
95,100,pub.1020829711,10.1111/j.1752-1688.2004.tb04444.x,,,APPLICATION OF THE RHESSys MODEL TO A CALIFORNIA SEMIARID SHRUBLAND WATERSHED1,JAWRA Journal of the American Water Resources Association,,,2004-06,2004,40,3,575-589,Closed,Article,"Tague, Christina; McMichael, Christi; Hope, Allen; Choate, Janet; Clark, Robyn",,"Tague, Christina (San Diego State University); McMichael, Christi (); Hope, Allen (); Choate, Janet (); Clark, Robyn ()",26,3,,2.5,,https://app.dimensions.ai/details/publication/pub.1020829711,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
96,100,pub.1024589417,10.1029/2003wr002629,,,"A geological framework for interpreting the low‐flow regimes of Cascade streams, Willamette River Basin, Oregon",Water Resources Research,,,2004-04,2004,40,4,,Closed,Article,"Tague, Christina; Grant, Gordon E.",,"Tague, Christina (San Diego State University); Grant, Gordon E. (Pacific Northwest Research Station)",148,29,,27.63,,https://app.dimensions.ai/details/publication/pub.1024589417,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
97,200,pub.1046933215,10.1641/0006-3568(2002)052[1127:htatww]2.0.co;2,,,How to Avoid Train Wrecks When Using Science in Environmental Problem Solving,BioScience,,,2002,2002,52,12,1127-1136,All OA; Gold,Article,"BENDA, LEE E.; POFF, N. LEROY; TAGUE, CHRISTINA; PALMER, MARGARET A.; PIZZUTO, JAMES; COOPER, SCOTT; STANLEY, EMILY; MOGLEN, GLENN",,"BENDA, LEE E. (); POFF, N. LEROY (); TAGUE, CHRISTINA (); PALMER, MARGARET A. (); PIZZUTO, JAMES (); COOPER, SCOTT (); STANLEY, EMILY (); MOGLEN, GLENN ()",88,12,,,https://academic.oup.com/bioscience/article-pdf/52/12/1127/19409496/52-12-1127.pdf,https://app.dimensions.ai/details/publication/pub.1046933215,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
98,100,pub.1050298836,10.1002/hyp.253,,,Forest ecosystem processes at the watershed scale: hydrological and ecological controls of nitrogen export,Hydrological Processes,,,2001-07,2001,15,10,2013-2028,Closed,Article,"Band, L. E.; Tague, C. L.; Groffman, P.; Belt, K.",,"Band, L. E. (University of North Carolina at Chapel Hill); Tague, C. L. (San Diego State University); Groffman, P. (Cary Institute of Ecosystem Studies); Belt, K. ()",106,5,,11.49,,https://app.dimensions.ai/details/publication/pub.1050298836,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
99,100,pub.1003307360,10.1002/hyp.171,,,Evaluating explicit and implicit routing for watershed hydro‐ecological models of forest hydrology at the small catchment scale,Hydrological Processes,,,2001-06-15,2001,15,8,1415-1439,Closed,Article,"Tague, C. L.; Band, L. E.",,"Tague, C. L. (San Diego State University); Band, L. E. (University of North Carolina at Chapel Hill)",47,5,,5.09,,https://app.dimensions.ai/details/publication/pub.1003307360,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
100,100,pub.1046287006,10.1002/1096-9837(200102)26:2<135::aid-esp167>3.0.co;2-j,,,Simulating the impact of road construction and forest harvesting on hydrologic response,Earth Surface Processes and Landforms,,,2001-02,2001,26,2,135-151,Closed,Article,"Tague, Christina; Band, Larry",,"Tague, Christina (San Diego State University); Band, Larry (University of North Carolina at Chapel Hill)",58,6,,6.29,,https://app.dimensions.ai/details/publication/pub.1046287006,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
101,100,pub.1038701377,10.1175/1520-0450(2000)039<0931:cabhmf>2.0.co;2,,,Coupled Atmosphere–Biophysics–Hydrology Models for Environmental Modeling,Journal of Applied Meteorology,,,2000-06,2000,39,6,931-944,"All OA; Green, Accepted & Submitted",Article,"Walko, Robert L.; Band, Larry E.; Baron, Jill; Kittel, Timothy G. F.; Lammers, Richard; Lee, Tsengdar J.; Ojima, Dennis; Pielke, Roger A.; Taylor, Chris; Tague, Christina; Tremback, Craig J.; Vidale, Pier Luigi",,"Walko, Robert L. (); Band, Larry E. (); Baron, Jill (); Kittel, Timothy G. F. (); Lammers, Richard (); Lee, Tsengdar J. (); Ojima, Dennis (); Pielke, Roger A. (); Taylor, Chris (); Tague, Christina (); Tremback, Craig J. (); Vidale, Pier Luigi ()",401,36,,44.77,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1151&context=faculty_pubs,https://app.dimensions.ai/details/publication/pub.1038701377,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
102,100,pub.1001882280,10.1111/1467-9671.00048,,,Modelling Watersheds as Spatial Object Hierarchies: Structure and Dynamics,Transactions in GIS,,,2000-06,2000,4,3,181-196,Closed,Article,"Band, Lawrence E.; Tague, Christina L.; Brun, Soren E.; Tenenbaum, David E.; Fernandes, Richard A.",,"Band, Lawrence E. (University of North Carolina System); Tague, Christina L. (San Diego State University); Brun, Soren E. (University of North Carolina System); Tenenbaum, David E. (University of North Carolina System); Fernandes, Richard A. (Natural Resources Canada)",51,2,,11.5,,https://app.dimensions.ai/details/publication/pub.1001882280,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
103,100,pub.1008793058,10.1029/1998wr900096,,,Simulations of snow distribution and hydrology in a mountain basin,Water Resources Research,,,1999-05,1999,35,5,1587-1603,"All OA; Green, Published",Article,"Hartman, Melannie D.; Baron, Jill S.; Lammers, Richard B.; Cline, Donald W.; Band, Larry E.; Liston, Glen E.; Tague, Christina",,"Hartman, Melannie D. (); Baron, Jill S. (); Lammers, Richard B. (); Cline, Donald W. (); Band, Larry E. (); Liston, Glen E. (); Tague, Christina ()",73,7,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1152&context=faculty_pubs,https://app.dimensions.ai/details/publication/pub.1008793058,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
