,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is David L Valentine. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
80,400,pub.1048718538,10.1038/nature06735,18311127,,Biodiversity and biogeography of phages in modern stromatolites and thrombolites,Nature,,"Bacteriophages; Bahamas; Biodiversity; Capsid; Computational Biology; DNA, Viral; Ecosystem; Fresh Water; Genome, Viral; Genomics; Geography; Geologic Sediments; Mexico; Molecular Sequence Data; Phylogeny; Proteome; Seawater; Water Microbiology",2008-03,2008,452,7185,340-343,Closed,Article,"Desnues, Christelle; Rodriguez-Brito, Beltran; Rayhawk, Steve; Kelley, Scott; Tran, Tuong; Haynes, Matthew; Liu, Hong; Furlan, Mike; Wegley, Linda; Chau, Betty; Ruan, Yijun; Hall, Dana; Angly, Florent E.; Edwards, Robert A.; Li, Linlin; Thurber, Rebecca Vega; Reid, R. Pamela; Siefert, Janet; Souza, Valeria; Valentine, David L.; Swan, Brandon K.; Breitbart, Mya; Rohwer, Forest","Desnues, Christelle","Desnues, Christelle (); Rodriguez-Brito, Beltran (); Rayhawk, Steve (); Kelley, Scott (San Diego State University); Tran, Tuong (); Haynes, Matthew (); Liu, Hong (); Furlan, Mike (); Wegley, Linda (); Chau, Betty (); Ruan, Yijun (Genome Institute of Singapore); Hall, Dana (); Angly, Florent E. (); Edwards, Robert A. (San Diego State University; Argonne National Laboratory); Li, Linlin (); Thurber, Rebecca Vega (); Reid, R. Pamela (University of Miami); Siefert, Janet (Rice University); Souza, Valeria (Instituto de Ecología); Valentine, David L. (University of California, Santa Barbara); Swan, Brandon K. (University of California, Santa Barbara); Breitbart, Mya (University of South Florida); Rohwer, Forest (San Diego State University)",185,22,4.46,20.56,,https://app.dimensions.ai/details/publication/pub.1048718538,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
81,100,pub.1047299106,10.1029/2007jg000537,,,"Methanotrophic bacteria occupy benthic microbial mats in shallow marine hydrocarbon seeps, Coal Oil Point, California",Journal of Geophysical Research,,,2008-03,2008,113,G1,n/a-n/a,All OA; Gold,Article,"Ding, Haibing; Valentine, David L.",,"Ding, Haibing (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara)",27,4,,2.83,http://onlinelibrary.wiley.com/doi/10.1029/2007JG000537/pdf,https://app.dimensions.ai/details/publication/pub.1047299106,0605 Microbiology; 04 Earth Sciences; 0403 Geology; 06 Biological Sciences,0605 Microbiology,04 Earth Sciences,0403 Geology,06 Biological Sciences,
82,100,pub.1064974147,10.1306/eg.07110707010,,,"Gaseous emission rates from natural petroleum seeps in the Upper Ojai Valley, California",Environmental Geosciences,,,2007-12,2007,14,4,197-207,"All OA; Green, Published",Article,"Duffy, Marlene; Kinnaman, Franklin S.; Valentine, David L.; Keller, Edward A.; Clark, Jordan F.",,"Duffy, Marlene (University of California, Santa Barbara); Kinnaman, Franklin S. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara); Keller, Edward A. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara)",11,1,,2.21,https://escholarship.org/content/qt9v41x9ff/qt9v41x9ff.pdf?t=o1yslv,https://app.dimensions.ai/details/publication/pub.1064974147,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
83,400,pub.1026179158,10.1038/nrmicro1619,17334387,,Adaptations to energy stress dictate the ecology and evolution of the Archaea,Nature Reviews Microbiology,,"Adaptation, Biological; Archaea; Biological Evolution; Ecology; Energy Metabolism",2007-04,2007,5,4,316-323,Closed,Article,"Valentine, David L.",,"Valentine, David L. (University of California, Santa Barbara)",413,90,7.71,27.79,,https://app.dimensions.ai/details/publication/pub.1026179158,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
84,400,pub.1049607725,10.1128/aem.01154-06,17122405,PMC1796967,"Diversity of Archaea in Marine Sediments from Skan Bay, Alaska, Including Cultivated Methanogens, and Description of Methanogenium boonei sp. nov.▿ †",Applied and Environmental Microbiology,,"Acetates; Alaska; Carbon Dioxide; Crenarchaeota; Culture Media; DNA, Archaeal; Euryarchaeota; Geologic Sediments; Methane; Methanomicrobiaceae; Methanosarcinales; Molecular Sequence Data; RNA, Ribosomal, 16S; Seawater; Sequence Analysis, DNA",2007-01-01,2007,73,2,407-414,All OA; Gold,Article,"Kendall, Melissa M.; Wardlaw, George D.; Tang, Chin F.; Bonin, Adam S.; Liu, Yitai; Valentine, David L.",,"Kendall, Melissa M. (Portland State University); Wardlaw, George D. (University of California, Santa Barbara); Tang, Chin F. (Portland State University); Bonin, Adam S. (Portland State University); Liu, Yitai (Portland State University); Valentine, David L. (University of California, Santa Barbara)",81,7,1.9,8.41,https://aem.asm.org/content/73/2/407.full.pdf,https://app.dimensions.ai/details/publication/pub.1049607725,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
85,100,pub.1038335376,10.1016/j.gca.2006.09.007,,,"Carbon and hydrogen isotope fractionation associated with the aerobic microbial oxidation of methane, ethane, propane and butane",Geochimica et Cosmochimica Acta,,,2007-01,2007,71,2,271-283,Closed,Article,"Kinnaman, Franklin S.; Valentine, David L.; Tyler, Stanley C.","Valentine, David L.","Kinnaman, Franklin S. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara); Tyler, Stanley C. (University of California, Irvine)",119,27,,11.34,,https://app.dimensions.ai/details/publication/pub.1038335376,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
86,100,pub.1010327485,10.1029/2007gl031344,,,"Dissolved methane distributions and air‐sea flux in the plume of a massive seep field, Coal Oil Point, California",Geophysical Research Letters,,,2007,2007,34,22,,All OA; Gold,Article,"Mau, Susan; Valentine, David L.; Clark, Jordan F.; Reed, Justin; Camilli, Richard; Washburn, Libe",,"Mau, Susan (University of California, Santa Barbara; Kiel University); Valentine, David L. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Reed, Justin (University of California, Santa Barbara); Camilli, Richard (Woods Hole Oceanographic Institution); Washburn, Libe (University of California, Santa Barbara)",75,14,,7.19,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007GL031344,https://app.dimensions.ai/details/publication/pub.1010327485,0405 Oceanography; 09 Engineering; 04 Earth Sciences; 0907 Environmental Engineering,0405 Oceanography,09 Engineering,04 Earth Sciences,0907 Environmental Engineering,
87,400,pub.1053499480,10.1073/pnas.0601304103,16945904,PMC1564264,Climatically driven emissions of hydrocarbons from marine sediments during deglaciation,Proceedings of the National Academy of Sciences,,,2006-09-12,2006,103,37,13570-13574,All OA; Gold,Article,"Hill, T. M.; Kennett, J. P.; Valentine, D. L.; Yang, Z.; Reddy, C. M.; Nelson, R. K.; Behl, R. J.; Robert, C.; Beaufort, L.",,"Hill, T. M. (); Kennett, J. P. (); Valentine, D. L. (); Yang, Z. (); Reddy, C. M. (); Nelson, R. K. (); Behl, R. J. (California State University, Long Beach); Robert, C. (French National Centre for Scientific Research); Beaufort, L. (French National Centre for Scientific Research)",21,1,0.17,2.64,http://www.pnas.org/content/103/37/13570.full.pdf,https://app.dimensions.ai/details/publication/pub.1053499480,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
88,400,pub.1036709802,10.1128/aem.72.2.1079-1085.2006,16461652,PMC1392933,"Pure-Culture Growth of Fermentative Bacteria, Facilitated by H2 Removal: Bioenergetics and H2 Production",Applied and Environmental Microbiology,,Bacteria; Bacteriological Techniques; Energy Metabolism; Fermentation; Hydrogen; Kinetics; Species Specificity; Thermodynamics,2006-02-01,2006,72,2,1079-1085,All OA; Gold,Article,"Adams, Cameron J.; Redmond, Molly C.; Valentine, David L.",,"Adams, Cameron J. (University of California, San Diego); Redmond, Molly C. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara)",30,4,0.95,1.96,https://aem.asm.org/content/72/2/1079.full.pdf,https://app.dimensions.ai/details/publication/pub.1036709802,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
89,100,pub.1022146861,10.1029/2005jg000025,,,"Biogeochemical investigations of marine methane seeps, Hydrate Ridge, Oregon",Journal of Geophysical Research,,,2005-12,2005,110,G2,n/a-n/a,All OA; Gold,Article,"Valentine, David L.; Kastner, Miriam; Wardlaw, George D.; Wang, Xuchen; Purdy, Alexandra; Bartlett, Douglas H.",,"Valentine, David L. (University of California, Santa Barbara); Kastner, Miriam (Scripps Institution of Oceanography); Wardlaw, George D. (University of California, Santa Barbara); Wang, Xuchen (University of Massachusetts Boston); Purdy, Alexandra (Scripps Institution of Oceanography); Bartlett, Douglas H. (Scripps Institution of Oceanography)",31,9,,3.29,http://onlinelibrary.wiley.com/doi/10.1029/2005JG000025/pdf,https://app.dimensions.ai/details/publication/pub.1022146861,09 Engineering; 04 Earth Sciences; 0907 Environmental Engineering; 0402 Geochemistry,09 Engineering,04 Earth Sciences,0907 Environmental Engineering,0402 Geochemistry,
90,100,pub.1032367042,10.1007/s10750-004-2395-8,,,"Evidence for salt diffusion from sediments contributing to increasing salinity in the Salton Sea, California",Hydrobiologia,,,2005-01,2005,533,1-3,77-85,Closed,Article,"Wardlaw, George D.; Valentine, David L.","Valentine, David L.","Wardlaw, George D. (University of California, Santa Barbara; University of California, San Diego); Valentine, David L. (University of California, Santa Barbara)",13,1,,1.22,,https://app.dimensions.ai/details/publication/pub.1032367042,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
91,100,pub.1001051949,10.1016/j.gca.2004.07.012,,,"Isotopic evidence for the incorporation of methane-derived carbon into foraminifera from modern methane seeps, Hydrate Ridge, Northeast Pacific",Geochimica et Cosmochimica Acta,,,2004-11,2004,68,22,4619-4627,Closed,Article,"Hill, T.M.; Kennett, J.P.; Valentine, D.L.","Hill, T.M.","Hill, T.M. (University of California, Santa Barbara); Kennett, J.P. (University of California, Santa Barbara); Valentine, D.L. (University of California, Santa Barbara)",61,13,,5.13,,https://app.dimensions.ai/details/publication/pub.1001051949,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
92,400,pub.1034649303,10.1016/j.plipres.2004.05.004,15458813,,Omega-3 fatty acids in cellular membranes: a unified concept,Progress in Lipid Research,,"Bacteria; Cell Membrane; Docosahexaenoic Acids; Eicosapentaenoic Acid; Fatty Acids, Omega-3; Humans; Membrane Fluidity; Membrane Lipids",2004-09,2004,43,5,383-402,Closed,Article,"Valentine, Raymond C.; Valentine, David L.","Valentine, David L.","Valentine, Raymond C. (); Valentine, David L. (University of California, Santa Barbara)",148,23,3.11,10.17,,https://app.dimensions.ai/details/publication/pub.1034649303,0605 Microbiology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,0605 Microbiology,0601 Biochemistry and Cell Biology,06 Biological Sciences,,
93,100,pub.1019154767,10.1111/j.1472-4677.2004.00030.x,,,Hydrogen isotope fractionation during H2/CO2 acetogenesis: hydrogen utilization efficiency and the origin of lipid‐bound hydrogen,Geobiology,,,2004-07,2004,2,3,179-188,Closed,Article,"VALENTINE, D. L.; SESSIONS, A. L.; TYLER, S. C.; CHIDTHAISONG, A.",,"VALENTINE, D. L. (University of California, Santa Barbara); SESSIONS, A. L. (Woods Hole Oceanographic Institution; California Institute of Technology); TYLER, S. C. (University of California, Irvine); CHIDTHAISONG, A. (King Mongkut's University of Technology Thonburi)",42,5,,2.47,,https://app.dimensions.ai/details/publication/pub.1019154767,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
94,100,pub.1007292944,10.1016/j.gca.2003.10.012,,,Carbon and hydrogen isotope fractionation by moderately thermophilic methanogens 1 1 Associate editor: N. E. Ostrom,Geochimica et Cosmochimica Acta,,,2004-04,2004,68,7,1571-1590,Closed,Article,"Valentine, David L.; Chidthaisong, Amnat; Rice, Andrew; Reeburgh, William S.; Tyler, Stanley C.","Valentine, David L.","Valentine, David L. (University of California, Santa Barbara); Chidthaisong, Amnat (University of California, Irvine); Rice, Andrew (University of California, Irvine); Reeburgh, William S. (University of California, Irvine); Tyler, Stanley C. (University of California, Irvine)",191,30,,16.08,,https://app.dimensions.ai/details/publication/pub.1007292944,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
95,100,pub.1016629047,10.1029/2003eo370007,,,Identifying future directions for subsurface hydrocarbon migration research,Eos,,,2003,2003,84,37,364-371,All OA; Gold,Article,"Leifer, I.; Clark, J. F.; Luyendyk, B.; Valentine, D.",,"Leifer, I. (University of California, Santa Barbara); Clark, J. F. (University of California, Santa Barbara); Luyendyk, B. (University of California, Santa Barbara); Valentine, D. (University of California, Santa Barbara)",2,1,,0.15,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003EO370007,https://app.dimensions.ai/details/publication/pub.1016629047,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
96,400,pub.1016064638,10.1023/a:1020587206351,12448726,,Biogeochemistry and microbial ecology of methane oxidation in anoxic environments: a review,Antonie van Leeuwenhoek,,Anaerobiosis; Archaea; Ecosystem; Geologic Sediments; Methane; Oxidation-Reduction; Seawater,2002-12,2002,81,1-4,271-282,Closed,Article,"Valentine, David L.",,"Valentine, David L. (University of California, San Diego; University of California, Santa Barbara)",223,34,2.04,18.35,,https://app.dimensions.ai/details/publication/pub.1016064638,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
97,400,pub.1015556104,10.1023/a:1020535222281,12448725,,"Methanogenium marinum sp. nov., a H2-using methanogen from Skan Bay, Alaska, and kinetics of H2 utilization",Antonie van Leeuwenhoek,,"Alaska; Bacterial Typing Techniques; Cold Temperature; Culture Media; DNA, Ribosomal; Geologic Sediments; Hydrogen; Kinetics; Methane; Methanomicrobiaceae; Nucleic Acid Hybridization; RNA, Ribosomal, 16S; Seawater",2002-12,2002,81,1-4,263-270,Closed,Article,"Chong, Song C.; Liu, Yitai; Cummins, Michael; Valentine, David L.; Boone, David R.","Boone, David R.","Chong, Song C. (Portland State University); Liu, Yitai (Portland State University); Cummins, Michael (Portland State University); Valentine, David L. (University of California, Irvine); Boone, David R. (Portland State University)",67,10,1.23,3.7,,https://app.dimensions.ai/details/publication/pub.1015556104,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
98,100,pub.1035064942,10.1016/s0016-7037(01)00812-2,,,A comparison of isotope fractionation of carbon and hydrogen from paddy field rice roots and soil bacterial enrichments during CO2/H2 methanogenesis,Geochimica et Cosmochimica Acta,,,2002-03,2002,66,6,983-995,Closed,Article,"Chidthaisong, Amnat; Chin, Kuk-Jeong; Valentine, David L.; Tyler, Stanley C.","Tyler, Stanley C.","Chidthaisong, Amnat (University of California, Irvine; King Mongkut's University of Technology Thonburi); Chin, Kuk-Jeong (Max Planck Institute for Terrestrial Microbiology); Valentine, David L. (University of California, Irvine); Tyler, Stanley C. (University of California, Irvine)",38,1,,3.34,,https://app.dimensions.ai/details/publication/pub.1035064942,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
99,100,pub.1000978637,10.1016/s0016-7037(01)00625-1,,,"Water column methane oxidation adjacent to an area of active hydrate dissociation, Eel river Basin",Geochimica et Cosmochimica Acta,,,2001-08,2001,65,16,2633-2640,"All OA; Green, Published",Article,"Valentine, David L; Blanton, Douglas C; Reeburgh, William S; Kastner, Miriam","Valentine, David L","Valentine, David L (University of California, Irvine); Blanton, Douglas C (University of California, Irvine); Reeburgh, William S (University of California, Irvine); Kastner, Miriam (University of California, San Diego)",180,16,,17.25,https://escholarship.org/content/qt5ng2b0sg/qt5ng2b0sg.pdf?t=nr6i15,https://app.dimensions.ai/details/publication/pub.1000978637,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
100,400,pub.1020141428,10.1007/s002030000224,11195097,,Hydrogen production by methanogens under low-hydrogen conditions,Archives of Microbiology,,Alkanesulfonic Acids; Anaerobiosis; Culture Media; Hydrogen; Kinetics; Methane; Methanobacteriaceae; Methanosarcina barkeri; Methanosarcinaceae; Oxidation-Reduction; Sulfides; Temperature,2000-12,2000,174,6,415-421,"All OA; Green, Accepted & Submitted",Article,"Valentine, David L.; Blanton, Douglas C.; Reeburgh, William S.",,"Valentine, David L. (University of California, Irvine); Blanton, Douglas C. (University of California, Irvine); Reeburgh, William S. (University of California, Irvine)",41,3,0.63,3.64,https://escholarship.org/content/qt98j7t01j/qt98j7t01j.pdf?t=nr2r9l,https://app.dimensions.ai/details/publication/pub.1020141428,1108 Medical Microbiology; 11 Medical and Health Sciences; 0605 Microbiology; 06 Biological Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,0605 Microbiology,06 Biological Sciences,
101,400,pub.1013721932,10.1046/j.1462-2920.2000.00135.x,11233156,,New perspectives on anaerobic methane oxidation,Environmental Microbiology,,"Bacteria, Anaerobic; Euryarchaeota; Geologic Sediments; Hydrogen; Methane; Oxidation-Reduction; Sulfur-Reducing Bacteria",2000-10,2000,2,5,477-484,All OA; Gold,Article,"Valentine, David L.; Reeburgh, William S.",,"Valentine, David L. (University of California, Irvine); Reeburgh, William S. ()",321,34,2.3,37.6,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1462-2920.2000.00135.x,https://app.dimensions.ai/details/publication/pub.1013721932,0605 Microbiology; 06 Biological Sciences; 0603 Evolutionary Biology,0605 Microbiology,06 Biological Sciences,0603 Evolutionary Biology,,
102,400,pub.1003650339,10.1016/s0167-7012(99)00125-6,10670770,,A culture apparatus for maintaining H2 at sub-nanomolar concentrations,Journal of Microbiological Methods,,"Anaerobiosis; Bacteria, Anaerobic; Bacteriological Techniques; Culture Media; Ethanol; Fermentation; Hydrogen; Oxidation-Reduction",2000-02,2000,39,3,243-251,"All OA; Green, Published",Article,"Valentine, David L; Reeburgh, William S; Blanton, Douglas C","Valentine, David L","Valentine, David L (University of California, Irvine); Reeburgh, William S (University of California, Irvine); Blanton, Douglas C (University of California, Irvine)",24,3,0.39,2.15,https://escholarship.org/content/qt72f7m2zm/qt72f7m2zm.pdf?t=nr2ra8,https://app.dimensions.ai/details/publication/pub.1003650339,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
103,100,pub.1010754383,10.1007/978-94-011-4269-4_20,,,Diversity of Methanogens,,Journey to Diverse Microbial Worlds,,2000,2000,,,289-302,Closed,Chapter,"Valentine, David L.; Boone, David R.",,"Valentine, David L. (University of California, Irvine); Boone, David R. (Portland State University)",4,0,,0.36,,https://app.dimensions.ai/details/publication/pub.1010754383,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
