,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is David A Siegel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
90,400,pub.1062455161,10.1126/science.1137959,17463282,,Revisiting Carbon Flux Through the Ocean's Twilight Zone,Science,,Animals; Carbon; Carbon Dioxide; Copepoda; Ecosystem; Food Chain; Geologic Sediments; Hydrogen-Ion Concentration; Pacific Ocean; Phytoplankton; Seawater; Zooplankton,2007-04-27,2007,316,5824,567-570,"All OA; Green, Accepted & Submitted",Article,"Buesseler, Ken O.; Lamborg, Carl H.; Boyd, Philip W.; Lam, Phoebe J.; Trull, Thomas W.; Bidigare, Robert R.; Bishop, James K. B.; Casciotti, Karen L.; Dehairs, Frank; Elskens, Marc; Honda, Makio; Karl, David M.; Siegel, David A.; Silver, Mary W.; Steinberg, Deborah K.; Valdes, Jim; Van Mooy, Benjamin; Wilson, Stephanie",,"Buesseler, Ken O. (Woods Hole Oceanographic Institution); Lamborg, Carl H. (Woods Hole Oceanographic Institution); Boyd, Philip W. (University of Otago); Lam, Phoebe J. (Woods Hole Oceanographic Institution); Trull, Thomas W. (Antarctic Climate and Ecosystems Cooperative Research Centre); Bidigare, Robert R. (University of Hawaii at Manoa); Bishop, James K. B. (Lawrence Berkeley National Laboratory; University of California, Berkeley); Casciotti, Karen L. (Woods Hole Oceanographic Institution); Dehairs, Frank (); Elskens, Marc (); Honda, Makio (Japan Agency for Marine-Earth Science and Technology); Karl, David M. (University of Hawaii at Manoa); Siegel, David A. (University of California, Santa Barbara); Silver, Mary W. (University of California, Santa Cruz); Steinberg, Deborah K. (William & Mary); Valdes, Jim (Woods Hole Oceanographic Institution); Van Mooy, Benjamin (Woods Hole Oceanographic Institution); Wilson, Stephanie (William & Mary)",354,59,1.43,29.03,http://www.icess.ucsb.edu/~davey/MyPapers/Buesseler_etal_Science_2007_supp.pdf,https://app.dimensions.ai/details/publication/pub.1062455161,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
91,100,pub.1024099869,10.1029/2006jc003526,,,"Ocean color observations and modeling for an optically complex site: Santa Barbara Channel, California, USA",Journal of Geophysical Research,,,2007,2007,112,C7,,All OA; Gold,Article,"Kostadinov, T. S.; Siegel, D. A.; Maritorena, S.; Guillocheau, N.",,"Kostadinov, T. S. (University of California, Santa Barbara); Siegel, D. A. (University of California, Santa Barbara); Maritorena, S. (University of California, Santa Barbara); Guillocheau, N. (University of California, Santa Barbara)",32,3,,2.62,http://onlinelibrary.wiley.com/doi/10.1029/2006JC003526/pdf,https://app.dimensions.ai/details/publication/pub.1024099869,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
92,400,pub.1050698591,10.1038/nature05317,17151666,,Climate-driven trends in contemporary ocean productivity,Nature,,Animals; Biomass; Carbon Dioxide; Chlorophyll; Climate; Ecosystem; Food Chain; Greenhouse Effect; Hot Temperature; Oceans and Seas; Photosynthesis; Phytoplankton; Seawater,2006-12,2006,444,7120,752-755,Closed,Article,"Behrenfeld, Michael J.; O’Malley, Robert T.; Siegel, David A.; McClain, Charles R.; Sarmiento, Jorge L.; Feldman, Gene C.; Milligan, Allen J.; Falkowski, Paul G.; Letelier, Ricardo M.; Boss, Emmanuel S.","Behrenfeld, Michael J.","Behrenfeld, Michael J. (); O’Malley, Robert T. (); Siegel, David A. (); McClain, Charles R. (Goddard Space Flight Center); Sarmiento, Jorge L. (Princeton University); Feldman, Gene C. (Goddard Space Flight Center); Milligan, Allen J. (); Falkowski, Paul G. (Rutgers, The State University of New Jersey); Letelier, Ricardo M. (Oregon State University); Boss, Emmanuel S. (University of Maine)",1157,207,7.86,107.06,,https://app.dimensions.ai/details/publication/pub.1050698591,0602 Ecology; 0405 Oceanography; 0699 Other Biological Sciences; 0607 Plant Biology; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0699 Other Biological Sciences,0607 Plant Biology,04 Earth Sciences
93,100,pub.1051389034,10.1029/2005gb002673,,,Spatial and temporal distribution of Trichodesmium blooms in the world's oceans,Global Biogeochemical Cycles,,,2006-12,2006,20,4,n/a-n/a,All OA; Gold,Article,"Westberry, Toby K.; Siegel, David A.",,"Westberry, Toby K. (University of California, Santa Barbara; Oregon State University); Siegel, David A. (University of California, Santa Barbara)",117,18,,8.78,http://onlinelibrary.wiley.com/doi/10.1029/2005GB002673/pdf,https://app.dimensions.ai/details/publication/pub.1051389034,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
94,100,pub.1046610673,10.1016/j.dsr.2005.09.003,,,Effects of solar radiation on dimethylsulfide cycling in the western Atlantic Ocean,Deep Sea Research Part I Oceanographic Research Papers,,,2006-01,2006,53,1,136-153,Closed,Article,"Toole, D.A.; Slezak, D.; Kiene, R.P.; Kieber, D.J.; Siegel, D.A.","Toole, D.A.","Toole, D.A. (University of California, Santa Barbara); Slezak, D. (University of South Alabama; Dauphin Island Sea Lab); Kiene, R.P. (University of South Alabama; Dauphin Island Sea Lab); Kieber, D.J. (); Siegel, D.A. (University of California, Santa Barbara)",58,5,,6.22,,https://app.dimensions.ai/details/publication/pub.1046610673,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
95,100,pub.1006847290,10.1890/04-1810,,,MARINE RESERVES EXPLOIT POPULATION STRUCTURE AND LIFE HISTORY IN POTENTIALLY IMPROVING FISHERIES YIELDS,Ecological Applications,,,2005-12,2005,15,6,2180-2191,Closed,Article,"Gaylord, Brian; Gaines, Steven D.; Siegel, David A.; Carr, Mark H.",,"Gaylord, Brian (University of California, Davis); Gaines, Steven D. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Carr, Mark H. (University of California, Santa Cruz)",63,2,,4.33,,https://app.dimensions.ai/details/publication/pub.1006847290,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
96,100,pub.1048501211,10.1029/2004gb002299,,,Carbon‐based ocean productivity and phytoplankton physiology from space,Global Biogeochemical Cycles,,,2005-03,2005,19,1,,"All OA; Green, Published",Article,"Behrenfeld, Michael J.; Boss, Emmanuel; Siegel, David A.; Shea, Donald M.",,"Behrenfeld, Michael J. (National Aeronautics and Space Administration; Oregon State University); Boss, Emmanuel (University of Maine); Siegel, David A. (University of California, Santa Barbara); Shea, Donald M. (Goddard Space Flight Center)",545,110,,36.51,https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1020&context=sms_facpub,https://app.dimensions.ai/details/publication/pub.1048501211,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
97,100,pub.1022021998,10.1016/j.rse.2004.08.014,,,Consistent merging of satellite ocean color data sets using a bio-optical model,Remote Sensing of Environment,,,2005-02,2005,94,4,429-440,Closed,Article,"Maritorena, Stéphane; Siegel, David A.","Maritorena, Stéphane","Maritorena, Stéphane (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",195,37,,13.06,,https://app.dimensions.ai/details/publication/pub.1022021998,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
98,100,pub.1051261907,10.1029/2004jc002517,,,An improved bio‐optical model for the remote sensing of Trichodesmium spp. blooms,Journal of Geophysical Research,,,2005,2005,110,C6,,All OA; Gold,Article,"Westberry, T. K.; Siegel, D. A.; Subramaniam, A.",,"Westberry, T. K. (University of California, Santa Barbara); Siegel, D. A. (University of California, Santa Barbara); Subramaniam, A. (Columbia University)",65,6,,4.35,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004JC002517,https://app.dimensions.ai/details/publication/pub.1051261907,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
99,100,pub.1043277281,10.1029/2004jc002527,,,Independence and interdependencies among global ocean color properties: Reassessing the bio‐optical assumption,Journal of Geophysical Research,,,2005,2005,110,C7,,All OA; Gold,Article,"Siegel, David A.; Maritorena, Stéphane; Nelson, Norman B.; Behrenfeld, Michael J.",,"Siegel, David A. (University of California, Santa Barbara); Maritorena, Stéphane (University of California, Santa Barbara); Nelson, Norman B. (University of California, Santa Barbara); Behrenfeld, Michael J. (Goddard Space Flight Center; Oregon State University)",148,18,,9.91,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004JC002527,https://app.dimensions.ai/details/publication/pub.1043277281,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
100,100,pub.1037126142,10.1029/2005gl024310,,,Colored dissolved organic matter and its influence on the satellite‐based characterization of the ocean biosphere,Geophysical Research Letters,,,2005,2005,32,20,,All OA; Gold,Article,"Siegel, D. A.; Maritorena, S.; Nelson, N. B.; Behrenfeld, M. J.; McClain, C. R.",,"Siegel, D. A. (University of California, Santa Barbara); Maritorena, S. (University of California, Santa Barbara); Nelson, N. B. (University of California, Santa Barbara); Behrenfeld, M. J. (Oregon State University); McClain, C. R. (Goddard Space Flight Center)",112,21,,7.5,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GL024310,https://app.dimensions.ai/details/publication/pub.1037126142,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
101,100,pub.1043083333,10.1016/j.csr.2004.07.010,,,"A conceptual model for river water and sediment dispersal in the Santa Barbara Channel, California",Continental Shelf Research,,,2004-11,2004,24,17,2029-2043,Closed,Article,"Warrick, Jonathan A.; Mertes, Leal A.K.; Washburn, Libe; Siegel, David A.","Warrick, Jonathan A.","Warrick, Jonathan A. (University of California, Santa Barbara); Mertes, Leal A.K. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",38,7,,3.65,,https://app.dimensions.ai/details/publication/pub.1043083333,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
102,100,pub.1048964907,10.1016/j.dsr2.2004.02.001,,,The spring bloom in the northwestern Sargasso Sea: spatial extent and relationship with winter mixing,Deep Sea Research Part II Topical Studies in Oceanography,,,2004-06,2004,51,10-11,987-1000,Closed,Article,"Nelson, N.B.; Siegel, D.A.; Yoder, J.A.","Nelson, N.B.","Nelson, N.B. (University of California, Santa Barbara); Siegel, D.A. (University of California, Santa Barbara); Yoder, J.A. (University of Rhode Island)",5,0,,0.48,,https://app.dimensions.ai/details/publication/pub.1048964907,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
103,100,pub.1006093824,10.1016/j.dsr2.2004.06.003,,,Views of ocean processes from the Sea-viewing Wide Field-of-view Sensor (SeaWiFS) mission: introduction to the second special issue,Deep Sea Research Part II Topical Studies in Oceanography,,,2004-06,2004,51,10-11,911-912,Closed,Article,"Siegel, D.A.; Thomas, A.C.; Marra, J.",,"Siegel, D.A. (University of California, Santa Barbara); Thomas, A.C. (University of Maine); Marra, J. (Lamont-Doherty Earth Observatory)",4,0,,0.29,,https://app.dimensions.ai/details/publication/pub.1006093824,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
104,100,pub.1003620282,10.1029/2004gl019581,,,Light‐driven cycling of dimethylsulfide (DMS) in the Sargasso Sea: Closing the loop,Geophysical Research Letters,,,2004-05-16,2004,31,9,n/a-n/a,All OA; Gold,Article,"Toole, Dierdre A.; Siegel, David A.",,"Toole, Dierdre A. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",95,9,,6.09,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004GL019581,https://app.dimensions.ai/details/publication/pub.1003620282,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
105,200,pub.1058294532,10.1080/01431160310001619535,,,Estimating suspended sediment concentrations in turbid coastal waters of the Santa Barbara Channel with SeaWiFS,International Journal of Remote Sensing,,,2004-05,2004,25,10,1995-2002,Closed,Article,"Warrick*, J. A.; Mertes, L. A. K.; Siegel, D. A.; Mackenzie, C.",,"Warrick*, J. A. (University of California, Santa Barbara); Mertes, L. A. K. (University of California, Santa Barbara); Siegel, D. A. (University of California, Santa Barbara); Mackenzie, C. (University of California, Santa Barbara)",63,9,,7.37,,https://app.dimensions.ai/details/publication/pub.1058294532,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
106,100,pub.1033219660,10.1007/s00367-003-0163-9,,,"Dispersal forcing of southern California river plumes, based on field and remote sensing observations",Geo-Marine Letters,,,2004-02,2004,24,1,46-52,Closed,Article,"Warrick, Jonathan A.; Mertes, Leal A. K.; Washburn, Libe; Siegel, David A.","Warrick, Jonathan A.","Warrick, Jonathan A. (University of California, Santa Barbara; United States Geological Survey); Mertes, Leal A. K. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",41,4,,3.21,,https://app.dimensions.ai/details/publication/pub.1033219660,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0405 Oceanography,,
107,200,pub.1032285871,10.1016/j.dsr2.2003.12.001,,,Views of ocean processes from the Sea-viewing Wide Field-of-view Sensor mission: introduction to the first special issue,Deep Sea Research Part II Topical Studies in Oceanography,,,2004-01,2004,51,1-3,1-3,Closed,Article,"Siegel, D.A; Thomas, A.C; Marra, J",,"Siegel, D.A (University of California, Santa Barbara); Thomas, A.C (University of Maine); Marra, J (Lamont-Doherty Earth Observatory)",10,1,,0.73,,https://app.dimensions.ai/details/publication/pub.1032285871,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
108,100,pub.1029016770,10.4319/lo.2003.48.3.1088,,,Photolysis and the dimethylsulfide (DMS) summer paradox in the Sargasso Sea,Limnology and Oceanography,,,2003-05,2003,48,3,1088-1100,"All OA; Green, Accepted & Submitted",Article,"Toole, Dierdre A.; Kieber, David J.; Kiene, Ronald P.; Siegel, David A.; Nelson, Norman B.",,"Toole, Dierdre A. (University of California, Santa Barbara); Kieber, David J. (); Kiene, Ronald P. (University of South Alabama); Siegel, David A. (University of California, Santa Barbara); Nelson, Norman B. (University of California, Santa Barbara)",77,5,,5.62,http://www.icess.ucsb.edu/~davey/MyPapers/Toole_etal_L%26O_2003_DMSphotolysis.pdf,https://app.dimensions.ai/details/publication/pub.1029016770,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
109,100,pub.1001746965,10.1016/s0967-0637(03)00019-0,,,Phytoplankton natural fluorescence variability in the Sargasso Sea,Deep Sea Research Part I Oceanographic Research Papers,,,2003-03,2003,50,3,417-434,Closed,Article,"Westberry, T.K.; Siegel, D.A.","Westberry, T.K.","Westberry, T.K. (University of California, Santa Barbara); Siegel, D.A. (University of California, Santa Barbara)",17,0,,1.33,,https://app.dimensions.ai/details/publication/pub.1001746965,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
110,100,pub.1016182612,10.1016/s0034-4257(02)00108-6,,,Simultaneous retrieval of oceanic and atmospheric parameters for ocean color imagery by spectral optimization: a validation,Remote Sensing of Environment,,,2003-02,2003,84,2,208-220,"All OA; Green, Accepted & Submitted",Article,"Chomko, Roman M; Gordon, Howard R; Maritorena, Stephane; Siegel, David A","Gordon, Howard R","Chomko, Roman M (University of Miami); Gordon, Howard R (University of Miami); Maritorena, Stephane (University of California, Santa Barbara); Siegel, David A (University of California, Santa Barbara)",45,4,,3.29,http://www.icess.ucsb.edu/~stephane/Chomko_et_al_RSE02.pdf,https://app.dimensions.ai/details/publication/pub.1016182612,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
111,200,pub.1071177060,10.3354/meps260083,,,Lagrangian descriptions of marine larval dispersion,Marine Ecology Progress Series,,,2003,2003,260,,83-96,All OA; Gold,Article,"Siegel, DA; Kinlan, BP; Gaylord, B; Gaines, SD",,"Siegel, DA (); Kinlan, BP (); Gaylord, B (); Gaines, SD ()",303,36,,26.89,https://www.int-res.com/articles/meps2003/260/m260p083.pdf,https://app.dimensions.ai/details/publication/pub.1071177060,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
112,100,pub.1011777162,10.1029/2001jc000965,,,Global distribution and dynamics of colored dissolved and detrital organic materials,Journal of Geophysical Research,,,2002-12,2002,107,C12,21-1-21-14,All OA; Gold,Article,"Siegel, D. A.; Maritorena, S.; Nelson, N. B.; Hansell, D. A.; Lorenzi‐Kayser, M.",,"Siegel, D. A. (University of California, Santa Barbara); Maritorena, S. (University of California, Santa Barbara); Nelson, N. B. (University of California, Santa Barbara); Hansell, D. A. (University of Miami); Lorenzi‐Kayser, M. (University of California, Santa Barbara)",309,42,,20.75,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001JC000965,https://app.dimensions.ai/details/publication/pub.1011777162,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
113,200,pub.1043537575,10.1016/s0967-0637(02)00007-9,,,"Corrigendum to “Trajectories of sinking particles in the Sargasso Sea: modeling of statistical funnels above deep-ocean sediment traps” [Deep-Sea Research I 44, 1519–1541]",Deep Sea Research Part I Oceanographic Research Papers,,,2002-06,2002,49,6,1115-1116,Closed,Article,"Siegel, D.A.; Armstrong, R.A.","Siegel, D.A.","Siegel, D.A. (University of California, Santa Barbara); Armstrong, R.A. (Stony Brook University)",13,0,,0.99,,https://app.dimensions.ai/details/publication/pub.1043537575,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
114,400,pub.1065117248,10.1364/ao.41.002705,12027157,,Optimization of a semianalytical ocean color model for global-scale applications.,Applied Optics,,,2002-05-20,2002,41,15,2705-14,Closed,Article,"Maritorena, Stéphane; Siegel, David A; Peterson, Alan R",,"Maritorena, Stéphane (University of California, Santa Barbara); Siegel, David A (); Peterson, Alan R ()",600,79,3.32,121.38,,https://app.dimensions.ai/details/publication/pub.1065117248,09 Engineering; 0205 Optical Physics; 0906 Electrical and Electronic Engineering; 0913 Mechanical Engineering; 02 Physical Sciences,09 Engineering,0205 Optical Physics,0906 Electrical and Electronic Engineering,0913 Mechanical Engineering,02 Physical Sciences
115,400,pub.1047937161,10.1126/science.1069174,11976453,,The North Atlantic Spring Phytoplankton Bloom and Sverdrup9s Critical Depth Hypothesis,Science,,Atlantic Ocean; Chlorophyll; Ecosystem; Eutrophication; Light; Mathematics; Photosynthesis; Phytoplankton; Seasons; Seawater; Spacecraft,2002-04-26,2002,296,5568,730-733,Closed,Article,"Siegel, D. A.; Doney, S. C.; Yoder, J. A.",,"Siegel, D. A. (University of California, Santa Barbara); Doney, S. C. (National Center for Atmospheric Research); Yoder, J. A. (University of Rhode Island)",301,44,0.58,21.93,,https://app.dimensions.ai/details/publication/pub.1047937161,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
116,100,pub.1049125658,10.1016/b978-012323841-2/50013-0,,,Chapter 11 Chromophoric DOM in the Open Ocean,,Biogeochemistry of Marine Dissolved Organic Matter,,2002,2002,,Mar. Ecol. Prog. Ser.1861999,547-vi,Closed,Chapter,"Nelson, Norman B.; Siegel, David A.",,"Nelson, Norman B. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara)",127,13,,8.53,,https://app.dimensions.ai/details/publication/pub.1049125658,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
117,100,pub.1001911426,10.1029/2000jc000371,,,Modes and mechanisms of ocean color variability in the Santa Barbara Channel,Journal of Geophysical Research,,,2001-11-15,2001,106,C11,26985-27000,All OA; Gold,Article,"Toole, Dierdre A.; Siegel, David A.",,"Toole, Dierdre A. (); Siegel, David A. ()",50,3,,3.59,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000JC000371,https://app.dimensions.ai/details/publication/pub.1001911426,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
118,200,pub.1025698375,10.1016/s0967-0645(00)00147-8,,,Interpretations of biogeochemical processes from the US JGOFS Bermuda and Hawaii time-series sites,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,1403-1404,Closed,Article,"Siegel, D.A.; Karl, D.M.; Michaels, A.F.",,"Siegel, D.A. (University of California, Santa Barbara); Karl, D.M. (University of Hawaii at Manoa); Michaels, A.F. (University of Southern California)",12,0,,0.93,,https://app.dimensions.ai/details/publication/pub.1025698375,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
119,100,pub.1043865573,10.1016/s0967-0645(00)00173-9,,,Physical and biogeochemical variability from hours to years at the Bermuda Testbed Mooring site: June 1994–March 1998,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,2105-2140,Closed,Article,"Dickey, T; Zedler, S; Yu, X; Doney, S.C; Frye, D; Jannasch, H; Manov, D; Sigurdson, D; McNeil, J.D; Dobeck, L; Gilboy, T; Bravo, C; Siegel, D.A; Nelson, N","Dickey, T","Dickey, T (University of California, Santa Barbara); Zedler, S (University of California, Santa Barbara); Yu, X (University of California, Santa Barbara); Doney, S.C (National Center for Atmospheric Research); Frye, D (Woods Hole Oceanographic Institution); Jannasch, H (Monterey Bay Aquarium Research Institute); Manov, D (University of California, Santa Barbara); Sigurdson, D (University of California, Santa Barbara); McNeil, J.D (University of California, Santa Barbara); Dobeck, L (University of California, Santa Barbara); Gilboy, T (University of California, Santa Barbara); Bravo, C (University of California, Santa Barbara); Siegel, D.A (University of California, Santa Barbara); Nelson, N (University of California, Santa Barbara; Bermuda Institute of Ocean Sciences)",54,7,,4.18,,https://app.dimensions.ai/details/publication/pub.1043865573,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
120,100,pub.1036575946,10.1016/s0967-0645(00)00162-4,,,Spatial variability of the CO2 sink in the Sargasso Sea,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,1801-1821,Closed,Article,"Nelson, Norman B; Bates, Nicholas R; Siegel, David A; Michaels, Anthony F","Nelson, Norman B","Nelson, Norman B (Bermuda Institute of Ocean Sciences; University of California, Santa Barbara); Bates, Nicholas R (Bermuda Institute of Ocean Sciences); Siegel, David A (University of California, Santa Barbara); Michaels, Anthony F (Bermuda Institute of Ocean Sciences)",21,1,,1.63,,https://app.dimensions.ai/details/publication/pub.1036575946,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
121,100,pub.1012388007,10.1016/s0967-0645(00)00170-3,,,Variability of the effective quantum yield for carbon assimilation in the Sargasso Sea,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,2005-2035,"All OA; Green, Accepted & Submitted",Article,"Sorensen, Jens C; Siegel, David A","Siegel, David A","Sorensen, Jens C (University of California, Santa Barbara); Siegel, David A (University of California, Santa Barbara)",17,3,,2.04,http://www.icess.ucsb.edu/~davey/MyPapers/SorensenSiegel_DSR2_2001.pdf,https://app.dimensions.ai/details/publication/pub.1012388007,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
122,100,pub.1005943067,10.1016/s0967-0645(00)00167-3,,,Bio-optical modeling of primary production on regional scales: the Bermuda BioOptics project,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,1865-1896,Closed,Article,"Siegel, D.A; Westberry, T.K; O’Brien, M.C; Nelson, N.B; Michaels, A.F; Morrison, J.R; Scott, A; Caporelli, E.A; Sorensen, J.C; Maritorena, S; Garver, S.A; Brody, E.A; Ubante, J; Hammer, M.A","Siegel, D.A","Siegel, D.A (University of California, Santa Barbara); Westberry, T.K (University of California, Santa Barbara); O’Brien, M.C (University of California, Santa Barbara); Nelson, N.B (Bermuda Institute of Ocean Sciences); Michaels, A.F (University of Southern California); Morrison, J.R (Bermuda Institute of Ocean Sciences; Woods Hole Oceanographic Institution); Scott, A (Bermuda Institute of Ocean Sciences); Caporelli, E.A (University of Southern California); Sorensen, J.C (University of California, Santa Barbara); Maritorena, S (University of California, Santa Barbara); Garver, S.A (California State Polytechnic University); Brody, E.A (University of California, Santa Barbara); Ubante, J (University of California, Santa Barbara); Hammer, M.A (University of Southern California)",84,3,,6.03,,https://app.dimensions.ai/details/publication/pub.1005943067,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
123,100,pub.1029905759,10.1175/1520-0485(2000)030<1833:orhpio>2.0.co;2,,,Ocean Radiant Heating. Part I: Optical Influences,Journal of Physical Oceanography,,,2000-08,2000,30,8,1833-1848,"All OA; Green, Accepted & Submitted",Article,"Ohlmann, J. Carter; Siegel, David A.; Mobley, Curtis D.",,"Ohlmann, J. Carter (); Siegel, David A. (); Mobley, Curtis D. ()",43,7,,2.66,http://www.icess.ucsb.edu/~davey/MyPapers/Ohlmann_etal_JPO_2000a.pdf,https://app.dimensions.ai/details/publication/pub.1029905759,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
124,100,pub.1002363993,10.1175/1520-0485(2000)030<1849:orhpip>2.0.co;2,,,Ocean Radiant Heating. Part II: Parameterizing Solar Radiation Transmission through the Upper Ocean,Journal of Physical Oceanography,,,2000-08,2000,30,8,1849-1865,"All OA; Green, Accepted & Submitted",Article,"Ohlmann, J. Carter; Siegel, David A.",,"Ohlmann, J. Carter (); Siegel, David A. ()",58,6,,3.59,http://www.icess.ucsb.edu/~davey/MyPapers/Ohlmann_etal_JPO_2000b.pdf,https://app.dimensions.ai/details/publication/pub.1002363993,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
