,"""About the data: Exported on Dec 04, 2019. Criteria: Researcher is Trevor W Hayton. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,400,pub.1055585093,10.1021/ic9018508,19947577,,Coordination of N-donor ligands to a uranyl(V) beta-diketiminate complex.,Inorganic Chemistry,,"Crystallography, X-Ray; Imines; Ligands; Mesylates; Models, Molecular; Molecular Structure; Organometallic Compounds; Uranium",12/21/09,2009,48,24,11799-808,Closed,Article,"Schettini, Michael F; Wu, Guang; Hayton, Trevor W",,"Schettini, Michael F (University of California, Santa Barbara); Wu, Guang (); Hayton, Trevor W ()",28,4,0.85,3.14,,https://app.dimensions.ai/details/publication/pub.1055585093,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
104,400,pub.1055862328,10.1021/ja906880d,19950986,,Reduction of pentavalent uranyl to U(IV) facilitated by oxo functionalization.,Journal of the American Chemical Society,,,12/9/09,2009,131,48,17532-3,Closed,Article,"Schnaars, David D; Wu, Guang; Hayton, Trevor W",,"Schnaars, David D (University of California, Santa Barbara); Wu, Guang (); Hayton, Trevor W ()",40,5,1.35,4.49,,https://app.dimensions.ai/details/publication/pub.1055862328,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
105,400,pub.1055862236,10.1021/ja906516e,19799380,,Homoleptic uranium(IV) alkyl complexes: synthesis and characterization.,Journal of the American Chemical Society,,,10/28/09,2009,131,42,15512-21,Closed,Article,"Fortier, Skye; Melot, Brent C; Wu, Guang; Hayton, Trevor W",,"Fortier, Skye (University of California, Santa Barbara); Melot, Brent C (); Wu, Guang (); Hayton, Trevor W ()",55,5,1.51,6.17,,https://app.dimensions.ai/details/publication/pub.1055862236,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
106,400,pub.1055584027,10.1021/ic802360y,19265410,,Exploring the effects of reduction or Lewis acid coordination on the U=O bond of the uranyl moiety.,Inorganic Chemistry,,,4/6/09,2009,48,7,3065-72,Closed,Article,"Hayton, Trevor W; Wu, Guang",,"Hayton, Trevor W (University of California, Santa Barbara); Wu, Guang ()",51,8,1.75,5.72,,https://app.dimensions.ai/details/publication/pub.1055584027,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
107,400,pub.1055583982,10.1021/ic802266y,19245257,,Synthesis and redox chemistry of high-valent uranium aryloxides.,Inorganic Chemistry,,"Crystallography, X-Ray; Electrochemistry; Ligands; Models, Molecular; Molecular Structure; Organometallic Compounds; Oxidation-Reduction; Oxides; Uranium",4/6/09,2009,48,7,3000-11,Closed,Article,"Fortier, Skye; Wu, Guang; Hayton, Trevor W",,"Fortier, Skye (University of California Los Angeles); Wu, Guang (); Hayton, Trevor W ()",22,1,0.56,2.45,,https://app.dimensions.ai/details/publication/pub.1055583982,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
108,400,pub.1045969094,10.1039/b823002a,19417933,,Reactivity of UI 4 (OEt 2 ) 2 with phenols : probing the chemistry of the U–I bond,Dalton Transactions,,,2009,2009,0,19,3681-3687,Closed,Article,"Schnaars, David D.; Wu, Guang; Hayton, Trevor W.",,"Schnaars, David D. (); Wu, Guang (); Hayton, Trevor W. (University of California, Santa Barbara)",11,1,0.33,1.23,,https://app.dimensions.ai/details/publication/pub.1045969094,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
109,400,pub.1055583212,10.1021/ic8009139,18714989,,Low-valent molecular plutonium halide complexes.,Inorganic Chemistry,,,9/15/08,2008,47,18,8412-9,Closed,Article,"Gaunt, Andrew J; Reilly, Sean D; Enriquez, Alejandro E; Hayton, Trevor W; Boncella, James M; Scott, Brian L; Neu, Mary P",,"Gaunt, Andrew J (Los Alamos National Laboratory); Reilly, Sean D (); Enriquez, Alejandro E (); Hayton, Trevor W (); Boncella, James M (); Scott, Brian L (); Neu, Mary P ()",17,3,0.59,1.9,,https://app.dimensions.ai/details/publication/pub.1055583212,03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,
110,400,pub.1055583132,10.1021/ic800778j,18630901,,Mixed-ligand uranyl(V) beta-diketiminate/beta-diketonate complexes: synthesis and characterization.,Inorganic Chemistry,,,2008-08,2008,47,16,7415-23,Closed,Article,"Hayton, Trevor W; Wu, Guang",,"Hayton, Trevor W (University of California, Santa Barbara); Wu, Guang ()",35,2,1.24,3.91,,https://app.dimensions.ai/details/publication/pub.1055583132,03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,
111,400,pub.1055582729,10.1021/ic800067k,18412336,,"Synthesis and characterization of three homoleptic alkoxides of uranium: [Li(THF)]2[UIV(OtBu)6], [Li(Et2O)][UV(OtBu)6], and UVI(OtBu)6.",Inorganic Chemistry,,,2008-06,2008,47,11,4752-61,Closed,Article,"Fortier, Skye; Wu, Guang; Hayton, Trevor W",,"Fortier, Skye (University of California, Santa Barbara); Wu, Guang (); Hayton, Trevor W ()",30,4,0.98,3.35,,https://app.dimensions.ai/details/publication/pub.1055582729,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
112,400,pub.1055846489,10.1021/ja077538q,18205356,,"Synthesis, characterization, and reactivity of a uranyl beta-diketiminate complex.",Journal of the American Chemical Society,,"Crystallography, X-Ray; Imines; Models, Molecular; Molecular Structure; Organometallic Compounds; Stereoisomerism; Uranium",2008-02,2008,130,6,2005-14,Closed,Article,"Hayton, Trevor W; Wu, Guang",,"Hayton, Trevor W (University of California, Santa Barbara); Wu, Guang ()",60,4,1.6,6.71,,https://app.dimensions.ai/details/publication/pub.1055846489,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
113,400,pub.1042459408,10.1039/b806075d,18931761,,Synthesis and reactivity of bis(imido) uranium( vi ) cyclopentadienyl complexes,Chemical Communications,,Cyclopentanes; Organometallic Compounds; Uranium,2008,2008,0,40,4986-4988,Closed,Article,"Spencer, Liam P.; Gdula, Robyn L.; Hayton, Trevor W.; Scott, Brian L.; Boncella, James M.",,"Spencer, Liam P. (Los Alamos National Laboratory); Gdula, Robyn L. (Los Alamos National Laboratory); Hayton, Trevor W. (University of California, Santa Barbara); Scott, Brian L. (Los Alamos National Laboratory); Boncella, James M. (Los Alamos National Laboratory)",41,7,1.02,4.58,,https://app.dimensions.ai/details/publication/pub.1042459408,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
114,400,pub.1024000959,10.1039/b809184f,18985243,,Reactivity of UH 3 with mild oxidants,Dalton Transactions,,,2008,2008,0,44,6121-6126,Closed,Article,"Schnaars, David D.; Wu, Guang; Hayton, Trevor W.",,"Schnaars, David D. (); Wu, Guang (); Hayton, Trevor W. (University of California, Santa Barbara)",18,3,0.51,2.01,,https://app.dimensions.ai/details/publication/pub.1024000959,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
115,400,pub.1049322990,10.1039/b618577k,17530092,,An entry route into non-aqueous plutonyl coordination chemistry,Chemical Communications,,,2007,2007,0,16,1659-1661,Closed,Article,"Gaunt, Andrew J.; Reilly, Sean D.; Hayton, Trevor W.; Scott, Brian L.; Neu, Mary P.",,"Gaunt, Andrew J. (); Reilly, Sean D. (); Hayton, Trevor W. (); Scott, Brian L. (); Neu, Mary P. (Los Alamos National Laboratory)",14,2,0.29,1.49,,https://app.dimensions.ai/details/publication/pub.1049322990,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
116,400,pub.1055842733,10.1021/ja064400j,17002336,,Exchange of an imido ligand in bis(imido) complexes of uranium.,Journal of the American Chemical Society,,,2006-10,2006,128,39,12622-3,Closed,Article,"Hayton, Trevor W; Boncella, James M; Scott, Brian L; Batista, Enrique R",,"Hayton, Trevor W (Los Alamos National Laboratory); Boncella, James M (); Scott, Brian L (); Batista, Enrique R ()",51,7,1.24,5.67,,https://app.dimensions.ai/details/publication/pub.1055842733,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
117,400,pub.1055842311,10.1021/ja0629155,16895423,,Synthesis and reactivity of the imido analogues of the uranyl ion.,Journal of the American Chemical Society,,,2006-08,2006,128,32,10549-59,Closed,Article,"Hayton, Trevor W; Boncella, James M; Scott, Brian L; Batista, Enrique R; Hay, P Jeffrey",,"Hayton, Trevor W (Los Alamos National Laboratory); Boncella, James M (); Scott, Brian L (); Batista, Enrique R (); Hay, P Jeffrey ()",81,11,2.11,8.47,,https://app.dimensions.ai/details/publication/pub.1055842311,03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,
118,200,pub.1018162866,10.1002/0470862106.ia250,,,Tungsten: Organometallic Chemistry ,,Encyclopedia of Inorganic Chemistry,,3/15/06,2006,,,,Closed,Chapter,"Pamplin, Craig B.; Hayton, Trevor W.; Legzdins, Peter",,"Pamplin, Craig B. (University of British Columbia); Hayton, Trevor W. (University of British Columbia); Legzdins, Peter (University of British Columbia)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1018162866,,,,,,
119,400,pub.1028629570,10.1126/science.1120069,16373571,,Synthesis of Imido Analogs of the Uranyl Ion,Science,,,12/23/05,2005,310,5756,1941-1943,All OA; Gold,Article,"Hayton, Trevor W.; Boncella, James M.; Scott, Brian L.; Palmer, Phillip D.; Batista, Enrique R.; Hay, P. Jeffrey",,"Hayton, Trevor W. (Los Alamos National Laboratory); Boncella, James M. (Los Alamos National Laboratory); Scott, Brian L. (Los Alamos National Laboratory); Palmer, Phillip D. (Los Alamos National Laboratory); Batista, Enrique R. (Los Alamos National Laboratory); Hay, P. Jeffrey (Los Alamos National Laboratory)",137,17,3.93,26.9,http://science.sciencemag.org/content/310/5756/1941.full.pdf,https://app.dimensions.ai/details/publication/pub.1028629570,"02 Physical Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,
120,400,pub.1055558259,10.1021/ic0511367,16323938,,Coupling of an aldehyde or ketone to pyridine mediated by a tungsten imido complex.,Inorganic Chemistry,,,2005-12,2005,44,25,9506-17,Closed,Article,"Hayton, Trevor W; Boncella, James M; Scott, Brian L; Abboud, Khalil A; Mills, Ryan C",,"Hayton, Trevor W (Los Alamos National Laboratory); Boncella, James M (); Scott, Brian L (); Abboud, Khalil A (); Mills, Ryan C ()",12,1,0.18,1.07,,https://app.dimensions.ai/details/publication/pub.1055558259,0305 Organic Chemistry; 03 Chemical Sciences,0305 Organic Chemistry,03 Chemical Sciences,,,
121,400,pub.1055557106,10.1021/ic0491534,15500362,,New details concerning the reactions of nitric oxide with vanadium tetrachloride.,Inorganic Chemistry,,,2004-11,2004,43,22,7227-33,Closed,Article,"Hayton, Trevor W; Patrick, Brian O; Legzdins, Peter",,"Hayton, Trevor W (University of British Columbia); Patrick, Brian O (); Legzdins, Peter ()",6,0,0.05,0.74,,https://app.dimensions.ai/details/publication/pub.1055557106,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
122,200,pub.1015379137,10.1002/chin.200427025,,,The Solid‐State Molecular Structure of W(NO)3Cl3 and the Nature of Its W—NO Bonding.,ChemInform,,,7/6/04,2004,35,27,,Closed,Article,"Hayton, Trevor W.; Patrick, Brian O.; Legzdins, Peter; McNeil, W. Stephen",,"Hayton, Trevor W. (University of British Columbia); Patrick, Brian O. (University of British Columbia); Legzdins, Peter (University of British Columbia); McNeil, W. Stephen (University of British Columbia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1015379137,,,,,,
123,200,pub.1056272762,10.1021/om034227p,,,"Reactivity of (trimpsi)V(NO)X 2 Complexes (X = Cl, Br, I; trimpsi = t BuSi(CH 2 PMe 2 ) 3 ). Synthesis of the First Group 5 Alkyl Nitrosyls",Organometallics,,,2004-02,2004,23,4,657-664,Closed,Article,"Hayton, Trevor W.; Patrick, Brian O.; Legzdins, Peter",,"Hayton, Trevor W. (); Patrick, Brian O. (); Legzdins, Peter ()",7,0,,0.74,,https://app.dimensions.ai/details/publication/pub.1056272762,0305 Organic Chemistry; 0302 Inorganic Chemistry; 03 Chemical Sciences; 0399 Other Chemical Sciences,0305 Organic Chemistry,0302 Inorganic Chemistry,03 Chemical Sciences,0399 Other Chemical Sciences,
124,100,pub.1020484727,10.1139/v03-206,,,The solid-state molecular structure of W(NO)3Cl3 and the nature of its W—NO bonding,Canadian Journal of Chemistry,,,2004-02,2004,82,2,285-292,Closed,Article,"Hayton, Trevor W; Patrick, Brian O; Legzdins, Peter; McNeil, W Stephen",,"Hayton, Trevor W (); Patrick, Brian O (); Legzdins, Peter (); McNeil, W Stephen ()",4,0,,0.44,,https://app.dimensions.ai/details/publication/pub.1020484727,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
125,400,pub.1055834198,10.1021/ja037076q,14653756,,Thermal activation of hydrocarbon C-H bonds initiated by a tungsten allyl complex.,Journal of the American Chemical Society,,,2003-12,2003,125,49,15210-23,Closed,Article,"Ng, Stephen H K; Adams, Craig S; Hayton, Trevor W; Legzdins, Peter; Patrick, Brian O",,"Ng, Stephen H K (University of British Columbia); Adams, Craig S (); Hayton, Trevor W (); Legzdins, Peter (); Patrick, Brian O ()",28,2,0.2,2.86,,https://app.dimensions.ai/details/publication/pub.1055834198,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
126,400,pub.1055834124,10.1021/ja036887r,14558842,,Toward binary nitrosyls: distinctly bent Fe[bond]N[bond]O linkages in base-stabilized Fe(NO)3+ complexes.,Journal of the American Chemical Society,,,2003-10,2003,125,42,12935-44,Closed,Article,"Hayton, Trevor W; McNeil, W Stephen; Patrick, Brian O; Legzdins, Peter",,"Hayton, Trevor W (University of British Columbia); McNeil, W Stephen (); Patrick, Brian O (); Legzdins, Peter ()",24,2,0.43,2.45,,https://app.dimensions.ai/details/publication/pub.1055834124,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
127,400,pub.1055554458,10.1021/ic020340g,12377032,,"Differing reactivities of (trimpsi)M(CO)(2)(NO) complexes [M = V, Nb, Ta; trimpsi = (t)BuSi(CH(2)PMe(2))(3)] with halogens and halogen sources.",Inorganic Chemistry,,,2002-10,2002,41,21,5388-96,Closed,Article,"Hayton, Trevor W; Legzdins, Peter; Patrick, Brian O",,"Hayton, Trevor W (University of British Columbia); Legzdins, Peter (); Patrick, Brian O ()",11,1,0.15,1.14,,https://app.dimensions.ai/details/publication/pub.1055554458,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
128,400,pub.1055554261,10.1021/ic020041r,12160398,,"Synthesis, characterization, and solution redox properties of (trimpsi)M(CO)(2)(NO) complexes [M = V, Nb, Ta; trimpsi = (t)BuSi(CH(2)PMe(2))(3)].",Inorganic Chemistry,,,2002-08,2002,41,16,4114-26,Closed,Article,"Hayton, Trevor W; Daff, P James; Legzdins, Peter; Rettig, Steven J; Patrick, Brian O",,"Hayton, Trevor W (University of British Columbia); Daff, P James (); Legzdins, Peter (); Rettig, Steven J (); Patrick, Brian O ()",11,1,0.05,1.18,,https://app.dimensions.ai/details/publication/pub.1055554261,03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),,
129,400,pub.1045547857,10.1107/s010827010200865x,12094032,,Di-μ-methoxy-bis[(η5-cyclopentadienyl)(nitrosyl-κN)(trimethylsilylmethyl)molybdenum(II)],Acta Crystallographica Section C: Structural Chemistry,,,7/15/02,2002,58,7,m377-8,Closed,Article,"Hayton, T.W.; Legzdins, P.; Rettig, S.J.",,"Hayton, T.W. (University of British Columbia); Legzdins, P. (University of British Columbia); Rettig, S.J. (University of British Columbia)",2,0,0,0.22,,https://app.dimensions.ai/details/publication/pub.1045547857,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
130,200,pub.1005171732,10.1002/chin.200226234,,,ChemInform Abstract: Coordination and Organometallic Chemistry of Metal—NO Complexes,ChemInform,,,7/2/02,2002,33,26,no-no,Closed,Article,"Hayton, Trevor W.; Legzdins, Peter; Sharp, W. Brett",,"Hayton, Trevor W. (University of British Columbia); Legzdins, Peter (University of British Columbia); Sharp, W. Brett (University of British Columbia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1005171732,,,,,,
131,200,pub.1053887104,10.1021/cr000074t,11942784,,Coordination and organometallic chemistry of metal-NO complexes.,Chemical Reviews,,,2002-04,2002,102,4,935-92,Closed,Article,"Hayton, Trevor W; Legzdins, Peter; Sharp, W Brett",,"Hayton, Trevor W (University of British Columbia); Legzdins, Peter (); Sharp, W Brett ()",218,18,2.51,,,https://app.dimensions.ai/details/publication/pub.1053887104,03 Chemical Sciences,03 Chemical Sciences,,,,
132,400,pub.1005544487,10.1107/s0108270101019382,11828083,,(η5-Cyclo­penta­dienyl)(p-fluoro­phenoxo)(nitro­syl)(tri­methyl­silyl­methyl)­molybdenum(II),Acta Crystallographica Section C: Structural Chemistry,,,2/15/02,2002,58,2,m68-m69,Closed,Article,"Hayton, T.W.; Legzdins, P.; Rettig, S.J.",,"Hayton, T.W. (University of British Columbia); Legzdins, P. (University of British Columbia); Rettig, S.J. (University of British Columbia)",2,0,0,0.22,,https://app.dimensions.ai/details/publication/pub.1005544487,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
