,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Roberta L Rudnick. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
106,100,pub.1021308312,10.1016/s0009-2541(99)00168-0,,,Precise elemental and isotope ratio determination by simultaneous solution nebulization and laser ablation-ICP-MS: application to U–Pb geochronology,Chemical Geology,,,2000-03,2000,164,3-4,281-301,Closed,Article,"Horn, Ingo; Rudnick, Roberta L; McDonough, William F","Horn, Ingo","Horn, Ingo (Harvard University); Rudnick, Roberta L (Harvard University); McDonough, William F (Harvard University)",265,15,,24.98,,https://app.dimensions.ai/details/publication/pub.1021308312,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
107,400,pub.1062567990,10.1126/science.287.5451.278,10634776,,Rutile-Bearing Refractory Eclogites: Missing Link Between Continents and Depleted Mantle,Science,,,2000-01-14,2000,287,5451,278-281,Closed,Article,"Rudnick, Roberta L.; Barth, Matthias; Horn, Ingo; McDonough, William F.",,"Rudnick, Roberta L. (Harvard University); Barth, Matthias (Harvard University); Horn, Ingo (Harvard University); McDonough, William F. (Harvard University)",330,48,0.22,26.78,,https://app.dimensions.ai/details/publication/pub.1062567990,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
108,100,pub.1045084819,10.1016/s0016-7037(99)00004-6,,,"Re-Os systematics of mantle xenoliths from the East African Rift: age, structure, and history of the Tanzanian craton",Geochimica et Cosmochimica Acta,,,1999-04,1999,63,7-8,1203-1217,Closed,Article,"Chesley, John T.; Rudnick, Roberta L.; Lee, Cin-Ty","Chesley, John T.","Chesley, John T. (University of Arizona); Rudnick, Roberta L. (Harvard University); Lee, Cin-Ty (Harvard University)",166,13,,,,https://app.dimensions.ai/details/publication/pub.1045084819,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
109,200,pub.1043416305,10.1007/1-4020-4496-8_5,,,E,Encyclopedia of Earth Science,Geochemistry,,1999,1999,,,143-244,Closed,Chapter,"Khalil, M. A. K.; Taylor, Stuart Ross; McLennan, Scott M.; McDonough, William F.; Palme, H.; Ridley, W. Ian; Gieskes, Joris M.; Perfit, Michael; Wanty, Richard B.; Palmer, Cynthia E. A.; Wolery, Thomas J.; Montgomery, Carla W.; Wagner, C.; Yu, Jae Young; Varma, R. K.; Villemant, Benoit; Mittlefehldt, David W.; Frey, Frederick A.; Kaufmann, Ronald S.; Bea, Fernando; Salters, V. J. M.; Rudnick, Roberta L.; Stosch, H. G.; Batley, Graeme E.; Staudacher, Thomas; Barnes, Sarah Jane; Dixon, Paul R.; Kennedy, M. Elaine; Galoisy, L.; Marshall, C.; Moses, Carl O.; Jovi°C, Vidojko; Gamsjäger, Heinz; Königsberger, Erich; Geiger, Charles A.",,"Khalil, M. A. K. (); Taylor, Stuart Ross (); McLennan, Scott M. (); McDonough, William F. (); Palme, H. (); Ridley, W. Ian (); Gieskes, Joris M. (); Perfit, Michael (); Wanty, Richard B. (); Palmer, Cynthia E. A. (); Wolery, Thomas J. (); Montgomery, Carla W. (); Wagner, C. (); Yu, Jae Young (); Varma, R. K. (); Villemant, Benoit (); Mittlefehldt, David W. (); Frey, Frederick A. (); Kaufmann, Ronald S. (); Bea, Fernando (); Salters, V. J. M. (); Rudnick, Roberta L. (); Stosch, H. G. (); Batley, Graeme E. (); Staudacher, Thomas (); Barnes, Sarah Jane (); Dixon, Paul R. (); Kennedy, M. Elaine (); Galoisy, L. (); Marshall, C. (); Moses, Carl O. (); Jovi°C, Vidojko (); Gamsjäger, Heinz (); Königsberger, Erich (); Geiger, Charles A. ()",13,0,,,,https://app.dimensions.ai/details/publication/pub.1043416305,,,,,,
110,200,pub.1109808481,10.1515/9781501509179-006,,,Chapter 4. MINERALOGY AND COMPOSITION OF THE UPPER MANTLE,,Ultrahigh Pressure Mineralogy,,1998-12-31,1998,,,139-164,Closed,Chapter,"McDonough, William F.; Rudnick, Roberta L.",,"McDonough, William F. (); Rudnick, Roberta L. ()",12,1,,,,https://app.dimensions.ai/details/publication/pub.1109808481,,,,,,
111,100,pub.1017182987,10.1038/29966,,,"Re–Os isotope evidence for the composition, formation and age of the lower continental crust",Nature,,,1998-05,1998,393,6680,58-61,Closed,Article,"Saal, A. E.; Rudnick, R. L.; Ravizza, G. E.; Hart, S. R.","Saal, A. E.","Saal, A. E. (Woods Hole Oceanographic Institution); Rudnick, R. L. (Harvard University); Ravizza, G. E. (Woods Hole Oceanographic Institution); Hart, S. R. (Woods Hole Oceanographic Institution)",117,14,,,,https://app.dimensions.ai/details/publication/pub.1017182987,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
112,200,pub.1112152726,10.29173/ikc2663,,,Longevity of cratonic mantle beneath an active rift: Re-Os evidence from xenoliths from the Tanzanian East African Rift,,International Kimberlite Conference Extended Abstracts: 1998,,1998-04-17,1998,7,1,149-151,All OA; Gold,Proceeding,"Chesley, J.T.; Rudnick, R.L.; Lee, C.-T.",,"Chesley, J.T. (); Rudnick, R.L. (); Lee, C.-T. ()",1,0,,,https://ikcabstracts.com/index.php/ikc/article/download/2663/2663,https://app.dimensions.ai/details/publication/pub.1112152726,,,,,,
113,200,pub.1112152692,10.29173/ikc2629,,,The role of eclogites in the growth of Archean cratons: a case study from west S.E. Africa,,International Kimberlite Conference Extended Abstracts: 1998,,1998-04-17,1998,7,1,52-54,All OA; Gold,Proceeding,"Barth, M.G.; Rudnick, R.L.; Spicuzza, M.J.; Valley, J.W.; Haggerty, S.E.",,"Barth, M.G. (); Rudnick, R.L. (); Spicuzza, M.J. (); Valley, J.W. (); Haggerty, S.E. ()",0,0,,,https://ikcabstracts.com/index.php/ikc/article/download/2629/2629,https://app.dimensions.ai/details/publication/pub.1112152692,,,,,,
114,200,pub.1111367181,10.29173/ikc2872,,,Dating mantle metasomatism: U-Pb geochronology of zircons in cratonic mantle xenoliths from Montana and Tanzania,The Agora Political Science Undergraduate Journal,International Kimberlite Conference Extended Abstracts: 1998,,1998-04-17,1998,7,1,754-756,All OA; Gold,Proceeding,"Rudnick, R.L.; Ireland, T.R.; Gehrels, G.; Irving, A.J.; Chesley, J.T.; Hanchar, J.M.",,"Rudnick, R.L. (); Ireland, T.R. (); Gehrels, G. (); Irving, A.J. (); Chesley, J.T. (); Hanchar, J.M. ()",24,4,,,https://ikcabstracts.com/index.php/ikc/article/download/2872/2872,https://app.dimensions.ai/details/publication/pub.1111367181,,,,,,
115,100,pub.1042971288,10.1016/s0009-2541(97)00141-1,,,Geochemical Earth Reference Model (GERM): description of the initiative,Chemical Geology,,,1998-04,1998,145,3-4,153-159,Closed,Article,"Staudigel, Hubert; Albarède, Francis; Blichert-Toft, Janne; Edmond, John; McDonough, Bill; Jacobsen, Stein B; Keeling, Ralph; Langmuir, Charles H; Nielsen, Roger L; Plank, Terry; Rudnick, Roberta; Shaw, Henry F; Shirey, Steve; Veizer, Jan; White, William","Albarède, Francis","Staudigel, Hubert (Scripps Institution of Oceanography); Albarède, Francis (École Normale Supérieure de Lyon); Blichert-Toft, Janne (École Normale Supérieure de Lyon); Edmond, John (Massachusetts Institute of Technology); McDonough, Bill (Harvard University); Jacobsen, Stein B (Harvard University); Keeling, Ralph (); Langmuir, Charles H (Lamont-Doherty Earth Observatory); Nielsen, Roger L (Oregon State University); Plank, Terry (University of Kansas); Rudnick, Roberta (Harvard University); Shaw, Henry F (Lawrence Livermore National Laboratory); Shirey, Steve (Department of Terrestrial Magnetism); Veizer, Jan (University of Ottawa); White, William (Cornell University)",15,1,,,,https://app.dimensions.ai/details/publication/pub.1042971288,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
116,100,pub.1033275258,10.1016/s0009-2541(97)00151-4,,,"Thermal structure, thickness and composition of continental lithosphere",Chemical Geology,,,1998-04,1998,145,3-4,395-411,Closed,Article,"Rudnick, Roberta L.; McDonough, William F.; O'Connell, Richard J.","Rudnick, Roberta L.","Rudnick, Roberta L. (Harvard University); McDonough, William F. (Harvard University); O'Connell, Richard J. (Harvard University)",343,41,,,,https://app.dimensions.ai/details/publication/pub.1033275258,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
117,100,pub.1014643584,10.1016/s0012-821x(97)00195-7,,,The composition of peridotites and their minerals: a laser-ablation ICP–MS study,Earth and Planetary Science Letters,,,1998-01,1998,154,1-4,53-71,Closed,Article,"Eggins, S.M; Rudnick, R.L; McDonough, W.F","Rudnick, R.L","Eggins, S.M (Australian National University); Rudnick, R.L (Australian National University); McDonough, W.F (Australian National University)",316,15,,,,https://app.dimensions.ai/details/publication/pub.1014643584,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
118,200,pub.1001970467,10.1007/1-4020-4496-8_104,,,Elements: Large-ion lithophile,Encyclopedia of Earth Science,Geochemistry,,1998,1998,,,213-214,Closed,Chapter,"Rudnick, Roberta L.",,"Rudnick, Roberta L. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1001970467,,,,,,
119,100,pub.1006349871,10.1111/j.1525-1314.1997.00017.x,,,"Equilibration and reaction in Archaean quartz‐sapphirine granulite xenoliths from the Lace kimberlite pipe, South Africa",Journal of Metamorphic Geology,,,1997-02,1997,15,2,253-266,Closed,Article,"DAWSON, J. B.; HARLEY, S. L.; RUDNICK, R. L.; IREL, T. R.",,"DAWSON, J. B. (University of Edinburgh); HARLEY, S. L. (University of Edinburgh); RUDNICK, R. L. (Harvard University); IREL, T. R. (Australian National University)",30,3,,,,https://app.dimensions.ai/details/publication/pub.1006349871,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
120,100,pub.1046229310,10.1016/0024-4937(95)00022-4,,,Revealing hidden structures: The application of cathodoluminescence and back-scattered electron imaging to dating zircons from lower crustal xenoliths,Lithos,,,1995-12,1995,36,3-4,289-303,Closed,Article,"Hanchar, J.M.; Rudnick, R.L.","Hanchar, J.M.","Hanchar, J.M. (Rensselaer Polytechnic Institute); Rudnick, R.L. (Australian National University; Harvard University)",146,12,,,,https://app.dimensions.ai/details/publication/pub.1046229310,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
121,100,pub.1010809358,10.1038/378571a0,,,Making continental crust,Nature,,,1995-12,1995,378,6557,571-578,Closed,Article,"Rudnick, Roberta L.",,"Rudnick, Roberta L. ()",832,125,,,,https://app.dimensions.ai/details/publication/pub.1010809358,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
122,100,pub.1032521784,10.1029/94jb03261,,,Measured and calculated elastic wave speeds in partially equilibrated mafic granulite xenoliths: Implications for the properties of an underplated lower continental crust,Journal of Geophysical Research,,,1995-06-10,1995,100,B6,10211-10218,Closed,Article,"Rudnick, Roberta L.; Jackson, Ian",,"Rudnick, Roberta L. (); Jackson, Ian ()",32,1,,,,https://app.dimensions.ai/details/publication/pub.1032521784,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
123,100,pub.1021173113,10.1029/95rg01302,,,Nature and composition of the continental crust: A lower crustal perspective,Reviews of Geophysics,,,1995,1995,33,3,267-309,Closed,Article,"Rudnick, Roberta L.; Fountain, David M.",,"Rudnick, Roberta L. (); Fountain, David M. ()",1994,284,,,,https://app.dimensions.ai/details/publication/pub.1021173113,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
124,100,pub.1051886943,10.1016/0012-821x(94)90145-7,,,Trace elements in diamond inclusions from eclogites reveal link to Archean granites,Earth and Planetary Science Letters,,,1994-12,1994,128,3-4,199-213,Closed,Article,"Ireland, Trevor R.; Rudnick, Roberta L.; Spetsius, Zdislav","Ireland, Trevor R.","Ireland, Trevor R. (Australian National University); Rudnick, Roberta L. (Australian National University); Spetsius, Zdislav ()",108,5,,,,https://app.dimensions.ai/details/publication/pub.1051886943,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
125,100,pub.1030390119,10.1016/0012-821x(94)90268-2,,,Ferric iron in peridotites and mantle oxidation states,Earth and Planetary Science Letters,,,1994-05,1994,123,1-3,205-220,Closed,Article,"Canil, D.; O'Neill, H.St.C.; Pearson, D.G.; Rudnick, R.L.; McDonough, W.F.; Carswell, D.A.",,"Canil, D. (University of Bayreuth); O'Neill, H.St.C. (University of Bayreuth); Pearson, D.G. (The Open University); Rudnick, R.L. (Australian National University); McDonough, W.F. (Australian National University); Carswell, D.A. (University of Sheffield)",160,27,,,,https://app.dimensions.ai/details/publication/pub.1030390119,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
126,100,pub.1034412447,10.1016/0012-821x(93)90076-l,,,Carbonatite metasomatism in the northern Tanzanian mantle: Petrographic and geochemical characteristics,Earth and Planetary Science Letters,,,1993-02,1993,114,4,463-475,"All OA; Green, Accepted & Submitted",Article,"Rudnick, Roberta L.; McDonough, William F.; Chappell, Bruce W.",,"Rudnick, Roberta L. (Australian National University); McDonough, William F. (Australian National University); Chappell, Bruce W. (Australian National University)",503,66,,,http://www.geol.umd.edu/~mcdonoug/Rudnick etal(EPSL_93).pdf,https://app.dimensions.ai/details/publication/pub.1034412447,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
127,100,pub.1001586064,10.1130/0091-7613(1993)021<0013:dghfis>2.3.co;2,,,Diamond growth history from in situ measurement of Pb and S isotopic compositions of sulfide inclusions,Geology,,,1993,1993,21,1,13-16,Closed,Article,"Rudnick, Roberta L.; Eldridge, C. Stewart; Bulanova, Galina P.",,"Rudnick, Roberta L. (Australian National University); Eldridge, C. Stewart (Australian National University); Bulanova, Galina P. ()",48,3,,,,https://app.dimensions.ai/details/publication/pub.1001586064,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
128,200,pub.1006091964,10.1016/0016-7037(92)90032-e,,,The taylor colloquium: An introduction,Geochimica et Cosmochimica Acta,,,1992-03,1992,56,3,871-873,Closed,Article,"McLennan, Scott M.; Rudnick, Roberta L.",,"McLennan, Scott M. (Stony Brook University); Rudnick, Roberta L. (Australian National University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1006091964,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
129,100,pub.1008706860,10.1016/0016-7037(92)90040-p,,,"Restites, Eu anomalies and the lower continental crust",Geochimica et Cosmochimica Acta,,,1992-03,1992,56,3,963-970,Closed,Article,"Rudnick, Roberta L.",,"Rudnick, Roberta L. ()",49,11,,,,https://app.dimensions.ai/details/publication/pub.1008706860,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
130,100,pub.1039364278,10.1130/0091-7613(1991)019<1197:adotdc>2.3.co;2,,,Age diversity of the deep crust in northern Mexico,Geology,,,1991,1991,19,12,1197-1200,Closed,Article,"Rudnick, Roberta L.; Cameron, Kenneth L.",,"Rudnick, Roberta L. (Australian National University); Cameron, Kenneth L. (University of California, Santa Cruz)",31,1,,,,https://app.dimensions.ai/details/publication/pub.1039364278,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
131,100,pub.1025283146,10.1016/0012-821x(90)90059-7,,,The Pb isotopic compositions of lower crustal xenoliths and the evolution of lower crustal Pb,Earth and Planetary Science Letters,,,1990-05,1990,98,2,192-207,Closed,Article,"Rudnick, Roberta L.; Goldstein, Steven L.",,"Rudnick, Roberta L. (); Goldstein, Steven L. ()",171,8,,,,https://app.dimensions.ai/details/publication/pub.1025283146,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
132,200,pub.1052957272,10.1016/0040-1951(90)90218-w,,,Measured and calculated elastic wave velocities for xenoliths from the lower crust and upper mantle,Tectonophysics,,,1990-02,1990,173,1-4,207-210,Closed,Article,"Jackson, Ian; Rudnick, Roberta L.; O'Reilly, S.Y.; Bezant, C.",,"Jackson, Ian (Australian National University); Rudnick, Roberta L. (Australian National University); O'Reilly, S.Y. (Macquarie University); Bezant, C. (Macquarie University)",29,0,,,,https://app.dimensions.ai/details/publication/pub.1052957272,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
133,100,pub.1030809817,10.1016/0012-821x(87)90028-8,,,Dating the lower crust by ion microprobe,Earth and Planetary Science Letters,,,1987-09,1987,85,1-3,145-161,Closed,Article,"Rudnick, Roberta L.; Williams, Ian S.",,"Rudnick, Roberta L. (Australian National University); Williams, Ian S. (Australian National University)",61,1,,,,https://app.dimensions.ai/details/publication/pub.1030809817,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
134,100,pub.1047224566,10.1016/0016-7037(86)90081-5,,,Rare earth element patterns in Archean high-grade metasediments and their tectonic significance,Geochimica et Cosmochimica Acta,,,1986-10,1986,50,10,2267-2279,Closed,Article,"Taylor, Stuart Ross; Rudnick, Roberta L.; McLennan, Scott M.; Eriksson, Kenneth A.",,"Taylor, Stuart Ross (Australian National University); Rudnick, Roberta L. (Australian National University); McLennan, Scott M. (Australian National University); Eriksson, Kenneth A. (Virginia Tech)",122,9,,,,https://app.dimensions.ai/details/publication/pub.1047224566,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
135,100,pub.1017088181,10.1016/0016-7037(86)90391-1,,,"Lower crustal xenoliths from Queensland, Australia: Evidence for deep crustal assimilation and fractionation of continental basalts",Geochimica et Cosmochimica Acta,,,1986-06,1986,50,6,1099-1115,Closed,Article,"Rudnick, R.L; McDonough, W.F; McCulloch, M.T; Taylor, S.R",,"Rudnick, R.L (Australian National University); McDonough, W.F (Australian National University); McCulloch, M.T (Australian National University); Taylor, S.R (Australian National University)",108,1,,,,https://app.dimensions.ai/details/publication/pub.1017088181,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
136,200,pub.1045481275,10.1144/gsl.sp.1986.024.01.17,,,Geochemical constraints on the origin of Archaean tonalitic-trondhjemitic rocks and implications for lower crustal composition,Geological Society London Special Publications,,,1986,1986,24,1,179-191,Closed,Article,"Rudnick, R. L.; Taylor, S. R.",,"Rudnick, R. L. (); Taylor, S. R. ()",39,3,,,,https://app.dimensions.ai/details/publication/pub.1045481275,04 Earth Sciences,04 Earth Sciences,,,,
137,100,pub.1006535402,10.1016/0016-7037(85)90268-6,,,Large ion lithophile elements in rocks from high-pressure granulite facies terrains,Geochimica et Cosmochimica Acta,,,1985-07,1985,49,7,1645-1655,Closed,Article,"Rudnick, R.L.; McLennan, S.M.; Taylor, S.R.",,"Rudnick, R.L. (Australian National University); McLennan, S.M. (Australian National University); Taylor, S.R. (Australian National University)",139,12,,,,https://app.dimensions.ai/details/publication/pub.1006535402,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
138,400,pub.1029879268,10.1029/jb090is02p0c669,11542002,,Fluid inclusions in stony meteorites—A cautionary note,Journal of Geophysical Research,,Extraterrestrial Environment; Freezing; Geology; Glass; Meteoroids; Moon; Temperature,1985,1985,90,S02,c669-c675,Closed,Article,"Rudnick, R L; Ashwal, L D; Henry, D J; Gibson, E K; Roedder, E; Belkin, H E; Colucci, M T",,"Rudnick, R L (Lunar and Planetary Institute); Ashwal, L D (); Henry, D J (); Gibson, E K (); Roedder, E (); Belkin, H E (); Colucci, M T ()",5,0,0.01,,,https://app.dimensions.ai/details/publication/pub.1029879268,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
139,100,pub.1036787837,10.1007/bf00381296,,,"Fluid inclusions in high-grade gneisses of the Kapuskasing structural zone, Ontario: metamorphic fluids and uplift/erosion path",Contributions to Mineralogy and Petrology,,,1984-10,1984,87,4,399-406,Closed,Article,"Rudnick, Roberta L.; Ashwal, Lewis D.; Henry, Darrell J.",,"Rudnick, Roberta L. (Lunar and Planetary Institute); Ashwal, Lewis D. (Lunar and Planetary Institute); Henry, Darrell J. (Lunar and Planetary Institute)",31,0,,,,https://app.dimensions.ai/details/publication/pub.1036787837,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
140,100,pub.1003839078,10.1130/0091-7613(1983)11<352:gataoa>2.0.co;2,,,"Geochemistry and tectonic affinities of a Proterozoic bimodal igneous suite, west Texas",Geology,,,1983,1983,11,6,352-355,Closed,Article,"Rudnick, Roberta L.",,"Rudnick, Roberta L. (Sul Ross State University)",14,0,,,,https://app.dimensions.ai/details/publication/pub.1003839078,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
