,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Joshua P Schimel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
89,100,pub.1017637760,10.1016/j.rse.2007.08.014,,,Evaluation of hyperspectral data for pasture estimate in the Brazilian Amazon using field and imaging spectrometers,Remote Sensing of Environment,,,2008-04-15,2008,112,4,1569-1583,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Chadwick, Oliver A.; Schimel, Joshua P.; Galvão, Lênio S.; Soares, João V.","Numata, Izaya","Numata, Izaya (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Galvão, Lênio S. (National Institute for Space Research); Soares, João V. (National Institute for Space Research)",57,10,,9.26,,https://app.dimensions.ai/details/publication/pub.1017637760,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
90,100,pub.1027275193,10.1175/ei232.1,,,"Regional Characterization of Pasture Changes through Time and Space in Rondônia, Brazil",Earth Interactions,,,2007-09,2007,11,14,1-25,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Sawada, Yoshito; Chadwick, Oliver A.; Schimel, Joshua P.; Soares, João V.",,"Numata, Izaya (); Roberts, Dar A. (); Sawada, Yoshito (); Chadwick, Oliver A. (); Schimel, Joshua P. (); Soares, João V. ()",9,2,,1.02,,https://app.dimensions.ai/details/publication/pub.1027275193,0404 Geophysics; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0404 Geophysics,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,
91,100,pub.1050395430,10.1029/2007eo270004,,,New perspectives through data discovery and modeling,Eos,,,2007-07-03,2007,88,27,278-278,All OA; Gold,Article,"Vorosmarty, C. J.; McGuire, A. D.; Hinzman, L.; Holland, M.; Murray, M.; Schimel, J.; Warnick, W.; Weatherly, J.; Wiggins, H.",,"Vorosmarty, C. J. (University of New Hampshire); McGuire, A. D. (University of Alaska Fairbanks); Hinzman, L. (University of Alaska Fairbanks); Holland, M. (National Center for Atmospheric Research); Murray, M. (University of Alaska Fairbanks); Schimel, J. (University of California, Santa Barbara); Warnick, W. (Arctic Research Consortium of the United States); Weatherly, J. (); Wiggins, H. (Arctic Research Consortium of the United States)",0,0,,0,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007EO270004,https://app.dimensions.ai/details/publication/pub.1050395430,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
92,100,pub.1028009091,10.1007/s10533-007-9112-4,,,Mineralization responses at near-zero temperatures in three alpine soils,Biogeochemistry,,,2007-07,2007,84,3,233-245,Closed,Article,"Miller, Amy E.; Schimel, Joshua P.; Sickman, James O.; Meixner, Thomas; Doyle, Allen P.; Melack, John M.","Miller, Amy E.","Miller, Amy E. (University of California, Santa Barbara; Institute of Arctic and Alpine Research; National Park Service); Schimel, Joshua P. (University of California, Santa Barbara); Sickman, James O. (University of California, Riverside); Meixner, Thomas (University of Arizona); Doyle, Allen P. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",37,4,,3.66,,https://app.dimensions.ai/details/publication/pub.1028009091,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
93,100,pub.1016740434,10.1016/j.soilbio.2006.12.037,,,Nitrogen transfer between decomposing leaves of different N status,Soil Biology and Biochemistry,,,2007-07,2007,39,7,1428-1436,Closed,Article,"Schimel, Joshua P.; Hättenschwiler, Stephan","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Hättenschwiler, Stephan (Centre d'Ecologie Fonctionnelle et Evolutive)",130,28,,10.86,,https://app.dimensions.ai/details/publication/pub.1016740434,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
94,400,pub.1048490499,10.1890/06-0219,17601131,,MICROBIAL STRESS‐RESPONSE PHYSIOLOGY AND ITS IMPLICATIONS FOR ECOSYSTEM FUNCTION,Ecology,,"Adaptation, Physiological; Arctic Regions; Bacteria; Bacterial Physiological Phenomena; Carbon; Cold Climate; Ecosystem; Nitrogen; Population Dynamics; Rain; Soil Microbiology",2007-06,2007,88,6,1386-1394,Closed,Article,"Schimel, Joshua; Balser, Teri C.; Wallenstein, Matthew",,"Schimel, Joshua (University of California, Santa Barbara); Balser, Teri C. (University of Wisconsin–Madison); Wallenstein, Matthew (Colorado State University)",970,313,10.28,80.43,,https://app.dimensions.ai/details/publication/pub.1048490499,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
95,200,pub.1014943722,10.1890/06-1882,,,New Directions in Microbial Ecology1,Ecology,,,2007-06,2007,88,6,1343-1344,Closed,Article,"Jackson, Robert B.; Fierer, Noah; Schimel, Joshua P.",,"Jackson, Robert B. (Duke University); Fierer, Noah (); Schimel, Joshua P. (University of California, Santa Barbara)",19,5,,2.16,,https://app.dimensions.ai/details/publication/pub.1014943722,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
96,100,pub.1018283791,10.1007/s10533-007-9111-5,,,Abiotic nitrate incorporation in soil: is it real?,Biogeochemistry,,,2007-06,2007,84,2,161-169,Closed,Article,"Colman, Benjamin P.; Fierer, Noah; Schimel, Joshua P.","Colman, Benjamin P.","Colman, Benjamin P. (University of California, Santa Barbara); Fierer, Noah (University of Colorado Boulder; Cooperative Institute for Research in Environmental Sciences); Schimel, Joshua P. (University of California, Santa Barbara)",42,5,,4.15,,https://app.dimensions.ai/details/publication/pub.1018283791,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
97,400,pub.1045154500,10.1111/j.1574-6941.2006.00260.x,17313585,,Bacterial and fungal community structure in Arctic tundra tussock and shrub soils,FEMS Microbiology Ecology,,"Arctic Regions; Bacteria; Cyperaceae; DNA, Bacterial; DNA, Fungal; Ecosystem; Freezing; Fungi; Molecular Sequence Data; Proteobacteria; RNA, Ribosomal, 18S; Seasons; Sequence Analysis, DNA; Soil; Soil Microbiology; Trees",2007-02,2007,59,2,428-435,All OA; Gold,Article,"Wallenstein, Matthew David; McMahon, Shawna; Schimel, Joshua",,"Wallenstein, Matthew David (University of California, Santa Barbara; Colorado State University); McMahon, Shawna (University of California, Santa Barbara); Schimel, Joshua (University of California, Santa Barbara)",130,30,2.26,11.72,https://academic.oup.com/femsec/article-pdf/59/2/428/18103444/59-2-428.pdf,https://app.dimensions.ai/details/publication/pub.1045154500,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
98,100,pub.1022624560,10.1016/j.agee.2006.05.019,,,"Temporal nutrient variation in soil and vegetation of post-forest pastures as a function of soil order, pasture age, and management, Rondônia, Brazil",Agriculture Ecosystems & Environment,,,2007-01,2007,118,1-4,159-172,Closed,Article,"Numata, Izaya; Chadwick, Oliver A.; Roberts, Dar A.; Schimel, Joshua P.; Sampaio, Fernando F.; Leonidas, Francisco C.; Soares, João V.","Numata, Izaya","Numata, Izaya (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Sampaio, Fernando F. (); Leonidas, Francisco C. (); Soares, João V. (National Institute for Space Research)",16,2,,1.58,,https://app.dimensions.ai/details/publication/pub.1022624560,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
99,100,pub.1040538744,10.1029/2005gb002644,,,Predicting the temperature dependence of microbial respiration in soil: A continental‐scale analysis,Global Biogeochemical Cycles,,,2006-09,2006,20,3,n/a-n/a,All OA; Gold,Article,"Fierer, Noah; Colman, Benjamin P.; Schimel, Joshua P.; Jackson, Robert B.",,"Fierer, Noah (University of Colorado Boulder); Colman, Benjamin P. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Jackson, Robert B. (Duke University)",128,27,,12.03,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GB002644,https://app.dimensions.ai/details/publication/pub.1040538744,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,0402 Geochemistry,
100,100,pub.1030885981,10.1657/1523-0430(2006)38[249:cpocia]2.0.co;2,,,Cold-season Production of CO2 in Arctic Soils: Can Laboratory and Field Estimates Be Reconciled through a Simple Modeling Approach?,Arctic Antarctic and Alpine Research,,,2006-05,2006,38,2,249-256,Closed,Article,"Schimel, Joshua P.; Fahnestock, Jace; Michaelson, Gary; Mikan, Carl; Ping, Chien-Lu; Romanovsky, Vladimir E.; Welker, Jeff",,"Schimel, Joshua P. (University of California, Santa Barbara); Fahnestock, Jace (University of Alaska Anchorage); Michaelson, Gary (University of Alaska Fairbanks); Mikan, Carl (University of California, Santa Barbara); Ping, Chien-Lu (University of Alaska Fairbanks); Romanovsky, Vladimir E. (University of Alaska Fairbanks); Welker, Jeff (University of Alaska Anchorage)",45,5,,5.38,,https://app.dimensions.ai/details/publication/pub.1030885981,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
101,100,pub.1000480401,10.1007/s10533-005-1391-z,,,"Decadal-scale Dynamics of Water, Carbon and Nitrogen in a California Chaparral Ecosystem: DAYCENT Modeling Results",Biogeochemistry,,,2006-02,2006,77,2,217-245,"All OA; Green, Accepted & Submitted",Article,"Li, Xuyong; Meixner, Thomas; Sickman, James O.; Miller, Amy E.; Schimel, Joshua P.; Melack, John M.","Li, Xuyong","Li, Xuyong (University of California, Riverside; Smithsonian Environmental Research Center); Meixner, Thomas (University of California, Riverside; University of Arizona); Sickman, James O. (University of Florida); Miller, Amy E. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",31,5,,3.7,https://repository.si.edu/bitstream/handle/10088/17936/serc_Li_etal_2006_Biogeochemistry_77_217_245.pdf,https://app.dimensions.ai/details/publication/pub.1000480401,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
102,100,pub.1047604083,10.1016/j.soilbio.2005.03.021,,,Episodic rewetting enhances carbon and nitrogen release from chaparral soils,Soil Biology and Biochemistry,,,2005-12,2005,37,12,2195-2204,Closed,Article,"Miller, Amy E.; Schimel, Joshua P.; Meixner, Thomas; Sickman, James O.; Melack, John M.","Miller, Amy E.","Miller, Amy E. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Meixner, Thomas (University of Arizona); Sickman, James O. (University of Florida); Melack, John M. (University of California, Santa Barbara)",199,34,,17.27,,https://app.dimensions.ai/details/publication/pub.1047604083,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
103,400,pub.1062452567,10.1126/science.1117368,16179434,,Role of Land-Surface Changes in Arctic Summer Warming,Science,,Alaska; Arctic Regions; Greenhouse Effect; Picea; Seasons; Trees,2005-10-28,2005,310,5748,657-660,"All OA; Green, Accepted & Submitted",Article,"Chapin, F. S.; Sturm, M.; Serreze, M. C.; McFadden, J. P.; Key, J. R.; Lloyd, A. H.; McGuire, A. D.; Rupp, T. S.; Lynch, A. H.; Schimel, J. P.; Beringer, J.; Chapman, W. L.; Epstein, H. E.; Euskirchen, E. S.; Hinzman, L. D.; Jia, G.; Ping, C.-L.; Tape, K. D.; Thompson, C. D. C.; Walker, D. A.; Welker, J. M.",,"Chapin, F. S. (University of Alaska Fairbanks); Sturm, M. (United States Army); Serreze, M. C. (Cooperative Institute for Research in Environmental Sciences); McFadden, J. P. (University of Minnesota); Key, J. R. (); Lloyd, A. H. (Middlebury College); McGuire, A. D. (University of Alaska Fairbanks); Rupp, T. S. (University of Alaska Fairbanks); Lynch, A. H. (Monash University); Schimel, J. P. (University of California, Santa Barbara); Beringer, J. (Monash University); Chapman, W. L. (University of Illinois at Urbana Champaign); Epstein, H. E. (University of Virginia); Euskirchen, E. S. (University of Alaska Fairbanks); Hinzman, L. D. (University of Alaska Fairbanks); Jia, G. (Colorado State University); Ping, C.-L. (University of Alaska Fairbanks); Tape, K. D. (University of Alaska Fairbanks); Thompson, C. D. C. (University of Alaska Fairbanks); Walker, D. A. (University of Alaska Fairbanks); Welker, J. M. (University of Alaska Anchorage)",834,121,3.11,64.75,http://www.lter.uaf.edu/pdf/1203_Chapin_Sturm_2005.pdf,https://app.dimensions.ai/details/publication/pub.1062452567,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
104,200,pub.1046717604,10.1007/s10533-004-3485-4,,,New Section: Synthesis and Emerging Ideas,Biogeochemistry,,,2005-08,2005,75,1,v-vi,Closed,Article,"Schimel, Joshua","Schimel, Joshua","Schimel, Joshua (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1046717604,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
105,100,pub.1016719152,10.1016/j.soilbio.2005.01.005,,,Seasonal protein dynamics in Alaskan arctic tundra soils,Soil Biology and Biochemistry,,,2005-08,2005,37,8,1469-1475,Closed,Article,"Weintraub, Michael N.; Schimel, Joshua P.","Weintraub, Michael N.","Weintraub, Michael N. (University of Colorado Boulder); Schimel, Joshua P. (University of California, Santa Barbara)",70,11,,5.12,,https://app.dimensions.ai/details/publication/pub.1016719152,06 Biological Sciences; 0503 Soil Sciences; 0601 Biochemistry and Cell Biology; 05 Environmental Sciences,06 Biological Sciences,0503 Soil Sciences,0601 Biochemistry and Cell Biology,05 Environmental Sciences,
106,100,pub.1003291781,10.1016/j.soilbio.2004.12.011,,,Changing microbial substrate use in Arctic tundra soils through a freeze-thaw cycle,Soil Biology and Biochemistry,,,2005-08,2005,37,8,1411-1418,Closed,Article,"Schimel, Joshua P.; Mikan, Carl","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Mikan, Carl (University of California, Santa Barbara)",123,18,,9.77,,https://app.dimensions.ai/details/publication/pub.1003291781,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
107,100,pub.1040026157,10.1007/s10533-004-0363-z,,,The seasonal dynamics of amino acids and other nutrients in Alaskan Arctic tundra soils,Biogeochemistry,,,2005-04,2005,73,2,359-380,Closed,Article,"Weintraub, Michael N.; Schimel, Joshua P.","Weintraub, Michael N.","Weintraub, Michael N. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",92,16,,7.98,,https://app.dimensions.ai/details/publication/pub.1040026157,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
108,100,pub.1049149968,10.1890/04-1254,,,LITTER QUALITY AND THE TEMPERATURE SENSITIVITY OF DECOMPOSITION,Ecology,,,2005-02,2005,86,2,320-326,Closed,Article,"Fierer, Noah; Craine, Joseph M.; McLauchlan, Kendra; Schimel, Joshua P.",,"Fierer, Noah (Duke University); Craine, Joseph M. (University of Minnesota); McLauchlan, Kendra (Dartmouth College); Schimel, Joshua P. (University of California, Santa Barbara)",385,81,,33.41,,https://app.dimensions.ai/details/publication/pub.1049149968,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
109,100,pub.1046321446,10.1641/0006-3568(2005)055[0408:ncatso]2.0.co;2,,,Nitrogen Cycling and the Spread of Shrubs Control Changes in the Carbon Balance of Arctic Tundra Ecosystems,BioScience,,,2005,2005,55,5,408-415,All OA; Gold,Article,"WEINTRAUB, MICHAEL N.; SCHIMEL, JOSHUA P.",,"WEINTRAUB, MICHAEL N. (); SCHIMEL, JOSHUA P. ()",107,22,,10.13,https://academic.oup.com/bioscience/article-pdf/55/5/408/19413848/55-5-408.pdf,https://app.dimensions.ai/details/publication/pub.1046321446,0602 Ecology; 0699 Other Biological Sciences; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0699 Other Biological Sciences,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
110,100,pub.1039192715,10.1017/cbo9780511541926.011,,,Microbial community composition and soil nitrogen cycling: is there really a connection?,,Biological Diversity and Function in Soils,,2005,2005,,,171-188,Closed,Chapter,"Schimel, Joshua P.; Bennett, Jennifer; Fierer, Noah",,"Schimel, Joshua P. (); Bennett, Jennifer (); Fierer, Noah ()",39,5,,3.23,,https://app.dimensions.ai/details/publication/pub.1039192715,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
111,200,pub.1011200779,10.1073/pnas.0405075101,15314221,PMC515073,Playing scales in the methane cycle: From microbial ecology to the globe,Proceedings of the National Academy of Sciences,,Climate; Ecology; Methane; Oceans and Seas; Sulfur-Reducing Bacteria; Water Microbiology,2004-08-24,2004,101,34,12400-12401,All OA; Gold,Article,"Schimel, Joshua",,"Schimel, Joshua (University of California, Santa Barbara)",21,2,0.09,,http://www.pnas.org/content/101/34/12400.full.pdf,https://app.dimensions.ai/details/publication/pub.1011200779,,,,,,
112,100,pub.1030769248,10.1890/03-8002,,,NITROGEN MINERALIZATION: CHALLENGES OF A CHANGING PARADIGM,Ecology,,,2004-03,2004,85,3,591-602,Closed,Article,"Schimel, Joshua P.; Bennett, Jennifer",,"Schimel, Joshua P. (University of California, Santa Barbara); Bennett, Jennifer (University of California, Santa Barbara; North Carolina State University)",1208,241,,107.35,,https://app.dimensions.ai/details/publication/pub.1030769248,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
113,100,pub.1027373872,10.1016/j.soilbio.2003.09.008,,,Increased snow depth affects microbial activity and nitrogen mineralization in two Arctic tundra communities,Soil Biology and Biochemistry,,,2004-02,2004,36,2,217-227,"All OA; Green, Accepted & Submitted",Article,"Schimel, Joshua P; Bilbrough, Carol; Welker, Jeffery M","Schimel, Joshua P","Schimel, Joshua P (University of California, Santa Barbara); Bilbrough, Carol (Colorado State University); Welker, Jeffery M ()",386,72,,40.29,https://escholarship.org/content/qt4th8q83k/qt4th8q83k.pdf?t=lnr0or,https://app.dimensions.ai/details/publication/pub.1027373872,0607 Plant Biology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0607 Plant Biology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
114,200,pub.1069050460,10.2136/sssaj2004.6690,,,Persulfate Digestion and Simultaneous Colorimetric Analysis of Carbon and Nitrogen in Soil Extracts,Soil Science Society of America Journal,,,2004,2004,68,2,669,Closed,Article,"Doyle, Allen; Weintraub, Michael N.; Schimel, Joshua P.",,"Doyle, Allen (); Weintraub, Michael N. (); Schimel, Joshua P. ()",59,16,,,,https://app.dimensions.ai/details/publication/pub.1069050460,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
115,100,pub.1027830371,10.1046/j.1365-2486.2003.00663.x,,,Controls on microbial CO2 production: a comparison of surface and subsurface soil horizons,Global Change Biology,,,2003-09,2003,9,9,1322-1332,Closed,Article,"Fierer, Noah; Allen, Andrew S.; Schimel, Joshua P.; Holden, Patricia A.",,"Fierer, Noah (University of California, Santa Barbara); Allen, Andrew S. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",220,39,,20.74,,https://app.dimensions.ai/details/publication/pub.1027830371,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
116,400,pub.1046925115,10.1007/s00248-003-1006-y,14708746,,Comparison of subsurface and surface soil bacterial communities in california grassland as assessed by terminal restriction fragment length polymorphisms of PCR-amplified 16S rRNA genes,Microbial Ecology,,"Biomass; California; Carbon; Cloning, Organism; DNA, Bacterial; Ecosystem; Poaceae; Polymerase Chain Reaction; Polymorphism, Restriction Fragment Length; Population Dynamics; RNA, Ribosomal, 16S; Soil Microbiology; Water",2003-08,2003,46,2,216-227,Closed,Article,"LaMontagne, M. G.; Schimel, J. P.; Holden, P. A.","LaMontagne, M. G.","LaMontagne, M. G. (University of California, Santa Barbara); Schimel, J. P. (University of California, Santa Barbara); Holden, P. A. (University of California, Santa Barbara)",63,5,1.2,5.94,,https://app.dimensions.ai/details/publication/pub.1046925115,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
117,100,pub.1034677746,10.1023/a:1024928317057,,,Mechanisms underlying export of N from high-elevation catchments during seasonal transitions,Biogeochemistry,,,2003-06,2003,64,1,1-24,Closed,Article,"Sickman, James O.; Leydecker, Al; Chang, Cecily C.Y.; Kendall, Carol; Melack, John M.; Lucero, Delores M.; Schimel, Joshua",,"Sickman, James O. (); Leydecker, Al (); Chang, Cecily C.Y. (); Kendall, Carol (); Melack, John M. (); Lucero, Delores M. (); Schimel, Joshua ()",84,6,,7.92,,https://app.dimensions.ai/details/publication/pub.1034677746,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
118,100,pub.1027099910,10.1016/s0038-0717(03)00015-4,,,The implications of exoenzyme activity on microbial carbon and nitrogen limitation in soil: a theoretical model,Soil Biology and Biochemistry,,,2003-04,2003,35,4,549-563,Closed,Article,"Schimel, Joshua P.; Weintraub, Michael N.","Schimel, Joshua P.","Schimel, Joshua P. (University of California, Santa Barbara); Weintraub, Michael N. (University of California, Santa Barbara)",753,156,,66.93,,https://app.dimensions.ai/details/publication/pub.1027099910,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
119,100,pub.1049841833,10.1007/s10021-002-0124-6,,,Interactions between Carbon and Nitrogen Mineralization and Soil Organic Matter Chemistry in Arctic Tundra Soils,Ecosystems,,,2003-03,2003,6,2,0129-0143,Closed,Article,"Weintraub, Michael N.; Schimel, Joshua P.",,"Weintraub, Michael N. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",179,33,,16.87,,https://app.dimensions.ai/details/publication/pub.1049841833,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
120,400,pub.1026902635,10.1007/s00248-002-1007-2,12469245,,Influence of Drying–Rewetting Frequency on Soil Bacterial Community Structure,Microbial Ecology,,"Classification; DNA, Bacterial; Disasters; Ecosystem; Poaceae; Polymorphism, Restriction Fragment Length; Population Dynamics; Seasons; Soil Microbiology; Trees; Water",2003-01,2003,45,1,63-71,Closed,Article,"Fierer, N.; Schimel, J.P.; Holden, P.A.",,"Fierer, N. (University of California, Santa Barbara); Schimel, J.P. (University of California, Santa Barbara); Holden, P.A. (University of California, Santa Barbara)",378,52,4.13,33.6,,https://app.dimensions.ai/details/publication/pub.1026902635,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
121,100,pub.1020407469,10.1016/s0038-0717(02)00251-1,,,Variations in microbial community composition through two soil depth profiles,Soil Biology and Biochemistry,,,2003-01,2003,35,1,167-176,"All OA; Green, Accepted & Submitted",Article,"Fierer, Noah; Schimel, Joshua P; Holden, Patricia A","Fierer, Noah","Fierer, Noah (University of California, Santa Barbara); Schimel, Joshua P (University of California, Santa Barbara); Holden, Patricia A (University of California, Santa Barbara)",827,193,,73.5,http://research.eeescience.utoledo.edu/lees/papers_PDF/Fierer_2003_SoilBiolBiochem.pdf,https://app.dimensions.ai/details/publication/pub.1020407469,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
122,200,pub.1069049881,10.2136/sssaj2003.0798,,,A Proposed Mechanism for the Pulse in Carbon Dioxide Production Commonly Observed Following the Rapid Rewetting of a Dry Soil,Soil Science Society of America Journal,,,2003,2003,67,3,798,Closed,Article,"Fierer, Noah; Schimel, Joshua P.",,"Fierer, Noah (); Schimel, Joshua P. ()",426,57,,,,https://app.dimensions.ai/details/publication/pub.1069049881,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
123,100,pub.1037196613,10.1016/s0038-0717(02)00168-2,,,Temperature controls of microbial respiration in arctic tundra soils above and below freezing,Soil Biology and Biochemistry,,,2002-11,2002,34,11,1785-1795,Closed,Article,"Mikan, Carl J; Schimel, Joshua P; Doyle, Allen P","Mikan, Carl J","Mikan, Carl J (University of California, Santa Barbara); Schimel, Joshua P (University of California, Santa Barbara); Doyle, Allen P (University of California, Santa Barbara)",322,45,,29.15,,https://app.dimensions.ai/details/publication/pub.1037196613,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
124,100,pub.1022706119,10.1016/s0038-0717(02)00007-x,,,Effects of drying–rewetting frequency on soil carbon and nitrogen transformations,Soil Biology and Biochemistry,,,2002-06,2002,34,6,777-787,Closed,Article,"Fierer, Noah; Schimel, Joshua P.","Fierer, Noah","Fierer, Noah (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",559,103,,45.37,,https://app.dimensions.ai/details/publication/pub.1022706119,06 Biological Sciences; 0503 Soil Sciences; 0602 Ecology; 05 Environmental Sciences,06 Biological Sciences,0503 Soil Sciences,0602 Ecology,05 Environmental Sciences,
