,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Oliver A Chadwick. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
93,100,pub.1048722352,10.1016/j.gca.2008.04.038,,,On the in situ aqueous alteration of soils on Mars,Geochimica et Cosmochimica Acta,,,2008-08,2008,72,15,3845-3864,Closed,Article,"Amundson, Ronald; Ewing, Stephanie; Dietrich, William; Sutter, Brad; Owen, Justine; Chadwick, Oliver; Nishiizumi, Kunihiko; Walvoord, Michelle; McKay, Christopher","Amundson, Ronald","Amundson, Ronald (University of California, Berkeley); Ewing, Stephanie (University of California, Berkeley); Dietrich, William (University of California, Berkeley); Sutter, Brad (); Owen, Justine (University of California, Berkeley); Chadwick, Oliver (University of California, Santa Barbara); Nishiizumi, Kunihiko (University of California, Berkeley); Walvoord, Michelle (United States Geological Survey); McKay, Christopher (Ames Research Center)",38,10,,3.62,,https://app.dimensions.ai/details/publication/pub.1048722352,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
94,100,pub.1017637760,10.1016/j.rse.2007.08.014,,,Evaluation of hyperspectral data for pasture estimate in the Brazilian Amazon using field and imaging spectrometers,Remote Sensing of Environment,,,2008-04-15,2008,112,4,1569-1583,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Chadwick, Oliver A.; Schimel, Joshua P.; Galvão, Lênio S.; Soares, João V.","Numata, Izaya","Numata, Izaya (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Galvão, Lênio S. (National Institute for Space Research); Soares, João V. (National Institute for Space Research)",57,10,,9.26,,https://app.dimensions.ai/details/publication/pub.1017637760,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
95,100,pub.1022078843,10.1029/2007jg000534,,,Evaluating two experimental approaches for measuring ecosystem carbon oxidation state and oxidative ratio,Journal of Geophysical Research,,,2008,2008,113,G3,,"All OA; Green, Published",Article,"Masiello, C. A.; Gallagher, M. E.; Randerson, J. T.; Deco, R. M.; Chadwick, O. A.",,"Masiello, C. A. (Rice University); Gallagher, M. E. (Rice University); Randerson, J. T. (University of California, Irvine); Deco, R. M. (California Institute of Technology); Chadwick, O. A. (University of California, Santa Barbara)",51,16,,4.69,https://escholarship.org/content/qt0w86h7qp/qt0w86h7qp.pdf?t=n6pfdy,https://app.dimensions.ai/details/publication/pub.1022078843,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
96,100,pub.1030909178,10.1007/s10533-007-9153-8,,,Controls over leaf and litter calcium concentrations among temperate trees,Biogeochemistry,,,2007-11,2007,86,2,175-187,Closed,Article,"Dauer, Jenny M.; Chorover, Jon; Chadwick, Oliver A.; Oleksyn, Jacek; Tjoelker, Mark G.; Hobbie, Sarah E.; Reich, Peter B.; Eissenstat, David M.","Eissenstat, David M.","Dauer, Jenny M. (Pennsylvania State University); Chorover, Jon (University of Arizona); Chadwick, Oliver A. (University of California, Santa Barbara); Oleksyn, Jacek (University of Minnesota; Institute of Dendrology); Tjoelker, Mark G. (Texas A&M University); Hobbie, Sarah E. (University of Minnesota); Reich, Peter B. (University of Minnesota); Eissenstat, David M. (Pennsylvania State University)",33,4,,3.59,,https://app.dimensions.ai/details/publication/pub.1030909178,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
97,100,pub.1023665467,10.1007/s10533-007-9154-7,,,The ratio of germanium to silicon in plant phytoliths: quantification of biological discrimination under controlled experimental conditions,Biogeochemistry,,,2007-11,2007,86,2,189-199,Closed,Article,"Blecker, Steve W.; King, Stagg L.; Derry, Louis A.; Chadwick, Oliver A.; Ippolito, James A.; Kelly, Eugene F.","Blecker, Steve W.","Blecker, Steve W. (University of Idaho); King, Stagg L. (Cornell University); Derry, Louis A. (Cornell University); Chadwick, Oliver A. (University of California, Santa Barbara); Ippolito, James A. (Colorado State University); Kelly, Eugene F. (Colorado State University)",29,4,,3.16,,https://app.dimensions.ai/details/publication/pub.1023665467,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
98,100,pub.1022123217,10.2113/gselements.3.5.333,,,Contributions from Earth's Atmosphere to Soil,Elements,,,2007-10-01,2007,3,5,333-338,Closed,Article,"Derry, Louis A.; Chadwick, Oliver A.",,"Derry, Louis A. (Cornell University); Chadwick, Oliver A. ()",52,4,,4.95,,https://app.dimensions.ai/details/publication/pub.1022123217,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
99,100,pub.1030370738,10.1016/j.chemgeo.2007.07.016,,,Importance of atmospheric inputs and Fe-oxides in controlling soil uranium budgets and behavior along a Hawaiian chronosequence,Chemical Geology,,,2007-10,2007,244,3-4,691-707,Closed,Article,"Pett-Ridge, Julie C.; Monastra, Valerie M.; Derry, Louis A.; Chadwick, Oliver A.","Pett-Ridge, Julie C.","Pett-Ridge, Julie C. (Cornell University); Monastra, Valerie M. (Cornell University); Derry, Louis A. (Cornell University); Chadwick, Oliver A. (University of California, Santa Barbara)",36,6,,3.53,,https://app.dimensions.ai/details/publication/pub.1030370738,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
100,100,pub.1047497022,10.1016/j.geomorph.2006.07.023,,,"Precontact vegetation and soil nutrient status in the shadow of Kohala Volcano, Hawaii",Geomorphology,,,2007-09,2007,89,1-2,70-83,Closed,Article,"Chadwick, Oliver A.; Kelly, Eugene F.; Hotchkiss, Sara C.; Vitousek, Peter M.","Chadwick, Oliver A.","Chadwick, Oliver A. (University of California, Santa Barbara); Kelly, Eugene F. (Colorado State University); Hotchkiss, Sara C. (University of Wisconsin–Madison); Vitousek, Peter M. (Stanford University)",33,8,,3.14,,https://app.dimensions.ai/details/publication/pub.1047497022,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
101,100,pub.1035429566,10.1007/s10021-007-9073-4,,,Tree Species Effects on Soil Organic Matter Dynamics: The Role of Soil Cation Composition,Ecosystems,,,2007-09,2007,10,6,999-1018,Closed,Article,"Hobbie, Sarah E.; Ogdahl, Megan; Chorover, Jon; Chadwick, Oliver A.; Oleksyn, Jacek; Zytkowiak, Roma; Reich, Peter B.","Hobbie, Sarah E.","Hobbie, Sarah E. (University of Minnesota); Ogdahl, Megan (University of Minnesota); Chorover, Jon (University of Arizona); Chadwick, Oliver A. (University of California, Santa Barbara); Oleksyn, Jacek (Institute of Dendrology; University of Minnesota); Zytkowiak, Roma (Institute of Dendrology); Reich, Peter B. (University of Minnesota)",125,35,,12.35,,https://app.dimensions.ai/details/publication/pub.1035429566,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
102,100,pub.1027275193,10.1175/ei232.1,,,"Regional Characterization of Pasture Changes through Time and Space in Rondônia, Brazil",Earth Interactions,,,2007-09,2007,11,14,1-25,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Sawada, Yoshito; Chadwick, Oliver A.; Schimel, Joshua P.; Soares, João V.",,"Numata, Izaya (); Roberts, Dar A. (); Sawada, Yoshito (); Chadwick, Oliver A. (); Schimel, Joshua P. (); Soares, João V. ()",9,2,,1.02,,https://app.dimensions.ai/details/publication/pub.1027275193,0404 Geophysics; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0404 Geophysics,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,
103,100,pub.1050887708,10.1016/j.rse.2007.01.013,,,Characterization of pasture biophysical properties and the impact of grazing intensity using remotely sensed data,Remote Sensing of Environment,,,2007-08,2007,109,3,314-327,Closed,Article,"Numata, Izaya; Roberts, Dar A.; Chadwick, Oliver A.; Schimel, Josh; Sampaio, Fernando R.; Leonidas, Francisco C.; Soares, João V.","Numata, Izaya","Numata, Izaya (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Schimel, Josh (University of California, Santa Barbara); Sampaio, Fernando R. (); Leonidas, Francisco C. (); Soares, João V. (National Institute for Space Research)",78,17,,12.59,,https://app.dimensions.ai/details/publication/pub.1050887708,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
104,100,pub.1025569279,10.1016/j.epsl.2007.03.047,,,"Chemical weathering, mass loss, and dust inputs across a climate by time matrix in the Hawaiian Islands",Earth and Planetary Science Letters,,,2007-06,2007,258,3-4,414-427,Closed,Article,"Porder, Stephen; Hilley, George E.; Chadwick, Oliver A.","Porder, Stephen","Porder, Stephen (Stanford University); Hilley, George E. (Stanford University); Chadwick, Oliver A. (University of California, Santa Barbara)",91,22,,8.66,,https://app.dimensions.ai/details/publication/pub.1025569279,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
105,100,pub.1029690295,10.1016/j.chemgeo.2006.11.005,,,Rayleigh fractionation of iron isotopes during pedogenesis along a climate sequence of Hawaiian basalt,Chemical Geology,,,2007-03,2007,238,1-2,72-83,Closed,Article,"Thompson, Aaron; Ruiz, Joaquin; Chadwick, Oliver A.; Titus, Monica; Chorover, Jon","Chorover, Jon","Thompson, Aaron (University of Arizona); Ruiz, Joaquin (University of Arizona); Chadwick, Oliver A. (University of California, Santa Barbara); Titus, Monica (University of Arizona); Chorover, Jon (University of Arizona)",53,10,,5.04,,https://app.dimensions.ai/details/publication/pub.1029690295,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
106,100,pub.1016923518,10.1007/s10021-006-9011-x,,,"Uplift, Erosion, and Phosphorus Limitation in Terrestrial Ecosystems",Ecosystems,,,2007-02,2007,10,1,159-171,"All OA; Green, Accepted & Submitted",Article,"Porder, Stephen; Vitousek, Peter M.; Chadwick, Oliver A.; Chamberlain, C. Page; Hilley, George E.","Porder, Stephen","Porder, Stephen (); Vitousek, Peter M. (Stanford University); Chadwick, Oliver A. (University of California, Santa Barbara); Chamberlain, C. Page (); Hilley, George E. ()",122,25,,12.05,http://pangea.stanford.edu/~hilley/REPRINTS/Porderetal_Pmodel_Ecosystems2007.pdf,https://app.dimensions.ai/details/publication/pub.1016923518,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
107,100,pub.1022624560,10.1016/j.agee.2006.05.019,,,"Temporal nutrient variation in soil and vegetation of post-forest pastures as a function of soil order, pasture age, and management, Rondônia, Brazil",Agriculture Ecosystems & Environment,,,2007-01,2007,118,1-4,159-172,Closed,Article,"Numata, Izaya; Chadwick, Oliver A.; Roberts, Dar A.; Schimel, Joshua P.; Sampaio, Fernando F.; Leonidas, Francisco C.; Soares, João V.","Numata, Izaya","Numata, Izaya (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Sampaio, Fernando F. (); Leonidas, Francisco C. (); Soares, João V. (National Institute for Space Research)",16,2,,1.58,,https://app.dimensions.ai/details/publication/pub.1022624560,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
108,400,pub.1055499493,10.1021/es061203b,17007135,,Colloid mobilization during soil iron redox oscillations.,Environmental Science & Technology,,"Colloids; Ferric Compounds; Hydrogen-Ion Concentration; Iron; Microscopy, Electron, Transmission; Oxidation-Reduction; Soil; Solubility",2006-09,2006,40,18,5743-9,Closed,Article,"Thompson, Aaron; Chadwick, Oliver A; Boman, Sarah; Chorover, Jon",,"Thompson, Aaron (University of Arizona); Chadwick, Oliver A (); Boman, Sarah (); Chorover, Jon ()",78,17,0.81,7.25,,https://app.dimensions.ai/details/publication/pub.1055499493,0503 Soil Sciences; 03 Chemical Sciences; 05 Environmental Sciences; 0306 Physical Chemistry (incl. Structural),0503 Soil Sciences,03 Chemical Sciences,05 Environmental Sciences,0306 Physical Chemistry (incl. Structural),
109,100,pub.1033321163,10.1029/2005gb002507,,,Large‐area spatially explicit estimates of tropical soil carbon stocks and response to land‐cover change,Global Biogeochemical Cycles,,,2006-09,2006,20,3,n/a-n/a,All OA; Gold,Article,"Holmes, Karen W.; Chadwick, Oliver A.; Kyriakidis, Phaedon C.; de Filho, Eliomar P. Silva; Soares, João Vianei; Roberts, Dar A.",,"Holmes, Karen W. (University of Western Australia; University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara); de Filho, Eliomar P. Silva (Universidade Federal de Rondônia); Soares, João Vianei (); Roberts, Dar A. (University of California, Santa Barbara)",30,3,,2.82,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GB002507,https://app.dimensions.ai/details/publication/pub.1033321163,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,0402 Geochemistry,
110,100,pub.1012953998,10.1029/2006gb002690,,,Biologic cycling of silica across a grassland bioclimosequence,Global Biogeochemical Cycles,,,2006-09,2006,20,3,n/a-n/a,"All OA; Green, Published",Article,"Blecker, S. W.; McCulley, R. L.; Chadwick, O. A.; Kelly, E. F.",,"Blecker, S. W. (Colorado State University; University of Idaho); McCulley, R. L. (University of Kentucky); Chadwick, O. A. (University of California, Santa Barbara); Kelly, E. F. (Colorado State University)",161,34,,15.13,https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1038&context=pss_facpub,https://app.dimensions.ai/details/publication/pub.1012953998,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,0402 Geochemistry,
111,200,pub.1000837649,10.1016/j.gca.2006.06.043,,,Pedogenic evidence for climate change and aridification on Mars,Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a15,Closed,Article,"Amundson, R.; Ewing, S.; Owen, J.; Dietrich, W.; Nishiizumi, K.; Chadwick, O.; Sutter, B.; McKay, C.",,"Amundson, R. (University of California, Berkeley); Ewing, S. (University of California, Berkeley); Owen, J. (University of California, Berkeley); Dietrich, W. (University of California, Berkeley); Nishiizumi, K. (University of California, Berkeley); Chadwick, O. (University of California, Santa Barbara); Sutter, B. (Ames Research Center); McKay, C. (Ames Research Center)",2,0,,0.25,,https://app.dimensions.ai/details/publication/pub.1000837649,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
112,400,pub.1039485419,10.1073/pnas.0604594103,16832047,PMC1544177,Prehistoric agricultural depletion of soil nutrients in Hawai'i,Proceedings of the National Academy of Sciences,,Agriculture; Elements; Hawaii; Nutritional Physiological Phenomena; Soil; Time Factors,2006-07-18,2006,103,29,11092-11097,All OA; Gold,Article,"Hartshorn, A. S.; Chadwick, O. A.; Vitousek, P. M.; Kirch, P. V.",,"Hartshorn, A. S. (University of California, Santa Barbara); Chadwick, O. A. (University of California, Santa Barbara); Vitousek, P. M. (Stanford University); Kirch, P. V. (University of California, Berkeley)",19,1,0.11,1.66,http://www.pnas.org/content/103/29/11092.full.pdf,https://app.dimensions.ai/details/publication/pub.1039485419,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
113,100,pub.1003046115,10.1016/j.gca.2005.12.005,,,Iron-oxide crystallinity increases during soil redox oscillations,Geochimica et Cosmochimica Acta,,,2006-04,2006,70,7,1710-1727,Closed,Article,"Thompson, Aaron; Chadwick, Oliver A.; Rancourt, Denis G.; Chorover, Jon","Chorover, Jon","Thompson, Aaron (University of Arizona); Chadwick, Oliver A. (University of California, Santa Barbara); Rancourt, Denis G. (University of Ottawa); Chorover, Jon (University of Arizona)",175,36,,21.98,,https://app.dimensions.ai/details/publication/pub.1003046115,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
114,100,pub.1026814231,10.1016/j.epsl.2006.01.051,,,Germanium sequestration by soil: Targeting the roles of secondary clays and Fe-oxyhydroxides,Earth and Planetary Science Letters,,,2006-03,2006,243,3-4,760-770,Closed,Article,"Scribner, Allison M.; Kurtz, Andrew C.; Chadwick, Oliver A.","Kurtz, Andrew C.","Scribner, Allison M. (Boston University); Kurtz, Andrew C. (Boston University); Chadwick, Oliver A. (University of California, Santa Barbara)",36,7,,,,https://app.dimensions.ai/details/publication/pub.1026814231,02 Physical Sciences; 04 Earth Sciences,02 Physical Sciences,04 Earth Sciences,,,
115,100,pub.1032394073,10.1029/2005jg000032,,,Prediction of sediment‐bound nutrient delivery from semi‐arid California watersheds,Journal of Geophysical Research,,,2005-12,2005,110,G2,n/a-n/a,"All OA; Green, Published",Article,"Gabet, Emmanuel J.; Fierer, Noah; Chadwick, Oliver A.",,"Gabet, Emmanuel J. (University of Montana); Fierer, Noah (Duke University); Chadwick, Oliver A. (University of California, Santa Barbara)",9,1,,0.78,https://works.bepress.com/emmanuel_gabet/17/download/,https://app.dimensions.ai/details/publication/pub.1032394073,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
116,100,pub.1044755152,10.1016/j.gca.2005.05.008,,,"Natural variations of δ30Si ratios during progressive basalt weathering, Hawaiian Islands",Geochimica et Cosmochimica Acta,,,2005-10,2005,69,19,4597-4610,Closed,Article,"Ziegler, Karen; Chadwick, Oliver A.; Brzezinski, Mark A.; Kelly, Eugene F.","Ziegler, Karen","Ziegler, Karen (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Kelly, Eugene F. (Colorado State University)",193,27,,18.54,,https://app.dimensions.ai/details/publication/pub.1044755152,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
117,100,pub.1028632350,10.1111/j.0033-0124.2005.00488.x,,,A Comparison of Methods to Predict Soil Surface Texture in an Alluvial Basin,The Professional Geographer,,,2005-08,2005,57,3,423-437,Closed,Article,"Scull, Peter; Okin, Greg; Chadwick, Oliver A.; Franklin, Janet",,"Scull, Peter (Colgate University); Okin, Greg (University of Virginia); Chadwick, Oliver A. (University of California, Santa Barbara); Franklin, Janet (San Diego State University)",18,2,,2.65,,https://app.dimensions.ai/details/publication/pub.1028632350,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
118,100,pub.1014728134,10.1111/j.1461-0248.2005.00779.x,,,"Linking litter calcium, earthworms and soil properties: a common garden test with 14 tree species",Ecology Letters,,,2005-08,2005,8,8,811-818,Closed,Article,"Reich, Peter B.; Oleksyn, Jacek; Modrzynski, Jerzy; Mrozinski, Pawel; Hobbie, Sarah E.; Eissenstat, David M.; Chorover, Jon; Chadwick, Oliver A.; Hale, Cynthia M.; Tjoelker, Mark G.",,"Reich, Peter B. (University of Minnesota); Oleksyn, Jacek (University of Minnesota; Institute of Dendrology); Modrzynski, Jerzy (University of Life Sciences in Poznań); Mrozinski, Pawel (University of Life Sciences in Poznań); Hobbie, Sarah E. (University of Minnesota); Eissenstat, David M. (Pennsylvania State University); Chorover, Jon (University of Arizona); Chadwick, Oliver A. (University of California, Santa Barbara); Hale, Cynthia M. (University of Minnesota); Tjoelker, Mark G. (Texas A&M University)",383,77,,33.7,,https://app.dimensions.ai/details/publication/pub.1014728134,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences
119,100,pub.1028898286,10.1080/00438240500095074,,,"Intensive dryland farming on the leeward slopes of Haleakala, Maui, Hawaiian Islands: archaeological, archaeobotanical, and geochemical perspectives",World Archaeology,,,2005-06,2005,37,2,240-258,Closed,Article,"Kirch, PV; Coil, J; Hartshorn, AS; Jeraj, M; Vitousek, PM; Chadwick, OA",,"Kirch, PV (); Coil, J (); Hartshorn, AS (); Jeraj, M (); Vitousek, PM (); Chadwick, OA ()",22,2,,6.46,,https://app.dimensions.ai/details/publication/pub.1028898286,2101 Archaeology; 21 History and Archaeology,2101 Archaeology,21 History and Archaeology,,,
120,100,pub.1026133751,10.1007/s10533-004-3544-x,,,Multi-scale variability in tropical soil nutrients following land-cover change,Biogeochemistry,,,2005-06,2005,74,2,173-203,Closed,Article,"Holmes, Karen W.; Kyriakidis, Phaedon C.; Chadwick, Oliver A.; Soares, João Vianei; Roberts, Dar A.","Holmes, Karen W.","Holmes, Karen W. (University of Western Australia; University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Soares, João Vianei (National Institute for Space Research); Roberts, Dar A. (University of California, Santa Barbara)",31,3,,2.69,,https://app.dimensions.ai/details/publication/pub.1026133751,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
121,100,pub.1000144807,10.1007/s10021-003-0151-y,,,Production of CO2 in Soil Profiles of a California Annual Grassland,Ecosystems,,,2005-06,2005,8,4,412-429,"All OA; Green, Accepted & Submitted",Article,"Fierer, Noah; Chadwick, Oliver A.; Trumbore, Susan E.","Fierer, Noah","Fierer, Noah (Duke University); Chadwick, Oliver A. (University of California, Santa Barbara); Trumbore, Susan E. (University of California, Irvine)",59,9,,5.12,https://escholarship.org/content/qt5fc5j9wr/qt5fc5j9wr.pdf?t=oemml4,https://app.dimensions.ai/details/publication/pub.1000144807,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
122,400,pub.1029972723,10.1038/nature03299,15716949,,Biological control of terrestrial silica cycling and export fluxes to watersheds,Nature,,Biomass; Fresh Water; Germanium; Hawaii; Plants; Silicon; Silicon Dioxide; Soil; Weather,2005-02,2005,433,7027,728-731,Closed,Article,"Derry, Louis A.; Kurtz, Andrew C.; Ziegler, Karen; Chadwick, Oliver A.","Derry, Louis A.","Derry, Louis A. (Cornell University); Kurtz, Andrew C. (Boston University); Ziegler, Karen (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara)",276,43,1.5,25.06,,https://app.dimensions.ai/details/publication/pub.1029972723,0503 Soil Sciences; 03 Chemical Sciences; 05 Environmental Sciences; 0399 Other Chemical Sciences,0503 Soil Sciences,03 Chemical Sciences,05 Environmental Sciences,0399 Other Chemical Sciences,
123,100,pub.1036530204,10.1016/j.ecolmodel.2004.06.036,,,The application of classification tree analysis to soil type prediction in a desert landscape,Ecological Modelling,,,2005-01,2005,181,1,1-15,Closed,Article,"Scull, P.; Franklin, J.; Chadwick, O.A.","Scull, P.","Scull, P. (Colgate University); Franklin, J. (San Diego State University); Chadwick, O.A. (University of California, Santa Barbara)",101,16,,8.76,,https://app.dimensions.ai/details/publication/pub.1036530204,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
124,100,pub.1038900657,10.1029/2005gl022746,,,Ca cycling and isotopic fluxes in forested ecosystems in Hawaii,Geophysical Research Letters,,,2005,2005,32,11,,All OA; Gold,Article,"Wiegand, B. A.; Chadwick, O. A.; Vitousek, P. M.; Wooden, J. L.",,"Wiegand, B. A. (Stanford University); Chadwick, O. A. (University of California, Santa Barbara); Vitousek, P. M. (Stanford University); Wooden, J. L. (Stanford University)",78,4,,6.58,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GL022746,https://app.dimensions.ai/details/publication/pub.1038900657,0602 Ecology; 0402 Geochemistry; 0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0402 Geochemistry,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences
125,100,pub.1014917400,10.1130/g21707.1,,,"δ30Si systematics in a granitic saprolite, Puerto Rico",Geology,,,2005,2005,33,10,817-820,Closed,Article,"Ziegler, Karen; Chadwick, Oliver A.; White, Art F.; Brzezinski, Mark A.",,"Ziegler, Karen (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); White, Art F. (United States Geological Survey); Brzezinski, Mark A. (University of California, Santa Barbara)",87,10,,,,https://app.dimensions.ai/details/publication/pub.1014917400,04 Earth Sciences,04 Earth Sciences,,,,
126,100,pub.1020153137,10.1029/2004gb002219,,,Weathering controls on mechanisms of carbon storage in grassland soils,Global Biogeochemical Cycles,,,2004-12,2004,18,4,n/a-n/a,"All OA; Green, Accepted & Submitted",Article,"Masiello, C. A.; Chadwick, O. A.; Southon, J.; Torn, M. S.; Harden, J. W.",,"Masiello, C. A. (Lawrence Livermore National Laboratory; Rice University); Chadwick, O. A. (University of California, Santa Barbara); Southon, J. (Lawrence Livermore National Laboratory; University of California, Irvine); Torn, M. S. (Lawrence Berkeley National Laboratory); Harden, J. W. (United States Geological Survey)",114,23,,9.1,https://digital.library.unt.edu/ark:/67531/metadc780503/m2/1/high_res_d/842786.pdf,https://app.dimensions.ai/details/publication/pub.1020153137,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,0402 Geochemistry,
127,100,pub.1009954442,10.1016/j.gca.2004.06.005,,,Surface charge evolution of mineral-organic complexes during pedogenesis in Hawaiian basalt,Geochimica et Cosmochimica Acta,,,2004-12,2004,68,23,4859-4876,Closed,Article,"Chorover, Jon; Amistadi, Mary Kay; Chadwick, Oliver A.","Chorover, Jon","Chorover, Jon (University of Arizona); Amistadi, Mary Kay (University of Arizona); Chadwick, Oliver A. (University of California, Santa Barbara)",115,20,,10.32,,https://app.dimensions.ai/details/publication/pub.1009954442,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
