,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Carla M D'Antonio. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
78,100,pub.1011826578,10.1007/s11104-005-4826-3,,,Arbuscular Mycorrhizal Assemblages in Native Plant Roots Change in the Presence of Invasive Exotic Grasses,Plant and Soil,,,2006-03,2006,281,1-2,369-380,Closed,Article,"Hawkes, Christine V.; Belnap, Jayne; D’Antonio, Carla; Firestone, Mary K.","Hawkes, Christine V.","Hawkes, Christine V. (The University of Texas at Austin); Belnap, Jayne (United States Geological Survey); D’Antonio, Carla (University of California, Santa Barbara); Firestone, Mary K. (University of California, Berkeley)",146,25,,14.19,,https://app.dimensions.ai/details/publication/pub.1011826578,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
79,400,pub.1052686493,10.1111/j.1461-0248.2005.00857.x,16958881,,"Ecological resistance, seed density and their interactions determine patterns of invasion in a California coastal grassland",Ecology Letters,,California; Ecosystem; Holcus; Seasons; Seeds; Time Factors; Water,2006-02,2006,9,2,160-170,Closed,Article,"Thomsen, Meredith A.; D'Antonio, Carla M.; Suttle, Kenwyn B.; Sousa, Wayne P.",,"Thomsen, Meredith A. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Santa Barbara); Suttle, Kenwyn B. (University of California, Berkeley); Sousa, Wayne P. (University of California, Berkeley)",82,10,0.81,7.91,,https://app.dimensions.ai/details/publication/pub.1052686493,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
80,200,pub.1070760156,10.2458/azu_jrm_v55i6_bauer,,,The relationship between climate and Rothrock sagebrush colonization patterns.,Journal of Range Management,,,2006,2006,55,6,,All OA; Gold,Article,"Bauer, K.M.; Berlow, E.L.; D'Antonio, C.M.",,"Bauer, K.M. (); Berlow, E.L. (); D'Antonio, C.M. ()",3,0,,,https://journals.uair.arizona.edu/index.php/jrm/article/download/9764/9376,https://app.dimensions.ai/details/publication/pub.1070760156,,,,,,
81,200,pub.1027388193,10.1016/j.biocontrol.2005.10.001,,,Science and decision making in biological control of weeds: Benefits and risks of biological control,Biological Control,,,2005-12,2005,35,3,181-182,Closed,Article,"Carruthers, Raymond I.; D’Antonio, Carla M.",,"Carruthers, Raymond I. (Agricultural Research Service); D’Antonio, Carla M. (University of California, Santa Barbara)",12,0,,1.7,,https://app.dimensions.ai/details/publication/pub.1027388193,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
82,100,pub.1009883161,10.1016/j.biocontrol.2005.02.008,,,After biocontrol: Assessing indirect effects of insect releases,Biological Control,,,2005-12,2005,35,3,307-318,Closed,Article,"Denslow, Julie S.; D’Antonio, Carla M.","Denslow, Julie S.","Denslow, Julie S. (); D’Antonio, Carla M. (Agricultural Research Service)",64,5,,4.69,,https://app.dimensions.ai/details/publication/pub.1009883161,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
83,400,pub.1004914057,10.1007/s00442-005-0152-y,16001220,,"Summer water use by California coastal prairie grasses: fog, drought, and community composition",Oecologia,,California; Deuterium; Disasters; Oxygen Isotopes; Plant Roots; Poaceae; Seasons; Soil; Water; Weather,2005-10,2005,145,4,511-521,Closed,Article,"Corbin, Jeffrey D.; Thomsen, Meredith A.; Dawson, Todd E.; D’Antonio, Carla M.","Corbin, Jeffrey D.","Corbin, Jeffrey D. (University of California, Berkeley); Thomsen, Meredith A. (University of California, Berkeley); Dawson, Todd E. (University of California, Berkeley); D’Antonio, Carla M. (University of California, Berkeley; University of California, Santa Barbara)",89,15,0.59,8.27,,https://app.dimensions.ai/details/publication/pub.1004914057,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
84,200,pub.1068124402,10.1614/0890-037x(2004)018[1572:eritap]2.0.co;2,,,"Ecological Resistance in Theory and Practice
                    1",Weed Technology,,,2004-12,2004,18,sp1,1572-1577,Closed,Article,"D'ANTONIO, CARLA M.; THOMSEN, MEREDITH",,"D'ANTONIO, CARLA M. (); THOMSEN, MEREDITH ()",30,8,,4.22,,https://app.dimensions.ai/details/publication/pub.1068124402,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
85,200,pub.1068124383,10.1614/0890-037x(2004)018[1475:eonsiw]2.0.co;2,,,Effects of Nitrogen-Fixing Shrubs in Washington and Coastal California 1,Weed Technology,,,2004-12,2004,18,sp1,1475-1479,Closed,Article,"HAUBENSAK, KAREN A.; D'ANTONIO, CARLA M.; ALEXANDER, JANICE",,"HAUBENSAK, KAREN A. (); D'ANTONIO, CARLA M. (); ALEXANDER, JANICE ()",21,2,,2.95,,https://app.dimensions.ai/details/publication/pub.1068124383,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
86,200,pub.1068124380,10.1614/0890-037x(2004)018[1464:eoesos]2.0.co;2,,,Effects of Exotic Species on Soil Nitrogen Cycling: Implications for Restoration 1,Weed Technology,,,2004-12,2004,18,sp1,1464-1467,Closed,Article,"CORBIN, JEFFREY D.; D'ANTONIO, CARLA M.",,"CORBIN, JEFFREY D. (); D'ANTONIO, CARLA M. ()",61,6,,8.58,,https://app.dimensions.ai/details/publication/pub.1068124380,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
87,200,pub.1068124321,10.1614/0890-037x(2004)018[1180:ipinam]2.0.co;2,,,Invasive Plants in Natural and Managed Systems—Linking Science and Management,Weed Technology,,,2004-12,2004,18,sp1,1180-1181,Closed,Article,"D'Antonio, Carla; Jackson, Nelroy E.",,"D'Antonio, Carla (); Jackson, Nelroy E. ()",1,1,,0.14,,https://app.dimensions.ai/details/publication/pub.1068124321,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
88,100,pub.1117786641,10.1614/0890-037x%282004%29018%5b1464%3aeoesos%5d2.0.co%3b2,,,Effects of Exotic Species on Soil Nitrogen Cycling: Implications for Restoration1,Weed Technology,,,2004-12,2004,18,sp1,1464-1467,Closed,Article,"CORBIN, JEFFREY D.; D'ANTONIO, CARLA M.",,"CORBIN, JEFFREY D. (); D'ANTONIO, CARLA M. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1117786641,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
89,100,pub.1117786555,10.1614/0890-037x%282004%29018%5b1572%3aeritap%5d2.0.co%3b2,,,Ecological Resistance in Theory and Practice1,Weed Technology,,,2004-12,2004,18,sp1,1572-1577,Closed,Article,"D'ANTONIO, CARLA M.; THOMSEN, MEREDITH",,"D'ANTONIO, CARLA M. (); THOMSEN, MEREDITH ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1117786555,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
90,100,pub.1117786412,10.1614/0890-037x%282004%29018%5b1180%3aipinam%5d2.0.co%3b2,,,Invasive Plants in Natural and Managed SystemsLinking Science and Management,Weed Technology,,,2004-12,2004,18,sp1,1180-1181,Closed,Article,"D'Antonio, Carla; Jackson, Nelroy E.",,"D'Antonio, Carla (); Jackson, Nelroy E. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1117786412,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
91,100,pub.1117785942,10.1614/0890-037x%282004%29018%5b1475%3aeonsiw%5d2.0.co%3b2,,,Effects of Nitrogen-Fixing Shrubs in Washington and Coastal California1,Weed Technology,,,2004-12,2004,18,sp1,1475-1479,Closed,Article,"HAUBENSAK, KAREN A.; D'ANTONIO, CARLA M.; ALEXANDER, JANICE",,"HAUBENSAK, KAREN A. (); D'ANTONIO, CARLA M. (); ALEXANDER, JANICE ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1117785942,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
92,100,pub.1032677436,10.1614/0890-037x(2004)018[1180:ipinam]2.0.co;2,,,Invasive Plants in Natural and Managed Systems—Linking Science and Management,Weed Technology,,,2004-12,2004,28,2,,Closed,Article,"D'Antonio, Carla; Jackson, Nelroy E.",,"D'Antonio, Carla (); Jackson, Nelroy E. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1032677436,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
93,100,pub.1014159132,10.1614/0890-037x(2004)018[1475:eonsiw]2.0.co;2,,,Effects of Nitrogen-Fixing Shrubs in Washington and Coastal California1,Weed Technology,,,2004-12,2004,28,2,,Closed,Article,"HAUBENSAK, KAREN A.; D'ANTONIO, CARLA M.; ALEXANDER, JANICE",,"HAUBENSAK, KAREN A. (); D'ANTONIO, CARLA M. (); ALEXANDER, JANICE ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1014159132,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
94,100,pub.1006139202,10.1614/0890-037x(2004)018[1464:eoesos]2.0.co;2,,,Effects of Exotic Species on Soil Nitrogen Cycling: Implications for Restoration1,Weed Technology,,,2004-12,2004,28,2,,Closed,Article,"CORBIN, JEFFREY D.; D'ANTONIO, CARLA M.",,"CORBIN, JEFFREY D. (); D'ANTONIO, CARLA M. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1006139202,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
95,100,pub.1005303466,10.1890/1540-9295(2004)002[0513:ipiwem]2.0.co;2,,,Invasive plants in wildland ecosystems: merging the study of invasion processes with management needs,Frontiers in Ecology and the Environment,,,2004-12,2004,2,10,513-521,Closed,Article,"D'Antonio, Carla M.; Jackson, Nelroy E.; Horvitz, Carol C.; Hedberg, Rob",,"D'Antonio, Carla M. (); Jackson, Nelroy E. (); Horvitz, Carol C. (University of Miami); Hedberg, Rob (Office of Nuclear Energy)",60,7,,5.18,,https://app.dimensions.ai/details/publication/pub.1005303466,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
96,100,pub.1004410468,10.1614/0890-037x(2004)018[1572:eritap]2.0.co;2,,,Ecological Resistance in Theory and Practice1,Weed Technology,,,2004-12,2004,28,2,,Closed,Article,"D'ANTONIO, CARLA M.; THOEN, MEREDITH",,"D'ANTONIO, CARLA M. (); THOEN, MEREDITH ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1004410468,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
97,100,pub.1013806208,10.1890/02-0744,,,COMPETITION BETWEEN NATIVE PERENNIAL AND EXOTIC ANNUAL GRASSES: IMPLICATIONS FOR AN HISTORICAL INVASION,Ecology,,,2004-05,2004,85,5,1273-1283,Closed,Article,"Corbin, Jeffrey D.; D'Antonio, Carla M.",,"Corbin, Jeffrey D. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley)",242,30,,25.3,,https://app.dimensions.ai/details/publication/pub.1013806208,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
98,100,pub.1027401456,10.1111/j.1061-2971.2004.00299.x,,,Can Carbon Addition Increase Competitiveness of Native Grasses? A Case Study from California,Restoration Ecology,,,2004-03,2004,12,1,36-43,Closed,Article,"Corbin, Jeffrey D.; D'Antonio, Carla M.",,"Corbin, Jeffrey D. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley)",98,10,,11.43,,https://app.dimensions.ai/details/publication/pub.1027401456,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
99,100,pub.1021063375,10.1641/0006-3568(2004)054[0677:eoiapo]2.0.co;2,,,Effects of Invasive Alien Plants on Fire Regimes,BioScience,,,2004,2004,54,7,677-688,All OA; Gold,Article,"BROOKS, MATTHEW L.; D'ANTONIO, CARLA M.; RICHARDSON, DAVID M.; GRACE, JAMES B.; KEELEY, JON E.; DiTOMASO, JOSEPH M.; HOBBS, RICHARD J.; PELLANT, MIKE; PYKE, DAVID",,"BROOKS, MATTHEW L. (); D'ANTONIO, CARLA M. (); RICHARDSON, DAVID M. (); GRACE, JAMES B. (); KEELEY, JON E. (); DiTOMASO, JOSEPH M. (); HOBBS, RICHARD J. (); PELLANT, MIKE (); PYKE, DAVID ()",774,142,,74.85,https://academic.oup.com/bioscience/article-pdf/54/7/677/19411885/54-7-677.pdf,https://app.dimensions.ai/details/publication/pub.1021063375,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
100,100,pub.1034985399,10.1007/s10021-003-0119-y,,,The Effects of Exotic Grasses on Litter Decomposition in a Hawaiian Woodland: The Importance of Indirect Effects,Ecosystems,,,2003-12,2003,6,8,723-738,Closed,Article,"Mack, Michelle C.; D’Antonio, Carla M.","Mack, Michelle C.","Mack, Michelle C. (University of California, Berkeley); D’Antonio, Carla M. (University of California, Berkeley)",41,2,,3.98,,https://app.dimensions.ai/details/publication/pub.1034985399,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
101,100,pub.1037261950,10.1890/02-5099,,,RESPONSE OF HERBS TO SHRUB REMOVAL ACROSS NATURAL AND EXPERIMENTAL VARIATION IN SOIL MOISTURE,Ecological Applications,,,2003-10,2003,13,5,1375-1387,Closed,Article,"Berlow, Eric L.; D'Antonio, Carla M.; Swartz, Heather",,"Berlow, Eric L. (University of California, San Diego; University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley); Swartz, Heather (University of California, Berkeley)",25,1,,2.43,,https://app.dimensions.ai/details/publication/pub.1037261950,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
102,100,pub.1017239994,10.1023/a:1023903901286,,,"Constraints to colonization and growth of the African grass, Melinis minutiflora, in a Venezuelan savanna",Plant Ecology,,,2003-07,2003,167,1,31-43,Closed,Article,"Barger, Nichole N.; D'Antonio, Carla M.; Ghneim, Thaura; Cuevas, Elvira","Barger, Nichole N.","Barger, Nichole N. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley); Ghneim, Thaura (University of Exeter); Cuevas, Elvira (Instituto Venezolano de Investigaciones Científicas)",30,3,,3.47,,https://app.dimensions.ai/details/publication/pub.1017239994,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
103,100,pub.1012427012,10.1046/j.1526-100x.2003.00169.x,,,Seed Bank Dynamics of French Broom in Coastal California Grasslands: Effects of Stand Age and Prescribed Burning on Control and Restoration,Restoration Ecology,,,2003-06,2003,11,2,185-197,Closed,Article,"Alexander, Janice M.; D'Antonio, Carla M.",,"Alexander, Janice M. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley)",29,2,,2.13,,https://app.dimensions.ai/details/publication/pub.1012427012,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
104,100,pub.1041225708,10.1046/j.1523-1739.2003.02038.x,,,Forecasting Biological Invasions with Increasing International Trade,Conservation Biology,,,2003-02,2003,17,1,322-326,Closed,Article,"Levine, Jonathan M.; D'Antonio, Carla M.",,"Levine, Jonathan M. (); D'Antonio, Carla M. (University of California, Berkeley)",405,63,,52.43,,https://app.dimensions.ai/details/publication/pub.1041225708,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
105,100,pub.1006680824,10.1890/1051-0761(2003)013[0154:egacos]2.0.co;2,,,EXOTIC GRASSES ALTER CONTROLS OVER SOIL NITROGEN DYNAMICS IN A HAWAIIAN WOODLAND,Ecological Applications,,,2003-02,2003,13,1,154-166,Closed,Article,"Mack, Michelle C.; D'Antonio, Carla M.",,"Mack, Michelle C. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley)",102,6,,11.25,,https://app.dimensions.ai/details/publication/pub.1006680824,0602 Ecology; 0607 Plant Biology; 0501 Ecological Applications; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0607 Plant Biology,0501 Ecological Applications,06 Biological Sciences,05 Environmental Sciences
106,100,pub.1046684578,10.1046/j.1526-100x.2002.01051.x,,,Exotic Plant Species as Problems and Solutions in Ecological Restoration: A Synthesis,Restoration Ecology,,,2002-12,2002,10,4,703-713,All OA; Gold,Article,"D'Antonio, Carla; Meyerson, Laura A.",,"D'Antonio, Carla (University of California, Berkeley); Meyerson, Laura A. (Brown University; Environmental Protection Agency)",432,66,,38.41,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1526-100X.2002.01051.x,https://app.dimensions.ai/details/publication/pub.1046684578,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
107,100,pub.1007621182,10.1111/j.1744-7429.2002.tb00569.x,,,Nutrient Limitation to Primary Productivity in a Secondary Savanna in Venezuela1,Biotropica,,,2002-12,2002,34,4,493-501,Closed,Article,"Barger, Nichole N.; D'Antonio, Carla M.; Ghneim, Thaura; Brink, Keary; Cuevas, Elvira",,"Barger, Nichole N. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley); Ghneim, Thaura (); Brink, Keary (University of California, Berkeley); Cuevas, Elvira ()",23,2,,2.74,,https://app.dimensions.ai/details/publication/pub.1007621182,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
108,200,pub.1102537552,10.2307/4004006,,,The Relationship between Climate and Rothrock Sagebrush Colonization Patterns,Journal of Range Management,,,2002-11,2002,55,6,620,Closed,Article,"Bauer, Kenneth M.; Berlow, Eric L.; D'Antonio, Carla M.",,"Bauer, Kenneth M. (); Berlow, Eric L. (); D'Antonio, Carla M. ()",10,2,,,,https://app.dimensions.ai/details/publication/pub.1102537552,,,,,,
109,100,pub.1024792344,10.1890/1051-0761(2002)012[1103:seimmt]2.0.co;2,,,SHRUB EXPANSION IN MONTANE MEADOWS: THE INTERACTION OF LOCAL‐SCALE DISTURBANCE AND SITE ARIDITY,Ecological Applications,,,2002-08,2002,12,4,1103-1118,Closed,Article,"Berlow, Eric L.; D'Antonio, Carla M.; Reynolds, Sally A.",,"Berlow, Eric L. (University of California, San Diego; University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley); Reynolds, Sally A. (University of California, Berkeley)",37,1,,2.7,,https://app.dimensions.ai/details/publication/pub.1024792344,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
110,200,pub.1006164874,10.1016/s0169-5347(02)02454-0,,,Impacts and extent of biotic invasions in terrestrial ecosystems,Trends in Ecology & Evolution,,,2002-05-01,2002,17,5,202-204,Closed,Article,"D'Antonio, Carla M; Kark, Salit","D'Antonio, Carla M","D'Antonio, Carla M (University of California, Berkeley); Kark, Salit (Stanford University)",77,9,,,,https://app.dimensions.ai/details/publication/pub.1006164874,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
111,200,pub.1070191829,10.2307/3060923,,,Alteration of Ecosystem Nitrogen Dynamics by Exotic Plants: A Case Study of C 4 Grasses in Hawaii,Ecological Applications,,,2001-10,2001,11,5,1323,Closed,Article,"Mack, Michelle C.; D'Antonio, Carla M.; Ley, Ruth E.",,"Mack, Michelle C. (); D'Antonio, Carla M. (); Ley, Ruth E. ()",5,1,,,,https://app.dimensions.ai/details/publication/pub.1070191829,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
112,100,pub.1002361417,10.1890/1051-0761(2001)011[1323:aoendb]2.0.co;2,,,ALTERATION OF ECOSYSTEM NITROGEN DYNAMICS BY EXOTIC PLANTS: A CASE STUDY OF C4 GRASSES IN HAWAII,Ecological Applications,,,2001-10,2001,11,5,1323-1335,Closed,Article,"Mack, Michelle C.; D'Antonio, Carla M.; Ley, Ruth E.",,"Mack, Michelle C. (University of California, Berkeley); D'Antonio, Carla M. (University of California, Berkeley); Ley, Ruth E. (University of Colorado Boulder)",116,4,,13.03,,https://app.dimensions.ai/details/publication/pub.1002361417,0602 Ecology; 0607 Plant Biology; 0501 Ecological Applications; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0607 Plant Biology,0501 Ecological Applications,06 Biological Sciences,05 Environmental Sciences
113,400,pub.1049550522,10.1126/science.1057544,11303102,,Forecasting Agriculturally Driven Global Environmental Change,Science,,Agriculture; Ecosystem; Environment; Eutrophication; Fertilizers; Forecasting; Fresh Water; Nitrogen; Pesticides; Phosphorus; Regression Analysis,2001-04-13,2001,292,5515,281-284,Closed,Article,"Tilman, David; Fargione, Joseph; Wolff, Brian; D'Antonio, Carla; Dobson, Andrew; Howarth, Robert; Schindler, David; Schlesinger, William H.; Simberloff, Daniel; Swackhamer, Deborah",,"Tilman, David (University of Minnesota); Fargione, Joseph (University of Minnesota); Wolff, Brian (University of Minnesota); D'Antonio, Carla (University of California, Berkeley); Dobson, Andrew (Princeton University); Howarth, Robert (Marine Biological Laboratory); Schindler, David (University of Alberta); Schlesinger, William H. (Duke University); Simberloff, Daniel (University of Tennessee at Knoxville); Swackhamer, Deborah (University of Minnesota)",1949,348,12.75,214.27,,https://app.dimensions.ai/details/publication/pub.1049550522,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
114,100,pub.1020010187,10.1023/a:1011470702428,,,Exotic Grasses Potentially Slow Invasion of an N-fixing Tree into a Hawaiian Woodland,Biological Invasions,,,2001-03,2001,3,1,69-73,Closed,Article,"D'Antonio, Carla M.; Mack, Michelle","D'Antonio, Carla M.","D'Antonio, Carla M. (University of California, Berkeley); Mack, Michelle (University of Alaska System)",15,0,,1.98,,https://app.dimensions.ai/details/publication/pub.1020010187,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
115,200,pub.1070055853,10.2307/2680088,,,Factors Influencing Dynamics of Two Invasive C 4 Grasses in Seasonally Dry Hawaiian Woodlands,Ecology,,,2001-01,2001,82,1,89,Closed,Article,"D'Antonio, Carla M.; Hughes, R. Flint; Vitousek, Peter M.",,"D'Antonio, Carla M. (); Hughes, R. Flint (); Vitousek, Peter M. ()",4,2,,0.46,,https://app.dimensions.ai/details/publication/pub.1070055853,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
116,100,pub.1004561866,10.1890/0012-9658(2001)082[0089:fidoti]2.0.co;2,,,FACTORS INFLUENCING DYNAMICS OF TWO INVASIVE C4 GRASSES IN SEASONALLY DRY HAWAIIAN WOODLANDS,Ecology,,,2001-01,2001,82,1,89-104,Closed,Article,"D'Antonio, Carla M.; Hughes, R. Flint; Vitousek, Peter M.",,"D'Antonio, Carla M. (University of California, Berkeley); Hughes, R. Flint (University of Colorado Boulder); Vitousek, Peter M. (Stanford University)",87,9,,8.53,,https://app.dimensions.ai/details/publication/pub.1004561866,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
117,100,pub.1014825092,10.1046/j.1442-9993.2000.01079.x,,,Variation in the impact of exotic grasses on native plant composition in relation to fire across an elevation gradient in Hawaii,Austral Ecology,,,2000-10,2000,25,5,507-522,Closed,Article,"D’Antonio, Carla M.; Tunison, J. Timothy; Loh, Rhonda K.",,"D’Antonio, Carla M. (University of California, Berkeley); Tunison, J. Timothy (University of California, Berkeley); Loh, Rhonda K. (University of California, Berkeley)",72,4,,6.7,,https://app.dimensions.ai/details/publication/pub.1014825092,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
118,400,pub.1008023112,10.1111/j.1469-185x.1999.tb00041.x,10740893,,Plant invasions — the role of mutualisms,Biological Reviews,,Animals; Fungi; Insecta; Nitrogen Fixation; Plant Diseases; Plants; Seeds; Symbiosis,2000-02,2000,75,1,65-93,Closed,Article,"RICHARDSON, DAVID M.; ALLSOPP, NICKY; D'ANTONIO, CARLA M.; MILTON, SUZANNE J.; REJMÁNEK, MARCEL",,"RICHARDSON, DAVID M. (University of Cape Town); ALLSOPP, NICKY (University of the Western Cape); D'ANTONIO, CARLA M. (University of California, Berkeley); MILTON, SUZANNE J. (University of Cape Town); REJMÁNEK, MARCEL (University of California, Davis)",415,46,4.61,32.27,,https://app.dimensions.ai/details/publication/pub.1008023112,0607 Plant Biology; 0604 Genetics; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0604 Genetics,0602 Ecology,06 Biological Sciences,
119,200,pub.1054775741,10.1017/s0006323199005435,,,Plant invasions – the role of mutualisms,Biological Reviews,,,2000-02,2000,75,1,65-93,"All OA; Green, Accepted & Submitted",Article,"RICHARDSON, DAVID M.; ALLSOPP, NICKY; D'ANTONIO, CARLA M.; MILTON, SUZANNE J.; REJMÁNEK, MARCEL",,"RICHARDSON, DAVID M. (); ALLSOPP, NICKY (); D'ANTONIO, CARLA M. (); MILTON, SUZANNE J. (); REJMÁNEK, MARCEL ()",776,68,,,http://planet.botany.uwc.ac.za/nisl/invasives/assignment1/richardson.pdf,https://app.dimensions.ai/details/publication/pub.1054775741,06 Biological Sciences,06 Biological Sciences,,,,
