,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Roger M Nisbet. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
92,400,pub.1071741413,10.3934/mbe.2007.4.1,17658912,,Response of equilibrium states to spatial environmental heterogeneity in advective systems.,Mathematical Biosciences and Engineering,,"Algorithms; Animals; Ecology; Ecosystem; Environment; Models, Statistical; Models, Theoretical; Population Density; Population Dynamics; Predatory Behavior; Sensitivity and Specificity; Systems Theory; Time Factors",2006-11,2006,4,1,1-13,All OA; Gold,Article,"Nisbet, Roger M; Anderson, Kurt E; McCauley, Edward; Lewis, Mark A",,"Nisbet, Roger M (University of California, Santa Barbara); Anderson, Kurt E (); McCauley, Edward (); Lewis, Mark A ()",10,0,0.13,2.06,https://doi.org/10.3934/mbe.2007.4.1,https://app.dimensions.ai/details/publication/pub.1071741413,09 Engineering; 0102 Applied Mathematics; 0903 Biomedical Engineering; 01 Mathematical Sciences; 0904 Chemical Engineering,09 Engineering,0102 Applied Mathematics,0903 Biomedical Engineering,01 Mathematical Sciences,0904 Chemical Engineering
93,400,pub.1034565193,10.1111/j.1365-2656.2006.01145.x,17032356,,Dynamics of mutualist populations that are demographically open,Journal of Animal Ecology,,"Animal Migration; Animals; Decapoda (Crustacea); Ecosystem; Fishes; Models, Biological; Population Dynamics; Reproduction; Symbiosis",2006-11,2006,75,6,1239-1251,All OA; Gold,Article,"THOMPSON, ANDREW R.; NISBET, ROGER M.; SCHMITT, RUSSELL J.",,"THOMPSON, ANDREW R. (University of California, Santa Barbara); NISBET, ROGER M. (University of California, Santa Barbara); SCHMITT, RUSSELL J. (University of California, Santa Barbara)",30,8,0.27,2.89,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2006.01145.x,https://app.dimensions.ai/details/publication/pub.1034565193,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
94,400,pub.1058785587,10.1086/506916,16947111,,Spatial scaling of consumer-resource interactions in advection-dominated systems.,The American Naturalist,,"Ecosystem; Models, Biological; Population Dynamics",2006-09,2006,168,3,358-72,Closed,Article,"Anderson, Kurt E; Nisbet, Roger M; Diehl, Sebastian",,"Anderson, Kurt E (University of California, Santa Barbara); Nisbet, Roger M (); Diehl, Sebastian ()",7,0,0.23,0.56,,https://app.dimensions.ai/details/publication/pub.1058785587,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
95,100,pub.1013203077,10.1890/1540-9295(2006)4[309:ifnisa]2.0.co;2,,,Instream flow needs in streams and rivers: the importance of understanding ecological dynamics,Frontiers in Ecology and the Environment,,,2006-08,2006,4,6,309-318,Closed,Article,"Anderson, Kurt E.; Paul, Andrew J.; McCauley, Edward; Jackson, Leland J.; Post, John R.; Nisbet, Roger M.",,"Anderson, Kurt E. (University of Calgary; University of California, Santa Barbara; Florida State University); Paul, Andrew J. (University of Calgary); McCauley, Edward (University of Calgary); Jackson, Leland J. (University of Calgary); Post, John R. (University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara)",110,19,,10.61,,https://app.dimensions.ai/details/publication/pub.1013203077,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
96,100,pub.1033557844,10.1016/j.ecolmodel.2006.02.023,,,Integrating dynamic energy budgets into matrix population models,Ecological Modelling,,,2006-07,2006,196,3-4,407-420,Closed,Article,"Klanjscek, Tin; Caswell, Hal; Neubert, Michael G.; Nisbet, Roger M.","Klanjscek, Tin","Klanjscek, Tin (); Caswell, Hal (); Neubert, Michael G. (); Nisbet, Roger M. (University of California, Santa Barbara)",28,5,,2.24,,https://app.dimensions.ai/details/publication/pub.1033557844,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
97,400,pub.1012983857,10.1016/j.marenvres.2006.04.011,16764921,,Integrating contaminant responses in indicator saltmarsh species,Marine Environmental Research,,"Animals; Apoptosis; Biomarkers; Body Size; Brachyura; Cytochrome P-450 Enzyme System; Environmental Monitoring; Female; In Situ Nick-End Labeling; Liver; Male; Perciformes; Principal Component Analysis; Reproduction; Water Pollutants, Chemical",2006-01,2006,62,,s317-s321,"All OA; Green, Published",Article,"Anderson, Susan L.; Cherr, Gary N.; Morgan, Steven G.; Vines, Carol A.; Higashi, Richard M.; Bennett, William A.; Rose, Wendy L.; Brooks, Andrew J.; Nisbet, Roger M.","Anderson, Susan L.","Anderson, Susan L. (University of California, Davis); Cherr, Gary N. (University of California, Davis); Morgan, Steven G. (University of California, Davis); Vines, Carol A. (University of California, Davis); Higashi, Richard M. (University of California, Davis); Bennett, William A. (University of California, Davis); Rose, Wendy L. (University of California, Davis); Brooks, Andrew J. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",13,1,0.23,1.25,https://escholarship.org/content/qt0304c587/qt0304c587.pdf?t=oytyrj,https://app.dimensions.ai/details/publication/pub.1012983857,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
98,100,pub.1035706024,10.1111/j.1461-0248.2005.00797.x,,,Scaling population responses to spatial environmental variability in advection‐dominated systems,Ecology Letters,,,2005-09,2005,8,9,933-943,Closed,Article,"Anderson, Kurt E.; Nisbet, Roger M.; Diehl, Sebastian; Cooper, Scott D.",,"Anderson, Kurt E. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Diehl, Sebastian (Ludwig Maximilian University of Munich); Cooper, Scott D. (University of California, Santa Barbara)",28,5,,2.05,,https://app.dimensions.ai/details/publication/pub.1035706024,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
99,100,pub.1008463909,10.1890/04-1351,,,ANALYSIS OF SIZE TRAJECTORY DATA USING AN ENERGETIC‐BASED GROWTH MODEL,Ecology,,,2005-06,2005,86,6,1441-1451,"All OA; Green, Accepted & Submitted",Article,"Fujiwara, Masami; Kendall, Bruce E.; Nisbet, Roger M.; Bennett, William A.",,"Fujiwara, Masami (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Bennett, William A. (University of California, Davis)",17,2,,1.72,https://escholarship.org/content/qt10q216sk/qt10q216sk.pdf?t=lnq0sv,https://app.dimensions.ai/details/publication/pub.1008463909,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
100,400,pub.1021427799,10.1016/j.tpb.2004.09.001,15649524,,"Persistence, spread and the drift paradox",Theoretical Population Biology,,"Models, Theoretical; Population Dynamics",2005-02,2005,67,1,61-73,"All OA; Green, Published",Article,"Pachepsky, E.; Lutscher, F.; Nisbet, R.M.; Lewis, M.A.","Pachepsky, E.","Pachepsky, E. (University of California, Santa Barbara); Lutscher, F. (University of Alberta); Nisbet, R.M. (University of California, Santa Barbara); Lewis, M.A. (University of Alberta)",101,13,1.81,7.4,https://escholarship.org/content/qt53t692mh/qt53t692mh.pdf?t=lnppkf,https://app.dimensions.ai/details/publication/pub.1021427799,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
101,400,pub.1020337014,10.1897/04-516r.1,16268164,,Validation of otolith growth rate analysis using cadmium‐exposed larval topsmelt (Atherinops affinis),Environmental Toxicology and Chemistry,,Animals; Body Weight; Cadmium; Larva; Reference Values; Smegmamorpha; Toxicity Tests,2005,2005,24,10,2612-2620,Closed,Article,"Rose, Wendy L.; Hobbs, James A.; Nisbet, Roger M.; Green, Peter G.; Cherr, Gary N.; Anderson, Susan L.",,"Rose, Wendy L. (University of California, Davis); Hobbs, James A. (University of California, Davis); Nisbet, Roger M. (University of California, Santa Barbara); Green, Peter G. (University of California, Davis); Cherr, Gary N. (University of California, Davis); Anderson, Susan L. (University of California, Davis)",5,0,0.16,,,https://app.dimensions.ai/details/publication/pub.1020337014,03 Chemical Sciences; 05 Environmental Sciences; 06 Biological Sciences,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences,,
102,400,pub.1020312161,10.1016/j.bulm.2004.03.008,15522353,,"Resource allocation, hyperphagia and compensatory growth",Bulletin of Mathematical Biology,,"Animals; Feeding Behavior; Growth; Humans; Hyperphagia; Mammals; Mathematical Computing; Models, Biological; Resource Allocation; Salmonidae",2004-11,2004,66,6,1731-1753,Closed,Article,"Gurney, William S. C.; Nisbet, Roger M.","Gurney, William S. C.","Gurney, William S. C. (University of Strathclyde; Fisheries Research Services); Nisbet, Roger M. (University of California, Santa Barbara)",17,2,0.37,,,https://app.dimensions.ai/details/publication/pub.1020312161,01 Mathematical Sciences; 06 Biological Sciences,01 Mathematical Sciences,06 Biological Sciences,,,
103,100,pub.1042172938,10.1890/03-0429,,,FORMULATING AND TESTING A PARTIALLY SPECIFIED DYNAMIC ENERGY BUDGET MODEL,Ecology,,,2004-11,2004,85,11,3132-3139,Closed,Article,"Nisbet, Roger M.; McCauley, Edward; Gurney, William S. C.; Murdoch, William W.; Wood, Simon N.",,"Nisbet, Roger M. (University of California, Santa Barbara); McCauley, Edward (University of Calgary); Gurney, William S. C. (University of Strathclyde); Murdoch, William W. (University of California, Santa Barbara); Wood, Simon N. (University of Glasgow)",40,5,,2.86,,https://app.dimensions.ai/details/publication/pub.1042172938,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
104,100,pub.1018101318,10.1111/j.0021-8790.2004.00888.x,,,Trends and cohort resonant effects in age‐structured populations,Journal of Animal Ecology,,,2004-11,2004,73,6,1157-1167,All OA; Gold,Article,"BJØRNSTAD, OTTAR N.; NISBET, ROGER M.; FROMENTIN, JEAN‐MARC",,"BJØRNSTAD, OTTAR N. (Pennsylvania State University); NISBET, ROGER M. (University of California, Santa Barbara); FROMENTIN, JEAN‐MARC (French Research Institute for Exploitation of the Sea)",55,13,,5.75,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.0021-8790.2004.00888.x,https://app.dimensions.ai/details/publication/pub.1018101318,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
105,100,pub.1033341629,10.1046/j.1461-0248.2003.00556.x,,,Growth autocorrelation and animal size variation,Ecology Letters,,,2004-02,2004,7,2,106-113,Closed,Article,"Fujiwara, Masami; Kendall, Bruce E.; Nisbet, Roger M.",,"Fujiwara, Masami (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",34,3,,2.01,,https://app.dimensions.ai/details/publication/pub.1033341629,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
106,400,pub.1042960952,10.1016/s0048-9697(03)00141-4,14630423,,Indirect effects of contaminants in aquatic ecosystems,The Science of The Total Environment,,Animals; Biomass; Ecosystem; Fishes; Food Chain; Heavy Metal Poisoning; Hydrocarbons; Invertebrates; Pesticides; Petroleum; Population Dynamics; Water Pollutants; Water Supply,2003-12,2003,317,1-3,207-233,Closed,Article,"Fleeger, John W.; Carman, Kevin R.; Nisbet, Roger M.","Fleeger, John W.","Fleeger, John W. (Louisiana State University); Carman, Kevin R. (Louisiana State University); Nisbet, Roger M. (University of California, Santa Barbara)",512,85,12.81,49.74,,https://app.dimensions.ai/details/publication/pub.1042960952,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
107,100,pub.1011504936,10.1890/02-0536,,,"RESOURCE ALLOCATION, HYPERPHAGIA, AND COMPENSATORY GROWTH IN JUVENILES",Ecology,,,2003-10,2003,84,10,2777-2787,"All OA; Green, Accepted & Submitted",Article,"Gurney, William S. C.; Jones, Wayne; Veitch, A. Roy; Nisbet, Roger M.",,"Gurney, William S. C. (University of Strathclyde); Jones, Wayne (University of Strathclyde); Veitch, A. Roy (University of Strathclyde); Nisbet, Roger M. (University of California, Santa Barbara)",47,5,,3.45,https://strathprints.strath.ac.uk/4580/1/Gurney_etal_Ecology_2003_Resource_allocation_hyperphagia_and_compensatory_growth_in_juveniles.pdf,https://app.dimensions.ai/details/publication/pub.1011504936,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
108,200,pub.1010075021,10.1201/9780203489550.ch27,,,Spatial Dynamics of a Benthic Community,,Handbook of Scaling Methods in Aquatic Ecology,,2003-09-25,2003,,,429-444,Closed,Chapter,"Robles, Carlos; Desharnais, Robert; Nisbet, Roger; Donalson, Douglas",,"Robles, Carlos (); Desharnais, Robert (); Nisbet, Roger (); Donalson, Douglas ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1010075021,,,,,,
109,200,pub.1010682790,10.1046/j.1461-0248.2003.00461.x,,,Reply,Ecology Letters,,,2003-05,2003,6,5,384-387,Closed,Article,"Murdoch, W. W.; Briggs, C. J.; Nisbet, R. M.; Kendall, B. E.; McCauley, E.",,"Murdoch, W. W. (University of California, Santa Barbara); Briggs, C. J. (University of California, Berkeley); Nisbet, R. M. (University of California, Santa Barbara); Kendall, B. E. (University of California, Santa Barbara); McCauley, E. ()",2,0,,0.22,,https://app.dimensions.ai/details/publication/pub.1010682790,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
110,400,pub.1003880741,10.1038/417541a,12037520,,Single-species models for many-species food webs,Nature,,"Animals; Databases, Factual; Food Chain; Models, Biological; Population Dynamics; Predatory Behavior; Reproducibility of Results; Species Specificity",2002-05,2002,417,6888,541-543,Closed,Article,"Murdoch, W. W.; Kendall, B. E.; Nisbet, R. M.; Briggs, C. J.; McCauley, E.; Bolser, R.","Murdoch, W. W.","Murdoch, W. W. (University of California, Santa Barbara); Kendall, B. E. (University of California, Santa Barbara); Nisbet, R. M. (University of California, Santa Barbara); Briggs, C. J. (University of California, Berkeley); McCauley, E. (University of Calgary); Bolser, R. (University of California, Santa Barbara)",104,9,1.72,7.58,,https://app.dimensions.ai/details/publication/pub.1003880741,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
111,100,pub.1035850129,10.1046/j.1461-0248.2002.00315.x,,,The interaction between predation and competition: a review and synthesis,Ecology Letters,,,2002-03,2002,5,2,302-315,"All OA; Green, Accepted & Submitted",Article,"Chase, Jonathan M.; Abrams, Peter A.; Grover, James P.; Diehl, Sebastian; Chesson, Peter; Holt, Robert D.; Richards, Shane A.; Nisbet, Roger M.; Case, Ted J.",,"Chase, Jonathan M. (University of Pittsburgh); Abrams, Peter A. (University of Toronto); Grover, James P. (The University of Texas at Arlington); Diehl, Sebastian (Ludwig Maximilian University of Munich); Chesson, Peter (University of California, Davis); Holt, Robert D. (University of Florida); Richards, Shane A. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Case, Ted J. (University of California, San Diego)",401,66,,29.21,http://www.eebweb.arizona.edu/Faculty/chesson/Peter/Reprints/2002_The interaction between predation and competition--a review and synthesis.pdf,https://app.dimensions.ai/details/publication/pub.1035850129,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
112,100,pub.1017254042,10.1046/j.1461-0248.2001.00240.x,,,Stoichiometric food quality and herbivore dynamics,Ecology Letters,,,2001-11-04,2001,4,6,519-529,Closed,Article,"Muller, Erik B.; Nisbet, Roger M.; Kooijman, Sebastiaan A. L. M.; Elser, James J.; McCauley, Edward",,"Muller, Erik B. (); Nisbet, Roger M. (); Kooijman, Sebastiaan A. L. M. (VU University Amsterdam); Elser, James J. (Arizona State University); McCauley, Edward (University of Calgary)",70,6,,5.63,,https://app.dimensions.ai/details/publication/pub.1017254042,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
113,400,pub.1026970804,10.1038/35087580,11484053,,Habitat structure and population persistence in an experimental community,Nature,,"Animals; Ecosystem; Environment; Fabaceae; Mites; Models, Biological; Plants, Medicinal; Population Dynamics",2001-08,2001,412,6846,538-543,Closed,Article,"Ellner, Stephen P.; McCauley, Edward; Kendall, Bruce E.; Briggs, Cheryl J.; Hosseini, Parveiz R.; Wood, Simon N.; Janssen, Arne; Sabelis, Maurice W.; Turchin, Peter; Nisbet, Roger M.; Murdoch, William W.","Ellner, Stephen P.","Ellner, Stephen P. (Cornell University); McCauley, Edward (University of Calgary); Kendall, Bruce E. (); Briggs, Cheryl J. (University of California, Berkeley); Hosseini, Parveiz R. (University of California, Santa Barbara); Wood, Simon N. (University of St Andrews); Janssen, Arne (University of Amsterdam); Sabelis, Maurice W. (University of Amsterdam); Turchin, Peter (University of Connecticut); Nisbet, Roger M. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara)",142,12,2.04,14.57,,https://app.dimensions.ai/details/publication/pub.1026970804,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
114,200,pub.1056736271,10.1046/j.1365-2656.2001.00488.x,,,"Models of alternative life-history strategies, population structure and potential speciation in salmonid fish stocks",Journal of Animal Ecology,,,2001-03,2001,70,2,260-272,Closed,Article,"Parker, Henry H.; Noonburg, Erik G.; Nisbet, Roger M.",,"Parker, Henry H. (); Noonburg, Erik G. (); Nisbet, Roger M. ()",24,1,,,,https://app.dimensions.ai/details/publication/pub.1056736271,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
115,100,pub.1015854359,10.1111/j.1365-2656.2001.00488.x,,,"Models of alternative life‐history strategies, population structure and potential speciation in salmonid fish stocks",Journal of Animal Ecology,,,2001-03,2001,70,2,260-272,All OA; Gold,Article,"Parker, Henry H.; Noonburg, Erik G.; Nisbet, Roger M.",,"Parker, Henry H. (University of California, Santa Barbara); Noonburg, Erik G. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",8,0,,0.46,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2001.00488.x,https://app.dimensions.ai/details/publication/pub.1015854359,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
116,200,pub.1069566654,10.2307/177499,,,Inferring Colonization Processes from Population Dynamics in Spatially Structured Predator-Prey Systems,Ecology,,,2000-12,2000,81,12,3350,"All OA; Green, Accepted & Submitted",Article,"McCauley, Edward; Kendall, Bruce E.; Janssen, Arne; Wood, Simon; Murdoch, William W.; Hosseini, Parviez; Briggs, Cheryl J.; Ellner, Stephen P.; Nisbet, Roger M.; Sabelis, Maurice W.; Turchin, Peter",,"McCauley, Edward (); Kendall, Bruce E. (); Janssen, Arne (); Wood, Simon (); Murdoch, William W. (); Hosseini, Parviez (); Briggs, Cheryl J. (); Ellner, Stephen P. (); Nisbet, Roger M. (); Sabelis, Maurice W. (); Turchin, Peter ()",0,0,,0,https://escholarship.org/content/qt4dm5n489/qt4dm5n489.pdf?t=lnrk2u,https://app.dimensions.ai/details/publication/pub.1069566654,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
117,200,pub.1056736231,10.1046/j.1365-2656.2000.00448.x,,,From molecules to ecosystems through dynamic energy budget models,Journal of Animal Ecology,,,2000-12,2000,69,6,913-926,Closed,Article,"Nisbet, R. M.; Muller, E. B.; Lika, K.; Kooijman, S. A. L. M.",,"Nisbet, R. M. (); Muller, E. B. (); Lika, K. (); Kooijman, S. A. L. M. ()",233,29,,,,https://app.dimensions.ai/details/publication/pub.1056736231,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
118,100,pub.1032196235,10.1111/j.1365-2656.2000.00448.x,,,From molecules to ecosystems through dynamic energy budget models,Journal of Animal Ecology,,,2000-12,2000,69,6,913-926,All OA; Gold,Article,"Nisbet, R. M.; Muller, E. B.; Lika, K.; Kooijman, S. A. L. M.",,"Nisbet, R. M. (University of California, Santa Barbara); Muller, E. B. (University of California, Santa Barbara); Lika, K. (University of Crete); Kooijman, S. A. L. M. (VU University Amsterdam)",146,25,,10.9,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2000.00448.x,https://app.dimensions.ai/details/publication/pub.1032196235,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
119,100,pub.1010136123,10.1890/0012-9658(2000)081[3350:icpfpd]2.0.co;2,,,INFERRING COLONIZATION PROCESSES FROM POPULATION DYNAMICS IN SPATIALLY STRUCTURED PREDATOR–PREY SYSTEMS,Ecology,,,2000-12,2000,81,12,3350-3361,"All OA; Green, Accepted & Submitted",Article,"McCauley, Edward; Kendall, Bruce E.; Janssen, Arne; Wood, Simon; Murdoch, William W.; Hosseini, Parviez; Briggs, Cheryl J.; Ellner, Stephen P.; Nisbet, Roger M.; Sabelis, Maurice W.; Turchin, Peter",,"McCauley, Edward (University of Calgary); Kendall, Bruce E. (University of California, Santa Barbara); Janssen, Arne (University of Amsterdam); Wood, Simon (University of St Andrews); Murdoch, William W. (University of California, Santa Barbara); Hosseini, Parviez (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Berkeley); Ellner, Stephen P. (North Carolina State University); Nisbet, Roger M. (University of California, Santa Barbara); Sabelis, Maurice W. (University of Amsterdam); Turchin, Peter (University of Connecticut)",17,0,,1.27,https://escholarship.org/content/qt4dm5n489/qt4dm5n489.pdf?t=lnrk2u,https://app.dimensions.ai/details/publication/pub.1010136123,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
120,400,pub.1012972765,10.1006/bulm.2000.0203,11127518,,Survival and production in variable resource environments,Bulletin of Mathematical Biology,,"Animals; Bivalvia; Energy Intake; Energy Metabolism; Food Deprivation; Models, Biological; Numerical Analysis, Computer-Assisted; Seasons; Stochastic Processes",2000-11,2000,62,6,1163-1189,"All OA; Green, Accepted & Submitted",Article,"Muller, Erik B.; Nisbet, Roger M.","Muller, Erik B.","Muller, Erik B. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",34,6,0.4,2.54,http://www.es.ucsb.edu/faculty/muller/papers/BMBmuller.pdf,https://app.dimensions.ai/details/publication/pub.1012972765,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
121,400,pub.1007517215,10.1007/s002850000049,11103872,,A Dynamic Energy Budget model based on partitioning of net production,Journal of Mathematical Biology,,"Animals; Embryonic and Fetal Development; Energy Metabolism; Female; Growth; Male; Mathematics; Models, Biological; Reproduction",2000-10,2000,41,4,361-386,Closed,Article,"Lika, Konstadia; Nisbet, Roger M.",,"Lika, Konstadia (University of Crete); Nisbet, Roger M. ()",42,4,0.56,3.14,,https://app.dimensions.ai/details/publication/pub.1007517215,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
122,400,pub.1032223615,10.1006/bulm.2000.0191,11016092,,Spatial structure and fluctuations in the contact process and related models,Bulletin of Mathematical Biology,,"Animals; Models, Biological; Models, Theoretical; Population Dynamics; Stochastic Processes",2000-09,2000,62,5,959-975,Closed,Article,"Snyder, Robin E.; Nisbet, Roger M.",,"Snyder, Robin E. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara)",16,1,0.13,3.75,,https://app.dimensions.ai/details/publication/pub.1032223615,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
123,200,pub.1058610923,10.1086/303390,,,"Effects of Multiple, Predator‐Induced Behaviors on Short‐term Producer‐Grazer Dynamics in Open Systems",The American Naturalist,,,2000-09,2000,156,3,293-313,Closed,Article,"Diehl, Sebastian; Cooper, Scott D.; Kratz, Kim W.; Nisbet, Roger M.; Roll, Sandra K.; Wiseman, Sheila W.; Jenkins, Jr., Thomas M.",,"Diehl, Sebastian (); Cooper, Scott D. (); Kratz, Kim W. (); Nisbet, Roger M. (); Roll, Sandra K. (); Wiseman, Sheila W. (); Jenkins, Jr., Thomas M. ()",73,2,,,,https://app.dimensions.ai/details/publication/pub.1058610923,06 Biological Sciences,06 Biological Sciences,,,,
124,100,pub.1040028948,10.1046/j.1365-2656.2000.00376.x,,,Eggload dynamics and oviposition rate in a wild population of a parasitic wasp,Journal of Animal Ecology,,,2000-03,2000,69,2,185-193,All OA; Gold,Article,"Casas, Jérôme; Nisbet, Roger M.; Swarbrick, Sue; Murdoch, William W.",,"Casas, Jérôme (François Rabelais University); Nisbet, Roger M. (University of California, Santa Barbara); Swarbrick, Sue (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara)",61,4,,4.55,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2656.2000.00376.x/pdf,https://app.dimensions.ai/details/publication/pub.1040028948,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
125,400,pub.1058610852,10.1086/303316,10686165,,Grazers and Diggers: Exploitation Competition and Coexistence among Foragers with Different Feeding Strategies on a Single Resource.,The American Naturalist,,,2000-02,2000,155,2,266-279,"All OA; Green, Published",Article,"Richards, Shane A; Nisbet, Roger M; Wilson, William G; Possingham, Hugh P",,"Richards, Shane A (); Nisbet, Roger M (); Wilson, William G (); Possingham, Hugh P ()",36,3,0.46,,http://espace.library.uq.edu.au/view/UQ:36287/UQ36287_OA.pdf,https://app.dimensions.ai/details/publication/pub.1058610852,06 Biological Sciences,06 Biological Sciences,,,,
126,100,pub.1016279987,10.1038/45223,,,Large-amplitude cycles of Daphnia and its algal prey in enriched environments,Nature,,,1999-12,1999,402,6762,653-656,Closed,Article,"McCauley, Edward; Nisbet, Roger M.; Murdoch, William W.; de Roos, Andre M.; Gurney, William S. C.","McCauley, Edward","McCauley, Edward (University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara); Murdoch, William W. (University of California, Santa Barbara); de Roos, Andre M. (University of Amsterdam); Gurney, William S. C. (University of Strathclyde)",166,13,,,,https://app.dimensions.ai/details/publication/pub.1016279987,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
