,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Christopher J Costello. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
95,100,pub.1002053154,10.1890/03-3102,,,ESTIMATING THE RATE OF SPECIES INTRODUCTIONS FROM THE DISCOVERY RECORD,Ecology,,,2004-07,2004,85,7,1822-1825,Closed,Article,"Solow, Andrew R.; Costello, Christopher J.",,"Solow, Andrew R. (Woods Hole Oceanographic Institution); Costello, Christopher J. (University of California, Santa Barbara)",30,5,,3.14,,https://app.dimensions.ai/details/publication/pub.1002053154,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
96,100,pub.1043959111,10.1016/s0165-1889(03)00082-4,,,Dynamic taxes and quotas with learning,Journal of Economic Dynamics and Control,,,2004-06,2004,28,8,1661-1680,"All OA; Green, Accepted & Submitted",Article,"Costello, Christopher; Karp, Larry","Costello, Christopher","Costello, Christopher (University of California, Santa Barbara); Karp, Larry (University of California, Berkeley)",15,2,,4.07,http://are.berkeley.edu/~karp/Dynamic_taxes.pdf,https://app.dimensions.ai/details/publication/pub.1043959111,"14 Economics; 15 Commerce, Management, Tourism and Services; 1502 Banking, Finance and Investment; 1401 Economic Theory; 1402 Applied Economics",14 Economics,"15 Commerce, Management, Tourism and Services","1502 Banking, Finance and Investment",1401 Economic Theory,1402 Applied Economics
97,100,pub.1028985765,10.1016/j.reseneeco.2003.11.005,,,Dynamic reserve site selection,Resource and Energy Economics,,,2004-06,2004,26,2,157-174,"All OA; Green, Accepted & Submitted",Article,"Costello, Christopher; Polasky, Stephen","Costello, Christopher","Costello, Christopher (University of California, Santa Barbara); Polasky, Stephen (University of Minnesota)",192,16,,37.08,http://fiesta.bren.ucsb.edu/~costello/research/papers/DRSSJuly2.pdf,https://app.dimensions.ai/details/publication/pub.1028985765,"1505 Marketing; 14 Economics; 15 Commerce, Management, Tourism and Services; 1403 Econometrics; 1402 Applied Economics",1505 Marketing,14 Economics,"15 Commerce, Management, Tourism and Services",1403 Econometrics,1402 Applied Economics
98,200,pub.1061833845,10.1111/1467-8276.00500,,,"Protectionism, Trade, and Measures of Damage from Exotic Species Introductions",American Journal of Agricultural Economics,,,2003-11-01,2003,85,4,964-975,Closed,Article,"Costello, C.; McAusland, C.",,"Costello, C. (); McAusland, C. ()",78,2,,23.54,,https://app.dimensions.ai/details/publication/pub.1061833845,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
99,400,pub.1058671973,10.1086/378956,14618544,,Testing the power law model for discrete size data.,The American Naturalist,,"Body Constitution; Data Interpretation, Statistical; Models, Theoretical; Statistical Distributions",2003-11,2003,162,5,685-9,Closed,Article,"Solow, Andrew R; Costello, Christopher J; Ward, Michael",,"Solow, Andrew R (Woods Hole Oceanographic Institution); Costello, Christopher J (); Ward, Michael ()",9,0,0.05,,,https://app.dimensions.ai/details/publication/pub.1058671973,06 Biological Sciences,06 Biological Sciences,,,,
100,400,pub.1046581600,10.1073/pnas.0636536100,12615995,PMC152290,On the pattern of discovery of introduced species,Proceedings of the National Academy of Sciences,,"Ecosystem; Models, Biological; Species Specificity; United States",2003-03-18,2003,100,6,3321-3323,All OA; Gold,Article,"Costello, Christopher J.; Solow, Andrew R.",,"Costello, Christopher J. (University of California, Santa Barbara); Solow, Andrew R. ()",55,4,0.51,7.12,http://www.pnas.org/content/100/6/3321.full.pdf,https://app.dimensions.ai/details/publication/pub.1046581600,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
101,100,pub.1022190107,10.1016/s0095-0696(02)00055-4,,,Dynamic environmental policy with strategic firms: prices versus quantities,Journal of Environmental Economics and Management,,,2003-03,2003,45,2,356-376,"All OA; Green, Published",Article,"Moledina, Amyaz A.; Coggins, Jay S.; Polasky, Stephen; Costello, Christopher","Coggins, Jay S.","Moledina, Amyaz A. (Bates College); Coggins, Jay S. (University of Minnesota); Polasky, Stephen (University of Minnesota); Costello, Christopher (University of California, Santa Barbara)",40,4,,11.2,http://fiesta.bren.ucsb.edu/~costello/research/papers/PvQ_JEEM.pdf,https://app.dimensions.ai/details/publication/pub.1022190107,1402 Applied Economics; 1401 Economic Theory; 14 Economics,1402 Applied Economics,1401 Economic Theory,14 Economics,,
102,100,pub.1050914421,10.1890/0012-9658(2001)082[2370:atfdd]2.0.co;2,,,A TEST FOR DECLINING DIVERSITY,Ecology,,,2001-08,2001,82,8,2370-2372,Closed,Article,"Solow, Andrew R.; Costello, Christopher J.",,"Solow, Andrew R. (Woods Hole Oceanographic Institution); Costello, Christopher J. (University of California, Santa Barbara)",4,0,,0.32,,https://app.dimensions.ai/details/publication/pub.1050914421,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
103,100,pub.1001882055,10.1111/0008-4085.00070,,,Renewable resource management with environmental prediction,Canadian Journal of Economics/Revue canadienne d économique,,,2001-02,2001,34,1,196-211,Closed,Article,"Costello, Christopher; Polasky, Stephen; Solow, Andrew",,"Costello, Christopher (University of California, Santa Barbara); Polasky, Stephen (University of Minnesota); Solow, Andrew (Woods Hole Oceanographic Institution)",31,5,,,,https://app.dimensions.ai/details/publication/pub.1001882055,14 Economics,14 Economics,,,,
104,200,pub.1058610803,10.1086/303265,10561130,,On an Early Result on Stability and Complexity.,The American Naturalist,,,1999-11,1999,154,5,587-588,Closed,Article,"Solow, Andrew R; Costello, Christopher; Beet, Andrew",,"Solow, Andrew R (); Costello, Christopher (); Beet, Andrew ()",12,1,0.2,,,https://app.dimensions.ai/details/publication/pub.1058610803,06 Biological Sciences,06 Biological Sciences,,,,
