,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Douglas W Burbank. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
104,100,pub.1013811891,10.1029/2000gl011827,,,A study of the 1999 monsoon rainfall in a mountainous region in central Nepal using TRMM products and rain gauge observations,Geophysical Research Letters,,,2000-11-15,2000,27,22,3683-3686,All OA; Gold,Article,"Barros, A. P.; Joshi, M.; Putkonen, J.; Burbank, D. W.",,"Barros, A. P. (); Joshi, M. (); Putkonen, J. (University of Washington); Burbank, D. W. (Pennsylvania State University)",156,16,,18.64,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000GL011827,https://app.dimensions.ai/details/publication/pub.1013811891,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
105,100,pub.1018047669,10.1130/0016-7606(2000)112<394:dfsagp>2.0.co;2,,,Dynamic fluvial systems and gravel progradation in the Himalayan foreland,Geological Society of America Bulletin,,,2000-03-01,2000,112,3,394-412,"All OA; Green, Accepted & Submitted",Article,"Brozovic, Nicholas; Burbank, Douglas W.",,"Brozovic, Nicholas (University of Southern California); Burbank, Douglas W. (University of Southern California)",72,10,,6.79,https://escholarship.org/content/qt9dt2k4wm/qt9dt2k4wm.pdf?t=p2n8jm,https://app.dimensions.ai/details/publication/pub.1018047669,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
106,100,pub.1010047385,10.1007/s005310050263,,,Depositional and structural evolution of a foreland basin margin in a magnetostratigraphic framework: the eastern Swiss Molasse Basin,International Journal of Earth Sciences,,,1999-08,1999,88,2,253-275,Closed,Article,"Kempf, O.; Matter, A.; Burbank, D. W.; Mange, M.",,"Kempf, O. (University of Bern); Matter, A. (University of Bern); Burbank, D. W. (Pennsylvania State University); Mange, M. (University of Oxford)",54,7,,,,https://app.dimensions.ai/details/publication/pub.1010047385,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
107,100,pub.1048726417,10.1016/s0012-821x(97)00171-4,,,"Incision and differential bedrock uplift along the Indus River near Nanga Parbat, Pakistan Himalaya, from 10Be and 26Al exposure age dating of bedrock straths",Earth and Planetary Science Letters,,,1998-01,1998,154,1-4,93-107,Closed,Article,"Leland, J.; Reid, M.R.; Burbank, D.W.; Finkel, R.; Caffee, M.","Leland, J.","Leland, J. (University of California Los Angeles); Reid, M.R. (University of California Los Angeles); Burbank, D.W. (University of Southern California); Finkel, R. (Lawrence Livermore National Laboratory); Caffee, M. (Lawrence Livermore National Laboratory)",85,6,,,,https://app.dimensions.ai/details/publication/pub.1048726417,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
108,100,pub.1006719965,10.1144/gsl.sp.1998.134.01.06,,,Quantified vertical motions and tectonic evolution of the SE Pyrenean foreland basin,Geological Society London Special Publications,,,1998,1998,134,1,107-134,Closed,Article,"Vergés, J.; Marzo, M.; Santaeulària, T.; Serra-Kiel, J.; Burbank, D. W.; Muñoz, J. A.; Giménez-Montsant, J.",,"Vergés, J. (University of Barcelona); Marzo, M. (University of Barcelona); Santaeulària, T. (University of Barcelona); Serra-Kiel, J. (University of Barcelona); Burbank, D. W. (University of Southern California); Muñoz, J. A. (University of Barcelona); Giménez-Montsant, J. (Royal Holloway University of London)",64,12,,,,https://app.dimensions.ai/details/publication/pub.1006719965,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
109,400,pub.1062556485,10.1126/science.276.5312.571,9110972,,Climatic Limits on Landscape Development in the Northwestern Himalaya,Science,,,1997-04-25,1997,276,5312,571-574,Closed,Article,"Brozović, Nicholas; Burbank, Douglas W.; Meigs, Andrew J.",,"Brozović, Nicholas (University of Southern California); Burbank, Douglas W. (University of Southern California); Meigs, Andrew J. (University of Southern California)",274,22,0.16,,,https://app.dimensions.ai/details/publication/pub.1062556485,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
110,100,pub.1039793019,10.1029/96tc03641,,,Growth of the South Pyrenean orogenic wedge,Tectonics,,,1997-04,1997,16,2,239-258,All OA; Gold,Article,"Meigs, Andrew J.; Burbank, Douglas W.",,"Meigs, Andrew J. (); Burbank, Douglas W. ()",41,5,,,http://onlinelibrary.wiley.com/doi/10.1029/96TC03641/pdf,https://app.dimensions.ai/details/publication/pub.1039793019,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
111,100,pub.1047969182,10.1130/0016-7606(1997)109<0225:mcorbe>2.3.co;2,,,Magnetostratigraphic constraints on relationships between evolution of the central Swiss Molasse basin and Alpine orogenic events,Geological Society of America Bulletin,,,1997-02,1997,109,2,225-241,Closed,Article,"Schlunegger, F.; Matter, A.; Burbank, D. W.; Klaper, E. M.",,"Schlunegger, F. (University of Bern); Matter, A. (University of Bern); Burbank, D. W. (University of Southern California); Klaper, E. M. (University of Bern)",49,2,,,,https://app.dimensions.ai/details/publication/pub.1047969182,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
112,100,pub.1036463016,10.1046/j.1365-2117.1997.00029.x,,,"Sedimentary sequences, seismofacies and evolution of depositional systems of the Oligo/Miocene Lower Freshwater Molasse Group, Switzerland",Basin Research,,,1997-01,1997,9,1,1-26,Closed,Article,"Schlunegger, F.; Matter, A.; Burbank, D. W.; Leu, W.; Mange, M.; Màtyàs, J.",,"Schlunegger, F. (University of Bern); Matter, A. (University of Bern); Burbank, D. W. (University of Bern); Leu, W. (University of Southern California); Mange, M. (); Màtyàs, J. (University of Oxford)",16,1,,,,https://app.dimensions.ai/details/publication/pub.1036463016,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
113,100,pub.1029512028,10.1130/0016-7606(1996)108<1608:tmyhoa>2.3.co;2,,,Ten-million-year history of a thrust sheet,Geological Society of America Bulletin,,,1996-12,1996,108,12,1608-1625,Closed,Article,"Meigs, Andrew J.; Vergés, Jaume; Burbank, Douglas W.",,"Meigs, Andrew J. (University of Southern California); Vergés, Jaume (University of Barcelona); Burbank, Douglas W. (University of Southern California)",53,3,,,,https://app.dimensions.ai/details/publication/pub.1029512028,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
114,100,pub.1002078836,10.1046/j.1365-2117.1996.00181.x,,,Interactions of growing folds and coeval depositional systems,Basin Research,,,1996-09,1996,8,3,199-223,Closed,Article,"Burbank, Douglas; Meigs, Andrew; Brozović, Nicholas",,"Burbank, Douglas (University of Southern California); Meigs, Andrew (University of Southern California); Brozović, Nicholas (University of Southern California)",168,13,,,,https://app.dimensions.ai/details/publication/pub.1002078836,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
115,100,pub.1036306304,10.1038/379505a0,,,"Bedrock incision, rock uplift and threshold hillslopes in the northwestern Himalayas",Nature,,,1996-02,1996,379,6565,505-510,Closed,Article,"Burbank, Douglas W.; Leland, John; Fielding, Eric; Anderson, Robert S.; Brozovic, Nicholas; Reid, Mary R.; Duncan, Christopher",,"Burbank, Douglas W. (University of Southern California); Leland, John (University of California Los Angeles); Fielding, Eric (Jet Propulsion Lab); Anderson, Robert S. (University of California, Santa Cruz); Brozovic, Nicholas (University of Southern California); Reid, Mary R. (University of California Los Angeles); Duncan, Christopher (Cornell University)",730,82,,,,https://app.dimensions.ai/details/publication/pub.1036306304,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
116,100,pub.1046797992,10.1080/09853111.1996.11105281,,,Late Cretaceous ophiolite obduction and Paleocene India-Asia collision in the westernmost Himalaya,Geodinamica Acta,,,1996-01,1996,9,2-3,114-144,Closed,Article,"Beck, Richard A.; Burbank, Douglas W.; Sercombe, William J.; Khan, Asrar M.; Lawrence, Robert D.",,"Beck, Richard A. (Miami University); Burbank, Douglas W. (University of Southern California); Sercombe, William J. (); Khan, Asrar M. (); Lawrence, Robert D. (Oregon State University)",50,4,,,,https://app.dimensions.ai/details/publication/pub.1046797992,,,,,,
117,100,pub.1049992409,10.1017/cbo9780511524851.022,,,Chronology of Eocene foreland basin evolution along the western oblique margin of the South–Central Pyrenees,,Tertiary basins of Spain,,1996,1996,,,144-152,Closed,Chapter,"Bentham, P.; Burbank, D.W.",,"Bentham, P. (); Burbank, D.W. ()",36,3,,,,https://app.dimensions.ai/details/publication/pub.1049992409,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
118,100,pub.1014777852,10.1130/0091-7613(1996)024<0175:uaiatf>2.3.co;2,,,Unfolding: An inverse approach to fold kinematics,Geology,,,1996,1996,24,2,175-178,Closed,Article,"Vergés, Jaume; Burbank, Douglas W.; Meigs, Andrew",,"Vergés, Jaume (University of Barcelona); Burbank, Douglas W. (University of Southern California); Meigs, Andrew (University of Southern California)",53,5,,,,https://app.dimensions.ai/details/publication/pub.1014777852,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
119,100,pub.1050485132,10.1111/j.1365-2117.1995.tb00099.x,,,Rift basins and supradetachment basins: intracontinental extensional end‐members,Basin Research,,,1995-06,1995,7,2,109-127,Closed,Article,"Friedmann, S. JULIO; Burbank, DOUGLAS W.",,"Friedmann, S. JULIO (University of Southern California); Burbank, DOUGLAS W. (University of Southern California)",128,21,,,,https://app.dimensions.ai/details/publication/pub.1050485132,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
120,100,pub.1041661739,10.1038/373055a0,,,Stratigraphic evidence for an early collision between northwest India and Asia,Nature,,,1995-01,1995,373,6509,55-58,All OA; Gold,Article,"Beck, Richard A.; Burbank, Douglas W.; Sercombe, William J.; Riley, Gregory W.; Barndt, Jeffrey K.; Berry, John R.; Afzal, Jamil; Khan, Asrar M.; Jurgen, Hermann; Metje, Jörgen; Cheema, Amjed; Shafique, Nasseer A.; Lawrence, Robert D.; Khan, M. Asif",,"Beck, Richard A. (University of Southern California); Burbank, Douglas W. (University of Southern California); Sercombe, William J. (); Riley, Gregory W. (); Barndt, Jeffrey K. (); Berry, John R. (); Afzal, Jamil (); Khan, Asrar M. (); Jurgen, Hermann (); Metje, Jörgen (); Cheema, Amjed (); Shafique, Nasseer A. (); Lawrence, Robert D. (Oregon State University); Khan, M. Asif (University of Peshawar)",330,34,,,http://www.nature.com/nature/journal/v373/n6509/pdf/373055a0.pdf,https://app.dimensions.ai/details/publication/pub.1041661739,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
121,100,pub.1051428745,10.1130/0016-7606(1995)107<0297:eolcen>2.3.co;2,,,Evolution of latest Cretaceous–Eocene nonmarine deposystems in the Axhandle piggyback basin of central Utah,Geological Society of America Bulletin,,,1995,1995,107,3,297-315,Closed,Article,"Talling, P. J.; Lawton, T. F.; Burbank, D. W.; Hobbs, R. S.",,"Talling, P. J. (University of Southern California); Lawton, T. F. (New Mexico State University); Burbank, D. W. (University of Southern California); Hobbs, R. S. ()",36,4,,,,https://app.dimensions.ai/details/publication/pub.1051428745,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
122,100,pub.1031893939,10.1130/0091-7613(1995)023<0387:oceagw>2.3.co;2,,,Organic carbon exhumation and global warming during the early Himalayan collision,Geology,,,1995,1995,23,5,387-390,Closed,Article,"Beck, Richard A.; Burbank, Douglas W.; Sercombe, William J.; Olson, Thomas L.; Khan, Asrar M.",,"Beck, Richard A. (University of Southern California); Burbank, Douglas W. (University of Southern California); Sercombe, William J. (); Olson, Thomas L. (); Khan, Asrar M. ()",27,0,,,,https://app.dimensions.ai/details/publication/pub.1031893939,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
123,100,pub.1022314745,10.1130/0091-7613(1995)023<0423:mlmmfo>2.3.co;2,,,Middle-late Miocene (>10 Ma) formation of the Main Boundary thrust in the western Himalaya,Geology,,,1995,1995,23,5,423-426,Closed,Article,"Meigs, Andrew J.; Burbank, Douglas W.; Beck, Richard A.",,"Meigs, Andrew J. (University of Southern California); Burbank, Douglas W. (University of Southern California); Beck, Richard A. (University of Southern California)",183,29,,,,https://app.dimensions.ai/details/publication/pub.1022314745,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
124,100,pub.1013687284,10.1029/94jb00463,,,Reconstruction of topography and related depositional systems during active thrusting,Journal of Geophysical Research,,,1994-10-10,1994,99,B10,20281-20297,Closed,Article,"Burbank, Douglas W.; Vergés, Jaume",,"Burbank, Douglas W. (); Vergés, Jaume ()",71,9,,,,https://app.dimensions.ai/details/publication/pub.1013687284,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
125,200,pub.1058825444,10.1086/629662,,,"Magnetostratigraphic Chronology of Cretaceous-to-Eocene Thrust Belt Evolution, Central Utah, USA",The Journal of Geology,,,1994-03,1994,102,2,181-196,Closed,Article,"Talling, Peter J.; Burbank, Douglas W.; Lawton, Timothy F.; Hobbs, Robert S.; Lund, Steven P.",,"Talling, Peter J. (); Burbank, Douglas W. (); Lawton, Timothy F. (); Hobbs, Robert S. (); Lund, Steven P. ()",21,0,,,,https://app.dimensions.ai/details/publication/pub.1058825444,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
126,100,pub.1002766312,10.1002/9781444303995.ch33,,,"The Impact of Incipient Uplift on Patterns of Fluvial Deposition: An Example from the Salt Range, Northwest Himalayan Foreland, Pakistan",,Alluvial Sedimentation,,1993-09-16,1993,,,521-539,Closed,Chapter,"Mulder, T. J.; Burbank, D. W.",,"Mulder, T. J. (University of Southern California); Burbank, D. W. (University of Southern California)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1002766312,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
127,100,pub.1012385020,10.1016/0012-821x(93)90174-8,,,Uplift and thermal history of the Teton Range (northwestern Wyoming) defined by apatite fission-track dating,Earth and Planetary Science Letters,,,1993-07,1993,118,1-4,295-309,Closed,Article,"Roberts, Susan V.; Burbank, Douglas W.",,"Roberts, Susan V. (University of Southern California); Burbank, Douglas W. (University of Southern California)",24,3,,,,https://app.dimensions.ai/details/publication/pub.1012385020,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
128,100,pub.1005463923,10.1038/364048a0,,,Reduced Himalayan sediment production 8 Myr ago despite an intensified monsoon,Nature,,,1993-07,1993,364,6432,48-50,Closed,Article,"Burbank, Douglas W.; Derry, Louis A.; France-Lanord, Christian",,"Burbank, Douglas W. (University of Southern California); Derry, Louis A. (Hartwick College); France-Lanord, Christian ()",125,12,,,,https://app.dimensions.ai/details/publication/pub.1005463923,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
129,100,pub.1016974392,10.1144/gsl.sp.1993.075.01.11,,,"Braided stream and flood-plain deposition in a rapidly aggrading basin: the Escanilla formation, Spanish Pyrenees",Geological Society London Special Publications,,,1993,1993,75,1,177-194,Closed,Article,"Bentham, Peter A.; Talling, Peter J.; Burbank, Douglas W.",,"Bentham, Peter A. (); Talling, Peter J. (University of Leeds); Burbank, Douglas W. ()",68,7,,,,https://app.dimensions.ai/details/publication/pub.1016974392,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
130,100,pub.1011601512,10.1130/0091-7613(1993)021<0627:ppoaam>2.3.co;2,,,"Pluton pinning of an active Miocene detachment fault system, eastern Mojave Desert, California",Geology,,,1993,1993,21,7,627-630,Closed,Article,"Davis, Gregory A.; Fowler, T. Kenneth; Bishop, Kim M.; Brudos, Thomas C.; Friedmann, S. Julio; Burbank, Douglas W.; Parke, Mary A.; Burchfiel, B. C.",,"Davis, Gregory A. (University of Southern California); Fowler, T. Kenneth (University of Southern California); Bishop, Kim M. (University of Southern California); Brudos, Thomas C. (University of Southern California); Friedmann, S. Julio (University of Southern California); Burbank, Douglas W. (University of Southern California); Parke, Mary A. (University of Southern California); Burchfiel, B. C. (Massachusetts Institute of Technology)",31,3,,,,https://app.dimensions.ai/details/publication/pub.1011601512,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
131,100,pub.1014212147,10.1111/j.1365-2117.1992.tb00052.x,,,"Temporal and spatial controls on the alluvial architecture of an axial drainage system: late Eocene Escanilla Formation, southern Pyrenean foreland basin, Spain",Basin Research,,,1992-09,1992,4,3‐4,335-352,Closed,Article,"Bentham, PETER A.; Burbank, DOUGLAS W.; Puigdefabregas, CAI",,"Bentham, PETER A. (University of Southern California); Burbank, DOUGLAS W. (University of Southern California); Puigdefabregas, CAI ()",30,1,,,,https://app.dimensions.ai/details/publication/pub.1014212147,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
132,100,pub.1003466124,10.1130/0016-7606(1992)104<1101:tcotet>2.3.co;2,,,"The chronology of the Eocene tectonic and stratigraphic development of the eastern Pyrenean foreland basin, northeast Spain",Geological Society of America Bulletin,,,1992-09,1992,104,9,1101-1120,Closed,Article,"BURBANK, DOUGLAS W.; PUIGDEFÀBREGAS, CAI; MUÑOZ, JOSEP ANTON",,"BURBANK, DOUGLAS W. (University of Southern California); PUIGDEFÀBREGAS, CAI (); MUÑOZ, JOSEP ANTON (University of Barcelona)",93,9,,,,https://app.dimensions.ai/details/publication/pub.1003466124,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
133,100,pub.1026469923,10.1130/0016-7606(1992)104<0644:mbabot>2.3.co;2,,,"Miocene biostratigraphy and biochronology of the Dove Spring Formation, Mojave Desert, California, and characterization of the Clarendonian mammal age (late Miocene) in California",Geological Society of America Bulletin,,,1992-06,1992,104,6,644-658,Closed,Article,"WHISTLER, DAVID P.; BURBANK, DOUGLAS W.",,"WHISTLER, DAVID P. (Natural History Museum of Los Angeles County); BURBANK, DOUGLAS W. (University of Southern California)",36,4,,,,https://app.dimensions.ai/details/publication/pub.1026469923,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
134,100,pub.1040462598,10.1130/0016-7606(1992)104<0003:chafit>2.3.co;2,,,"Coeval hindward- and forward-imbricating thrusting in the south-central Pyrenees, Spain: Timing and rates of shortening and deposition",Geological Society of America Bulletin,,,1992-01,1992,104,1,3-17,Closed,Article,"BURBANK, DOUGLAS W.; VERGÉS, JAUME; MUNOZ, J. ANTON; BENTHAM, PETER",,"BURBANK, DOUGLAS W. (University of Southern California); VERGÉS, JAUME (); MUNOZ, J. ANTON (University of Barcelona); BENTHAM, PETER (University of Southern California)",86,8,,,,https://app.dimensions.ai/details/publication/pub.1040462598,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
135,100,pub.1022230964,10.1016/0033-5894(91)90004-o,,,"Late quaternary snowline reconstructions for the southern and central Sierra Nevada, California and a reassessment of the “Recess Peak Glaciation”",Quaternary Research,,,1991-11,1991,36,3,294-306,Closed,Article,"Burbank, Douglas W.",,"Burbank, Douglas W. ()",31,0,,,,https://app.dimensions.ai/details/publication/pub.1022230964,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
136,100,pub.1050794300,10.1007/bf01803690,,,Models of aggradation versus progradation in the Himalayan Foreland,International Journal of Earth Sciences,,,1991-10,1991,80,3,623-638,Closed,Article,"Burbank, Douglas W.; Beck, Richard A.",,"Burbank, Douglas W. (University of Southern California); Beck, Richard A. (University of Southern California)",33,1,,,,https://app.dimensions.ai/details/publication/pub.1050794300,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
137,100,pub.1011273260,10.1016/0033-5894(91)90013-u,,,"Relative dating of Quaternary moraines, Rongbuk valley, Mount Everest, Tibet: Implications for an ice sheet on the Tibetan Plateau",Quaternary Research,,,1991-07,1991,36,1,1-18,Closed,Article,"Burbank, Douglas W.; Cheng, Kang Jian",,"Burbank, Douglas W. (University of Southern California); Cheng, Kang Jian (Lanzhou University)",56,2,,,,https://app.dimensions.ai/details/publication/pub.1011273260,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
138,100,pub.1022666255,10.1130/0091-7613(1991)019<1169:rltrod>2.3.co;2,,,"Rapid, long-term rates of denudation",Geology,,,1991,1991,19,12,1169-1172,Closed,Article,"Burbank, Douglas W.; Beck, Richard A.",,"Burbank, Douglas W. (University of Southern California); Beck, Richard A. (University of Southern California)",34,2,,,,https://app.dimensions.ai/details/publication/pub.1022666255,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
139,100,pub.1007427906,10.1130/0016-7606(1990)102<1093:tmobmi>2.3.co;2,,,The magnetochronology of Barstovian mammals in southwestern Montana and implications for the initiation of Neogene crustal extension in the northern Rocky Mountains,Geological Society of America Bulletin,,,1990-08,1990,102,8,1093-1104,Closed,Article,"BURBANK, DOUGLAS W.; BARNOSKY, ANTHONY D.",,"BURBANK, DOUGLAS W. (University of Southern California); BARNOSKY, ANTHONY D. (Carnegie Museum of Natural History)",26,1,,,,https://app.dimensions.ai/details/publication/pub.1007427906,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
140,100,pub.1012331526,10.1016/0033-5894(89)90041-0,,,"Lacustrine Sedimentation in a Semiarid Alpine Setting: An Example from Ladakh, Northwestern Himalaya",Quaternary Research,,,1989-05,1989,31,3,332-350,Closed,Article,"Fort, Monique; Burbank, Douglas W.; Freytet, Pierre",,"Fort, Monique (Paris Diderot University); Burbank, Douglas W. (University of Southern California); Freytet, Pierre (University of Paris-Sud)",46,7,,,,https://app.dimensions.ai/details/publication/pub.1012331526,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
141,200,pub.1018589101,10.1130/0091-7613(1989)017<0959:carota>2.3.co;2,,,Comment and Reply on Thrusting and gravel progradation in foreland basins: A test of post-thrusting gravel dispersal,Geology,,,1989,1989,17,10,959-961,Closed,Article,"Heller, Paul L.; Angevine, Charles L.; Paola, Christopher; Burbank, D. W.; Beck, R. A.; Raynolds, R.G.H.",,"Heller, Paul L. (University of Wyoming); Angevine, Charles L. (University of Wyoming); Paola, Christopher (University of Minnesota); Burbank, D. W. (University of Southern California); Beck, R. A. (University of Southern California); Raynolds, R.G.H. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1018589101,04 Earth Sciences,04 Earth Sciences,,,,
142,200,pub.1004250707,10.1130/0091-7613(1989)017<0378:carodo>2.3.co;2,,,"Comment and Reply on Development of the Himalayan frontal thrust zone: Salt Range, Pakistan",Geology,,,1989,1989,17,4,378-380,Closed,Article,"Burbank, Douglas W.; Beck, Richard A.; Lillie, Robert J.; Baker, Dan M.; Yeats, Robert S.; Johnson, Gary D.; Yousaf, Mohammad; Zaman, Agha Sher Hamid",,"Burbank, Douglas W. (University of Southern California); Beck, Richard A. (University of Southern California); Lillie, Robert J. (Oregon State University); Baker, Dan M. (Oregon State University); Yeats, Robert S. (Oregon State University); Johnson, Gary D. (Dartmouth College); Yousaf, Mohammad (); Zaman, Agha Sher Hamid ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1004250707,04 Earth Sciences,04 Earth Sciences,,,,
143,100,pub.1037160248,10.1130/0016-7606(1988)100<0012:tseote>2.3.co;2,,,"The stratigraphic evolution of the El Paso basin, southern California: Implications for the Miocene development of the Garlock fault and uplift of the Sierra Nevada",Geological Society of America Bulletin,,,1988-01,1988,100,1,12-28,Closed,Article,"LOOMIS, DANA P.; BURBANK, DOUGLAS W.",,"LOOMIS, DANA P. (University of North Carolina System); BURBANK, DOUGLAS W. (University of Southern California)",50,3,,,,https://app.dimensions.ai/details/publication/pub.1037160248,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
144,100,pub.1050303575,10.1130/0091-7613(1988)016<1143:tagpif>2.3.co;2,,,Thrusting and gravel progradation in foreland basins: A test of post-thrusting gravel dispersal,Geology,,,1988,1988,16,12,1143-1146,Closed,Article,"Burbank, D. W.; Beck, R. A.; Raynolds, R. G. H.; Hobbs, R.; Tahirkheli, R.A.K.",,"Burbank, D. W. (University of Southern California); Beck, R. A. (University of Southern California); Raynolds, R. G. H. (); Hobbs, R. (University of Southern California); Tahirkheli, R.A.K. (University of Peshawar)",74,8,,,,https://app.dimensions.ai/details/publication/pub.1050303575,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
145,100,pub.1020113894,10.1007/978-1-4612-3788-4_17,,,Stratigraphic Keys to the Timing of Thrusting in Terrestrial Foreland Basins: Applications to the Northwestern Himalaya,Frontiers in Sedimentary Geology,New Perspectives in Basin Analysis,,1988,1988,,,331-351,Closed,Chapter,"Burbank, Douglas W.; Raynolds, Robert G. H.",,"Burbank, Douglas W. (); Raynolds, Robert G. H. ()",69,5,,,,https://app.dimensions.ai/details/publication/pub.1020113894,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
146,100,pub.1051689155,10.1130/0091-7613(1987)15<1172:tctrdf>2.0.co;2,,,"Temporally constrained tectonic rotations derived from magnetostratigiraphic data: Implications for the initiation of the Garlock fault, California",Geology,,,1987,1987,15,12,1172-1175,Closed,Article,"Burbank, Douglas W.; Whistler, David P.",,"Burbank, Douglas W. (University of Southern California); Whistler, David P. (Natural History Museum of Los Angeles County)",38,2,,,,https://app.dimensions.ai/details/publication/pub.1051689155,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
147,100,pub.1037752237,10.1002/9781444303810.ch16,,,Late Cenozoic Tectonics and Sedimentation in the North‐Western Himalayan Foredeep: II. Eastern Limb of the Northwest Syntaxis and Regional Synthesis,,Foreland Basins,,1986-12-22,1986,,,293-306,Closed,Chapter,"Burbank, Douglas W.; Raynolds, Robert G. H.; Johnson, Gary D.",,"Burbank, Douglas W. (University of Southern California); Raynolds, Robert G. H. (); Johnson, Gary D. (Dartmouth College)",32,2,,,,https://app.dimensions.ai/details/publication/pub.1037752237,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
148,100,pub.1005798138,10.1002/9781444303810.ch15,,,Late Cenozoic Tectonics and Sedimentation in the North‐Western Himalayan Foredeep: I. Thrust Ramping and Associated Deformation in the Potwar Region,,Foreland Basins,,1986-12-22,1986,,,273-291,Closed,Chapter,"Johnson, Gary D.; Raynolds, Robert G. H.; Burbank, Douglas W.",,"Johnson, Gary D. (Dartmouth College); Raynolds, Robert G. H. (); Burbank, Douglas W. (University of Southern California)",49,1,,,,https://app.dimensions.ai/details/publication/pub.1005798138,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
149,100,pub.1020574875,10.1038/316429a0,,,"Age and palaeoclimatic significance of the loess of Lanzhou, north China",Nature,,,1985-08,1985,316,6027,429-431,Closed,Article,"Burbank, Douglas W.; Jijun, Li",,"Burbank, Douglas W. (University of Southern California); Jijun, Li (Lanzhou University)",103,9,,,,https://app.dimensions.ai/details/publication/pub.1020574875,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
