,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Sangwon Suh. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
105,100,pub.1031493137,10.1162/jiec.2006.10.3.129,,,Environmental Impacts of Consumption in the European Union:High‐Resolution Input‐Output Tables with Detailed Environmental Extensions,Journal of Industrial Ecology,,,2006-07,2006,10,3,129-146,Closed,Article,"Huppes, Gjalt; Koning, Arjan; Suh, Sangwon; Heijungs, Reinout; Oers, Lauran; Nielsen, Per; Guinée, Jeroen B.",,"Huppes, Gjalt (); Koning, Arjan (); Suh, Sangwon (); Heijungs, Reinout (); Oers, Lauran (); Nielsen, Per (); Guinée, Jeroen B. ()",91,9,,28.81,,https://app.dimensions.ai/details/publication/pub.1031493137,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
106,100,pub.1022956181,10.1162/jiec.2006.10.3.73,,,Setting Priorities within Product‐Oriented Environmental Policy,Journal of Industrial Ecology,,,2006-07,2006,10,3,73-87,Closed,Article,"Weidema, Bo P.; Suh, Sangwon; Notten, Philippa",,"Weidema, Bo P. (); Suh, Sangwon (); Notten, Philippa ()",20,2,,6.33,,https://app.dimensions.ai/details/publication/pub.1022956181,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
107,100,pub.1017394626,10.1162/jiec.2006.10.3.183,,,Environmental Impacts of Products:Policy Relevant Information and Data Challenges,Journal of Industrial Ecology,,,2006-07,2006,10,3,183-198,Closed,Article,"Tukker, Arnold; Eder, Peter; Suh, Sangwon",,"Tukker, Arnold (Netherlands Organisation for Applied Scientific Research); Eder, Peter (Netherlands Organisation for Applied Scientific Research); Suh, Sangwon (Netherlands Organisation for Applied Scientific Research)",41,5,,4.78,,https://app.dimensions.ai/details/publication/pub.1017394626,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
108,200,pub.1043699314,10.1016/j.ecolmodel.2006.01.002,,,Erratum to “Theory of materials and energy flow analysis in ecology and economics” [Ecol. Modell. 189 (3–4) (2005) 251–269],Ecological Modelling,,,2006-06,2006,195,3-4,410,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (University of Minnesota; Leiden University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1043699314,,,,,,
109,200,pub.1006426385,10.1065/lca2006.02.001,,,Cultivating a Healthy Journal Space,The International Journal of Life Cycle Assessment,,,2006-03,2006,11,2,77-79,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (University of Minnesota)",1,0,,0.16,,https://app.dimensions.ai/details/publication/pub.1006426385,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
110,100,pub.1022038960,10.1065/lca2006.04.008,,,Human and Ecological Life Cycle Tools for the Integrated Assessment of Systems (HELIAS),The International Journal of Life Cycle Assessment,,,2006-01,2006,11,Suppl 1,19-28,"All OA; Green, Published",Article,"Heijungs, Reinout; Kleijn, René; Voet, Ester van der; Koning, Arjan de; Oers, Lauran van; Elshkaki, Ayman; Huele, Ruben; Huppes, Gjalt; Suh, Sangwon; Wegener Sleeswijk, Anneke","Heijungs, Reinout","Heijungs, Reinout (Leiden University); Kleijn, René (Leiden University); Voet, Ester van der (); Koning, Arjan de (Leiden University); Oers, Lauran van (); Elshkaki, Ayman (Leiden University); Huele, Ruben (Leiden University); Huppes, Gjalt (Leiden University); Suh, Sangwon (University of Minnesota); Wegener Sleeswijk, Anneke (Leiden University)",6,1,,0.94,https://openaccess.leidenuniv.nl/bitstream/handle/1887/11435/11_500_120.pdf?sequence=1,https://app.dimensions.ai/details/publication/pub.1022038960,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
111,100,pub.1006004227,10.1016/j.jclepro.2005.05.022,,,Reformulation of matrix-based LCI: from product balance to process balance,Journal of Cleaner Production,,,2006-01,2006,14,1,47-51,Closed,Article,"Heijungs, Reinout; Suh, Sangwon","Heijungs, Reinout","Heijungs, Reinout (Leiden University); Suh, Sangwon (Leiden University)",31,3,,3.63,,https://app.dimensions.ai/details/publication/pub.1006004227,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
112,100,pub.1052010133,10.1080/09535310500284326,,,Developing a sectoral environmental database for input–output analysis: the comprehensive environmental data archive of the US,Economic Systems Research,,,2005-12,2005,17,4,449-469,Closed,Article,"Suh, Sangwon",,"Suh, Sangwon ()",43,7,,15.35,,https://app.dimensions.ai/details/publication/pub.1052010133,1499 Other Economics; 14 Economics,1499 Other Economics,14 Economics,,,
113,100,pub.1046276784,10.1080/09535310500283476,,,Industrial ecology and input-output economics: an introduction,Economic Systems Research,,,2005-12,2005,17,4,349-364,Closed,Article,"Suh, Sangwon; Kagawa, Shigemi",,"Suh, Sangwon (); Kagawa, Shigemi ()",45,9,,13.76,,https://app.dimensions.ai/details/publication/pub.1046276784,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
114,100,pub.1039609007,10.1016/j.ecolmodel.2005.03.011,,,Theory of materials and energy flow analysis in ecology and economics,Ecological Modelling,,,2005-12,2005,189,3-4,251-269,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (University of Minnesota; Leiden University)",59,12,,18.03,,https://app.dimensions.ai/details/publication/pub.1039609007,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
115,200,pub.1002429756,10.1065/lca2005.11.004,,,Corporate Environmental Management Program at the University of Minnesota,The International Journal of Life Cycle Assessment,,,2005-11,2005,10,6,445-445,Closed,Article,"Suh, Sangwon; Smith, Timothy; Nelson, Casey; Ramaswamy, Shri","Suh, Sangwon","Suh, Sangwon (University of Minnesota); Smith, Timothy (University of Minnesota); Nelson, Casey (University of Minnesota); Ramaswamy, Shri (University of Minnesota)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1002429756,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
116,100,pub.1048561127,10.1162/108819805775247918,,,Eco‐efficiency for Pollution Prevention in Small to Medium‐Sized Enterprises: A Case from South Korea,Journal of Industrial Ecology,,,2005-10,2005,9,4,223-240,Closed,Article,"Suh, Sangwon; Lee, Kun Mo; Ha, Sangsun",,"Suh, Sangwon (); Lee, Kun Mo (); Ha, Sangsun ()",38,6,,4.52,,https://app.dimensions.ai/details/publication/pub.1048561127,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
117,100,pub.1005242976,10.1065/lca2004.12.198,,,"A Structure Comparison of two Approaches to LCA Inventory Data, Based on the MIET and ETH Databases (10 pp)",The International Journal of Life Cycle Assessment,,,2005-09,2005,10,5,317-324,Closed,Article,"Mongelli, Ignazio; Suh, Sangwon; Huppes, Gjalt","Mongelli, Ignazio","Mongelli, Ignazio (); Suh, Sangwon (University of Minnesota); Huppes, Gjalt (Leiden University)",29,5,,4.57,,https://app.dimensions.ai/details/publication/pub.1005242976,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
118,100,pub.1047440612,10.1016/j.jclepro.2003.04.001,,,Methods for Life Cycle Inventory of a product,Journal of Cleaner Production,,,2005-06,2005,13,7,687-697,Closed,Article,"Suh, Sangwon; Huppes, Gjalt","Suh, Sangwon","Suh, Sangwon (Leiden University); Huppes, Gjalt (Leiden University)",359,78,,63.69,,https://app.dimensions.ai/details/publication/pub.1047440612,0915 Interdisciplinary Engineering; 09 Engineering; 0910 Manufacturing Engineering; 0907 Environmental Engineering,0915 Interdisciplinary Engineering,09 Engineering,0910 Manufacturing Engineering,0907 Environmental Engineering,
119,100,pub.1036296403,10.1065/lca2004.06.161,,,Numerical Approaches to Life Cycle Interpretation - The case of the Ecoinvent’96 database (10 pp),The International Journal of Life Cycle Assessment,,,2005-03,2005,10,2,103-112,Closed,Article,"Heijungs, Reinout; Suh, Sangwon; Kleijn, René","Heijungs, Reinout","Heijungs, Reinout (Leiden University); Suh, Sangwon (Leiden University); Kleijn, René (Leiden University)",42,7,,6.62,,https://app.dimensions.ai/details/publication/pub.1036296403,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
120,200,pub.1046744129,10.1007/bf02979425,,,Materials and energy flows in industry and ecosystem networks,The International Journal of Life Cycle Assessment,,,2004-09,2004,9,5,335-336,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (Leiden University; Carnegie Mellon University)",30,0,,4.6,,https://app.dimensions.ai/details/publication/pub.1046744129,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
121,400,pub.1021943122,10.1016/j.envint.2003.11.005,15051246,,"Life cycle assessment Part 1: Framework, goal and scope definition, inventory analysis, and applications",Environment International,,"Conservation of Natural Resources; Ecosystem; Environment; Environmental Pollution; Industry; Manufactured Materials; Models, Theoretical; Policy Making",2004-07,2004,30,5,701-720,Closed,Article,"Rebitzer, G.; Ekvall, T.; Frischknecht, R.; Hunkeler, D.; Norris, G.; Rydberg, T.; Schmidt, W.-P.; Suh, S.; Weidema, B.P.; Pennington, D.W.","Rebitzer, G.","Rebitzer, G. (Swiss Federal Institute of Technology in Lausanne); Ekvall, T. (Chalmers University of Technology); Frischknecht, R. (ESU-Services (Switzerland)); Hunkeler, D. (); Norris, G. (); Rydberg, T. (Joint Research Centre); Schmidt, W.-P. (Ford (Germany)); Suh, S. (Leiden University); Weidema, B.P. (); Pennington, D.W. (Joint Research Centre)",809,213,3.28,84.59,,https://app.dimensions.ai/details/publication/pub.1021943122,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
122,100,pub.1014130137,10.1162/1088198042442351,,,Three Strategies to Overcome the Limitations of Life‐Cycle Assessment,Journal of Industrial Ecology,,,2004-06,2004,8,3,19-32,Closed,Article,"Haes, Helias A. Udo; Heijungs, Reinout; Suh, Sangwon; Huppes, Gjalt",,"Haes, Helias A. Udo (Leiden University); Heijungs, Reinout (Leiden University); Suh, Sangwon (Leiden University); Huppes, Gjalt (Leiden University)",113,20,,33.27,,https://app.dimensions.ai/details/publication/pub.1014130137,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
123,100,pub.1049797761,10.1016/j.ecolecon.2003.10.013,,,"Functions, commodities and environmental impacts in an ecological–economic model",Ecological Economics,,,2004-04,2004,48,4,451-467,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (Leiden University)",191,33,,56.23,,https://app.dimensions.ai/details/publication/pub.1049797761,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
124,400,pub.1055495230,10.1021/es0263745,14968848,,System boundary selection in life-cycle inventories using hybrid approaches.,Environmental Science & Technology,,"Certification; Costs and Cost Analysis; Decision Making; Environmental Pollutants; Forecasting; International Cooperation; Models, Theoretical; Reference Values; Risk Assessment",2004-02,2004,38,3,657-64,Closed,Article,"Suh, Sangwon; Lenzen, Manfred; Treloar, Graham J; Hondo, Hiroki; Horvath, Arpad; Huppes, Gjalt; Jolliet, Olivier; Klann, Uwe; Krewitt, Wolfram; Moriguchi, Yuichi; Munksgaard, Jesper; Norris, Gregory",,"Suh, Sangwon (Leiden University); Lenzen, Manfred (); Treloar, Graham J (); Hondo, Hiroki (); Horvath, Arpad (); Huppes, Gjalt (); Jolliet, Olivier (); Klann, Uwe (); Krewitt, Wolfram (); Moriguchi, Yuichi (); Munksgaard, Jesper (); Norris, Gregory ()",608,99,1.81,179,,https://app.dimensions.ai/details/publication/pub.1055495230,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
125,200,pub.1045162590,10.1007/bf02978530,,,The portrait of Wassily Leontief,The International Journal of Life Cycle Assessment,,,2004-01,2004,9,1,1,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (Leiden University)",1,0,,0.15,,https://app.dimensions.ai/details/publication/pub.1045162590,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
126,100,pub.1029212289,10.1016/j.ecolecon.2003.09.003,,,A note on the calculus for physical input–output analysis and its application to land appropriation of international trade activities,Ecological Economics,,,2004-01,2004,48,1,9-17,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (Leiden University)",46,5,,13.54,,https://app.dimensions.ai/details/publication/pub.1029212289,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
127,100,pub.1044598139,10.1016/s0959-6526(02)00132-4,,,"Normalisation figures for environmental life-cycle assessment The Netherlands (1997/1998), Western Europe (1995) and the world (1990 and 1995)",Journal of Cleaner Production,,,2003-11,2003,11,7,737-748,Closed,Article,"Huijbregts, M.A.J.; Breedveld, L.; Huppes, G.; de Koning, A.; van Oers, L.; Suh, S.","Huijbregts, M.A.J.","Huijbregts, M.A.J. (Radboud University Nijmegen); Breedveld, L. (Ministry of Infrastructure and the Environment); Huppes, G. (Leiden University); de Koning, A. (Leiden University); van Oers, L. (Leiden University); Suh, S. (Leiden University)",77,10,,13.69,,https://app.dimensions.ai/details/publication/pub.1044598139,0915 Interdisciplinary Engineering; 09 Engineering; 0910 Manufacturing Engineering; 0907 Environmental Engineering,0915 Interdisciplinary Engineering,09 Engineering,0910 Manufacturing Engineering,0907 Environmental Engineering,
128,200,pub.1044121717,10.1007/bf02978914,,,Input-output and hybrid life cycle assessment,The International Journal of Life Cycle Assessment,,,2003-09,2003,8,5,257-257,Closed,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (Leiden University)",20,1,,3.27,,https://app.dimensions.ai/details/publication/pub.1044121717,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
129,200,pub.1015548418,10.1007/bf02978928,,,Industrial ecology for a sustainable future,The International Journal of Life Cycle Assessment,,,2003-09,2003,8,5,315-316,Closed,Article,"Suh, Sangwon; Duchin, Faye","Suh, Sangwon","Suh, Sangwon (Leiden University); Duchin, Faye (Rensselaer Polytechnic Institute)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1015548418,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
130,200,pub.1032613635,10.1007/bf02978476,,,Theory and practical implementation of life cycle assessment,The International Journal of Life Cycle Assessment,,,2003-07,2003,8,4,235,Closed,Article,"Rebitzer, Gerald; Köhler, Annette; Suh, Sangwon; Klöpffer, Walter; Jolliet, Olivier; Saur, Konrad","Rebitzer, Gerald","Rebitzer, Gerald (Swiss Federal Institute of Technology in Lausanne); Köhler, Annette (Swiss Federal Institute of Technology in Zurich); Suh, Sangwon (Leiden University); Klöpffer, Walter (); Jolliet, Olivier (Swiss Federal Institute of Technology in Lausanne); Saur, Konrad ()",2,0,,0.33,,https://app.dimensions.ai/details/publication/pub.1032613635,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
131,100,pub.1095070232,10.1109/isee.2003.1208069,,,Life Cycle Environmental Impact of the Internet infrastructure in a University,,"IEEE International Symposium on Electronics and the Environment, 2003.",,2003,2003,,,173-176,Closed,Proceeding,"Loerincik, Yves; Suh, Sangwon; Jolliet, Olivier",,"Loerincik, Yves (Swiss Federal Institute of Technology in Lausanne); Suh, Sangwon (Leiden University); Jolliet, Olivier (Swiss Federal Institute of Technology in Lausanne)",4,0,,0.97,,https://app.dimensions.ai/details/publication/pub.1095070232,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
132,100,pub.1046279347,10.1007/bf02994047,,,Missing inventory estimation tool using extended input-output analysis,The International Journal of Life Cycle Assessment,,,2002-05,2002,7,3,134-140,Closed,Article,"Suh, Sangwon; Huppes, Gjalt","Suh, Sangwon","Suh, Sangwon (Leiden University); Huppes, Gjalt (Leiden University)",94,6,,16.18,,https://app.dimensions.ai/details/publication/pub.1046279347,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
133,200,pub.1053408120,10.1007/978-94-015-9900-9,,,The Computational Structure of Life Cycle Assessment,Eco-Efficiency in Industry and Science,,,2002,2002,11,,,Closed,Monograph,"Heijungs, Reinout; Suh, Sangwon",,"Heijungs, Reinout (Leiden University); Suh, Sangwon (Leiden University)",280,68,,,,https://app.dimensions.ai/details/publication/pub.1053408120,,,,,,
